NO_OF_FRAMES	198
NO_OF_CAMERAS	23
NO_OF_MARKERS	17
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-28, 12:07:58	6365.56944057
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15	16	17
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	15 X	15 Y	15 Z	16 X	16 Y	16 Z	17 X	17 Y	17 Z	
45733	255.48603	1008.368	-5460.266	7831.095	967.509	-5436.269	7852.029	919.249	-5410.930	7844.310	871.244	-5405.610	7847.222	820.787	-5409.172	7852.028	761.167	-5389.475	7854.953	706.344	-5369.226	7876.095	667.464	-5350.755	7908.381	633.895	-5337.543	7951.991	605.502	-5312.578	8007.058	587.887	-5274.816	8052.067	547.024	-5227.352	8090.975	517.653	-5177.936	8128.202	483.554	-5140.128	8170.875	456.628	-5106.562	8233.154	464.581	-5074.752	8299.945	510.535	-5089.069	8381.680
45734	255.49162	1013.146	-5461.114	7810.533	972.131	-5437.188	7833.085	923.549	-5412.152	7828.500	875.632	-5407.885	7833.405	825.267	-5412.574	7839.849	765.982	-5392.459	7844.176	711.051	-5371.694	7864.555	671.631	-5353.272	7896.252	637.789	-5340.585	7939.682	609.516	-5316.379	7995.124	587.232	-5278.309	8041.693	552.862	-5231.095	8079.933	522.979	-5181.785	8117.423	487.583	-5145.145	8159.963	457.926	-5109.987	8219.874	462.669	-5064.449	8279.884	502.046	-5048.553	8370.963
45735	255.49721	1017.325	-5461.663	7789.903	976.490	-5438.111	7814.049	927.699	-5413.129	7812.310	879.935	-5410.008	7818.903	829.738	-5415.887	7827.167	770.828	-5395.772	7833.021	715.953	-5374.267	7853.029	676.027	-5355.652	7884.070	641.391	-5343.568	7927.098	613.348	-5320.052	7982.887	591.874	-5281.857	8029.750	558.354	-5234.501	8068.503	527.968	-5185.999	8106.605	492.082	-5149.774	8149.034	462.249	-5111.675	8206.780	464.741	-5058.020	8258.863	465.884	-4997.694	8340.698
45736	255.50279	1021.141	-5462.203	7769.356	980.424	-5441.583	7790.097	931.544	-5413.878	7795.602	884.203	-5412.117	7804.125	834.274	-5418.832	7814.046	775.666	-5399.255	7821.555	721.086	-5375.855	7843.380	680.509	-5358.211	7871.814	645.215	-5346.278	7914.423	617.147	-5323.413	7970.377	590.701	-5283.011	8017.748	563.454	-5237.944	8056.661	532.676	-5190.217	8095.534	497.442	-5153.704	8138.161	469.047	-5111.099	8192.839	465.152	-5053.485	8239.597	449.088	-4966.947	8285.165
45737	255.50838	1024.502	-5462.057	7748.951	983.950	-5442.125	7770.861	935.269	-5414.391	7778.435	887.952	-5418.524	7787.061	838.935	-5414.276	7802.107	780.590	-5402.885	7809.854	726.208	-5379.666	7828.407	685.352	-5360.495	7859.475	649.378	-5348.760	7901.639	621.009	-5326.708	7957.593	605.262	-5288.406	8004.131	568.068	-5241.553	8044.684	537.281	-5194.392	8084.246	503.695	-5157.323	8127.298	476.963	-5110.741	8178.136	457.462	-5050.278	8223.104	436.645	-4954.936	8228.168
45738	255.51397	1027.680	-5462.108	7728.684	987.515	-5442.720	7751.730	938.639	-5413.928	7761.203	891.910	-5420.486	7771.200	843.600	-5417.436	7788.352	785.381	-5406.775	7797.666	731.226	-5382.628	7816.226	688.163	-5363.625	7847.883	653.442	-5351.254	7888.596	624.774	-5329.594	7944.601	598.841	-5289.533	7992.525	571.974	-5245.076	8032.400	541.920	-5198.350	8072.856	510.375	-5159.998	8115.893	483.477	-5110.368	8164.009	457.606	-5048.804	8197.549	426.013	-4957.403	8175.614
45739	255.51955	1030.457	-5462.091	7708.270	990.727	-5442.840	7732.689	941.550	-5417.875	7741.912	895.778	-5422.349	7754.991	848.188	-5420.574	7774.197	790.210	-5410.669	7785.214	736.157	-5385.958	7803.846	692.949	-5366.204	7835.011	655.460	-5354.476	7876.277	628.565	-5332.296	7931.355	602.443	-5292.976	7979.652	575.978	-5248.866	8020.190	546.738	-5202.120	8061.014	517.427	-5161.857	8104.120	488.982	-5111.449	8150.482	455.244	-5047.916	8171.292	416.903	-4967.389	8128.475
45740	255.52514	1032.852	-5461.820	7687.789	993.889	-5443.514	7713.576	944.671	-5418.678	7724.062	899.490	-5424.060	7738.434	852.819	-5423.411	7759.775	795.146	-5414.662	7772.330	741.360	-5389.384	7791.329	698.001	-5368.924	7822.005	660.067	-5356.942	7862.858	632.412	-5334.853	7917.818	608.595	-5295.823	7964.596	579.243	-5252.756	8007.641	548.269	-5205.403	8050.179	524.652	-5163.945	8091.799	494.163	-5111.392	8134.174	452.481	-5048.365	8145.224	408.890	-4981.286	8087.053
45741	255.53073	1033.606	-5461.500	7668.596	996.790	-5443.475	7694.328	948.302	-5419.515	7706.920	903.047	-5425.662	7721.642	857.392	-5426.326	7744.949	800.118	-5418.560	7759.364	746.437	-5393.103	7778.517	703.064	-5371.660	7808.759	664.975	-5359.176	7849.323	636.517	-5337.342	7903.951	611.594	-5299.390	7951.103	582.733	-5256.517	7994.631	554.073	-5208.476	8037.624	531.437	-5166.047	8078.846	497.910	-5110.962	8116.322	451.887	-5050.023	8117.164	402.530	-4996.784	8050.414
45742	255.53631	1034.293	-5461.095	7649.722	999.524	-5443.943	7674.772	950.961	-5420.168	7688.420	906.665	-5426.942	7704.829	862.080	-5429.405	7729.846	805.201	-5422.383	7746.149	751.513	-5396.717	7765.387	708.385	-5374.490	7795.295	670.267	-5361.363	7835.603	639.988	-5339.637	7891.389	609.120	-5304.326	7938.988	586.345	-5260.199	7981.236	559.374	-5211.403	8024.479	539.728	-5168.783	8065.313	500.501	-5110.878	8097.926	453.015	-5052.852	8088.911	398.472	-5012.437	8017.765
