NO_OF_FRAMES	222
NO_OF_CAMERAS	23
NO_OF_MARKERS	16
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-28, 11:59:46	5873.93796064
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15	16
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	15 X	15 Y	15 Z	16 X	16 Y	16 Z	
7507	41.93296	331.234	-5048.164	7378.036	363.504	-5060.116	7415.870	409.448	-5074.116	7456.424	443.582	-5046.197	7470.409	483.491	-4995.463	7496.226	533.574	-5004.147	7535.682	542.506	-5051.503	7577.421	530.704	-5081.046	7620.476	512.395	-5092.836	7686.050	493.860	-5079.037	7745.389	473.749	-5052.554	7801.484	455.310	-5029.907	7855.126	426.703	-5012.440	7925.656	415.512	-5009.277	8014.423	418.249	-5011.016	8081.006	469.243	-4949.441	8135.397
7508	41.93855	330.453	-5048.794	7366.651	362.409	-5060.468	7404.300	408.594	-5075.034	7444.616	442.707	-5047.414	7458.306	480.610	-4994.998	7484.006	531.027	-5001.590	7522.847	543.163	-5050.303	7562.513	531.426	-5080.967	7604.786	513.083	-5093.844	7669.938	495.061	-5079.854	7729.513	475.233	-5052.973	7785.458	455.613	-5030.407	7840.365	427.105	-5013.335	7909.350	413.865	-5009.229	7997.854	414.941	-5008.158	8064.439	461.449	-4939.336	8116.575
7509	41.94413	329.600	-5049.125	7354.609	361.431	-5060.864	7392.420	407.711	-5076.069	7432.475	441.846	-5048.564	7446.069	480.023	-4995.443	7469.825	531.932	-5001.122	7507.513	543.685	-5049.019	7547.298	532.123	-5080.902	7588.721	513.832	-5094.803	7652.620	496.251	-5080.557	7713.251	476.730	-5053.755	7769.303	457.765	-5031.271	7822.771	427.439	-5014.131	7892.703	412.153	-5008.627	7980.831	411.548	-5004.744	8047.253	453.765	-4929.999	8097.315
7510	41.94972	328.747	-5049.579	7342.422	360.926	-5061.319	7379.699	406.903	-5077.346	7419.836	441.094	-5049.743	7433.491	477.068	-4996.446	7457.141	529.053	-4998.491	7494.687	544.146	-5047.690	7531.765	532.799	-5080.621	7572.389	514.502	-5095.793	7636.905	497.640	-5081.479	7696.734	478.433	-5054.618	7752.707	459.118	-5032.038	7806.237	427.660	-5014.882	7875.671	410.388	-5007.571	7963.329	408.094	-5001.021	8029.527	445.918	-4921.435	8077.457
7511	41.95531	327.852	-5049.912	7330.108	360.048	-5061.468	7367.168	406.083	-5078.214	7407.032	440.322	-5051.105	7420.733	475.169	-4996.947	7443.267	527.990	-4997.087	7479.905	544.501	-5046.330	7516.029	533.360	-5080.317	7555.782	515.219	-5096.721	7619.858	499.013	-5082.345	7679.879	479.962	-5055.447	7736.161	459.672	-5032.849	7790.703	427.864	-5015.453	7858.236	408.491	-5005.977	7945.321	404.483	-4997.356	8011.242	438.668	-4916.453	8056.228
7512	41.96089	326.878	-5050.156	7317.447	359.283	-5061.559	7354.351	405.300	-5079.284	7393.741	439.600	-5052.447	7407.473	473.691	-4997.135	7428.777	526.706	-4995.537	7464.971	544.763	-5044.959	7500.015	533.945	-5080.065	7539.900	515.895	-5097.397	7602.525	500.353	-5083.294	7662.954	481.690	-5056.572	7719.149	461.210	-5033.914	7773.463	428.040	-5015.959	7840.384	406.635	-5004.121	7926.852	400.816	-4993.778	7992.318	430.857	-4910.733	8036.093
7513	41.96648	325.839	-5050.468	7304.518	358.578	-5061.600	7341.197	404.525	-5080.095	7380.368	438.973	-5053.792	7393.992	472.218	-4997.346	7413.989	525.467	-4993.939	7449.406	544.885	-5043.441	7483.714	534.362	-5079.720	7522.709	516.521	-5098.185	7584.908	501.800	-5084.450	7645.655	483.537	-5057.798	7701.873	462.712	-5035.029	7756.088	426.132	-5015.833	7823.092	404.767	-5001.957	7907.810	397.003	-4990.266	7972.845	421.768	-4905.405	8015.027
7514	41.97207	324.815	-5050.604	7291.505	357.819	-5061.706	7327.871	403.875	-5081.245	7366.489	438.475	-5055.204	7380.181	470.709	-4997.659	7398.865	523.955	-4992.373	7434.041	544.880	-5041.983	7467.174	534.766	-5079.239	7505.290	517.295	-5099.083	7567.032	503.306	-5085.590	7628.164	485.333	-5058.914	7684.537	464.146	-5036.090	7738.368	426.403	-5015.979	7804.465	402.881	-4999.716	7888.287	395.164	-4986.878	7952.551	414.513	-4901.066	7993.886
7515	41.97765	323.781	-5050.547	7278.171	357.153	-5061.816	7314.202	403.217	-5081.993	7352.378	437.974	-5056.704	7365.979	469.328	-4998.041	7383.444	522.297	-4990.732	7418.283	544.672	-5040.407	7450.429	535.093	-5078.669	7487.494	518.027	-5099.771	7548.858	504.907	-5086.856	7610.334	487.335	-5060.500	7666.782	465.576	-5037.200	7720.292	426.967	-5015.883	7785.574	401.036	-4997.453	7868.224	391.212	-4983.385	7931.826	406.844	-4896.878	7973.060
7516	41.98324	322.798	-5050.677	7264.369	356.365	-5061.797	7300.335	402.548	-5082.881	7337.786	437.457	-5057.779	7351.338	468.053	-4998.579	7367.788	520.613	-4989.080	7402.309	544.332	-5038.755	7433.398	535.300	-5078.040	7469.537	518.791	-5100.509	7530.390	506.545	-5088.150	7592.315	489.222	-5061.893	7648.833	467.097	-5038.266	7701.876	427.667	-5015.641	7766.288	399.137	-4995.153	7847.678	387.069	-4979.891	7910.734	399.341	-4893.441	7952.366
7517	41.98883	321.759	-5050.686	7250.610	355.525	-5061.682	7286.239	401.897	-5083.714	7322.878	437.020	-5059.244	7336.523	466.758	-4999.115	7351.804	518.849	-4987.421	7386.082	543.798	-5037.137	7416.090	535.367	-5077.348	7451.248	519.622	-5101.219	7511.639	508.195	-5089.537	7574.007	491.200	-5063.454	7630.607	468.811	-5039.324	7683.206	428.436	-5015.078	7746.774	396.899	-4992.990	7827.534	383.093	-4976.510	7888.932	392.039	-4890.231	7931.646
7518	41.99441	320.751	-5050.723	7236.320	354.718	-5061.680	7271.883	401.210	-5083.335	7308.330	436.437	-5059.686	7322.701	465.429	-4999.782	7335.622	517.014	-4985.818	7369.545	543.155	-5035.556	7398.509	535.363	-5076.570	7432.792	520.472	-5101.839	7492.726	509.855	-5091.151	7555.433	493.196	-5065.201	7611.967	470.537	-5040.444	7664.165	429.274	-5014.718	7726.829	395.202	-4990.866	7805.985	379.250	-4973.247	7866.489	385.025	-4887.201	7910.932
7519	42.00000	319.794	-5050.832	7221.821	353.906	-5061.607	7257.149	400.665	-5084.101	7292.743	436.023	-5061.085	7307.336	464.168	-5000.458	7319.361	515.071	-4984.209	7352.637	542.411	-5033.790	7380.727	535.205	-5075.729	7414.045	521.348	-5102.480	7473.513	511.580	-5092.731	7536.416	495.187	-5066.894	7593.126	472.509	-5041.451	7644.911	430.161	-5014.272	7706.426	391.979	-4988.378	7784.648	375.535	-4970.009	7843.617	378.266	-4884.371	7889.950
7520	42.00559	318.776	-5050.547	7207.076	353.072	-5061.400	7242.275	400.199	-5084.767	7276.804	435.630	-5062.491	7291.620	462.846	-5001.180	7302.725	513.040	-4982.646	7335.604	541.639	-5032.031	7362.751	534.930	-5074.780	7395.120	522.483	-5102.980	7454.266	513.220	-5094.384	7517.372	497.273	-5068.693	7573.904	474.826	-5043.230	7625.452	431.284	-5013.654	7685.889	390.477	-4986.386	7762.074	371.853	-4966.993	7820.117	371.408	-4881.792	7868.992
7521	42.01117	317.798	-5050.738	7192.019	352.236	-5061.266	7227.066	399.648	-5085.419	7260.492	435.176	-5063.865	7275.442	461.463	-5002.053	7286.118	510.963	-4981.155	7318.298	540.793	-5030.351	7344.379	534.569	-5073.751	7375.893	523.465	-5103.397	7434.710	514.774	-5096.022	7498.091	499.277	-5070.889	7554.419	476.771	-5044.268	7605.524	432.134	-5013.062	7664.866	389.069	-4984.371	7739.033	366.475	-4964.133	7797.396	365.058	-4879.265	7847.396
7522	42.01676	316.761	-5050.807	7176.828	351.465	-5061.083	7211.585	399.267	-5086.003	7244.008	434.809	-5065.300	7259.381	459.993	-5002.888	7269.104	508.703	-4979.736	7300.727	539.914	-5028.625	7325.882	534.231	-5072.712	7356.538	524.308	-5103.770	7414.823	516.585	-5097.683	7478.192	501.486	-5072.710	7534.597	478.951	-5045.211	7585.220	433.043	-5013.015	7643.350	387.839	-4982.386	7715.630	360.145	-4961.248	7774.025	358.423	-4877.222	7825.608
7523	42.02235	315.749	-5050.580	7161.261	350.665	-5060.760	7195.840	398.850	-5086.512	7227.176	434.364	-5066.697	7242.575	458.464	-5003.744	7251.929	506.395	-4978.498	7282.802	539.007	-5026.898	7307.114	533.956	-5071.711	7336.836	524.932	-5104.137	7394.562	518.329	-5099.497	7458.057	503.626	-5074.162	7514.542	481.180	-5046.239	7564.618	433.979	-5013.002	7621.348	386.695	-4980.553	7691.666	354.165	-4959.448	7748.032	352.185	-4875.353	7802.998
