NO_OF_FRAMES	317
NO_OF_CAMERAS	23
NO_OF_MARKERS	14
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-26, 17:09:04	89702.05368423
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	
4425	24.71508	-44.689	-5031.156	8366.980	-13.538	-5075.053	8376.686	27.033	-5110.192	8378.064	57.412	-5099.813	8332.409	88.024	-5098.952	8286.415	140.193	-5096.444	8251.095	207.131	-5109.143	8236.153	271.343	-5103.767	8231.240	321.701	-5112.504	8221.594	375.755	-5103.665	8214.350	455.844	-5092.000	8216.369	490.412	-5135.071	8260.138	429.920	-5196.703	8278.412	NA	NA	NA
4426	24.72067	-53.308	-5031.134	8361.090	-22.439	-5077.793	8371.089	15.490	-5112.624	8374.322	47.809	-5101.497	8330.732	79.092	-5099.064	8284.949	130.867	-5095.724	8249.046	197.563	-5108.370	8233.334	261.957	-5102.645	8229.228	312.531	-5112.037	8220.810	367.206	-5104.638	8215.061	448.374	-5090.442	8211.687	490.288	-5126.551	8256.555	431.206	-5187.122	8280.011	NA	NA	NA
4427	24.72626	-62.138	-5031.255	8354.497	-31.931	-5073.540	8366.025	4.005	-5115.005	8369.841	38.405	-5102.885	8328.711	70.103	-5099.377	8283.321	121.628	-5095.463	8246.993	188.104	-5107.492	8230.161	252.517	-5101.537	8226.640	303.673	-5111.547	8219.872	358.328	-5105.296	8215.181	440.337	-5090.298	8207.661	488.192	-5118.358	8251.819	433.211	-5178.358	8278.185	NA	NA	NA
4428	24.73184	-71.130	-5031.572	8347.432	-40.814	-5072.980	8360.302	-7.378	-5128.538	8361.491	29.106	-5104.522	8326.495	61.083	-5099.226	8281.378	112.473	-5095.019	8244.715	178.672	-5106.523	8226.689	242.714	-5108.030	8222.619	294.453	-5111.223	8218.004	354.058	-5105.613	8206.911	431.894	-5090.557	8204.105	485.275	-5109.965	8245.949	436.889	-5169.753	8276.202	NA	NA	NA
4429	24.73743	-80.052	-5032.202	8340.028	-49.362	-5072.448	8354.126	-17.957	-5131.000	8356.813	19.806	-5106.757	8323.769	52.035	-5099.659	8279.091	103.353	-5094.001	8242.447	169.255	-5105.514	8223.080	233.384	-5107.136	8218.887	285.029	-5110.525	8215.654	345.050	-5105.495	8206.055	423.331	-5090.882	8200.830	481.425	-5101.893	8239.424	465.445	-5166.206	8264.268	NA	NA	NA
4430	24.74302	-88.782	-5033.258	8332.629	-57.897	-5071.968	8347.489	-29.285	-5133.687	8350.377	10.495	-5108.957	8320.663	43.020	-5099.867	8276.581	94.256	-5093.423	8239.840	159.898	-5104.631	8219.467	223.945	-5106.327	8215.030	275.604	-5109.741	8212.630	336.059	-5105.537	8204.891	414.445	-5091.348	8197.922	476.686	-5094.537	8232.398	471.161	-5156.858	8264.430	432.440	-5192.363	8265.034
4431	24.74860	-97.886	-5034.283	8324.926	-66.159	-5071.479	8340.300	-40.460	-5135.613	8343.240	1.326	-5111.239	8317.268	33.970	-5100.076	8273.659	85.230	-5092.800	8237.031	150.580	-5103.848	8215.641	214.625	-5105.427	8210.869	266.201	-5108.868	8209.021	326.016	-5105.073	8204.842	405.475	-5091.767	8195.354	470.713	-5088.161	8224.941	477.630	-5146.196	8264.131	442.869	-5183.904	8258.823
4432	24.75419	-107.172	-5035.262	8316.639	-74.328	-5070.885	8332.783	-51.023	-5137.100	8335.948	-8.132	-5122.491	8309.329	24.963	-5100.357	8270.670	76.016	-5092.543	8233.644	141.203	-5103.227	8211.688	205.209	-5104.401	8206.451	256.727	-5107.926	8205.131	317.688	-5105.364	8200.633	396.365	-5091.863	8192.673	463.362	-5083.300	8217.781	NA	NA	NA	446.780	-5176.623	8262.165
4433	24.75978	-116.708	-5036.372	8308.313	-82.409	-5070.262	8324.866	-61.158	-5138.266	8328.248	-16.899	-5124.372	8305.707	15.904	-5100.542	8267.253	66.897	-5091.744	8230.144	132.666	-5092.459	8209.161	195.853	-5103.367	8201.705	247.280	-5106.984	8200.807	308.426	-5105.238	8197.702	387.093	-5091.650	8189.900	455.419	-5080.021	8210.772	487.396	-5124.666	8260.726	451.720	-5168.761	8267.177
4434	24.76536	-126.233	-5037.623	8299.948	-90.458	-5069.576	8316.428	-71.049	-5139.058	8320.274	-25.995	-5126.421	8301.089	7.011	-5100.530	8263.774	57.691	-5091.660	8226.197	123.335	-5092.226	8204.906	186.464	-5102.346	8197.003	237.971	-5106.134	8196.244	298.881	-5104.957	8194.335	377.764	-5091.411	8187.019	447.170	-5077.649	8203.860	488.538	-5114.362	8255.908	NA	NA	NA
