NO_OF_FRAMES	258
NO_OF_CAMERAS	23
NO_OF_MARKERS	13
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-21, 15:22:14	88280.29085193
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	
3736	20.86592	212.817	-4730.541	8411.026	256.556	-4839.297	8401.777	NA	NA	NA	330.484	-4877.983	8357.572	370.556	-4938.464	8350.899	411.628	-4987.160	8327.899	435.181	-5009.729	8296.432	485.540	-5039.711	8237.000	517.633	-5102.455	8231.386	NA	NA	NA	420.270	-5226.065	8331.353	NA	NA	NA	NA	NA	NA
3737	20.87151	207.688	-4719.889	8411.805	NA	NA	NA	NA	NA	NA	325.933	-4868.403	8356.280	366.231	-4928.499	8348.784	407.166	-4979.520	8328.762	431.298	-5004.248	8299.788	481.697	-5035.468	8241.513	519.130	-5094.005	8231.600	NA	NA	NA	418.357	-5224.816	8329.594	NA	NA	NA	NA	NA	NA
3738	20.87709	202.487	-4712.806	8411.684	NA	NA	NA	NA	NA	NA	321.161	-4859.051	8354.946	361.811	-4918.516	8346.083	427.625	-4972.011	8329.382	427.369	-4998.050	8302.480	477.945	-5031.026	8245.933	519.794	-5087.974	8229.836	NA	NA	NA	416.078	-5223.281	8327.911	NA	NA	NA	NA	NA	NA
3739	20.88268	197.613	-4705.756	8411.155	NA	NA	NA	NA	NA	NA	316.155	-4849.731	8353.528	357.420	-4908.758	8342.993	430.035	-4964.754	8332.198	423.281	-4991.778	8304.022	474.119	-5026.574	8250.285	521.541	-5081.638	8227.902	NA	NA	NA	413.705	-5221.517	8326.165	NA	NA	NA	NA	NA	NA
3740	20.88827	193.030	-4698.576	8410.333	NA	NA	NA	NA	NA	NA	311.117	-4840.632	8352.065	353.192	-4899.106	8339.703	433.027	-4957.322	8334.835	419.063	-4984.471	8304.926	470.292	-5022.316	8254.317	528.770	-5076.279	8224.788	NA	NA	NA	411.512	-5219.579	8324.222	NA	NA	NA	NA	NA	NA
3741	20.89385	188.798	-4691.253	8409.266	NA	NA	NA	NA	NA	NA	305.934	-4831.746	8350.565	348.926	-4889.528	8336.179	NA	NA	NA	414.919	-4976.950	8304.966	466.425	-5017.857	8257.923	525.326	-5068.170	8225.740	NA	NA	NA	409.772	-5217.522	8321.944	NA	NA	NA	NA	NA	NA
3742	20.89944	184.952	-4683.763	8407.949	NA	NA	NA	NA	NA	NA	299.357	-4821.659	8348.208	344.609	-4880.245	8332.469	NA	NA	NA	410.953	-4969.284	8304.288	462.463	-5013.187	8260.863	522.141	-5062.741	8227.475	NA	NA	NA	408.758	-5215.403	8319.196	NA	NA	NA	NA	NA	NA
3743	20.90503	181.486	-4676.004	8406.390	NA	NA	NA	NA	NA	NA	294.706	-4813.626	8346.868	340.293	-4871.016	8328.703	NA	NA	NA	408.838	-4962.959	8303.960	458.476	-5008.281	8263.229	520.494	-5057.397	8229.622	NA	NA	NA	408.744	-5213.276	8315.839	NA	NA	NA	NA	NA	NA
3744	20.91061	178.354	-4668.172	8404.741	NA	NA	NA	NA	NA	NA	290.049	-4805.758	8345.424	335.892	-4862.038	8324.860	NA	NA	NA	405.244	-4955.448	8302.036	454.301	-5002.699	8264.875	509.672	-5050.554	8233.439	NA	NA	NA	410.002	-5211.198	8311.739	NA	NA	NA	NA	NA	NA
3745	20.91620	175.601	-4660.195	8402.907	NA	NA	NA	NA	NA	NA	285.409	-4798.326	8343.800	331.498	-4853.264	8321.031	NA	NA	NA	401.309	-4947.291	8298.880	450.015	-4997.302	8265.815	506.708	-5044.984	8236.829	NA	NA	NA	412.806	-5209.223	8306.759	NA	NA	NA	NA	NA	NA
3746	20.92179	173.196	-4652.128	8400.872	NA	NA	NA	NA	NA	NA	280.793	-4791.188	8341.888	327.049	-4844.750	8317.261	NA	NA	NA	397.008	-4938.823	8294.972	445.624	-4990.723	8266.208	502.482	-5041.323	8239.747	NA	NA	NA	413.881	-5206.728	8303.220	NA	NA	NA	NA	NA	NA
3747	20.92737	171.109	-4643.988	8398.683	NA	NA	NA	NA	NA	NA	276.204	-4784.039	8339.783	322.650	-4836.456	8313.547	NA	NA	NA	392.408	-4930.442	8290.554	442.591	-4988.832	8266.537	498.729	-5035.700	8241.470	NA	NA	NA	414.741	-5204.481	8299.679	NA	NA	NA	NA	NA	NA
3748	20.93296	169.315	-4635.850	8396.425	196.774	-4728.617	8401.977	NA	NA	NA	271.697	-4777.210	8337.469	318.312	-4828.462	8309.757	NA	NA	NA	388.272	-4921.753	8285.312	438.900	-4982.897	8265.627	494.508	-5030.020	8243.245	NA	NA	NA	415.388	-5202.483	8295.906	465.369	-5274.217	8309.845	NA	NA	NA
3749	20.93855	167.746	-4627.725	8393.923	192.386	-4721.059	8398.211	NA	NA	NA	267.247	-4770.656	8334.773	313.912	-4820.622	8305.957	NA	NA	NA	383.944	-4913.263	8280.063	434.320	-4976.481	8263.878	490.086	-5024.230	8244.750	NA	NA	NA	416.009	-5200.806	8291.918	464.332	-5272.556	8309.391	NA	NA	NA
3750	20.94413	166.477	-4619.558	8391.294	187.828	-4712.916	8394.096	NA	NA	NA	265.289	-4763.459	8333.512	309.581	-4812.899	8301.903	NA	NA	NA	383.202	-4904.806	8273.228	429.739	-4968.865	8261.293	485.478	-5018.566	8245.829	523.792	-5075.451	8250.927	416.554	-5199.599	8287.719	464.466	-5273.104	8308.994	NA	NA	NA
3751	20.94972	165.353	-4611.550	8388.414	183.481	-4707.087	8389.591	NA	NA	NA	261.192	-4756.862	8330.313	305.309	-4805.558	8297.688	NA	NA	NA	378.823	-4896.429	8267.644	425.267	-4961.643	8257.885	480.581	-5012.874	8246.389	522.382	-5068.144	8250.805	419.465	-5199.147	8281.749	464.496	-5274.388	8306.906	NA	NA	NA
3752	20.95531	164.418	-4603.654	8385.277	179.319	-4699.805	8384.703	218.367	-4728.393	8361.667	256.848	-4750.433	8326.415	301.098	-4798.234	8293.246	NA	NA	NA	374.758	-4888.009	8261.985	420.857	-4954.210	8253.985	475.577	-5007.210	8246.337	520.362	-5061.058	8250.895	423.665	-5199.071	8274.916	464.577	-5276.343	8306.713	NA	NA	NA
