NO_OF_FRAMES	211
NO_OF_CAMERAS	23
NO_OF_MARKERS	12
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-25, 17:51:17	5834.69910782
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	
6733	37.60894	321.530	-4326.118	6391.724	283.691	-4410.438	6454.006	245.996	-4474.940	6489.652	275.094	-4513.728	6537.468	318.261	-4519.072	6589.359	356.183	-4500.657	6661.020	369.343	-4487.703	6739.988	370.227	-4464.257	6823.831	NA	NA	NA	324.737	-4394.582	6973.626	263.000	-4367.332	7057.167	157.002	-4379.327	7123.128
6734	37.61453	320.765	-4321.427	6364.591	283.532	-4405.972	6426.419	244.948	-4470.636	6461.682	274.126	-4510.091	6508.350	317.466	-4515.428	6560.145	355.882	-4495.750	6631.250	369.345	-4481.858	6709.735	369.743	-4456.630	6793.057	NA	NA	NA	322.607	-4383.751	6941.144	259.964	-4354.600	7022.787	153.838	-4365.782	7089.115
6735	37.62011	320.011	-4316.703	6337.132	283.410	-4401.409	6398.580	244.302	-4466.216	6432.683	273.116	-4506.484	6479.007	316.725	-4511.683	6530.626	355.423	-4491.037	6601.278	369.051	-4475.713	6679.476	369.536	-4448.992	6761.822	NA	NA	NA	320.592	-4373.057	6908.209	257.316	-4341.998	6988.781	150.778	-4352.280	7054.696
6736	37.62570	319.380	-4312.018	6309.514	283.196	-4396.935	6370.444	243.382	-4461.831	6404.179	272.187	-4502.804	6449.317	315.960	-4507.935	6500.805	355.026	-4486.256	6570.929	368.765	-4469.683	6648.903	368.950	-4441.516	6730.615	NA	NA	NA	318.429	-4362.517	6875.097	254.973	-4329.601	6954.986	147.852	-4338.771	7019.897
6737	37.63128	318.719	-4307.316	6281.494	283.034	-4392.344	6342.115	242.839	-4457.184	6374.510	271.159	-4499.070	6419.454	315.199	-4504.206	6470.790	354.565	-4481.407	6540.437	368.597	-4463.531	6617.844	358.419	-4435.734	6714.104	NA	NA	NA	316.218	-4352.107	6841.733	252.373	-4316.968	6919.784	144.999	-4325.366	6984.801
6738	37.63687	318.110	-4302.652	6253.394	282.802	-4387.650	6313.392	241.786	-4452.812	6345.764	269.994	-4495.272	6389.256	314.426	-4500.428	6440.625	354.019	-4476.648	6509.799	368.382	-4457.506	6586.575	357.408	-4428.167	6682.934	NA	NA	NA	313.953	-4341.883	6808.203	249.887	-4304.617	6884.688	142.350	-4311.929	6949.287
6739	37.64246	317.446	-4297.813	6224.933	282.633	-4383.141	6284.500	241.352	-4448.103	6315.478	269.060	-4491.470	6358.841	313.677	-4496.625	6410.109	350.953	-4472.445	6482.910	358.979	-4453.200	6569.489	356.773	-4420.739	6651.002	NA	NA	NA	311.672	-4331.765	6774.380	247.520	-4292.398	6849.261	139.748	-4298.516	6913.522
6740	37.64804	316.889	-4293.082	6196.237	282.499	-4378.470	6255.442	240.311	-4443.573	6286.360	268.157	-4487.552	6328.156	312.958	-4492.810	6379.269	350.561	-4467.595	6451.521	358.641	-4447.128	6538.046	356.230	-4413.121	6618.814	NA	NA	NA	307.747	-4322.248	6742.746	245.246	-4280.234	6813.321	137.263	-4285.159	6877.441
6741	37.65363	316.356	-4288.250	6167.271	282.315	-4373.825	6225.890	239.829	-4438.745	6255.639	267.199	-4483.673	6297.353	312.235	-4489.036	6348.300	349.372	-4462.994	6421.139	358.336	-4441.173	6506.235	355.703	-4405.932	6586.079	NA	NA	NA	305.752	-4312.356	6708.050	242.966	-4268.204	6776.952	134.853	-4271.782	6841.042
6742	37.65922	315.819	-4283.441	6138.029	282.183	-4369.187	6196.238	238.804	-4434.155	6226.045	265.751	-4479.748	6266.743	311.424	-4485.189	6317.222	348.215	-4458.454	6390.515	358.223	-4435.121	6473.745	355.236	-4398.355	6553.260	NA	NA	NA	303.731	-4302.590	6673.110	240.906	-4256.363	6740.622	132.620	-4258.466	6804.348
6743	37.66480	315.431	-4278.622	6108.579	282.021	-4364.433	6166.292	237.994	-4429.175	6195.500	265.158	-4475.553	6234.608	310.822	-4481.386	6285.542	343.562	-4454.454	6365.684	357.894	-4429.136	6441.238	354.126	-4390.899	6520.436	NA	NA	NA	301.609	-4293.051	6638.047	238.691	-4244.764	6703.387	130.496	-4245.056	6767.327
6744	37.67039	314.985	-4273.736	6078.857	281.900	-4359.663	6136.012	237.433	-4424.475	6164.512	264.219	-4471.353	6203.070	310.032	-4477.519	6253.876	343.246	-4449.806	6333.219	357.588	-4423.152	6408.455	353.686	-4383.649	6486.884	NA	NA	NA	299.672	-4283.596	6602.574	236.598	-4233.294	6665.889	128.444	-4231.660	6730.005
6745	37.67598	314.472	-4268.762	6048.747	281.793	-4354.938	6105.447	236.547	-4419.406	6133.647	263.236	-4467.105	6171.247	309.303	-4473.612	6221.774	342.679	-4445.111	6301.030	355.936	-4417.536	6377.679	352.762	-4376.186	6453.322	NA	NA	NA	297.817	-4274.221	6566.767	234.641	-4221.783	6628.275	126.573	-4218.307	6692.486
6746	37.68156	313.939	-4263.750	6018.434	281.742	-4350.190	6074.721	236.104	-4414.433	6101.801	262.076	-4462.863	6139.085	308.576	-4469.742	6189.686	342.396	-4440.428	6268.043	356.721	-4411.287	6342.330	351.871	-4368.895	6419.466	NA	NA	NA	296.000	-4265.021	6530.656	232.627	-4210.722	6589.870	124.764	-4204.849	6654.615
6747	37.68715	313.344	-4258.694	5987.895	281.782	-4345.421	6043.823	235.160	-4409.335	6070.711	260.825	-4458.573	6107.529	307.854	-4465.879	6157.111	341.885	-4435.711	6235.156	356.584	-4405.274	6308.585	351.601	-4361.566	6384.677	NA	NA	NA	293.641	-4256.085	6495.248	230.815	-4199.630	6551.344	123.110	-4191.528	6616.439
6748	37.69274	312.769	-4253.697	5957.004	281.615	-4340.398	6012.436	234.383	-4404.173	6039.005	259.866	-4454.139	6075.008	307.144	-4461.936	6124.382	341.442	-4431.105	6201.989	356.043	-4399.288	6274.828	350.548	-4354.427	6350.612	NA	NA	NA	291.834	-4247.154	6458.717	228.876	-4188.855	6512.532	121.530	-4178.046	6577.947
6749	37.69832	312.187	-4248.548	5925.820	281.628	-4335.542	5980.904	233.656	-4398.970	6007.126	258.742	-4449.623	6042.010	306.522	-4458.066	6091.359	341.347	-4426.533	6168.081	349.283	-4394.869	6251.941	349.519	-4347.302	6316.135	NA	NA	NA	290.258	-4238.270	6421.742	226.616	-4178.948	6472.815	120.074	-4164.617	6539.178
6750	37.70391	311.471	-4243.349	5894.489	281.593	-4330.624	5948.930	233.049	-4393.535	5974.547	257.873	-4444.950	6009.138	305.663	-4454.126	6058.300	340.801	-4421.944	6134.541	347.602	-4389.216	6220.023	348.967	-4339.910	6280.632	NA	NA	NA	288.554	-4229.530	6384.675	224.908	-4168.964	6433.532	118.654	-4151.073	6499.911
6751	37.70950	310.864	-4238.198	5862.780	281.543	-4325.693	5916.828	232.367	-4388.229	5942.203	256.994	-4440.218	5975.963	304.928	-4450.208	6024.827	340.533	-4417.285	6100.433	354.812	-4381.527	6171.701	348.376	-4332.975	6245.333	NA	NA	NA	286.924	-4221.024	6347.355	223.086	-4158.511	6393.797	117.397	-4137.586	6460.254
6752	37.71508	310.186	-4233.087	5830.849	281.626	-4320.822	5884.408	231.465	-4382.974	5909.842	255.744	-4435.456	5942.496	304.167	-4446.277	5991.116	339.960	-4412.755	6066.487	344.322	-4378.224	6155.521	347.607	-4325.901	6209.923	NA	NA	NA	285.311	-4212.507	6309.745	221.305	-4148.505	6354.155	116.202	-4124.023	6420.083
6753	37.72067	309.471	-4227.825	5798.431	281.812	-4315.898	5852.020	230.808	-4377.490	5876.845	255.221	-4430.510	5907.876	303.550	-4442.286	5956.997	339.738	-4408.280	6031.941	354.226	-4369.985	6101.563	346.761	-4318.962	6174.270	NA	NA	NA	283.817	-4204.207	6271.806	219.875	-4138.485	6313.467	115.150	-4110.636	6379.473
6754	37.72626	308.746	-4222.645	5765.952	281.627	-4310.748	5818.804	230.100	-4372.093	5843.480	253.522	-4425.656	5874.817	302.884	-4438.262	5922.686	339.385	-4403.769	5997.227	353.824	-4364.138	6066.156	346.704	-4311.741	6137.030	NA	NA	NA	282.355	-4196.021	6233.753	218.481	-4128.966	6272.975	114.154	-4097.426	6338.479
6755	37.73184	308.102	-4217.441	5733.081	281.679	-4305.792	5785.686	229.338	-4366.544	5809.924	252.527	-4420.599	5840.723	302.160	-4434.055	5888.150	338.866	-4399.410	5962.641	353.288	-4358.531	6030.975	345.753	-4304.947	6100.995	NA	NA	NA	280.875	-4187.943	6195.492	217.033	-4119.421	6232.211	113.226	-4084.192	6296.978
6756	37.73743	307.491	-4212.322	5699.984	281.623	-4300.567	5752.102	228.635	-4361.086	5775.985	250.430	-4415.623	5807.968	301.388	-4429.807	5853.479	338.761	-4394.929	5927.156	NA	NA	NA	344.898	-4298.110	6064.604	NA	NA	NA	279.507	-4179.901	6156.883	215.601	-4110.139	6191.208	112.515	-4071.257	6255.042
6757	37.74302	306.838	-4207.104	5666.595	281.710	-4295.498	5718.594	227.965	-4355.483	5741.783	249.433	-4410.392	5773.456	300.580	-4425.439	5818.479	338.071	-4390.422	5892.469	NA	NA	NA	344.524	-4291.230	6027.282	NA	NA	NA	278.417	-4172.038	6117.721	214.157	-4101.080	6149.996	111.770	-4058.473	6212.635
6758	37.74860	306.160	-4201.669	5632.856	281.857	-4290.421	5684.803	227.241	-4349.913	5707.264	248.095	-4405.102	5738.512	295.719	-4421.889	5791.598	338.159	-4385.883	5856.035	NA	NA	NA	343.752	-4284.665	5990.384	NA	NA	NA	277.190	-4164.199	6078.478	213.042	-4092.208	6108.329	111.205	-4045.994	6169.828
6759	37.75419	305.561	-4196.342	5598.915	281.728	-4285.008	5650.598	226.615	-4344.306	5672.590	247.660	-4399.702	5702.238	294.779	-4417.403	5756.372	337.531	-4381.434	5820.790	NA	NA	NA	343.389	-4277.841	5952.691	NA	NA	NA	275.986	-4156.503	6039.074	211.787	-4083.585	6066.840	110.670	-4033.854	6126.730
6760	37.75978	305.056	-4190.970	5564.613	281.793	-4279.708	5616.364	226.152	-4338.593	5637.247	246.354	-4394.354	5666.822	293.848	-4412.809	5720.715	337.400	-4376.883	5784.347	NA	NA	NA	342.798	-4271.190	5914.995	NA	NA	NA	274.897	-4148.915	5999.334	210.471	-4075.089	6025.105	110.117	-4021.994	6083.307
6761	37.76536	304.522	-4185.490	5530.037	281.657	-4274.310	5581.976	226.038	-4332.844	5600.903	246.956	-4388.616	5627.408	292.713	-4408.204	5685.268	336.875	-4372.373	5748.289	NA	NA	NA	NA	NA	NA	NA	NA	NA	273.788	-4141.554	5959.530	209.292	-4066.835	5983.085	109.695	-4010.489	6039.441
6762	37.77095	304.365	-4179.771	5494.502	281.833	-4268.941	5547.067	225.502	-4327.065	5565.298	242.016	-4383.921	5599.767	291.675	-4403.399	5649.194	336.047	-4367.987	5712.561	NA	NA	NA	341.533	-4257.956	5838.707	NA	NA	NA	272.768	-4134.216	5919.403	208.107	-4058.710	5940.836	109.173	-3999.313	5995.273
6763	37.77654	303.904	-4174.289	5459.591	281.768	-4263.462	5511.967	224.927	-4321.325	5529.680	241.609	-4378.314	5562.354	290.612	-4398.607	5613.013	335.629	-4363.409	5675.672	NA	NA	NA	340.687	-4251.142	5800.468	NA	NA	NA	271.542	-4127.021	5879.384	206.926	-4050.705	5898.536	108.753	-3988.551	5950.665
6764	37.78212	303.300	-4168.438	5424.387	281.765	-4257.936	5476.435	224.312	-4315.520	5493.707	240.212	-4372.707	5526.375	292.441	-4392.965	5569.969	335.119	-4358.858	5638.733	NA	NA	NA	NA	NA	NA	NA	NA	NA	270.528	-4119.949	5839.037	205.805	-4043.091	5856.208	108.255	-3978.205	5905.899
6765	37.78771	302.895	-4162.743	5389.211	281.802	-4252.418	5440.448	223.643	-4309.579	5457.397	239.050	-4367.056	5489.962	292.025	-4387.850	5531.702	334.614	-4354.250	5601.666	NA	NA	NA	NA	NA	NA	NA	NA	NA	269.413	-4112.983	5798.547	205.347	-4035.189	5811.893	107.744	-3968.245	5860.756
6766	37.79330	302.420	-4156.806	5353.546	281.889	-4247.077	5404.535	223.030	-4303.627	5420.903	237.805	-4361.232	5452.908	290.963	-4382.851	5494.561	333.955	-4349.644	5564.701	NA	NA	NA	NA	NA	NA	NA	NA	NA	268.438	-4106.121	5757.600	204.236	-4027.711	5768.936	107.146	-3958.671	5815.530
6767	37.79888	301.931	-4150.847	5317.860	281.832	-4241.295	5367.463	222.393	-4297.539	5383.997	236.645	-4355.420	5416.322	289.365	-4377.727	5458.181	333.568	-4344.985	5527.033	NA	NA	NA	338.410	-4225.846	5645.229	NA	NA	NA	267.312	-4099.433	5716.804	202.941	-4020.620	5726.520	106.496	-3949.462	5770.043
6768	37.80447	301.150	-4144.868	5283.027	282.274	-4236.046	5330.696	221.727	-4291.266	5346.513	235.277	-4349.416	5379.236	288.013	-4372.566	5420.987	333.246	-4340.387	5489.319	NA	NA	NA	338.007	-4219.638	5605.806	NA	NA	NA	266.302	-4092.859	5675.612	201.862	-4013.558	5683.547	105.494	-3940.943	5725.122
6769	37.81006	300.988	-4138.586	5245.790	282.359	-4230.283	5292.601	220.910	-4285.170	5309.560	234.097	-4343.410	5342.112	286.781	-4367.405	5383.565	332.363	-4335.753	5451.963	NA	NA	NA	NA	NA	NA	NA	NA	NA	265.193	-4086.388	5634.299	200.234	-4006.880	5641.543	104.618	-3932.509	5679.096
6770	37.81564	300.496	-4132.414	5209.427	282.655	-4224.452	5253.959	220.226	-4278.831	5271.934	233.375	-4337.012	5302.985	285.664	-4362.106	5345.594	331.934	-4330.948	5413.561	NA	NA	NA	NA	NA	NA	NA	NA	NA	264.208	-4080.123	5592.706	199.525	-4000.113	5597.262	103.692	-3924.612	5633.025
6771	37.82123	299.921	-4126.147	5172.691	282.936	-4218.603	5215.172	219.488	-4272.566	5234.201	231.583	-4330.925	5267.021	284.405	-4356.711	5307.736	331.478	-4326.521	5375.127	NA	NA	NA	NA	NA	NA	NA	NA	NA	263.287	-4073.866	5550.781	198.486	-3993.766	5553.746	102.752	-3917.137	5586.917
6772	37.82682	299.127	-4119.936	5136.430	NA	NA	NA	218.067	-4266.286	5198.207	230.112	-4324.469	5228.929	283.104	-4351.205	5269.636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	262.350	-4067.750	5508.770	196.943	-3987.604	5510.911	101.506	-3910.045	5540.977
6773	37.83240	298.626	-4113.702	5098.931	NA	NA	NA	217.984	-4259.887	5158.717	228.681	-4317.928	5191.012	280.055	-4346.089	5235.485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	261.456	-4061.765	5466.613	195.727	-3981.497	5467.147	100.415	-3903.196	5494.727
6774	37.83799	298.191	-4107.467	5060.953	NA	NA	NA	217.356	-4253.498	5120.195	227.175	-4311.413	5152.613	277.113	-4340.828	5200.837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	260.534	-4055.904	5424.302	194.539	-3975.707	5422.955	99.374	-3896.801	5448.619
6775	37.84358	297.564	-4101.120	5022.759	NA	NA	NA	216.697	-4246.991	5081.583	225.809	-4304.895	5114.386	275.856	-4335.039	5161.927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	259.745	-4049.964	5381.651	193.369	-3970.191	5379.011	98.282	-3890.562	5402.181
6776	37.84916	297.037	-4094.952	4984.167	NA	NA	NA	216.041	-4240.412	5042.722	224.455	-4298.190	5075.292	274.477	-4329.213	5122.964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	259.064	-4044.202	5338.813	192.124	-3964.682	5334.532	97.130	-3884.614	5356.106
6777	37.85475	296.375	-4088.594	4945.024	NA	NA	NA	215.537	-4233.778	5003.713	222.846	-4291.521	5036.135	273.100	-4323.236	5083.714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	258.381	-4038.521	5295.917	190.805	-3959.344	5290.043	95.936	-3878.913	5310.112
6778	37.86034	295.630	-4082.225	4905.604	NA	NA	NA	214.943	-4227.005	4964.625	221.550	-4285.043	4996.917	273.090	-4316.924	5040.502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	257.728	-4033.056	5252.962	189.575	-3954.368	5245.596	94.592	-3873.475	5264.079
6779	37.86592	295.068	-4076.001	4865.757	NA	NA	NA	214.499	-4220.365	4925.237	220.136	-4278.353	4957.031	270.033	-4311.399	5004.867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	257.322	-4027.450	5209.604	188.176	-3949.390	5200.743	93.344	-3868.497	5218.262
6780	37.87151	294.367	-4069.547	4825.542	NA	NA	NA	213.898	-4213.334	4885.907	218.890	-4271.800	4917.249	270.303	-4304.979	4960.460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	256.953	-4021.958	5166.057	186.861	-3944.861	5156.267	91.780	-3863.638	5172.255
6781	37.87709	293.653	-4063.113	4784.807	NA	NA	NA	213.291	-4206.336	4846.361	217.539	-4265.058	4876.732	268.981	-4299.067	4919.823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	256.494	-4016.666	5122.711	185.410	-3940.062	5110.961	90.403	-3859.150	5126.260
6782	37.88268	292.976	-4056.709	4744.381	NA	NA	NA	212.909	-4198.987	4806.186	216.348	-4258.396	4836.448	267.370	-4293.104	4879.507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	256.281	-4011.119	5078.679	184.229	-3935.991	5066.207	88.694	-3854.828	5080.293
6783	37.88827	292.043	-4050.079	4703.635	NA	NA	NA	212.414	-4191.669	4766.426	215.006	-4251.486	4795.734	264.288	-4287.617	4842.896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	256.077	-4005.921	5034.711	182.862	-3931.547	5021.005	86.861	-3850.960	5034.461
6784	37.89385	291.473	-4043.462	4662.113	NA	NA	NA	211.930	-4184.442	4726.638	213.946	-4244.679	4755.128	262.856	-4281.764	4801.848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	255.968	-4000.683	4990.607	181.497	-3927.538	4976.192	85.024	-3847.496	4988.579
6785	37.89944	290.615	-4036.556	4620.875	NA	NA	NA	211.479	-4176.970	4686.553	212.659	-4237.404	4713.840	261.539	-4275.880	4760.210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	255.770	-3995.606	4946.209	180.191	-3923.505	4931.052	82.801	-3844.208	4942.644
6786	37.90503	289.632	-4029.968	4580.514	NA	NA	NA	210.893	-4169.306	4646.206	211.617	-4230.426	4673.074	261.638	-4269.418	4714.545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	255.632	-3990.414	4901.524	179.830	-3919.067	4883.149	80.526	-3841.475	4896.674
6787	37.91061	288.948	-4022.741	4537.960	NA	NA	NA	210.626	-4161.770	4605.770	210.336	-4223.076	4631.656	258.791	-4263.814	4676.699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	255.511	-3985.492	4856.854	177.717	-3915.779	4840.189	78.139	-3839.207	4850.820
6788	37.91620	288.009	-4015.591	4496.713	NA	NA	NA	211.254	-4153.467	4562.021	209.143	-4215.584	4590.312	257.385	-4257.563	4634.489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	255.381	-3980.689	4812.029	177.562	-3911.716	4792.066	75.499	-3837.141	4804.850
6789	37.92179	286.893	-4008.331	4454.815	NA	NA	NA	210.063	-4146.093	4524.050	208.117	-4208.275	4549.205	257.772	-4250.730	4587.467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	255.273	-3975.822	4766.722	176.358	-3908.104	4746.308	72.508	-3835.430	4758.952
6790	37.92737	285.978	-4001.155	4412.940	NA	NA	NA	209.579	-4138.999	4483.883	206.783	-4200.372	4507.553	256.305	-4244.267	4544.749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	255.137	-3971.107	4721.218	174.454	-3905.375	4703.296	69.853	-3834.389	4713.147
6791	37.93296	285.048	-3994.056	4370.967	NA	NA	NA	209.611	-4130.712	4441.570	205.427	-4192.470	4465.731	254.654	-4237.595	4502.509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	255.114	-3966.534	4675.682	174.401	-3901.622	4654.468	66.879	-3833.426	4667.135
6792	37.93855	283.583	-3986.449	4328.544	NA	NA	NA	209.157	-4123.422	4400.362	204.239	-4185.003	4424.110	253.009	-4230.802	4459.793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	255.197	-3961.906	4629.620	173.408	-3898.283	4607.884	63.883	-3832.980	4621.379
6793	37.94413	282.528	-3979.106	4286.178	NA	NA	NA	209.172	-4115.826	4358.303	202.791	-4176.978	4381.740	251.272	-4223.881	4417.212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	255.040	-3957.610	4583.996	172.439	-3895.597	4562.133	61.051	-3832.982	4575.891
6794	37.94972	281.368	-3971.583	4243.293	NA	NA	NA	209.336	-4107.950	4314.863	201.339	-4168.931	4339.060	249.481	-4216.804	4374.438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	255.139	-3953.238	4537.977	171.520	-3892.905	4515.688	58.518	-3833.420	4530.706
6795	37.95531	279.878	-3963.974	4200.470	NA	NA	NA	209.087	-4100.655	4272.883	199.804	-4160.671	4296.426	247.559	-4209.553	4331.637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	255.271	-3948.964	4491.567	170.582	-3890.368	4469.459	55.810	-3834.027	4485.525
6796	37.96089	278.405	-3956.318	4157.220	NA	NA	NA	209.114	-4093.204	4229.673	199.161	-4151.947	4250.401	245.639	-4202.197	4288.593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	255.365	-3944.833	4445.364	169.888	-3887.824	4422.144	53.343	-3835.018	4440.679
6797	37.96648	277.033	-3948.589	4113.708	NA	NA	NA	209.380	-4084.927	4185.436	197.704	-4143.607	4206.754	243.656	-4194.742	4245.604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	255.567	-3940.819	4399.125	169.010	-3885.560	4375.484	50.954	-3836.192	4396.029
6798	37.97207	275.508	-3940.952	4070.177	NA	NA	NA	209.388	-4077.534	4141.840	196.563	-4135.609	4163.759	241.657	-4187.060	4202.239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	255.859	-3936.857	4352.657	168.657	-3883.929	4328.967	48.853	-3837.807	4351.536
6799	37.97765	274.223	-3933.435	4026.163	NA	NA	NA	209.441	-4069.902	4097.368	195.108	-4127.008	4118.915	239.614	-4179.402	4158.803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	256.073	-3932.882	4306.151	167.855	-3881.885	4281.665	46.997	-3839.774	4307.475
6800	37.98324	272.592	-3925.584	3981.868	NA	NA	NA	209.461	-4062.312	4052.969	193.623	-4118.583	4073.838	237.615	-4171.570	4115.213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	256.375	-3929.059	4259.644	167.275	-3880.335	4234.976	45.245	-3841.830	4263.261
6801	37.98883	271.183	-3917.837	3937.692	NA	NA	NA	209.508	-4054.745	4008.369	192.262	-4109.838	4028.354	235.483	-4163.695	4071.301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	256.662	-3925.242	4212.817	166.886	-3878.666	4187.500	43.826	-3844.262	4219.389
6802	37.99441	269.624	-3909.923	3892.969	NA	NA	NA	209.677	-4047.009	3963.551	190.749	-4101.209	3983.045	233.393	-4155.676	4027.379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	257.037	-3921.728	4165.783	166.345	-3877.030	4140.361	42.778	-3847.035	4175.495
6803	38.00000	268.255	-3902.040	3848.252	NA	NA	NA	209.691	-4038.901	3918.271	189.577	-4092.474	3937.442	231.415	-4147.656	3983.106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	261.339	-3919.960	4118.357	166.003	-3875.384	4092.983	41.757	-3849.867	4131.496
6804	38.00559	267.112	-3894.188	3803.017	NA	NA	NA	209.898	-4031.288	3872.808	188.362	-4084.072	3891.798	229.345	-4139.580	3938.591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	261.528	-3916.818	4071.090	166.031	-3874.108	4045.740	41.308	-3853.381	4087.764
6805	38.01117	265.662	-3886.260	3758.182	NA	NA	NA	210.295	-4023.649	3826.920	187.292	-4075.409	3845.340	227.437	-4131.514	3893.824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	261.917	-3914.190	4023.150	165.862	-3873.040	3999.419	40.903	-3857.190	4044.728
6806	38.01676	264.283	-3878.071	3712.779	NA	NA	NA	211.865	-4015.137	3776.713	186.338	-4066.889	3799.657	225.603	-4123.140	3847.907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	262.131	-3911.603	3975.457	165.677	-3871.331	3951.169	47.052	-3865.767	4003.581
6807	38.02235	262.800	-3869.800	3667.378	NA	NA	NA	212.167	-4007.358	3731.043	185.483	-4057.743	3753.090	223.641	-4114.803	3801.984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	262.317	-3909.431	3927.734	166.105	-3870.674	3903.973	47.769	-3870.094	3959.178
6808	38.02793	261.287	-3861.365	3621.946	NA	NA	NA	212.561	-3999.479	3685.206	184.406	-4048.881	3707.150	221.679	-4106.611	3756.610	295.906	-4124.783	3784.012	NA	NA	NA	NA	NA	NA	NA	NA	NA	262.723	-3907.365	3879.776	166.208	-3869.892	3857.011	48.324	-3874.458	3914.733
6809	38.03352	259.657	-3852.641	3576.365	NA	NA	NA	212.831	-3990.982	3638.814	183.672	-4040.606	3661.527	219.695	-4098.427	3710.618	294.012	-4117.728	3737.135	NA	NA	NA	NA	NA	NA	NA	NA	NA	262.884	-3905.064	3831.835	NA	NA	NA	49.538	-3878.828	3869.904
6810	38.03911	260.660	-3848.837	3531.204	NA	NA	NA	213.172	-3982.415	3592.736	182.956	-4031.468	3614.806	217.715	-4090.197	3664.312	292.061	-4110.471	3690.477	NA	NA	NA	NA	NA	NA	NA	NA	NA	257.432	-3900.342	3785.510	NA	NA	NA	51.353	-3882.864	3824.690
6811	38.04469	259.093	-3839.837	3485.592	283.252	-3926.432	3531.430	213.651	-3974.125	3546.619	182.145	-4022.720	3568.302	215.715	-4081.906	3617.755	289.939	-4102.404	3643.665	NA	NA	NA	NA	NA	NA	NA	NA	NA	256.423	-3899.111	3742.074	NA	NA	NA	52.929	-3886.844	3779.371
6812	38.05028	257.334	-3830.721	3439.876	282.587	-3917.783	3487.088	214.046	-3965.760	3500.484	181.353	-4013.876	3522.155	213.742	-4073.681	3570.946	287.925	-4095.115	3596.417	NA	NA	NA	NA	NA	NA	NA	NA	NA	258.427	-3896.557	3689.710	NA	NA	NA	54.892	-3890.224	3734.087
6813	38.05587	255.595	-3821.622	3394.048	282.353	-3908.456	3440.744	214.440	-3956.755	3453.758	NA	NA	NA	211.707	-4065.432	3523.941	285.890	-4087.878	3548.654	NA	NA	NA	NA	NA	NA	NA	NA	NA	259.334	-3894.751	3641.010	NA	NA	NA	56.826	-3893.215	3688.769
