NO_OF_FRAMES	256
NO_OF_CAMERAS	23
NO_OF_MARKERS	16
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-25, 15:36:15	16787.01251306
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15	16
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	15 X	15 Y	15 Z	16 X	16 Y	16 Z	
1500	8.37430	633.357	-4239.177	8106.115	617.157	-4292.011	8128.021	536.749	-4309.057	8115.686	492.398	-4350.004	8132.928	530.720	-4379.931	8084.743	599.495	-4406.264	8041.764	597.585	-4465.513	8033.651	554.183	-4497.169	8021.250	501.104	-4529.664	7997.902	470.896	-4578.254	7974.361	452.966	-4649.310	7958.596	452.843	-4710.593	7956.743	462.141	-4784.977	7982.631	470.927	-4849.036	8045.319	475.062	-4894.880	8099.436	482.914	-4982.135	8186.997
1501	8.37989	635.708	-4230.540	8089.233	620.462	-4283.994	8110.544	540.246	-4301.133	8100.321	491.292	-4340.578	8117.066	530.149	-4373.498	8073.331	599.068	-4398.521	8029.716	601.837	-4456.905	8021.327	555.263	-4490.272	8012.075	506.836	-4520.716	7986.609	472.209	-4567.648	7963.506	452.383	-4637.981	7947.625	452.247	-4699.165	7945.069	462.031	-4773.999	7969.729	471.300	-4839.314	8031.053	475.306	-4887.010	8083.584	481.888	-4978.198	8167.293
1502	8.38547	637.857	-4221.905	8072.305	623.764	-4276.092	8092.878	543.972	-4294.168	8084.608	490.056	-4331.193	8100.743	529.494	-4366.941	8061.498	598.771	-4390.636	8017.250	604.652	-4446.547	8011.436	563.698	-4482.888	8001.233	510.602	-4512.025	7975.667	473.590	-4557.179	7952.610	451.681	-4626.758	7936.542	451.436	-4687.907	7933.307	460.694	-4762.967	7957.130	471.595	-4829.624	8016.463	475.464	-4879.144	8067.348	480.567	-4973.967	8146.888
1503	8.39106	640.281	-4213.349	8054.677	627.045	-4268.149	8075.197	547.542	-4287.136	8068.472	487.606	-4319.907	8080.604	539.020	-4361.656	8050.517	598.485	-4382.624	8004.719	608.106	-4437.672	7998.772	564.606	-4475.410	7989.706	514.531	-4503.444	7964.341	475.258	-4546.814	7941.491	451.178	-4615.333	7925.208	450.602	-4676.407	7921.359	460.363	-4751.938	7943.871	471.686	-4819.999	8001.558	475.428	-4871.070	8050.792	479.013	-4969.525	8125.984
1504	8.39665	641.686	-4204.880	8037.582	630.372	-4260.114	8057.535	551.874	-4280.625	8053.036	486.780	-4310.219	8063.929	537.462	-4355.079	8037.668	591.075	-4372.664	7988.804	611.344	-4428.531	7985.782	569.323	-4467.841	7978.032	517.149	-4495.074	7953.139	477.258	-4536.510	7930.081	450.686	-4603.983	7913.835	449.729	-4665.056	7909.233	459.877	-4740.832	7930.431	471.621	-4810.283	7986.333	475.195	-4862.977	8033.876	477.442	-4964.651	8104.678
1505	8.40223	643.715	-4196.472	8019.453	633.629	-4251.955	8039.952	555.359	-4273.943	8036.812	486.593	-4300.562	8046.741	535.549	-4348.223	8024.472	597.500	-4365.179	7979.137	615.168	-4420.903	7969.891	574.066	-4460.150	7965.988	520.297	-4487.020	7942.155	479.888	-4526.429	7919.002	450.460	-4592.520	7902.256	448.940	-4653.367	7896.963	459.326	-4729.651	7916.729	471.378	-4800.542	7970.779	474.834	-4854.687	8016.594	475.735	-4959.290	8083.242
1506	8.40782	645.440	-4188.105	8001.388	636.765	-4243.695	8022.453	559.437	-4267.567	8020.797	484.512	-4290.579	8029.997	533.699	-4341.461	8011.003	596.557	-4357.387	7964.847	617.995	-4411.288	7956.075	578.807	-4452.312	7953.625	524.648	-4478.918	7930.174	482.326	-4516.173	7907.336	450.352	-4580.938	7890.597	448.072	-4641.800	7884.631	458.665	-4718.352	7902.843	469.456	-4790.519	7955.520	474.364	-4846.210	7998.951	474.206	-4953.246	8061.581
1507	8.41341	647.109	-4179.886	7982.817	639.829	-4235.400	8005.024	567.412	-4260.007	8001.578	487.904	-4279.898	8011.336	531.896	-4334.290	7997.433	594.899	-4349.474	7950.856	620.476	-4401.617	7941.826	585.604	-4443.917	7939.411	532.774	-4470.613	7916.601	484.829	-4505.667	7895.801	450.283	-4569.325	7878.766	447.351	-4629.859	7872.057	457.765	-4706.998	7888.844	468.912	-4780.585	7939.300	473.769	-4837.555	7981.113	472.785	-4946.785	8040.108
1508	8.41899	648.767	-4171.790	7963.979	642.795	-4227.010	7987.561	571.269	-4253.690	7985.375	489.487	-4270.567	7992.924	530.030	-4326.925	7983.705	592.649	-4341.448	7936.163	622.734	-4391.787	7927.098	590.242	-4435.897	7926.358	535.858	-4462.717	7903.818	487.719	-4495.125	7883.731	450.406	-4557.568	7866.727	446.586	-4617.979	7859.485	456.803	-4695.403	7874.646	468.086	-4770.612	7922.829	472.862	-4828.723	7962.985	471.521	-4939.628	8018.534
1509	8.42458	650.431	-4163.832	7944.820	645.669	-4218.585	7969.985	571.243	-4248.486	7972.207	490.512	-4261.027	7977.482	528.234	-4319.322	7969.805	NA	NA	NA	624.545	-4381.866	7911.870	594.946	-4427.725	7912.897	540.531	-4455.069	7891.069	489.895	-4483.107	7872.862	450.504	-4545.870	7854.595	445.812	-4605.959	7846.647	455.698	-4683.753	7860.347	467.043	-4760.390	7905.971	470.483	-4819.494	7945.149	470.480	-4932.017	7997.133
