NO_OF_FRAMES	309
NO_OF_CAMERAS	23
NO_OF_MARKERS	18
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-27, 11:28:38	8412.93676671
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15	16	17	18
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	15 X	15 Y	15 Z	16 X	16 Y	16 Z	17 X	17 Y	17 Z	18 X	18 Y	18 Z	
4342	24.25140	NA	NA	NA	936.739	-4550.875	8416.141	924.427	-4583.340	8434.794	960.184	-4606.812	8419.296	NA	NA	NA	924.344	-4664.800	8352.534	NA	NA	NA	NA	NA	NA	NA	NA	NA	816.551	-4757.044	8264.146	806.933	-4822.885	8250.518	805.382	-4881.760	8228.623	776.095	-4939.035	8210.633	730.092	-4981.281	8185.926	673.717	-5010.874	8171.368	629.086	-5059.800	8149.748	593.465	-5126.671	8147.248	547.821	-5210.806	8190.847
4343	24.25698	NA	NA	NA	940.268	-4528.544	8410.781	923.184	-4576.701	8424.122	962.438	-4599.670	8410.595	NA	NA	NA	934.048	-4656.081	8345.243	NA	NA	NA	NA	NA	NA	NA	NA	NA	822.539	-4750.917	8256.673	812.996	-4816.601	8242.641	804.637	-4880.173	8226.578	782.341	-4934.963	8205.004	738.170	-4976.460	8179.340	681.717	-5006.124	8164.770	629.731	-5053.215	8142.317	597.451	-5118.935	8137.071	546.073	-5204.208	8174.265
4344	24.26257	NA	NA	NA	943.775	-4506.923	8404.754	920.608	-4570.525	8410.068	964.667	-4592.639	8401.667	NA	NA	NA	943.677	-4646.688	8338.397	NA	NA	NA	NA	NA	NA	NA	NA	NA	828.589	-4744.852	8249.057	818.955	-4810.340	8234.443	811.732	-4873.924	8218.520	788.713	-4930.840	8198.856	746.115	-4971.654	8172.377	689.715	-5001.393	8157.877	637.787	-5047.027	8133.864	601.366	-5111.052	8127.047	545.410	-5197.221	8157.565
4345	24.26816	NA	NA	NA	949.760	-4501.093	8393.814	917.401	-4564.190	8394.446	966.821	-4585.738	8392.418	1005.589	-4600.199	8365.073	953.001	-4636.792	8331.860	NA	NA	NA	NA	NA	NA	NA	NA	NA	834.680	-4738.873	8241.303	824.863	-4804.059	8225.948	818.493	-4867.760	8209.889	795.342	-4926.413	8192.013	754.121	-4966.909	8165.206	697.642	-4996.709	8150.712	635.093	-5040.046	8131.425	604.546	-5103.673	8117.859	545.608	-5189.492	8140.807
4346	24.27374	NA	NA	NA	955.935	-4495.189	8382.718	921.009	-4556.786	8386.198	969.106	-4578.908	8383.210	1011.622	-4592.605	8355.177	978.458	-4623.017	8344.954	NA	NA	NA	NA	NA	NA	NA	NA	NA	840.888	-4732.575	8233.333	830.668	-4797.445	8217.142	825.034	-4861.193	8200.800	802.354	-4921.424	8184.304	761.833	-4962.113	8157.604	705.459	-4992.075	8143.273	642.075	-5033.953	8123.707	609.017	-5095.735	8107.732	546.891	-5181.493	8124.322
4347	24.27933	NA	NA	NA	962.210	-4489.573	8371.414	923.565	-4549.385	8376.608	971.106	-4572.215	8373.679	955.166	-4578.724	8343.671	983.666	-4613.621	8334.975	NA	NA	NA	NA	NA	NA	NA	NA	NA	847.245	-4726.712	8225.255	836.482	-4791.104	8208.289	830.962	-4855.040	8190.718	809.879	-4915.620	8175.555	763.484	-4959.809	8153.939	713.278	-4987.522	8135.510	647.994	-5026.635	8116.925	613.623	-5087.889	8097.557	548.645	-5172.677	8107.987
4348	24.28492	NA	NA	NA	968.619	-4483.802	8359.877	926.636	-4541.805	8367.242	973.220	-4565.608	8364.172	NA	NA	NA	988.210	-4604.454	8324.612	NA	NA	NA	NA	NA	NA	NA	NA	NA	853.909	-4720.832	8217.143	842.137	-4784.880	8199.074	837.087	-4848.749	8180.922	817.132	-4909.818	8166.392	765.231	-4957.861	8150.014	721.086	-4983.033	8127.416	655.119	-5020.791	8108.506	614.704	-5079.948	8089.382	551.276	-5163.257	8092.113
4349	24.29050	NA	NA	NA	975.255	-4478.146	8348.235	931.642	-4533.400	8356.508	974.823	-4559.136	8353.972	NA	NA	NA	992.196	-4595.646	8313.726	NA	NA	NA	NA	NA	NA	NA	NA	NA	860.705	-4715.150	8208.759	847.820	-4778.724	8189.712	843.056	-4842.446	8170.962	824.252	-4903.966	8156.910	773.227	-4954.131	8141.631	728.788	-4978.490	8119.032	662.386	-5015.116	8099.818	619.477	-5072.259	8079.247	553.815	-5153.849	8076.964
4350	24.29609	NA	NA	NA	990.823	-4472.170	8347.547	943.275	-4527.704	8339.693	976.161	-4552.787	8343.286	NA	NA	NA	995.894	-4587.243	8302.724	NA	NA	NA	NA	NA	NA	NA	NA	NA	867.686	-4709.563	8200.169	853.560	-4772.554	8180.153	848.863	-4836.162	8160.667	831.167	-4898.002	8147.113	781.122	-4948.991	8132.399	736.533	-4974.010	8110.354	669.434	-5009.520	8090.866	624.647	-5064.647	8068.895	556.342	-5144.456	8062.421
4351	24.30168	NA	NA	NA	997.959	-4466.711	8335.936	NA	NA	NA	978.080	-4546.385	8332.993	NA	NA	NA	999.097	-4579.233	8291.442	NA	NA	NA	NA	NA	NA	NA	NA	NA	874.848	-4704.031	8191.326	859.337	-4766.430	8170.429	854.608	-4829.873	8150.195	837.815	-4891.994	8136.938	789.143	-4943.780	8122.711	744.216	-4969.542	8101.359	676.625	-5004.017	8081.686	630.039	-5057.129	8058.314	558.941	-5135.076	8048.365
4352	24.30726	NA	NA	NA	996.383	-4461.661	8312.505	NA	NA	NA	971.671	-4530.591	8327.894	NA	NA	NA	1001.928	-4571.509	8280.120	NA	NA	NA	NA	NA	NA	NA	NA	NA	882.338	-4698.644	8182.289	865.220	-4760.343	8160.568	860.364	-4823.515	8139.643	844.309	-4885.893	8126.452	797.110	-4938.479	8112.612	740.741	-4971.691	8102.197	683.958	-4998.651	8072.135	635.556	-5049.710	8047.663	561.693	-5125.713	8034.680
4353	24.31285	NA	NA	NA	1003.552	-4456.227	8300.102	961.879	-4457.151	8328.900	962.686	-4511.383	8324.364	NA	NA	NA	1004.373	-4564.152	8268.596	NA	NA	NA	NA	NA	NA	NA	NA	NA	890.094	-4693.316	8172.989	871.274	-4754.189	8150.623	865.994	-4817.141	8128.753	850.246	-4879.877	8114.717	804.918	-4933.151	8102.262	748.595	-4967.042	8092.218	691.237	-4993.363	8062.382	641.232	-5042.322	8036.875	564.680	-5116.366	8021.245
4354	24.31844	NA	NA	NA	1010.570	-4451.048	8287.492	968.271	-4450.401	8315.469	956.878	-4494.740	8318.781	NA	NA	NA	1006.535	-4557.117	8256.903	1016.882	-4614.585	8246.628	NA	NA	NA	NA	NA	NA	898.033	-4688.076	8163.551	877.335	-4748.047	8140.362	871.556	-4810.750	8117.738	856.487	-4873.529	8103.433	812.557	-4927.725	8091.508	756.423	-4962.293	8081.866	687.779	-4993.738	8062.360	632.420	-5038.683	8034.968	567.985	-5107.037	8007.943
4355	24.32402	NA	NA	NA	1017.745	-4445.854	8274.685	974.672	-4443.823	8302.067	959.997	-4486.640	8307.521	NA	NA	NA	1008.514	-4550.360	8245.073	1024.825	-4606.492	8233.653	NA	NA	NA	NA	NA	NA	906.226	-4682.898	8153.915	883.501	-4741.810	8129.906	877.193	-4804.235	8106.712	862.655	-4867.070	8091.951	820.115	-4922.066	8080.366	764.280	-4957.335	8071.030	695.137	-4988.121	8051.787	652.841	-5027.811	8014.728	571.689	-5097.726	7994.656
4356	24.32961	NA	NA	NA	1025.151	-4440.777	8261.555	980.473	-4437.452	8286.647	NA	NA	NA	NA	NA	NA	1010.242	-4543.893	8232.930	1032.125	-4598.186	8220.809	NA	NA	NA	NA	NA	NA	914.694	-4677.939	8144.178	889.849	-4735.681	8119.264	882.757	-4797.813	8095.532	868.718	-4860.636	8080.318	827.373	-4916.427	8068.902	772.201	-4952.553	8059.877	713.195	-4978.199	8031.467	658.898	-5020.732	8003.430	575.874	-5088.435	7981.264
4357	24.33520	NA	NA	NA	1032.819	-4435.807	8248.079	987.447	-4431.637	8273.615	NA	NA	NA	NA	NA	NA	1011.868	-4537.659	8220.636	1041.375	-4589.479	8210.529	NA	NA	NA	NA	NA	NA	924.077	-4672.691	8133.869	896.402	-4729.585	8108.494	888.289	-4791.407	8084.025	874.661	-4854.173	8068.454	834.476	-4910.727	8057.184	780.032	-4947.771	8048.431	720.507	-4973.223	8020.589	665.014	-5013.843	7992.018	580.622	-5079.164	7967.650
4358	24.34078	NA	NA	NA	NA	NA	NA	993.783	-4426.136	8258.558	NA	NA	NA	NA	NA	NA	1013.543	-4531.603	8208.355	1044.306	-4581.428	8194.021	NA	NA	NA	NA	NA	NA	934.132	-4667.309	8123.119	903.190	-4723.507	8097.546	893.892	-4784.978	8072.435	880.552	-4847.696	8056.396	841.437	-4904.847	8045.166	790.125	-4942.266	8034.745	727.948	-4968.322	8009.595	671.313	-5007.056	7980.445	586.016	-5069.914	7953.695
4359	24.34637	NA	NA	NA	NA	NA	NA	996.950	-4420.487	8236.303	NA	NA	NA	997.820	-4494.208	8245.613	1015.267	-4525.663	8196.040	1049.128	-4573.290	8179.981	NA	NA	NA	NA	NA	NA	944.614	-4661.947	8112.058	910.191	-4717.428	8086.413	899.497	-4778.493	8060.753	886.399	-4841.164	8044.169	848.261	-4898.861	8032.832	797.888	-4937.250	8022.497	727.522	-4965.523	8004.606	677.639	-5000.507	7968.589	592.137	-5060.686	7939.282
4360	24.35196	NA	NA	NA	NA	NA	NA	1004.129	-4415.622	8220.953	NA	NA	NA	1000.761	-4487.575	8233.690	1017.104	-4520.009	8183.750	1053.246	-4564.869	8165.567	NA	NA	NA	NA	NA	NA	955.280	-4656.762	8100.816	917.401	-4711.350	8075.113	905.149	-4772.039	8048.826	892.182	-4834.575	8031.729	854.980	-4892.705	8020.247	805.636	-4932.012	8009.857	742.535	-4958.567	7986.214	687.602	-4994.070	7954.522	599.068	-5051.481	7924.291
4361	24.35754	NA	NA	NA	NA	NA	NA	1011.362	-4411.015	8205.455	NA	NA	NA	1003.842	-4480.887	8221.563	1019.273	-4514.052	8171.593	1056.830	-4557.778	8151.510	1045.883	-4613.163	8154.899	NA	NA	NA	965.886	-4651.908	8089.525	924.859	-4705.419	8063.629	910.919	-4765.543	8036.826	897.944	-4828.063	8019.210	861.546	-4886.553	8007.382	813.202	-4926.783	7997.014	749.850	-4953.738	7974.083	694.075	-4987.747	7942.204	606.257	-5042.579	7909.204
4362	24.36313	NA	NA	NA	NA	NA	NA	1018.533	-4406.570	8189.631	NA	NA	NA	989.503	-4474.459	8185.861	1021.617	-4508.369	8159.460	1060.097	-4550.600	8137.509	1056.509	-4608.259	8142.348	NA	NA	NA	976.189	-4647.541	8078.314	932.605	-4699.643	8051.993	916.741	-4759.149	8024.884	903.694	-4821.444	8006.509	868.018	-4880.278	7994.276	820.634	-4921.421	7983.857	757.159	-4948.899	7961.597	696.944	-4981.012	7931.762	613.497	-5033.970	7894.040
4363	24.36872	NA	NA	NA	NA	NA	NA	1029.073	-4402.895	8181.307	NA	NA	NA	993.036	-4467.532	8173.069	1024.154	-4502.717	8147.295	1063.001	-4543.687	8123.367	1066.826	-4602.678	8128.938	NA	NA	NA	985.944	-4643.816	8067.314	940.626	-4694.059	8040.161	922.665	-4752.785	8012.871	909.401	-4814.797	7993.855	874.425	-4873.905	7980.951	827.966	-4915.966	7970.441	764.440	-4944.020	7948.845	703.704	-4974.977	7919.077	NA	NA	NA
4364	24.37430	NA	NA	NA	NA	NA	NA	1033.927	-4397.661	8159.320	NA	NA	NA	996.681	-4460.614	8159.832	1026.823	-4497.116	8134.903	1065.765	-4537.048	8109.281	1076.625	-4596.304	8114.888	NA	NA	NA	995.836	-4640.677	8056.193	948.817	-4688.545	8028.204	928.728	-4746.412	8000.737	915.046	-4808.026	7981.107	880.729	-4867.482	7967.389	835.173	-4910.367	7956.692	771.794	-4939.073	7935.673	710.307	-4969.098	7906.136	NA	NA	NA
4365	24.37989	NA	NA	NA	NA	NA	NA	1041.276	-4394.191	8146.531	NA	NA	NA	1000.315	-4453.679	8145.976	1029.684	-4491.523	8122.324	1068.516	-4530.673	8095.180	1085.320	-4590.237	8097.021	NA	NA	NA	1005.769	-4637.398	8044.978	957.268	-4683.189	8016.172	934.978	-4739.943	7988.340	920.729	-4801.173	7968.175	886.970	-4860.890	7953.655	842.341	-4904.569	7942.766	778.963	-4934.053	7922.186	716.503	-4962.756	7893.747	NA	NA	NA
4366	24.38547	NA	NA	NA	NA	NA	NA	1048.511	-4390.509	8130.518	NA	NA	NA	1004.047	-4446.762	8131.732	1032.579	-4485.793	8109.250	1071.247	-4524.502	8081.111	1094.103	-4583.108	8081.883	NA	NA	NA	1015.805	-4634.130	8033.594	965.881	-4677.952	8004.077	941.411	-4733.524	7975.814	926.436	-4794.101	7955.799	893.142	-4854.160	7939.747	849.422	-4898.591	7928.588	786.229	-4928.968	7908.347	724.019	-4957.921	7879.497	NA	NA	NA
4367	24.39106	NA	NA	NA	NA	NA	NA	1055.732	-4387.324	8114.252	NA	NA	NA	1007.797	-4439.883	8117.024	1035.593	-4479.914	8095.759	1073.996	-4518.479	8066.911	1102.143	-4575.880	8066.337	NA	NA	NA	1025.955	-4631.065	8022.032	974.638	-4673.038	7991.768	948.004	-4727.008	7963.143	932.139	-4787.218	7942.386	899.273	-4847.282	7925.645	856.402	-4892.362	7914.077	793.534	-4923.824	7894.116	730.445	-4951.906	7866.349	NA	NA	NA
4368	24.39665	NA	NA	NA	NA	NA	NA	1063.511	-4384.377	8098.472	NA	NA	NA	1011.611	-4432.996	8101.869	1038.703	-4474.007	8081.887	1076.909	-4512.518	8052.601	1109.546	-4568.530	8050.517	NA	NA	NA	1032.793	-4632.198	8012.404	983.605	-4668.116	7979.511	954.848	-4720.546	7950.147	937.926	-4780.229	7928.893	905.382	-4840.305	7911.418	863.243	-4885.993	7899.298	800.801	-4918.501	7879.571	737.968	-4947.225	7851.622	NA	NA	NA
4369	24.40223	1138.794	-4392.120	8082.520	NA	NA	NA	1070.264	-4381.535	8081.435	1040.116	-4383.478	8113.722	1015.600	-4426.094	8086.279	1041.857	-4468.038	8067.651	1079.880	-4506.611	8038.030	1116.315	-4561.283	8034.510	NA	NA	NA	1040.752	-4629.097	8001.246	992.697	-4663.248	7967.116	961.880	-4714.006	7937.083	943.790	-4773.208	7915.256	911.461	-4833.255	7897.019	870.193	-4880.305	7883.115	808.058	-4913.124	7864.755	744.659	-4941.354	7837.852	NA	NA	NA
4370	24.40782	1145.907	-4389.302	8065.845	NA	NA	NA	1078.075	-4378.941	8065.225	1048.405	-4377.406	8098.208	1019.887	-4419.140	8070.962	1045.036	-4462.149	8053.057	1082.868	-4500.739	8023.221	1122.310	-4554.158	8018.200	NA	NA	NA	1052.129	-4622.251	7987.930	1001.962	-4658.588	7954.596	969.175	-4707.556	7923.988	949.772	-4766.123	7901.544	917.598	-4826.114	7882.527	876.925	-4873.584	7867.782	815.343	-4907.575	7849.592	751.788	-4936.127	7823.208	NA	NA	NA
4371	24.41341	1152.570	-4386.515	8048.483	NA	NA	NA	1085.386	-4376.273	8048.309	1058.527	-4372.505	8087.342	1032.663	-4412.641	8064.117	1048.274	-4456.188	8038.197	1077.973	-4495.340	8002.183	1127.487	-4547.235	8001.665	NA	NA	NA	1062.581	-4619.382	7975.505	1011.314	-4654.075	7941.875	976.661	-4701.114	7910.811	955.871	-4759.069	7887.692	923.757	-4818.826	7867.945	883.557	-4866.555	7852.403	822.556	-4901.826	7834.158	759.094	-4930.916	7808.169	NA	NA	NA
4372	24.41899	1159.315	-4383.979	8030.978	NA	NA	NA	1092.756	-4373.654	8031.119	1064.767	-4366.769	8069.132	1037.970	-4405.874	8047.974	1051.609	-4450.188	8023.081	1082.208	-4489.199	7986.174	1131.872	-4540.407	7984.646	NA	NA	NA	1072.751	-4616.485	7962.969	1020.743	-4649.657	7928.994	984.430	-4694.673	7898.074	962.134	-4752.003	7873.688	929.890	-4811.498	7853.146	890.178	-4859.420	7836.849	825.237	-4897.276	7822.273	766.593	-4925.679	7792.788	NA	NA	NA
4373	24.42458	1166.180	-4381.577	8013.220	NA	NA	NA	1100.190	-4371.279	8013.570	1071.495	-4361.253	8050.824	1042.435	-4398.824	8030.609	1054.907	-4444.116	8007.506	1086.586	-4483.163	7970.074	1135.945	-4533.770	7967.620	NA	NA	NA	1082.875	-4613.535	7949.949	1030.194	-4645.345	7915.946	992.380	-4688.536	7884.342	968.538	-4744.974	7859.570	936.046	-4804.094	7838.276	896.642	-4852.019	7821.234	832.558	-4891.141	7806.237	773.946	-4920.355	7777.130	NA	NA	NA
4374	24.43017	1173.240	-4379.301	7995.472	NA	NA	NA	1107.627	-4368.938	7995.812	1077.939	-4355.767	8031.631	1046.817	-4391.535	8012.607	1058.196	-4437.883	7991.503	1094.994	-4478.603	7963.032	1139.763	-4527.205	7950.630	NA	NA	NA	1092.989	-4610.499	7936.406	1039.652	-4641.136	7902.735	1000.593	-4682.761	7870.477	975.066	-4738.014	7845.360	942.186	-4796.697	7823.196	903.034	-4844.619	7805.405	839.718	-4884.829	7789.898	781.435	-4915.057	7761.207	NA	NA	NA
4375	24.43575	1180.277	-4377.145	7977.362	NA	NA	NA	1115.005	-4366.421	7977.994	1084.320	-4350.321	8012.271	1051.370	-4384.462	7994.195	1061.529	-4431.655	7975.248	1098.149	-4473.177	7947.754	1143.362	-4520.919	7933.813	NA	NA	NA	1103.131	-4607.342	7922.304	1049.162	-4637.102	7889.346	1008.933	-4676.929	7856.380	981.669	-4731.132	7830.968	948.375	-4789.298	7808.019	909.366	-4837.059	7789.582	846.805	-4878.312	7773.380	788.972	-4909.636	7744.844	NA	NA	NA
4376	24.44134	1188.808	-4376.535	7962.307	NA	NA	NA	1122.365	-4364.250	7960.040	1101.444	-4346.818	8004.586	1056.008	-4377.413	7975.219	1079.952	-4426.479	7959.924	1101.369	-4467.722	7932.331	1146.771	-4514.541	7916.962	NA	NA	NA	1113.338	-4604.034	7907.605	1058.705	-4633.242	7875.717	1017.397	-4671.197	7842.207	988.343	-4724.254	7816.420	954.561	-4781.910	7792.721	915.649	-4829.510	7773.633	853.852	-4871.621	7756.714	796.521	-4904.164	7728.247	NA	NA	NA
4377	24.44693	1193.844	-4373.370	7939.000	1166.593	-4379.956	7952.664	1129.664	-4362.138	7942.083	1108.101	-4341.645	7985.664	1060.755	-4370.291	7955.761	1097.813	-4420.940	7944.322	1104.692	-4462.152	7916.722	1150.491	-4508.484	7900.674	1155.127	-4562.741	7891.983	1123.648	-4600.539	7892.270	1068.353	-4629.024	7862.114	1025.963	-4665.733	7827.777	995.097	-4717.457	7801.682	960.762	-4774.521	7777.353	921.903	-4822.060	7757.438	860.757	-4864.763	7739.896	804.155	-4898.582	7711.413	NA	NA	NA
4378	24.45251	1202.105	-4372.056	7922.362	1162.604	-4376.016	7901.957	1137.007	-4360.334	7924.173	1114.770	-4336.654	7966.465	1065.813	-4363.114	7936.155	1099.459	-4413.627	7927.234	1108.045	-4456.537	7900.941	1154.046	-4502.387	7884.213	1162.647	-4555.853	7874.329	1134.096	-4596.825	7876.263	1078.223	-4625.844	7847.618	1034.603	-4660.386	7813.157	1001.969	-4710.671	7786.765	966.951	-4767.191	7761.883	928.122	-4814.511	7741.375	867.619	-4857.821	7722.869	811.722	-4892.862	7694.320	NA	NA	NA
4379	24.45810	1208.749	-4370.991	7902.857	1169.459	-4374.387	7882.209	1144.071	-4358.016	7906.245	1121.420	-4331.922	7946.774	1071.216	-4355.203	7920.169	1083.786	-4406.700	7915.785	1111.401	-4450.771	7884.763	1157.465	-4496.383	7867.664	1169.645	-4548.956	7856.578	1144.721	-4592.859	7859.546	1088.231	-4622.310	7832.936	1043.383	-4655.146	7798.421	1008.874	-4703.977	7771.638	973.148	-4759.855	7746.322	934.342	-4806.996	7725.232	874.480	-4850.765	7705.744	819.345	-4886.877	7677.016	NA	NA	NA
4380	24.46369	1214.560	-4368.490	7882.184	1176.586	-4371.807	7862.522	1150.854	-4357.065	7887.377	1128.069	-4327.467	7926.602	1077.044	-4347.809	7900.838	1079.030	-4398.618	7887.979	1114.766	-4444.893	7868.299	1160.927	-4490.588	7851.262	1180.496	-4541.898	7844.148	1155.560	-4588.608	7842.081	1098.438	-4618.825	7817.853	1052.310	-4650.143	7783.460	1015.960	-4697.334	7756.333	979.362	-4752.505	7730.625	940.532	-4799.469	7709.060	881.340	-4843.682	7688.550	822.971	-4882.349	7661.861	744.420	-4940.791	7625.129
4381	24.46927	1222.182	-4367.206	7864.395	1183.941	-4370.933	7843.683	1158.275	-4355.801	7869.539	1134.737	-4323.308	7905.957	1083.526	-4340.620	7880.628	1082.941	-4391.800	7869.455	1118.115	-4439.033	7851.573	1164.438	-4484.652	7834.900	1186.593	-4535.131	7826.202	1166.650	-4584.039	7823.831	1107.242	-4615.435	7804.661	1061.381	-4645.245	7768.306	1023.163	-4690.738	7740.896	985.608	-4745.102	7714.823	946.802	-4791.962	7692.743	888.201	-4836.518	7671.213	830.737	-4876.268	7643.765	753.222	-4936.344	7607.602
