NO_OF_FRAMES	195
NO_OF_CAMERAS	23
NO_OF_MARKERS	16
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-27, 16:32:46	26660.29759769
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15	16
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	15 X	15 Y	15 Z	16 X	16 Y	16 Z	
3317	18.52514	651.812	-4796.174	7451.098	690.629	-4850.243	7507.625	709.517	-4893.469	7545.682	652.576	-4906.560	7615.000	611.423	-4903.550	7685.054	595.118	-4907.224	7758.051	584.510	-4930.175	7828.900	577.726	-4947.821	7892.055	572.461	-4958.620	7952.189	555.771	-4965.930	8017.842	538.086	-4983.333	8083.196	529.940	-5025.092	8160.450	530.989	-5053.795	8224.911	490.744	-5097.218	8294.790	426.292	-5157.547	8292.497	404.127	-5181.251	8210.084
3318	18.53073	658.147	-4793.875	7436.042	692.949	-4848.792	7494.453	710.813	-4891.614	7533.704	651.862	-4905.602	7601.230	609.906	-4904.111	7670.641	594.095	-4909.292	7743.583	585.472	-4932.462	7814.499	580.313	-4948.232	7878.128	575.992	-4956.475	7938.885	560.039	-4961.417	8004.831	541.665	-4976.900	8070.453	531.836	-5014.679	8150.165	530.581	-5047.650	8211.730	495.227	-5088.380	8284.522	426.778	-5139.390	8296.203	396.492	-5159.335	8220.948
3319	18.53631	664.549	-4791.920	7421.369	695.117	-4847.355	7481.268	711.991	-4889.768	7521.848	651.118	-4904.731	7587.551	608.206	-4904.506	7656.087	593.136	-4911.163	7729.039	586.542	-4934.609	7799.868	582.966	-4948.723	7863.847	579.471	-4954.804	7925.023	564.083	-4957.400	7991.195	545.264	-4970.748	8057.031	532.381	-5007.612	8136.920	531.410	-5040.878	8198.660	499.032	-5081.668	8274.151	428.409	-5120.631	8302.399	388.005	-5139.409	8232.264
3320	18.54190	670.727	-4789.982	7406.944	697.176	-4846.153	7467.955	713.139	-4887.918	7510.175	650.309	-4903.993	7573.871	606.318	-4904.824	7641.421	592.177	-4912.615	7714.371	587.801	-4936.441	7785.063	585.768	-4949.374	7849.255	582.947	-4953.272	7910.780	567.808	-4953.366	7976.921	548.583	-4964.433	8043.025	533.698	-4999.776	8123.310	530.679	-5035.552	8183.167	501.915	-5070.444	8263.088	432.285	-5100.270	8306.357	379.062	-5120.025	8243.817
3321	18.54749	676.837	-4788.438	7392.823	699.871	-4844.039	7453.103	713.969	-4883.689	7498.903	649.542	-4903.166	7560.170	604.484	-4904.908	7626.674	592.070	-4911.839	7700.781	589.202	-4938.109	7770.048	588.747	-4950.056	7834.469	584.695	-4952.772	7897.406	569.739	-4950.873	7963.364	551.920	-4958.457	8028.389	535.024	-4991.728	8109.274	531.128	-5027.267	8169.423	503.654	-5054.052	8252.121	437.997	-5079.451	8306.904	369.433	-5100.066	8259.408
3322	18.55307	682.630	-4787.195	7379.060	701.725	-4842.852	7439.717	715.058	-4883.096	7486.648	648.759	-4902.434	7546.401	602.551	-4904.814	7611.796	591.049	-4912.433	7685.894	590.674	-4939.681	7754.768	591.656	-4950.893	7819.180	588.409	-4952.170	7882.169	573.399	-4948.025	7947.955	554.984	-4952.552	8013.192	536.472	-4983.360	8094.761	532.020	-5015.750	8156.442	506.640	-5046.824	8239.168	443.398	-5050.229	8306.306	362.647	-5085.454	8278.743
3323	18.55866	686.979	-4784.591	7366.104	703.634	-4841.811	7426.402	716.103	-4881.748	7474.917	648.035	-4901.644	7532.546	600.618	-4904.671	7596.741	589.898	-4913.422	7670.521	592.121	-4941.116	7739.256	594.691	-4951.582	7803.811	592.228	-4951.588	7868.273	576.861	-4945.330	7932.054	557.973	-4946.723	7997.475	537.827	-4974.726	8079.712	532.357	-5006.228	8142.164	507.755	-5035.993	8225.804	450.943	-5030.061	8301.146	361.953	-5061.233	8300.700
3324	18.56425	692.016	-4783.080	7352.632	705.614	-4840.771	7412.904	717.085	-4880.138	7461.951	647.097	-4897.759	7519.082	598.597	-4903.126	7581.595	588.800	-4914.322	7655.062	593.608	-4942.302	7723.512	597.590	-4952.276	7787.964	595.808	-4951.174	7852.403	580.529	-4942.702	7917.585	560.905	-4941.386	7981.229	539.174	-4966.127	8064.051	533.082	-4998.046	8127.797	510.319	-5018.885	8215.279	458.828	-5019.400	8287.949	368.996	-5035.784	8323.021
3325	18.56983	699.527	-4784.710	7339.453	707.739	-4839.865	7399.466	718.101	-4878.742	7450.185	646.212	-4896.845	7504.888	596.658	-4902.840	7566.246	587.752	-4915.225	7639.455	595.083	-4943.613	7707.549	600.244	-4952.879	7771.975	599.352	-4950.681	7836.366	583.949	-4940.486	7901.325	562.109	-4936.835	7966.312	540.525	-4958.005	8047.977	532.798	-4986.729	8113.623	517.956	-5004.994	8201.946	466.744	-5001.604	8275.317	387.906	-5001.657	8343.795
3326	18.57542	703.792	-4783.769	7326.377	709.985	-4838.975	7386.056	718.953	-4877.146	7438.229	645.344	-4896.030	7490.696	594.761	-4902.520	7550.697	586.688	-4916.003	7623.661	597.188	-4942.667	7692.355	603.022	-4953.468	7755.753	602.952	-4950.253	7819.891	587.243	-4938.378	7884.650	564.765	-4932.627	7949.146	542.325	-4949.856	8031.596	533.987	-4974.925	8098.781	519.739	-4991.438	8185.612	476.430	-4981.325	8264.104	417.707	-4988.887	8346.724
