NO_OF_FRAMES	269
NO_OF_CAMERAS	23
NO_OF_MARKERS	16
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-27, 14:48:15	20389.63785479
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15	16
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	15 X	15 Y	15 Z	16 X	16 Y	16 Z	
6712	37.49162	NA	NA	NA	527.858	-4665.097	8691.081	NA	NA	NA	519.593	-4708.969	8640.672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	510.484	-4986.604	8296.909	523.679	-5016.691	8252.445	NA	NA	NA	NA	NA	NA	504.804	-5238.147	8317.786	502.679	-5316.079	8330.791	NA	NA	NA
6713	37.49721	NA	NA	NA	526.315	-4658.208	8688.203	NA	NA	NA	520.000	-4702.627	8639.851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	508.901	-4983.021	8299.836	522.505	-5013.377	8255.734	NA	NA	NA	NA	NA	NA	504.529	-5231.125	8318.512	499.780	-5309.940	8330.182	NA	NA	NA
6714	37.50279	NA	NA	NA	524.650	-4650.768	8684.839	NA	NA	NA	520.466	-4696.192	8638.078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	507.434	-4979.085	8302.159	521.001	-5009.966	8258.762	NA	NA	NA	NA	NA	NA	NA	NA	NA	498.894	-5306.173	8331.083	NA	NA	NA
6715	37.50838	NA	NA	NA	523.058	-4643.458	8681.187	NA	NA	NA	520.911	-4689.743	8636.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	508.471	-4879.707	8346.729	NA	NA	NA	505.812	-4974.717	8303.678	519.231	-5007.216	8261.504	NA	NA	NA	NA	NA	NA	NA	NA	NA	499.668	-5300.326	8329.873	NA	NA	NA
6716	37.51397	NA	NA	NA	521.542	-4635.675	8677.154	NA	NA	NA	521.088	-4683.687	8634.370	NA	NA	NA	NA	NA	NA	NA	NA	NA	506.947	-4874.339	8345.869	NA	NA	NA	504.355	-4970.293	8304.489	517.217	-5004.392	8263.854	NA	NA	NA	NA	NA	NA	NA	NA	NA	499.749	-5294.261	8328.201	NA	NA	NA
6717	37.51955	NA	NA	NA	520.136	-4627.592	8672.774	NA	NA	NA	521.181	-4677.643	8632.325	NA	NA	NA	NA	NA	NA	NA	NA	NA	505.825	-4868.732	8344.802	NA	NA	NA	NA	NA	NA	515.255	-5001.545	8265.867	NA	NA	NA	NA	NA	NA	NA	NA	NA	501.019	-5288.642	8325.859	NA	NA	NA
6718	37.52514	NA	NA	NA	518.830	-4619.297	8667.982	NA	NA	NA	521.363	-4671.381	8629.515	NA	NA	NA	NA	NA	NA	NA	NA	NA	503.702	-4863.754	8343.453	NA	NA	NA	NA	NA	NA	513.758	-4998.445	8267.096	NA	NA	NA	NA	NA	NA	NA	NA	NA	483.371	-5277.971	8322.781	NA	NA	NA
6719	37.53073	NA	NA	NA	517.772	-4611.048	8663.399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	500.727	-4858.669	8341.700	NA	NA	NA	NA	NA	NA	512.394	-4995.184	8268.259	NA	NA	NA	NA	NA	NA	NA	NA	NA	485.018	-5274.142	8318.860	NA	NA	NA
6720	37.53631	NA	NA	NA	517.104	-4602.741	8657.959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	497.645	-4853.459	8339.608	NA	NA	NA	NA	NA	NA	511.249	-4991.340	8268.718	NA	NA	NA	NA	NA	NA	NA	NA	NA	486.511	-5271.575	8314.045	495.136	-5340.654	8342.239
6721	37.54190	NA	NA	NA	516.808	-4594.421	8651.749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	495.321	-4848.155	8337.321	NA	NA	NA	NA	NA	NA	510.019	-4987.552	8268.173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	494.675	-5336.352	8344.710
