NO_OF_FRAMES	243
NO_OF_CAMERAS	23
NO_OF_MARKERS	13
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-21, 16:17:13	91579.52145963
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	
3893	21.74302	235.544	-4665.386	8322.966	275.310	-4754.542	8311.892	310.583	-4774.062	8293.663	366.219	-4797.721	8268.104	407.358	-4866.115	8261.395	455.203	-4941.109	8263.244	NA	NA	NA	556.408	-4984.189	8224.696	611.341	-5028.454	8207.035	590.498	-5086.451	8239.941	526.559	-5140.521	8298.110	398.010	-5203.810	8332.886	356.794	-5286.842	8400.126
3894	21.74860	233.391	-4659.400	8319.925	271.243	-4749.234	8308.459	306.547	-4768.965	8291.090	363.059	-4791.001	8265.441	404.855	-4859.087	8256.910	NA	NA	NA	NA	NA	NA	552.177	-4979.792	8224.592	607.336	-5024.236	8207.815	592.693	-5086.691	8236.238	530.333	-5142.622	8296.052	394.216	-5200.990	8330.840	346.006	-5281.256	8400.327
3895	21.75419	231.569	-4653.610	8316.497	267.350	-4743.868	8304.611	302.486	-4764.120	8288.165	360.035	-4784.700	8262.810	402.363	-4852.309	8252.124	NA	NA	NA	NA	NA	NA	547.109	-4975.470	8224.337	603.382	-5020.492	8208.815	592.086	-5091.944	8230.065	534.171	-5143.993	8293.107	392.805	-5197.913	8328.654	336.274	-5275.774	8399.231
3896	21.75978	229.924	-4648.132	8312.894	263.455	-4738.609	8300.179	298.527	-4759.406	8285.138	357.033	-4778.788	8260.232	399.782	-4845.186	8247.199	NA	NA	NA	NA	NA	NA	542.403	-4971.308	8222.693	599.091	-5016.800	8209.879	592.563	-5090.362	8227.288	537.577	-5144.499	8289.027	394.096	-5195.557	8327.233	327.081	-5268.941	8396.727
3897	21.76536	228.386	-4642.639	8308.927	259.613	-4733.288	8295.196	294.670	-4754.821	8281.479	354.258	-4773.016	8257.679	NA	NA	NA	NA	NA	NA	NA	NA	NA	537.680	-4966.961	8220.716	594.363	-5013.697	8210.480	592.849	-5087.875	8224.843	540.461	-5144.380	8283.864	396.709	-5193.796	8326.523	318.714	-5258.988	8392.138
3898	21.77095	227.039	-4637.083	8304.766	255.892	-4727.945	8289.646	290.903	-4750.185	8277.478	351.481	-4767.687	8255.324	NA	NA	NA	NA	NA	NA	NA	NA	NA	532.794	-4962.714	8217.811	590.538	-5010.740	8211.190	593.018	-5084.828	8222.627	542.703	-5144.096	8278.367	399.871	-5192.612	8326.295	309.781	-5245.741	8385.032
3899	21.77654	225.809	-4631.622	8300.369	252.511	-4722.456	8283.636	287.231	-4745.306	8273.048	348.852	-4762.429	8252.846	NA	NA	NA	NA	NA	NA	NA	NA	NA	527.598	-4958.526	8214.605	585.481	-5008.286	8210.935	593.023	-5080.468	8220.111	544.857	-5143.103	8273.726	403.362	-5192.208	8326.255	299.591	-5230.228	8375.546
3900	21.78212	224.736	-4626.211	8295.708	249.238	-4716.929	8276.945	283.587	-4740.213	8268.033	346.063	-4757.598	8249.950	NA	NA	NA	NA	NA	NA	NA	NA	NA	522.696	-4954.366	8210.429	580.734	-5004.843	8209.248	NA	NA	NA	548.445	-5148.154	8266.410	406.663	-5191.988	8326.261	290.369	-5214.134	8363.311
3901	21.78771	223.783	-4620.890	8290.696	246.255	-4711.380	8269.859	280.115	-4735.563	8262.138	343.367	-4752.834	8246.098	NA	NA	NA	NA	NA	NA	NA	NA	NA	518.064	-4950.338	8205.342	575.532	-5001.305	8206.245	NA	NA	NA	548.329	-5152.791	8259.468	409.849	-5191.283	8326.084	285.384	-5193.502	8349.854
3902	21.79330	222.959	-4615.687	8285.468	243.537	-4705.911	8262.309	276.656	-4731.095	8255.661	342.781	-4748.171	8240.249	NA	NA	NA	NA	NA	NA	NA	NA	NA	513.712	-4946.143	8199.298	570.889	-4997.795	8203.557	NA	NA	NA	550.160	-5151.360	8254.942	412.693	-5190.725	8325.610	289.292	-5172.583	8333.108
