NO_OF_FRAMES	251
NO_OF_CAMERAS	23
NO_OF_MARKERS	13
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-21, 12:12:27	76893.77786037
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	
4882	27.26816	541.143	-4700.127	8237.012	530.799	-4782.537	8236.884	530.836	-4824.453	8229.836	524.307	-4881.618	8234.628	426.309	-4954.833	8303.269	NA	NA	NA	562.445	-5052.613	8182.914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	428.317	-5284.089	8264.324	460.138	-5192.592	8320.678
4883	27.27374	543.486	-4692.076	8232.591	531.884	-4773.956	8233.988	533.528	-4816.025	8226.284	527.515	-4873.247	8230.554	NA	NA	NA	NA	NA	NA	561.434	-5047.595	8185.056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	429.786	-5281.103	8266.430	458.377	-5190.612	8319.850
4884	27.27933	545.772	-4683.979	8228.046	535.889	-4762.160	8227.358	543.114	-4805.070	8216.248	534.480	-4867.372	8221.228	NA	NA	NA	NA	NA	NA	560.085	-5042.516	8186.940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	431.058	-5278.961	8269.289	456.617	-5188.673	8318.939
4885	27.28492	548.311	-4675.642	8223.565	537.474	-4753.940	8223.832	545.366	-4796.697	8212.259	537.901	-4859.043	8216.423	NA	NA	NA	NA	NA	NA	559.037	-5037.176	8188.636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	432.581	-5278.053	8272.002	454.840	-5186.600	8318.370
4886	27.29050	550.932	-4667.461	8218.641	538.807	-4745.754	8220.252	547.780	-4788.417	8207.864	540.883	-4850.840	8211.400	NA	NA	NA	NA	NA	NA	558.583	-5031.832	8189.821	569.480	-5106.167	8164.367	523.122	-5154.292	8207.179	NA	NA	NA	NA	NA	NA	435.850	-5277.866	8273.594	452.449	-5184.384	8317.502
4887	27.29609	553.509	-4659.458	8213.246	540.219	-4737.644	8216.423	549.680	-4780.279	8203.497	554.678	-4843.697	8200.903	NA	NA	NA	543.240	-4987.292	8212.378	557.896	-5025.821	8190.763	569.287	-5100.692	8164.572	525.313	-5153.152	8204.646	NA	NA	NA	NA	NA	NA	438.029	-5278.286	8276.042	450.279	-5182.194	8316.672
4888	27.30168	556.402	-4651.500	8207.750	541.614	-4729.791	8212.381	551.823	-4772.182	8198.744	557.609	-4835.650	8195.168	NA	NA	NA	544.265	-4979.086	8210.188	557.723	-5019.716	8191.165	569.144	-5095.304	8164.598	527.355	-5151.870	8201.816	NA	NA	NA	NA	NA	NA	439.148	-5278.834	8278.999	447.765	-5179.852	8315.849
4889	27.30726	559.132	-4643.611	8202.124	543.292	-4721.945	8208.003	553.711	-4764.286	8193.821	560.289	-4827.674	8189.134	NA	NA	NA	544.708	-4970.646	8207.676	557.477	-5013.101	8191.069	568.177	-5089.122	8164.926	529.342	-5149.336	8198.871	NA	NA	NA	NA	NA	NA	454.866	-5280.513	8277.698	438.582	-5175.295	8314.958
4890	27.31285	561.978	-4636.218	8196.198	545.242	-4714.198	8203.189	555.540	-4756.563	8188.662	562.903	-4819.890	8182.914	NA	NA	NA	545.388	-4962.363	8204.417	556.936	-5006.295	8190.519	567.114	-5082.948	8165.131	531.166	-5146.414	8195.870	NA	NA	NA	NA	NA	NA	456.953	-5281.151	8279.513	436.996	-5173.734	8314.835
4891	27.31844	564.800	-4628.764	8190.186	546.727	-4706.599	8198.404	557.243	-4748.941	8183.323	565.478	-4812.182	8176.333	NA	NA	NA	546.219	-4954.027	8200.397	556.980	-4999.035	8189.000	565.744	-5076.880	8165.458	532.868	-5143.512	8193.370	NA	NA	NA	NA	NA	NA	458.594	-5281.193	8280.918	435.549	-5172.481	8314.461
