NO_OF_FRAMES	231
NO_OF_CAMERAS	23
NO_OF_MARKERS	11
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-19, 16:39:28	91112.72055623
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	
846	4.72067	133.354	-4540.629	7852.818	142.314	-4641.057	7836.523	185.156	-4677.167	7805.144	229.814	-4712.148	7775.649	260.905	-4762.250	7754.279	290.844	-4837.237	7739.199	320.884	-4909.129	7733.163	366.369	-4977.869	7729.604	432.715	-5058.625	7730.186	432.881	-5271.388	7831.008	NA	NA	NA
847	4.72626	130.798	-4533.372	7844.861	136.749	-4634.150	7829.608	180.002	-4670.794	7800.267	225.501	-4705.502	7771.573	256.938	-4755.537	7750.327	286.335	-4830.574	7735.088	314.946	-4903.156	7729.398	358.450	-4972.924	7726.558	425.278	-5053.413	7726.763	431.603	-5268.533	7820.731	NA	NA	NA
848	4.73184	128.246	-4526.058	7836.482	128.048	-4628.164	7825.983	174.725	-4664.499	7795.230	221.029	-4698.995	7767.567	252.837	-4748.753	7746.310	281.907	-4823.872	7730.804	309.307	-4896.840	7725.225	350.786	-4967.900	7722.958	417.743	-5048.242	7721.771	432.088	-5266.397	7809.384	NA	NA	NA
849	4.73743	125.449	-4518.713	7827.604	122.007	-4621.121	7818.841	169.278	-4658.273	7789.875	216.399	-4692.680	7763.349	248.613	-4742.120	7742.193	277.636	-4817.212	7726.244	304.001	-4890.544	7720.688	343.339	-4962.724	7718.855	409.939	-5043.436	7717.223	433.887	-5264.417	7797.605	NA	NA	NA
850	4.74302	122.645	-4511.456	7818.442	116.701	-4613.880	7810.872	163.698	-4652.217	7784.457	211.432	-4686.508	7758.928	244.286	-4735.664	7737.892	273.558	-4810.460	7721.469	298.920	-4884.196	7715.708	336.132	-4957.490	7714.241	401.991	-5038.789	7712.202	436.548	-5262.030	7786.032	NA	NA	NA
851	4.74860	119.633	-4503.965	7808.945	107.056	-4606.550	7805.829	157.945	-4646.271	7778.776	206.200	-4680.561	7754.280	239.836	-4729.147	7733.325	269.600	-4803.710	7716.580	294.150	-4877.745	7710.419	329.061	-4952.120	7708.901	393.875	-5034.397	7708.663	439.620	-5258.672	7775.302	NA	NA	NA
852	4.75419	116.593	-4496.416	7799.261	102.087	-4599.220	7797.457	152.017	-4640.472	7772.743	200.788	-4674.770	7749.333	235.314	-4722.931	7728.589	265.789	-4797.125	7711.458	289.631	-4871.099	7704.717	321.971	-4946.596	7702.395	385.532	-5029.985	7703.080	442.651	-5253.781	7766.053	NA	NA	NA
853	4.75978	113.430	-4488.793	7789.310	97.110	-4591.805	7789.123	148.406	-4633.567	7762.462	195.243	-4669.123	7743.806	230.736	-4716.796	7723.528	262.019	-4790.480	7706.131	285.287	-4864.683	7698.605	315.066	-4940.997	7695.925	377.015	-5025.635	7697.296	445.613	-5248.101	7757.485	NA	NA	NA
854	4.76536	110.141	-4481.092	7779.148	92.539	-4584.313	7780.357	142.332	-4627.965	7755.670	189.740	-4663.265	7736.722	225.828	-4709.547	7717.763	258.254	-4784.000	7700.517	281.187	-4858.233	7692.071	308.409	-4935.366	7689.097	368.419	-5021.531	7691.188	447.703	-5241.765	7749.120	464.254	-5343.378	7830.563
855	4.77095	106.713	-4473.576	7769.004	88.044	-4576.921	7771.476	136.216	-4622.343	7748.410	183.878	-4657.994	7730.747	220.969	-4703.727	7712.236	254.513	-4777.567	7694.513	277.214	-4851.755	7685.114	300.830	-4929.688	7682.065	359.633	-5017.440	7684.577	449.189	-5234.596	7741.655	458.629	-5352.105	7814.497
