NO_OF_FRAMES	231
NO_OF_CAMERAS	23
NO_OF_MARKERS	11
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-19, 16:39:28	91112.72055623
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	
856	4.77654	103.242	-4466.045	7758.873	83.802	-4569.562	7762.294	130.242	-4616.759	7740.941	180.909	-4651.861	7721.329	216.024	-4698.031	7706.348	250.697	-4771.200	7688.200	273.390	-4845.300	7677.835	295.089	-4925.250	7675.290	350.924	-5013.265	7677.515	449.518	-5226.958	7734.420	451.060	-5355.101	7796.753
857	4.78212	99.589	-4458.543	7748.708	79.688	-4562.127	7752.823	124.368	-4611.094	7733.096	174.858	-4646.893	7714.762	211.147	-4692.021	7698.140	246.884	-4765.065	7681.504	269.659	-4838.920	7670.311	289.352	-4919.271	7667.344	342.261	-5009.039	7670.043	449.611	-5218.745	7727.595	445.342	-5351.962	7779.074
858	4.78771	95.902	-4451.184	7738.586	75.966	-4554.805	7742.880	118.641	-4605.371	7724.975	168.762	-4642.064	7707.652	206.201	-4686.812	7692.448	242.977	-4758.855	7674.477	265.885	-4832.512	7662.535	283.734	-4913.349	7659.038	333.830	-5004.517	7662.225	449.398	-5210.472	7720.133	443.204	-5345.050	7761.139
859	4.79330	92.186	-4443.991	7728.421	72.218	-4547.657	7732.882	113.008	-4599.632	7716.650	162.658	-4637.255	7700.168	201.030	-4681.553	7685.596	238.883	-4752.845	7667.196	262.047	-4826.234	7654.522	278.283	-4907.330	7650.331	325.559	-4999.942	7653.979	448.950	-5201.953	7712.261	444.401	-5337.064	7743.262
860	4.79888	88.421	-4436.936	7718.193	68.595	-4540.636	7722.721	107.494	-4593.865	7708.023	156.629	-4632.382	7692.296	199.050	-4675.500	7675.821	234.584	-4746.898	7659.598	258.074	-4819.998	7646.261	273.038	-4901.313	7641.246	317.495	-4995.145	7645.372	448.039	-5193.134	7704.118	448.268	-5328.414	7726.134
861	4.80447	84.693	-4430.041	7707.738	65.259	-4533.722	7712.209	102.083	-4588.052	7699.199	150.602	-4627.368	7683.878	193.696	-4670.098	7667.839	230.043	-4740.999	7651.688	253.899	-4813.833	7637.735	268.025	-4895.253	7631.810	309.650	-4990.326	7636.711	446.371	-5184.403	7695.742	454.668	-5319.088	7710.551
862	4.81006	80.889	-4421.485	7696.475	67.889	-4525.898	7696.563	96.581	-4582.503	7690.998	144.601	-4622.349	7675.192	188.187	-4664.716	7659.571	225.254	-4735.100	7643.542	249.589	-4807.667	7628.978	263.246	-4889.060	7621.920	301.983	-4985.358	7627.670	444.055	-5175.445	7687.044	463.063	-5309.268	7696.866
863	4.81564	77.542	-4414.909	7685.658	65.312	-4518.838	7684.886	91.260	-4576.469	7681.777	138.534	-4617.331	7666.257	182.534	-4659.365	7650.894	220.268	-4729.391	7634.942	245.082	-4801.634	7619.882	258.651	-4882.809	7611.765	294.588	-4980.247	7618.205	441.030	-5166.602	7677.984	473.094	-5298.708	7685.712
864	4.82123	74.326	-4408.417	7674.576	61.783	-4512.673	7674.510	86.015	-4570.342	7672.098	132.513	-4612.319	7657.126	176.743	-4654.084	7641.993	215.172	-4723.708	7626.002	240.534	-4795.626	7610.432	254.170	-4876.740	7601.447	287.250	-4974.970	7607.869	437.538	-5157.766	7668.839	484.100	-5286.439	7677.266
865	4.82682	71.386	-4402.000	7663.082	58.714	-4505.550	7662.955	80.818	-4564.271	7662.334	126.419	-4607.248	7647.673	170.830	-4648.872	7632.654	209.843	-4717.997	7616.745	235.790	-4789.630	7600.553	249.667	-4870.449	7591.077	280.431	-4969.559	7597.694	433.467	-5148.907	7659.320	496.094	-5271.551	7671.744
866	4.83240	68.707	-4395.604	7651.165	55.724	-4498.085	7650.663	75.545	-4558.030	7652.331	120.339	-4602.185	7638.078	164.722	-4643.716	7623.120	204.350	-4712.330	7607.111	230.941	-4783.637	7590.482	245.116	-4864.308	7580.370	273.910	-4963.937	7587.123	428.985	-5139.998	7649.677	508.098	-5253.035	7668.677
867	4.83799	66.301	-4389.388	7638.721	52.760	-4491.263	7638.791	70.349	-4551.757	7642.090	114.151	-4597.084	7628.294	158.569	-4638.615	7613.104	198.725	-4706.855	7597.056	225.965	-4777.701	7580.133	240.575	-4858.256	7569.597	267.737	-4958.263	7576.116	423.798	-5131.063	7639.707	518.997	-5231.371	7667.869
868	4.84358	64.211	-4383.359	7625.903	49.927	-4484.567	7626.709	65.148	-4545.500	7631.777	108.011	-4591.952	7618.352	152.257	-4633.572	7602.854	193.366	-4701.235	7586.861	220.777	-4771.785	7569.525	235.955	-4852.172	7558.590	261.822	-4952.489	7564.773	418.404	-5122.114	7629.823	527.335	-5205.867	7667.647
869	4.84916	62.449	-4377.457	7612.647	47.132	-4478.074	7614.475	60.029	-4539.221	7621.240	101.989	-4586.770	7608.292	145.877	-4628.482	7592.224	187.279	-4694.389	7575.320	215.403	-4766.035	7558.601	231.279	-4846.009	7547.223	256.076	-4946.718	7553.075	412.605	-5113.319	7619.903	532.774	-5177.165	7664.349
870	4.85475	60.994	-4371.779	7598.996	44.615	-4471.727	7601.877	54.854	-4532.896	7610.394	93.264	-4582.716	7601.490	139.420	-4623.341	7581.263	181.272	-4688.869	7564.114	209.935	-4760.224	7547.488	226.542	-4840.188	7535.793	250.640	-4942.333	7541.689	406.725	-5104.349	7610.264	533.867	-5147.361	7660.882
871	4.86034	59.808	-4366.295	7585.061	42.269	-4465.488	7589.065	49.844	-4527.195	7599.633	87.194	-4577.467	7590.980	133.018	-4618.231	7570.153	175.086	-4683.240	7552.467	204.285	-4754.415	7535.885	221.614	-4834.211	7524.022	245.098	-4936.577	7529.325	400.711	-5095.498	7600.806	536.511	-5120.057	7650.828
872	4.86592	58.839	-4360.947	7570.748	41.799	-4456.045	7573.719	44.679	-4520.302	7587.509	81.064	-4572.245	7580.264	126.587	-4613.061	7558.750	169.003	-4677.608	7540.574	198.436	-4748.585	7523.918	216.528	-4828.204	7512.124	239.650	-4930.703	7516.525	394.680	-5086.333	7591.662	531.431	-5092.537	7643.584
873	4.87151	58.107	-4355.775	7556.110	40.158	-4450.003	7560.078	39.708	-4514.909	7575.890	74.776	-4566.990	7569.116	120.171	-4607.864	7547.098	162.752	-4671.825	7528.375	192.488	-4742.812	7511.743	211.189	-4822.299	7499.976	234.323	-4924.905	7503.448	388.773	-5077.319	7582.741	524.240	-5068.319	7634.859
874	4.87709	57.482	-4350.838	7541.203	38.683	-4444.279	7546.343	34.590	-4508.687	7563.404	68.582	-4561.764	7557.870	111.277	-4603.737	7538.774	156.667	-4665.952	7515.906	186.338	-4736.819	7499.074	205.592	-4816.252	7487.412	229.102	-4918.887	7490.061	382.733	-5068.126	7573.645	515.827	-5047.586	7625.481
875	4.88268	57.062	-4346.174	7525.906	37.046	-4438.898	7534.073	29.555	-4502.655	7550.544	64.869	-4555.338	7542.973	104.881	-4598.434	7526.646	150.430	-4660.107	7503.095	180.143	-4730.910	7486.250	199.708	-4810.349	7474.552	224.018	-4912.871	7476.345	377.055	-5058.218	7564.533	507.581	-5030.141	7615.911
876	4.88827	56.918	-4341.949	7511.205	36.102	-4433.676	7519.723	24.535	-4496.539	7537.181	56.050	-4551.060	7534.273	98.492	-4593.040	7514.312	146.101	-4653.758	7488.849	173.766	-4725.018	7473.045	193.664	-4804.520	7461.228	218.883	-4906.709	7462.325	371.978	-5048.955	7553.870	499.539	-5015.717	7606.546
877	4.89385	56.777	-4337.891	7495.316	35.318	-4428.739	7505.202	19.632	-4490.706	7523.460	52.318	-4544.472	7518.862	92.105	-4587.512	7501.670	137.895	-4648.313	7476.868	167.290	-4719.172	7459.564	187.485	-4798.406	7447.511	213.936	-4900.486	7447.997	NA	NA	NA	492.154	-5003.776	7597.769
878	4.89944	56.803	-4334.145	7479.233	34.692	-4424.077	7490.465	14.667	-4484.359	7508.935	46.045	-4538.936	7506.454	85.737	-4581.942	7488.775	133.418	-4641.930	7462.035	160.711	-4713.237	7445.705	181.241	-4792.480	7433.408	208.905	-4894.146	7433.405	NA	NA	NA	483.859	-4993.590	7591.001
879	4.90503	57.084	-4330.787	7463.741	34.211	-4419.639	7475.676	9.934	-4478.170	7494.091	39.685	-4533.304	7493.669	79.277	-4576.392	7475.696	124.848	-4636.420	7449.521	154.063	-4707.228	7431.510	174.983	-4786.356	7418.928	203.909	-4887.729	7418.561	NA	NA	NA	478.448	-4986.680	7581.822
880	4.91061	57.341	-4327.599	7447.289	33.844	-4415.326	7460.638	5.334	-4472.049	7478.815	33.351	-4527.572	7480.679	72.794	-4570.862	7462.452	118.322	-4630.500	7435.502	147.374	-4701.203	7417.047	168.693	-4780.243	7404.119	198.699	-4879.641	7402.798	NA	NA	NA	472.043	-4980.813	7574.467
881	4.91620	57.687	-4324.686	7430.535	33.532	-4411.307	7445.335	1.051	-4465.989	7463.057	26.988	-4521.743	7467.443	66.200	-4565.313	7448.902	111.723	-4624.601	7421.219	140.621	-4695.042	7402.165	162.113	-4772.873	7387.977	193.644	-4873.002	7387.576	NA	NA	NA	465.937	-4976.845	7566.821
882	4.92179	58.032	-4321.988	7413.518	33.227	-4407.494	7429.880	-3.180	-4459.884	7447.152	20.608	-4515.846	7453.778	59.563	-4559.792	7435.100	104.904	-4618.641	7406.437	133.862	-4688.870	7386.981	156.065	-4767.647	7373.349	188.606	-4866.268	7372.104	NA	NA	NA	459.720	-4974.391	7559.236
883	4.92737	58.512	-4319.560	7396.324	33.020	-4403.854	7414.272	-6.516	-4452.431	7429.470	14.233	-4509.830	7439.900	52.873	-4554.315	7421.143	97.983	-4612.615	7391.388	127.106	-4682.637	7371.398	149.465	-4760.215	7356.563	183.548	-4859.452	7356.503	NA	NA	NA	453.898	-4973.230	7550.872
884	4.93296	58.903	-4317.379	7378.833	32.873	-4400.513	7398.438	-10.217	-4446.330	7412.619	7.465	-4504.420	7427.135	45.993	-4548.812	7406.778	91.088	-4606.668	7376.110	120.341	-4676.372	7355.539	144.196	-4753.687	7340.047	178.659	-4852.590	7341.275	NA	NA	NA	447.293	-4973.307	7541.371
885	4.93855	59.287	-4315.468	7361.105	32.767	-4397.328	7382.445	-13.642	-4440.226	7395.307	1.031	-4498.257	7412.438	39.167	-4543.342	7392.241	84.021	-4600.651	7360.412	113.569	-4669.909	7339.182	138.086	-4747.179	7323.595	173.708	-4845.612	7325.406	NA	NA	NA	440.563	-4973.963	7531.043
886	4.94413	59.724	-4313.865	7343.117	32.729	-4394.274	7366.201	-16.788	-4433.730	7377.579	-5.447	-4492.049	7397.401	32.268	-4537.910	7377.510	76.879	-4594.625	7344.383	106.762	-4663.488	7322.457	132.203	-4740.456	7306.808	168.771	-4838.444	7309.430	NA	NA	NA	433.453	-4974.969	7519.573
887	4.94972	60.094	-4312.462	7324.684	32.597	-4391.435	7349.885	-19.533	-4428.083	7360.167	-11.864	-4485.684	7381.859	25.349	-4532.504	7362.476	69.703	-4588.651	7328.130	99.901	-4656.809	7305.423	126.122	-4733.774	7289.913	163.876	-4831.207	7293.093	NA	NA	NA	426.034	-4976.260	7507.020
888	4.95531	60.314	-4311.277	7306.021	32.550	-4388.770	7333.108	-21.878	-4422.396	7342.412	-18.260	-4479.213	7365.860	18.332	-4526.986	7347.136	62.352	-4582.648	7311.542	93.075	-4650.235	7288.160	120.164	-4726.996	7272.796	159.030	-4823.822	7276.743	NA	NA	NA	418.366	-4977.224	7493.429
889	4.96089	60.415	-4310.246	7287.362	32.592	-4386.411	7316.078	-23.845	-4416.853	7324.588	-24.605	-4472.685	7349.413	11.390	-4521.495	7331.610	54.808	-4576.698	7294.823	86.224	-4643.611	7270.571	114.125	-4720.110	7255.365	154.150	-4816.302	7260.108	NA	NA	NA	410.466	-4978.297	7478.810
890	4.96648	60.342	-4309.301	7268.536	32.751	-4384.083	7298.593	-24.559	-4412.746	7310.286	-30.757	-4466.616	7332.865	4.341	-4515.906	7315.739	47.355	-4570.794	7277.839	79.074	-4636.126	7252.002	108.191	-4713.045	7237.624	149.353	-4808.731	7243.332	NA	NA	NA	402.475	-4978.915	7463.326
891	4.97207	60.048	-4308.487	7249.703	32.866	-4382.178	7280.749	-26.023	-4408.160	7292.025	-37.001	-4459.984	7315.423	-2.721	-4510.272	7299.669	40.058	-4564.124	7257.777	72.211	-4629.426	7233.975	102.435	-4706.072	7219.911	144.690	-4801.017	7226.348	288.423	-4936.687	7358.509	394.204	-4979.412	7446.838
892	4.97765	59.764	-4307.658	7230.655	33.067	-4380.242	7262.252	-27.498	-4403.805	7273.160	-43.080	-4453.240	7297.409	-9.920	-4504.534	7283.169	32.383	-4558.274	7240.513	65.338	-4622.755	7215.816	96.439	-4698.928	7201.703	140.033	-4793.180	7209.014	282.363	-4931.064	7341.710	386.054	-4979.769	7429.552
893	4.98324	59.135	-4306.716	7211.081	33.195	-4378.590	7243.627	-28.917	-4399.679	7253.767	-49.039	-4446.248	7278.735	-17.025	-4498.663	7266.424	24.686	-4552.495	7222.969	58.385	-4616.067	7197.417	90.754	-4691.655	7183.165	135.412	-4785.265	7191.388	276.287	-4925.598	7324.164	377.800	-4979.925	7411.571
894	4.98883	58.265	-4305.874	7191.430	33.367	-4377.035	7224.610	-29.772	-4395.422	7233.143	-54.797	-4439.129	7259.462	-24.305	-4492.701	7249.347	17.047	-4546.792	7205.571	52.607	-4609.175	7178.092	84.892	-4684.453	7164.282	130.835	-4777.213	7173.402	270.260	-4920.202	7305.963	369.473	-4979.814	7392.945
895	4.99441	57.444	-4304.886	7171.731	33.482	-4375.618	7205.195	-30.890	-4391.480	7212.693	-60.356	-4431.848	7239.453	-31.615	-4486.609	7231.859	9.253	-4541.091	7187.886	45.023	-4602.898	7160.607	79.128	-4677.134	7145.292	126.406	-4769.174	7155.048	264.172	-4914.679	7287.626	357.793	-4977.454	7377.041
896	5.00000	56.328	-4303.795	7151.732	32.884	-4373.998	7186.791	-32.258	-4386.180	7188.222	-65.616	-4424.403	7218.808	-38.988	-4480.388	7214.114	1.457	-4535.436	7170.205	39.348	-4596.076	7141.173	73.380	-4669.760	7126.000	121.995	-4760.980	7136.342	257.949	-4909.150	7268.674	349.082	-4976.353	7357.248
897	5.00559	55.066	-4302.629	7130.637	32.764	-4372.519	7167.055	-33.010	-4382.655	7167.079	-70.590	-4417.087	7197.598	-46.419	-4473.984	7195.997	-6.383	-4529.809	7152.299	32.410	-4589.482	7122.381	67.738	-4662.369	7106.447	117.637	-4752.800	7117.117	251.648	-4903.377	7249.477	340.531	-4974.968	7336.783
898	5.01117	53.883	-4301.465	7111.242	32.610	-4371.137	7147.056	-33.607	-4379.257	7145.672	-74.878	-4407.292	7173.329	-53.932	-4467.365	7177.392	-14.232	-4524.239	7134.300	25.583	-4583.007	7103.620	62.089	-4654.918	7086.762	113.317	-4744.560	7097.568	245.325	-4897.480	7229.911	332.223	-4973.249	7315.697
899	5.01676	52.528	-4300.213	7090.653	32.477	-4369.696	7126.718	-34.085	-4376.071	7123.947	-79.099	-4400.084	7150.784	-59.716	-4459.683	7155.704	-22.115	-4518.629	7116.172	18.771	-4576.503	7084.663	56.508	-4647.405	7066.968	109.069	-4736.267	7077.566	238.835	-4891.490	7209.887	323.918	-4970.939	7294.162
900	5.02235	50.922	-4298.804	7069.573	32.294	-4368.318	7106.218	-34.604	-4373.103	7102.214	-82.872	-4393.072	7127.656	-67.264	-4452.667	7136.323	-30.032	-4513.045	7097.934	11.831	-4570.027	7065.706	50.978	-4639.826	7046.856	104.762	-4727.931	7057.159	232.209	-4885.302	7189.556	315.689	-4968.259	7272.297
901	5.02793	49.344	-4297.295	7048.316	32.032	-4366.734	7085.484	-34.949	-4370.272	7080.454	-86.251	-4386.211	7104.249	-74.877	-4445.552	7116.430	-37.977	-4507.441	7079.461	4.852	-4563.583	7046.658	45.419	-4632.182	7026.843	100.459	-4719.519	7036.375	225.512	-4879.000	7168.920	307.415	-4964.974	7250.183
902	5.03352	47.581	-4295.572	7026.759	31.753	-4365.198	7064.435	-35.429	-4367.614	7058.430	-89.209	-4379.585	7080.373	-82.494	-4438.220	7096.014	-45.861	-4501.808	7060.888	-6.689	-4560.478	7032.415	39.855	-4624.573	7006.566	96.203	-4711.072	7015.357	218.708	-4872.649	7147.940	299.000	-4960.990	7227.792
903	5.03911	45.764	-4293.687	7004.841	31.404	-4363.562	7043.125	-35.779	-4365.081	7036.158	-91.517	-4373.212	7056.351	-90.562	-4431.752	7076.978	-53.727	-4496.116	7042.098	-13.888	-4554.233	7013.378	34.307	-4616.878	6986.150	91.906	-4702.647	6994.069	211.807	-4866.126	7126.555	290.713	-4956.599	7205.636
904	5.04469	43.830	-4291.618	6982.858	30.966	-4361.812	7021.651	-36.198	-4362.814	7013.861	-92.535	-4367.528	7032.587	-98.123	-4424.222	7054.879	-61.631	-4490.390	7022.995	-21.016	-4547.935	6994.292	28.739	-4609.071	6965.777	87.555	-4694.009	6972.509	204.812	-4859.589	7104.788	282.248	-4951.748	7183.381
905	5.05028	41.694	-4289.442	6960.472	30.439	-4359.934	6999.930	-36.655	-4360.627	6991.590	-93.001	-4363.936	7011.695	-105.426	-4416.667	7032.237	-69.558	-4484.551	7003.524	-25.512	-4541.077	6969.467	23.138	-4601.300	6945.225	83.174	-4685.506	6950.669	197.790	-4852.823	7082.723	273.731	-4946.276	7161.313
906	5.05587	39.541	-4286.960	6937.914	29.876	-4357.983	6977.798	-37.141	-4358.545	6969.021	-94.470	-4359.329	6985.936	-112.411	-4409.071	7008.848	-77.463	-4478.625	6983.841	-32.749	-4534.747	6949.977	19.012	-4595.604	6919.876	78.720	-4676.882	6928.685	190.822	-4846.241	7060.172	265.000	-4940.330	7139.155
907	5.06145	37.167	-4284.377	6915.261	29.237	-4355.922	6955.425	-37.691	-4356.597	6946.378	-95.797	-4355.306	6960.336	-118.616	-4400.142	6982.666	-85.376	-4472.644	6963.828	-39.782	-4528.354	6930.120	13.306	-4587.749	6899.109	74.199	-4668.123	6906.480	183.776	-4839.624	7036.931	256.159	-4933.885	7117.496
908	5.06704	34.561	-4281.589	6892.368	28.478	-4353.786	6932.788	-38.251	-4354.570	6923.431	-97.041	-4351.640	6934.618	-124.852	-4392.521	6957.933	-93.316	-4466.606	6943.459	-46.910	-4522.007	6910.072	6.292	-4577.650	6880.618	69.566	-4659.451	6884.103	176.873	-4832.860	7013.402	247.069	-4927.072	7095.824
909	5.07263	31.815	-4278.718	6869.403	27.833	-4351.507	6909.698	-38.847	-4352.571	6900.349	-98.775	-4346.654	6905.282	-130.573	-4385.028	6932.538	-101.343	-4460.449	6922.531	-53.245	-4512.920	6889.184	0.461	-4569.831	6859.595	64.929	-4650.690	6861.562	169.992	-4826.290	6989.260	237.674	-4919.762	7074.313
910	5.07821	28.898	-4275.548	6846.175	27.128	-4349.014	6886.314	-39.411	-4350.532	6877.133	-99.599	-4343.244	6879.230	-135.815	-4377.608	6906.555	-109.411	-4454.175	6901.182	-60.410	-4506.595	6868.819	-5.425	-4562.008	6838.415	60.145	-4641.912	6838.741	163.118	-4819.647	6964.495	228.037	-4912.310	7052.558
911	5.08380	25.697	-4272.298	6822.811	26.392	-4346.422	6862.563	-40.001	-4348.433	6853.834	-100.311	-4339.979	6853.238	-140.508	-4370.473	6880.542	-115.545	-4446.845	6876.748	-67.680	-4500.247	6848.074	-11.396	-4554.151	6817.050	55.386	-4633.087	6815.760	156.357	-4812.889	6939.402	218.058	-4904.484	7030.612
912	5.08939	22.346	-4268.850	6799.123	25.678	-4343.510	6838.641	-40.567	-4346.310	6830.343	-100.990	-4336.900	6827.185	-144.766	-4363.421	6853.876	-123.616	-4440.403	6854.786	-75.100	-4493.944	6827.032	-17.403	-4546.373	6795.578	50.535	-4624.106	6792.676	149.593	-4806.183	6913.789	208.296	-4896.873	7008.346
913	5.09497	18.753	-4265.379	6775.445	24.877	-4340.342	6814.485	-41.132	-4344.141	6806.770	-101.544	-4333.890	6801.206	-148.512	-4356.583	6826.940	-131.599	-4433.812	6832.352	-82.584	-4487.735	6805.686	-23.521	-4538.587	6773.969	45.615	-4615.181	6769.339	143.000	-4799.406	6887.810	198.195	-4888.938	6985.009
914	5.10056	14.997	-4261.646	6751.403	24.073	-4336.996	6789.943	-41.674	-4341.992	6783.102	-101.972	-4331.127	6775.183	-151.638	-4350.043	6799.906	-139.465	-4427.047	6809.166	-90.120	-4481.501	6784.006	-29.792	-4530.905	6752.219	40.663	-4606.181	6745.873	136.445	-4792.659	6861.235	188.296	-4881.308	6961.000
915	5.10615	11.026	-4257.729	6727.194	23.121	-4333.353	6765.244	-42.228	-4339.781	6759.231	-102.234	-4328.389	6749.082	-154.187	-4343.708	6774.053	-147.216	-4420.068	6785.570	-97.824	-4475.314	6761.958	-36.207	-4523.223	6730.027	35.621	-4597.102	6722.274	130.042	-4785.789	6834.507	178.467	-4874.000	6935.808
916	5.11173	6.873	-4253.720	6702.709	22.200	-4329.478	6740.042	-42.730	-4337.614	6735.307	-102.411	-4325.855	6723.097	-156.416	-4337.565	6746.137	-154.746	-4412.889	6761.592	-104.454	-4467.823	6735.742	-42.655	-4515.637	6707.864	30.482	-4588.054	6698.528	124.667	-4778.310	6809.782	168.929	-4866.765	6909.583
917	5.11732	2.519	-4249.548	6678.027	21.186	-4325.415	6714.539	-43.102	-4335.438	6711.223	-102.571	-4323.474	6697.158	-158.100	-4331.751	6718.051	-162.519	-4406.375	6739.628	-112.315	-4461.563	6712.924	-49.327	-4508.128	6685.470	25.304	-4578.884	6674.612	118.473	-4771.493	6782.356	159.863	-4860.533	6882.001
918	5.12291	-1.964	-4245.083	6652.840	20.122	-4321.235	6688.509	-43.479	-4333.166	6686.870	-102.667	-4321.186	6671.155	-159.406	-4326.496	6689.722	-169.867	-4398.854	6714.424	-120.228	-4455.268	6689.672	-56.108	-4500.691	6662.682	20.163	-4569.542	6648.724	111.148	-4765.044	6751.086	151.108	-4854.983	6853.360
919	5.12849	-6.615	-4240.561	6627.580	18.891	-4316.712	6661.994	-43.684	-4330.839	6662.282	-102.727	-4318.910	6645.240	-160.284	-4321.803	6661.103	-176.563	-4392.580	6689.472	-128.144	-4448.912	6666.235	-63.029	-4493.304	6639.703	14.641	-4560.453	6624.539	105.191	-4757.946	6722.617	142.350	-4849.560	6824.217
920	5.13408	-11.411	-4235.881	6601.950	17.565	-4312.113	6635.192	-43.775	-4328.438	6637.405	-102.725	-4316.657	6619.199	-161.126	-4317.396	6632.240	-183.513	-4385.078	6662.977	-136.023	-4442.500	6642.621	-70.047	-4485.988	6616.554	8.975	-4551.336	6600.189	100.282	-4750.159	6696.455	133.937	-4844.805	6793.700
921	5.13966	-16.330	-4231.009	6576.037	16.091	-4307.334	6607.849	-43.756	-4325.836	6612.169	-102.727	-4314.313	6593.175	-161.766	-4313.087	6603.287	-190.174	-4377.320	6635.898	-143.993	-4435.964	6618.573	-77.263	-4478.683	6593.055	3.248	-4542.249	6575.674	94.128	-4743.008	6666.133	125.965	-4840.512	6762.221
922	5.14525	-21.330	-4225.979	6549.896	14.558	-4302.271	6580.313	-43.597	-4323.077	6586.615	-102.620	-4311.985	6567.147	-162.220	-4309.089	6574.299	-196.548	-4369.439	6608.009	-152.077	-4429.402	6594.361	-84.581	-4471.419	6569.389	-2.777	-4533.197	6550.889	87.992	-4735.989	6634.138	118.544	-4836.407	6729.601
