NO_OF_FRAMES	226
NO_OF_CAMERAS	23
NO_OF_MARKERS	13
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-29, 15:20:57	21811.80712744
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	
10800	60.32961	334.096	-4321.044	8001.000	322.308	-4365.406	8029.359	348.391	-4437.539	8030.671	397.746	-4506.962	8000.219	402.794	-4569.338	8020.711	412.810	-4639.090	8038.110	423.562	-4710.483	8079.212	441.642	-4784.433	8115.949	474.216	-4866.420	8147.430	489.195	-4918.230	8189.813	517.426	-4978.207	8260.636	525.144	-5077.794	8265.936	494.085	-5194.971	8292.613
10801	60.33520	333.897	-4313.794	7989.626	321.853	-4357.418	8018.570	346.308	-4429.728	8021.958	395.300	-4499.417	7991.625	400.598	-4561.849	8011.677	410.666	-4631.885	8029.492	420.948	-4702.199	8071.691	438.253	-4775.732	8109.648	468.540	-4850.875	8143.202	NA	NA	NA	518.237	-4969.521	8253.435	529.401	-5066.406	8267.121	496.480	-5183.390	8296.776
10802	60.34078	333.790	-4306.878	7977.848	321.495	-4349.561	8007.478	344.677	-4421.807	8012.781	392.903	-4491.794	7982.904	398.343	-4554.421	8002.470	408.435	-4624.933	8020.543	418.489	-4694.046	8063.636	434.919	-4767.145	8102.855	464.926	-4842.460	8137.091	NA	NA	NA	519.144	-4959.771	8246.025	534.653	-5054.604	8267.302	499.863	-5171.157	8301.018
10803	60.34637	333.642	-4299.920	7965.647	321.343	-4341.671	7996.044	342.733	-4413.946	8003.544	390.501	-4484.229	7973.957	396.136	-4547.064	7993.141	406.240	-4617.179	8011.073	416.081	-4686.015	8055.138	431.602	-4758.563	8095.693	461.287	-4833.907	8130.796	NA	NA	NA	521.019	-4941.591	8239.511	539.580	-5042.050	8267.215	503.660	-5158.238	8306.614
10804	60.35196	333.538	-4293.246	7953.377	321.238	-4333.893	7984.403	341.001	-4406.063	7994.147	387.986	-4476.686	7964.857	393.750	-4539.614	7983.487	404.063	-4609.695	8001.212	413.699	-4678.105	8046.222	428.410	-4750.026	8088.076	457.682	-4825.268	8124.248	NA	NA	NA	521.777	-4931.477	8231.580	537.460	-5029.130	8267.341	507.598	-5143.916	8311.072
10805	60.35754	333.373	-4286.107	7940.707	321.280	-4326.159	7972.342	339.479	-4398.138	7984.366	385.523	-4469.193	7955.497	391.234	-4532.235	7973.724	401.709	-4602.590	7991.294	411.311	-4670.309	8036.895	425.462	-4741.532	8080.091	454.240	-4816.505	8117.341	NA	NA	NA	522.396	-4921.581	8223.134	541.303	-5015.440	8265.457	511.783	-5128.294	8314.527
10806	60.36313	333.317	-4279.130	7927.739	321.358	-4318.478	7960.000	337.907	-4390.175	7974.478	383.174	-4461.683	7945.894	388.710	-4524.939	7963.735	399.319	-4595.470	7980.967	408.938	-4662.565	8027.102	422.665	-4733.049	8071.598	450.932	-4807.689	8110.154	NA	NA	NA	522.648	-4911.750	8214.352	545.560	-5001.417	8262.781	516.636	-5111.652	8318.741
10807	60.36872	333.227	-4272.129	7914.602	321.552	-4310.893	7947.303	336.530	-4382.064	7964.115	380.869	-4454.144	7936.025	386.164	-4517.592	7953.344	396.778	-4588.112	7970.358	406.642	-4654.933	8016.998	419.998	-4724.603	8062.682	447.740	-4798.731	8102.724	NA	NA	NA	522.695	-4902.118	8205.213	550.073	-4987.435	8258.932	522.304	-5093.574	8322.910
10808	60.37430	333.226	-4265.467	7901.221	321.818	-4303.420	7934.393	343.201	-4373.001	7947.372	378.330	-4446.638	7926.001	382.697	-4508.669	7939.794	394.155	-4580.828	7959.467	404.314	-4647.285	8006.568	417.572	-4716.190	8053.447	444.660	-4789.748	8094.936	NA	NA	NA	522.347	-4892.670	8195.821	554.708	-4972.521	8254.056	534.463	-5081.939	8321.178
10809	60.37989	333.179	-4258.447	7887.750	322.206	-4296.033	7921.238	341.572	-4364.981	7936.617	375.981	-4439.169	7915.513	379.904	-4501.358	7929.046	391.340	-4573.546	7948.501	402.031	-4639.718	7995.812	415.250	-4707.784	8043.776	441.688	-4780.691	8086.890	NA	NA	NA	521.656	-4883.375	8186.271	559.307	-4957.601	8248.530	534.662	-5063.981	8322.850
10810	60.38547	333.087	-4251.505	7874.000	322.234	-4289.938	7911.014	339.971	-4357.012	7925.515	373.445	-4431.755	7904.902	376.925	-4494.160	7917.997	388.532	-4566.360	7937.040	399.765	-4632.174	7984.818	413.085	-4699.392	8033.773	438.911	-4771.578	8078.363	NA	NA	NA	520.555	-4874.254	8176.509	563.520	-4942.425	8242.089	543.224	-5042.642	8324.874
10811	60.39106	332.979	-4244.660	7860.021	323.044	-4282.488	7897.362	338.345	-4349.063	7914.096	370.920	-4424.273	7893.940	374.032	-4486.971	7906.587	385.713	-4558.845	7925.259	397.570	-4624.671	7973.465	410.925	-4690.962	8023.462	436.390	-4762.479	8069.424	NA	NA	NA	519.147	-4865.211	8166.626	567.339	-4927.005	8234.777	552.586	-5020.065	8325.346
10812	60.39665	332.864	-4237.936	7846.018	324.025	-4276.825	7883.695	336.763	-4341.161	7902.373	368.421	-4416.840	7882.578	371.087	-4479.954	7894.958	382.764	-4552.326	7913.395	395.306	-4617.133	7961.904	408.864	-4682.538	8012.855	434.025	-4753.341	8060.090	NA	NA	NA	517.413	-4856.251	8156.646	570.611	-4911.644	8226.657	563.072	-4996.251	8324.396
10813	60.40223	332.696	-4230.959	7831.938	324.639	-4270.181	7869.220	335.162	-4333.366	7890.192	365.929	-4409.477	7870.829	368.018	-4472.957	7883.022	379.415	-4545.453	7902.360	392.938	-4609.631	7950.150	406.836	-4674.193	8001.938	431.785	-4744.226	8050.464	NA	NA	NA	515.541	-4847.311	8146.581	573.242	-4896.263	8217.833	574.542	-4971.436	8321.633
10814	60.40782	332.567	-4224.122	7817.630	325.295	-4263.094	7854.966	333.588	-4325.595	7877.603	348.011	-4401.070	7875.911	362.361	-4465.822	7873.367	376.414	-4538.184	7889.950	390.606	-4602.157	7938.074	404.934	-4665.835	7990.656	429.615	-4735.097	8040.497	NA	NA	NA	513.424	-4844.811	8137.180	575.319	-4880.893	8208.129	586.970	-4946.152	8316.951
10815	60.41341	332.397	-4217.293	7803.156	325.758	-4256.346	7840.118	332.042	-4317.886	7864.568	346.143	-4393.693	7863.099	359.370	-4459.041	7861.981	373.178	-4531.756	7877.507	388.191	-4594.684	7925.818	403.072	-4657.521	7979.113	427.609	-4725.967	8030.118	NA	NA	NA	510.851	-4828.696	8125.236	585.633	-4865.657	8197.399	600.109	-4920.060	8310.142
10816	60.41899	327.851	-4211.252	7792.216	321.145	-4253.841	7821.295	330.567	-4310.173	7851.096	344.346	-4386.294	7849.917	356.557	-4451.915	7849.151	367.463	-4522.234	7866.245	385.796	-4587.207	7913.309	401.274	-4649.250	7967.299	425.606	-4716.848	8019.447	NA	NA	NA	509.571	-4819.478	8115.942	572.485	-4853.371	8187.201	613.503	-4893.458	8300.900
10817	60.42458	327.672	-4204.333	7777.259	321.752	-4247.219	7806.247	326.205	-4303.067	7839.052	342.573	-4378.967	7836.288	353.798	-4444.819	7836.017	364.350	-4515.152	7853.283	384.223	-4580.607	7901.501	399.445	-4641.013	7955.249	423.674	-4707.786	8008.397	NA	NA	NA	513.609	-4812.635	8096.808	572.264	-4838.926	8177.248	626.407	-4866.394	8288.911
10818	60.43017	327.498	-4197.298	7762.123	325.119	-4237.170	7796.118	323.722	-4295.681	7825.427	341.010	-4371.627	7822.297	351.133	-4437.697	7822.701	363.566	-4510.277	7838.605	381.669	-4573.277	7888.461	397.532	-4632.778	7942.872	421.765	-4698.857	7996.977	450.855	-4762.514	8029.645	505.901	-4799.975	8094.874	573.600	-4824.090	8164.792	638.045	-4839.594	8274.564
10819	60.43575	327.203	-4190.148	7746.702	325.438	-4230.195	7780.601	321.881	-4288.180	7810.891	337.739	-4363.853	7807.554	348.540	-4430.559	7809.157	360.246	-4503.250	7825.138	379.072	-4565.910	7875.063	395.656	-4624.646	7930.124	419.871	-4689.960	7985.155	448.900	-4753.104	8018.562	503.741	-4796.457	8084.715	573.820	-4809.618	8152.636	647.791	-4813.409	8257.774
