NO_OF_FRAMES	247
NO_OF_CAMERAS	23
NO_OF_MARKERS	13
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-26, 15:56:15	85332.39247490
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	
2015	11.25140	-41.673	-4738.947	7957.230	-8.681	-4787.433	7965.523	31.771	-4834.050	7976.333	75.821	-4874.987	7985.634	121.497	-4917.615	7998.047	169.123	-4965.610	8014.718	202.079	-5013.042	8050.083	227.792	-5050.003	8091.656	278.836	-5079.966	8140.144	343.873	-5099.785	8177.734	390.251	-5116.336	8218.157	438.125	-5143.563	8277.700	488.166	-5202.340	8280.474
2016	11.25698	-45.006	-4735.272	7943.710	-12.655	-4784.064	7952.258	27.036	-4831.535	7963.827	70.405	-4872.352	7974.707	115.950	-4914.791	7988.290	163.840	-4962.472	8005.332	196.920	-5009.925	8040.479	221.901	-5047.053	8082.204	271.478	-5077.050	8132.393	336.008	-5095.316	8171.581	382.333	-5109.866	8212.768	429.356	-5133.143	8274.574	491.566	-5196.132	8281.765
2017	11.26257	-48.253	-4731.618	7929.863	-16.440	-4780.591	7938.754	22.293	-4828.860	7950.976	65.008	-4869.791	7963.465	110.269	-4911.913	7978.233	157.880	-4959.482	7996.715	191.813	-5006.772	8030.597	216.130	-5044.135	8072.560	264.292	-5074.085	8124.332	328.072	-5090.915	8165.108	374.129	-5103.708	8207.231	421.124	-5121.486	8270.813	487.915	-5185.716	8292.058
2018	11.26816	-51.454	-4727.915	7915.817	-20.089	-4777.102	7925.028	17.833	-4825.798	7938.118	59.574	-4867.265	7951.841	104.477	-4909.338	7967.845	152.309	-4956.468	7986.778	186.630	-5003.673	8020.535	210.626	-5041.193	8062.502	257.281	-5071.013	8115.826	320.080	-5086.657	8158.390	365.756	-5099.871	8202.197	414.263	-5110.965	8264.468	494.547	-5171.636	8295.067
2019	11.27374	-54.601	-4724.265	7901.690	-23.615	-4773.631	7911.089	13.372	-4823.524	7924.681	54.139	-4864.716	7939.818	98.632	-4906.889	7957.050	146.573	-4953.566	7976.550	181.522	-5000.502	8010.109	205.278	-5037.956	8052.172	250.464	-5067.752	8106.995	311.927	-5082.700	8151.541	357.479	-5093.895	8196.049	405.921	-5099.865	8258.925	488.868	-5155.802	8302.370
2020	11.27933	-57.735	-4720.668	7887.363	-27.002	-4770.075	7896.941	9.121	-4820.510	7911.120	48.773	-4862.208	7927.552	92.643	-4904.582	7945.901	140.649	-4950.879	7966.086	176.268	-4997.511	7999.546	200.062	-5034.815	8041.591	243.816	-5064.345	8097.808	303.682	-5079.036	8144.458	348.959	-5086.630	8189.870	397.054	-5089.961	8252.894	480.401	-5139.279	8308.748
2021	11.28492	-60.896	-4716.984	7872.904	-30.323	-4766.571	7882.645	5.089	-4817.192	7897.421	43.418	-4859.636	7914.940	86.565	-4902.359	7934.449	134.640	-4948.375	7955.255	170.999	-4994.535	7988.672	195.065	-5031.522	8030.788	237.274	-5061.019	8088.396	295.559	-5075.125	8137.018	340.486	-5079.506	8182.920	387.718	-5082.363	8247.291	469.191	-5121.766	8314.594
2022	11.29050	-64.001	-4713.445	7858.244	-34.072	-4763.033	7869.164	1.202	-4813.822	7883.458	38.211	-4857.002	7902.004	80.435	-4900.217	7922.658	128.379	-4945.976	7944.245	165.608	-4991.611	7977.568	190.138	-5028.079	8019.858	231.207	-5059.665	8078.063	287.583	-5070.817	8129.051	331.867	-5072.871	8175.707	378.292	-5073.731	8240.933	456.078	-5106.145	8318.226
2023	11.29609	-67.122	-4710.019	7843.423	-37.260	-4759.527	7854.695	-2.494	-4810.608	7869.243	33.155	-4854.351	7888.714	74.217	-4898.160	7910.511	121.967	-4943.750	7932.906	160.189	-4988.715	7966.247	185.229	-5024.618	8008.638	224.459	-5055.878	8068.713	279.710	-5066.118	8120.741	323.130	-5066.656	8168.222	368.395	-5065.273	8235.093	440.654	-5089.017	8320.236
2024	11.30168	-70.215	-4706.615	7828.434	-40.341	-4756.018	7839.947	-6.125	-4807.439	7855.014	28.212	-4851.700	7875.151	67.972	-4896.203	7898.032	115.179	-4941.261	7921.944	154.289	-4985.767	7955.675	179.856	-5021.878	7998.495	218.624	-5052.906	8057.496	271.608	-5062.580	8113.247	314.344	-5060.829	8160.438	358.682	-5055.613	8227.819	423.828	-5072.403	8320.429
