NO_OF_FRAMES	213
NO_OF_CAMERAS	23
NO_OF_MARKERS	14
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-29, 15:14:42	21437.13971678
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	
13786	77.01117	582.254	-4727.983	7524.478	551.362	-4769.177	7583.610	523.817	-4778.341	7636.735	504.326	-4780.625	7686.660	478.896	-4779.186	7733.613	461.036	-4783.938	7786.285	456.964	-4793.707	7842.095	464.168	-4808.129	7898.436	477.307	-4824.911	7961.302	492.829	-4834.793	8016.552	502.167	-4835.753	8111.688	488.820	-4843.291	8193.283	457.948	-4864.271	8269.414	395.197	-4858.354	8317.536
13787	77.01676	582.018	-4728.377	7510.260	551.852	-4769.601	7569.680	524.390	-4778.136	7622.891	504.972	-4779.973	7673.013	479.558	-4777.875	7719.811	461.445	-4781.664	7772.478	456.822	-4790.187	7828.401	463.130	-4803.729	7885.126	475.495	-4819.334	7948.272	490.627	-4829.389	8003.645	501.209	-4828.638	8098.679	497.534	-4826.492	8182.374	NA	NA	NA	400.888	-4834.055	8314.686
13788	77.02235	581.688	-4728.566	7495.768	551.701	-4769.861	7555.387	527.334	-4778.554	7610.748	505.797	-4779.675	7659.112	480.261	-4776.652	7705.895	461.930	-4779.422	7758.560	456.794	-4786.527	7814.555	462.340	-4798.976	7871.546	473.740	-4813.720	7934.923	488.245	-4823.938	7990.615	499.772	-4821.423	8085.456	493.147	-4811.902	8167.912	NA	NA	NA	413.384	-4816.917	8315.573
13789	77.02793	581.374	-4728.835	7481.167	552.049	-4770.038	7541.083	527.788	-4778.420	7596.460	506.476	-4779.245	7645.011	480.926	-4775.488	7691.618	462.472	-4777.243	7744.405	451.089	-4782.487	7800.684	461.451	-4794.294	7857.646	472.002	-4808.265	7921.517	485.852	-4818.218	7977.290	497.870	-4813.974	8072.039	494.949	-4796.974	8153.542	475.271	-4791.840	8229.132	429.661	-4794.208	8313.901
13790	77.03352	580.917	-4729.006	7466.301	552.150	-4770.238	7526.374	528.278	-4778.336	7582.042	507.127	-4778.781	7630.601	481.691	-4774.256	7677.275	463.053	-4775.067	7729.982	451.345	-4779.097	7786.369	460.773	-4789.601	7843.534	470.370	-4802.868	7907.591	483.383	-4812.336	7963.635	495.812	-4806.180	8058.164	496.468	-4782.604	8138.186	484.323	-4759.336	8224.345	446.694	-4753.193	8303.372
13791	77.03911	580.431	-4729.109	7451.324	552.047	-4770.596	7511.448	528.516	-4778.484	7567.247	507.511	-4778.079	7615.799	482.453	-4773.335	7662.690	463.715	-4772.957	7715.357	451.713	-4775.504	7771.813	455.093	-4784.708	7830.062	468.802	-4797.470	7893.446	480.831	-4806.361	7949.802	493.598	-4798.113	8043.985	497.969	-4768.657	8121.935	491.264	-4743.443	8196.022	468.023	-4711.648	8291.086
13792	77.04469	579.962	-4729.118	7436.196	552.279	-4770.716	7496.389	528.879	-4778.598	7552.371	508.132	-4777.811	7601.019	486.231	-4773.013	7649.986	464.356	-4770.810	7700.502	452.104	-4772.044	7756.961	454.737	-4780.249	7815.299	467.238	-4792.187	7879.007	478.195	-4800.312	7935.642	491.136	-4789.739	8029.657	505.106	-4754.308	8106.104	519.861	-4719.245	8172.304	486.710	-4684.002	8258.385
13793	77.05028	579.512	-4729.049	7421.001	552.211	-4770.914	7481.156	529.211	-4778.746	7537.237	508.730	-4777.582	7586.047	486.998	-4771.971	7634.965	465.071	-4768.632	7685.397	452.628	-4768.809	7741.938	454.454	-4775.766	7800.219	465.703	-4786.889	7864.231	475.523	-4794.058	7921.321	488.631	-4781.009	8014.773	506.528	-4740.731	8088.482	526.969	-4698.505	8150.101	513.799	-4648.562	8219.104
13794	77.05587	579.006	-4728.846	7405.551	551.954	-4771.238	7465.634	529.480	-4778.767	7521.890	509.272	-4777.488	7570.803	487.630	-4770.948	7619.739	465.837	-4766.569	7670.183	453.110	-4765.601	7726.683	454.138	-4771.644	7784.985	464.194	-4781.589	7849.171	472.913	-4787.575	7906.534	485.937	-4771.722	7999.496	509.213	-4727.387	8070.141	533.652	-4679.406	8126.445	559.178	-4622.771	8185.035
13795	77.06145	578.593	-4728.550	7390.061	551.799	-4771.584	7450.015	529.653	-4779.013	7506.329	509.848	-4777.311	7555.436	488.418	-4770.026	7604.266	469.342	-4765.021	7656.806	453.727	-4762.492	7711.044	453.956	-4767.369	7769.413	462.616	-4776.256	7833.920	470.333	-4780.998	7891.456	483.335	-4762.157	7983.743	521.799	-4714.330	8049.946	540.203	-4661.776	8101.385	566.462	-4598.607	8148.625
13796	77.06704	578.246	-4728.222	7374.413	551.531	-4771.721	7434.102	529.836	-4779.290	7490.623	510.435	-4777.212	7539.941	489.238	-4769.014	7588.683	470.092	-4762.943	7641.045	454.238	-4759.335	7695.258	453.785	-4763.248	7753.578	460.997	-4770.814	7818.320	467.607	-4774.238	7876.186	480.770	-4752.322	7967.543	522.474	-4701.137	8030.195	545.844	-4645.575	8075.711	580.845	-4580.581	8112.613
13797	77.07263	577.843	-4727.762	7358.600	551.112	-4771.776	7418.090	530.123	-4779.375	7474.722	511.033	-4777.065	7524.172	489.962	-4768.041	7572.912	470.909	-4760.815	7625.125	454.868	-4756.254	7679.317	453.648	-4759.251	7737.632	454.418	-4764.874	7803.487	465.000	-4767.225	7860.481	478.366	-4742.120	7950.824	523.329	-4688.117	8009.684	551.618	-4630.649	8049.251	581.073	-4568.383	8076.491
13798	77.07821	577.449	-4727.304	7342.642	550.706	-4772.007	7401.880	530.290	-4779.646	7458.765	511.682	-4776.814	7508.342	490.831	-4766.842	7556.937	471.705	-4758.749	7608.978	455.422	-4753.139	7663.103	453.436	-4755.229	7721.251	453.024	-4759.282	7787.196	462.327	-4760.060	7844.374	476.184	-4731.622	7933.444	524.159	-4675.340	7988.525	571.634	-4619.381	8022.634	588.255	-4545.687	8050.290
13799	77.08380	576.983	-4726.770	7326.460	550.345	-4771.895	7385.556	530.483	-4779.890	7442.578	512.300	-4776.617	7492.192	491.601	-4765.804	7540.731	472.381	-4756.832	7592.604	456.025	-4750.160	7646.580	453.220	-4751.480	7705.827	451.592	-4753.799	7770.640	454.614	-4752.470	7828.894	474.233	-4720.940	7915.461	509.726	-4663.581	7966.519	560.730	-4603.621	7995.408	600.284	-4535.860	8018.843
13800	77.08939	576.524	-4726.236	7310.152	550.043	-4771.870	7369.030	530.690	-4779.991	7426.111	512.957	-4776.267	7475.939	492.428	-4764.932	7524.361	473.204	-4754.945	7576.051	456.511	-4747.383	7629.847	453.020	-4747.486	7688.824	450.250	-4748.121	7753.798	452.290	-4744.974	7811.881	472.498	-4710.153	7896.906	510.487	-4651.242	7944.105	550.782	-4592.632	7967.782	606.784	-4527.355	7979.772
13801	77.09497	575.984	-4725.577	7293.568	549.835	-4771.819	7352.349	530.855	-4780.189	7409.543	513.637	-4776.147	7459.408	493.182	-4764.072	7507.686	473.941	-4753.184	7559.222	456.926	-4744.755	7612.792	452.663	-4743.590	7671.643	448.868	-4742.551	7736.494	450.054	-4737.466	7794.521	471.088	-4699.447	7877.711	511.226	-4639.234	7921.141	554.454	-4581.038	7940.377	614.286	-4520.000	7946.697
13802	77.10056	575.406	-4724.930	7276.800	549.497	-4771.864	7335.355	531.072	-4780.338	7392.616	514.357	-4776.040	7442.744	493.953	-4763.337	7490.802	474.428	-4751.642	7542.065	457.310	-4742.045	7595.469	452.288	-4739.687	7654.132	447.403	-4736.854	7718.860	447.968	-4729.747	7776.665	469.788	-4688.501	7858.003	512.005	-4627.619	7897.774	557.879	-4570.251	7913.033	622.795	-4513.555	7918.101
13803	77.10615	574.757	-4724.200	7259.870	550.188	-4771.901	7319.559	531.383	-4780.337	7375.659	515.053	-4775.825	7425.847	494.586	-4762.672	7473.750	475.016	-4750.033	7524.762	457.512	-4739.358	7577.864	451.896	-4735.783	7636.341	446.016	-4731.054	7700.850	446.025	-4721.921	7758.372	468.820	-4677.597	7837.672	512.833	-4616.185	7874.115	560.881	-4559.987	7885.616	628.945	-4507.545	7887.673
13804	77.11173	574.044	-4723.424	7242.656	550.059	-4771.597	7302.317	531.762	-4780.233	7358.437	515.813	-4775.568	7408.668	495.319	-4761.983	7456.447	475.547	-4748.538	7507.242	460.116	-4737.572	7561.802	451.350	-4731.949	7618.222	444.640	-4725.081	7682.416	444.280	-4713.997	7739.591	468.005	-4666.719	7816.702	513.679	-4604.879	7849.958	563.972	-4550.120	7858.378	634.635	-4502.333	7857.434
13805	77.11732	573.305	-4722.579	7225.242	549.942	-4771.194	7284.796	532.440	-4780.511	7341.209	516.673	-4775.815	7391.413	496.010	-4761.413	7439.007	475.805	-4747.115	7489.374	460.123	-4734.930	7543.710	450.645	-4728.179	7599.687	443.332	-4719.113	7663.636	442.746	-4705.931	7720.291	467.238	-4655.711	7795.157	514.242	-4593.834	7825.734	566.113	-4540.223	7830.351	639.044	-4497.101	7827.499
13806	77.12291	572.453	-4721.614	7207.594	549.758	-4770.919	7266.962	533.022	-4780.387	7323.704	517.369	-4775.599	7373.833	496.651	-4760.926	7421.395	476.073	-4745.864	7471.400	459.821	-4732.633	7525.327	449.599	-4724.437	7580.797	442.031	-4713.090	7644.502	441.439	-4697.812	7700.592	466.923	-4644.968	7773.238	514.818	-4582.867	7801.001	568.754	-4531.055	7803.170	643.396	-4492.371	7798.510
13807	77.12849	571.511	-4720.598	7189.757	549.786	-4770.371	7249.227	533.444	-4779.862	7305.875	518.104	-4775.451	7356.162	497.270	-4760.458	7403.597	476.082	-4744.638	7452.983	459.456	-4730.153	7506.554	448.447	-4720.637	7561.564	440.886	-4706.970	7624.997	440.402	-4689.573	7680.333	466.483	-4634.039	7750.768	515.376	-4572.149	7776.250	571.297	-4522.256	7776.153	648.244	-4488.225	7770.978
13808	77.13408	570.512	-4719.459	7171.751	549.833	-4769.781	7231.208	534.278	-4780.129	7288.089	518.870	-4775.307	7338.354	497.799	-4759.985	7385.593	476.284	-4743.415	7434.603	458.924	-4727.885	7487.478	446.059	-4717.153	7541.600	439.794	-4701.003	7606.034	439.535	-4681.217	7659.712	466.227	-4623.253	7727.762	516.044	-4561.358	7751.236	573.478	-4512.942	7749.254	651.557	-4484.295	7742.771
13809	77.13966	569.401	-4718.248	7153.557	549.974	-4768.995	7213.104	534.993	-4779.960	7269.991	519.686	-4774.954	7320.222	498.181	-4759.500	7367.354	476.153	-4742.250	7415.962	458.408	-4725.465	7468.261	445.103	-4713.237	7521.871	438.616	-4695.068	7585.600	439.088	-4673.024	7638.595	466.174	-4612.539	7704.303	516.592	-4550.832	7725.771	575.535	-4504.538	7722.351	654.142	-4480.448	7714.271
13810	77.14525	568.229	-4717.007	7135.116	550.067	-4768.210	7194.735	535.729	-4779.648	7251.706	520.389	-4774.870	7302.057	498.692	-4759.119	7348.968	476.086	-4741.170	7397.082	457.669	-4723.241	7448.684	444.108	-4709.307	7501.712	437.238	-4689.082	7564.679	438.300	-4664.853	7616.849	466.204	-4602.022	7680.338	517.046	-4540.367	7700.250	577.352	-4495.733	7695.240	656.488	-4476.076	7686.697
13811	77.15084	566.948	-4715.649	7116.613	550.173	-4767.906	7176.186	536.491	-4779.479	7233.229	521.147	-4774.675	7283.584	499.098	-4758.762	7330.252	475.997	-4739.940	7377.813	456.927	-4720.822	7428.732	443.227	-4705.381	7481.375	435.850	-4682.995	7543.220	437.385	-4656.803	7594.386	466.425	-4591.522	7656.063	517.579	-4530.175	7674.441	578.495	-4476.506	7679.912	658.492	-4471.612	7659.540
13812	77.15642	565.648	-4714.230	7097.984	550.197	-4767.177	7157.484	537.275	-4778.936	7214.649	521.826	-4774.469	7264.873	499.392	-4758.395	7311.349	475.773	-4738.946	7358.453	456.242	-4718.564	7408.646	442.271	-4701.268	7460.553	434.046	-4676.993	7521.187	436.590	-4648.650	7571.500	466.717	-4581.364	7631.021	517.018	-4519.867	7647.556	580.208	-4467.665	7652.751	660.165	-4467.012	7632.766
13813	77.16201	564.327	-4712.728	7079.212	550.362	-4765.723	7138.854	538.187	-4778.734	7195.915	522.572	-4774.318	7246.179	499.783	-4758.064	7292.389	475.485	-4737.796	7338.679	455.312	-4716.240	7388.120	441.360	-4697.314	7439.408	433.306	-4670.925	7499.125	433.926	-4640.799	7547.620	461.795	-4570.600	7605.878	517.477	-4509.959	7621.118	581.579	-4459.228	7626.291	661.693	-4462.150	7606.340
13814	77.16760	562.961	-4711.162	7060.366	550.379	-4765.341	7119.583	539.291	-4778.772	7177.015	523.216	-4774.101	7227.115	500.038	-4757.633	7273.049	475.097	-4736.672	7318.699	454.466	-4713.861	7367.348	440.576	-4693.319	7418.054	432.930	-4664.638	7476.677	433.434	-4632.820	7523.850	462.242	-4560.730	7579.863	517.988	-4499.960	7594.272	582.689	-4450.399	7598.927	662.867	-4456.836	7580.205
13815	77.17318	561.521	-4709.508	7041.414	550.419	-4764.510	7100.441	540.194	-4778.524	7157.872	524.006	-4773.750	7207.947	500.227	-4757.155	7253.522	474.852	-4735.598	7298.694	453.721	-4711.463	7346.430	439.762	-4689.238	7396.282	432.204	-4658.552	7453.993	431.579	-4624.653	7499.455	462.736	-4551.114	7553.568	518.408	-4490.191	7567.195	583.788	-4441.689	7571.426	663.741	-4451.242	7554.122
