NO_OF_FRAMES	208
NO_OF_CAMERAS	23
NO_OF_MARKERS	14
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-26, 16:54:52	88850.03840823
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	
6340	35.41341	639.608	-4826.326	7496.898	609.185	-4857.669	7556.389	584.226	-4875.364	7617.897	553.944	-4880.302	7675.698	532.706	-4890.172	7726.261	526.245	-4910.753	7775.434	528.207	-4934.902	7824.830	534.325	-4958.970	7888.042	538.465	-4967.461	7946.277	546.581	-4967.629	8002.183	571.612	-4953.512	8085.279	600.277	-4937.248	8159.541	621.738	-4945.117	8235.123	NA	NA	NA
6341	35.41899	640.919	-4823.621	7482.731	610.443	-4855.483	7541.919	585.935	-4873.828	7603.351	555.100	-4878.313	7660.917	533.277	-4887.320	7711.383	526.064	-4907.105	7760.871	527.481	-4930.530	7810.658	533.848	-4954.069	7874.087	538.537	-4962.438	7933.072	547.580	-4962.754	7988.021	573.527	-4947.122	8070.583	605.529	-4924.922	8141.893	632.473	-4920.469	8216.722	NA	NA	NA
6342	35.42458	642.340	-4820.725	7468.433	611.719	-4853.223	7527.273	587.473	-4872.272	7588.473	556.353	-4876.355	7645.911	533.962	-4884.334	7696.385	525.942	-4903.332	7746.042	526.710	-4926.199	7796.286	533.168	-4949.135	7859.841	538.969	-4957.134	7918.818	548.806	-4957.292	7973.763	575.636	-4940.610	8055.110	611.018	-4913.234	8123.689	641.717	-4895.297	8195.085	682.922	-4911.761	8262.883
6343	35.43017	643.882	-4817.865	7453.987	612.875	-4850.892	7512.485	588.984	-4870.912	7573.301	557.665	-4874.611	7630.682	534.784	-4880.569	7681.118	525.799	-4898.717	7730.886	525.901	-4922.011	7781.685	532.413	-4944.360	7845.406	538.519	-4951.639	7904.829	550.215	-4951.270	7959.045	577.692	-4933.917	8040.688	616.564	-4901.920	8104.827	649.386	-4871.804	8170.793	670.477	-4861.604	8254.837
6344	35.43575	645.532	-4814.915	7439.378	613.920	-4848.556	7497.491	590.477	-4869.465	7557.917	558.921	-4873.001	7615.145	535.779	-4878.073	7665.742	525.808	-4895.188	7715.691	525.038	-4917.804	7767.012	531.614	-4939.618	7830.685	540.006	-4946.107	7889.557	551.488	-4944.789	7944.130	580.380	-4927.243	8025.278	621.867	-4890.542	8085.129	655.924	-4850.395	8145.011	675.133	-4816.933	8217.823
6345	35.44134	647.327	-4811.865	7424.625	614.865	-4846.158	7482.267	591.784	-4868.162	7542.201	560.357	-4871.439	7599.493	537.065	-4875.684	7650.204	525.898	-4891.667	7700.357	524.318	-4913.876	7753.091	530.818	-4935.009	7815.691	540.481	-4940.375	7874.457	552.818	-4938.266	7928.816	583.583	-4919.943	8009.281	627.268	-4879.309	8064.618	661.286	-4830.869	8118.613	675.079	-4777.564	8177.711
6346	35.44693	649.128	-4808.773	7409.790	615.530	-4844.199	7466.613	592.977	-4866.981	7526.249	561.914	-4870.005	7583.712	538.438	-4873.399	7634.521	526.037	-4889.825	7684.553	523.025	-4910.271	7737.384	530.181	-4930.340	7801.131	540.785	-4934.439	7858.980	554.250	-4931.669	7913.140	587.178	-4911.553	7992.531	632.481	-4867.866	8043.816	664.707	-4812.234	8091.104	672.161	-4745.830	8135.933
6347	35.45251	651.059	-4805.651	7394.855	616.488	-4841.431	7451.309	593.968	-4865.681	7510.084	563.475	-4868.583	7567.773	539.885	-4870.934	7618.610	526.371	-4886.334	7668.601	521.740	-4906.985	7721.244	529.240	-4925.667	7785.619	540.876	-4927.337	7842.890	555.618	-4923.786	7896.513	591.328	-4903.402	7975.000	637.460	-4856.339	8022.749	657.367	-4795.006	8065.050	660.663	-4720.665	8096.210
6348	35.45810	652.967	-4802.667	7379.776	617.281	-4838.641	7435.652	594.913	-4864.391	7493.640	565.022	-4867.274	7551.578	541.326	-4868.500	7602.500	526.779	-4882.922	7652.542	521.072	-4902.567	7705.345	528.336	-4920.752	7769.914	540.888	-4921.826	7827.055	557.146	-4917.432	7880.184	595.515	-4894.692	7956.765	639.594	-4844.989	8002.528	659.514	-4778.603	8037.034	660.990	-4701.148	8054.473
6349	35.46369	654.863	-4799.629	7364.757	618.067	-4835.755	7419.931	595.774	-4863.274	7477.071	566.413	-4866.224	7535.136	542.578	-4866.263	7585.925	527.277	-4879.573	7636.050	520.550	-4898.300	7689.069	527.022	-4914.710	7752.849	540.807	-4916.382	7810.950	558.841	-4911.071	7863.454	599.946	-4886.300	7937.421	639.547	-4833.140	7980.420	661.647	-4763.343	8008.971	666.114	-4684.718	8014.059
6350	35.46927	656.781	-4796.610	7349.473	618.837	-4832.827	7404.009	596.785	-4862.101	7460.384	567.745	-4865.206	7518.456	543.890	-4863.934	7569.199	527.801	-4876.250	7619.328	520.155	-4893.789	7672.661	526.110	-4909.797	7736.610	540.878	-4910.997	7794.577	560.563	-4904.709	7846.417	604.033	-4877.362	7918.096	642.799	-4821.101	7957.483	663.897	-4748.945	7980.761	666.905	-4670.182	7976.454
6351	35.47486	658.616	-4793.693	7334.008	619.566	-4829.868	7387.962	597.792	-4860.831	7443.428	568.902	-4864.157	7501.492	544.984	-4861.765	7552.158	528.494	-4872.870	7602.398	519.860	-4889.517	7655.887	526.533	-4904.330	7719.270	541.003	-4905.529	7777.860	562.391	-4898.432	7828.889	607.884	-4868.297	7897.964	645.797	-4809.166	7933.906	666.063	-4735.373	7952.789	669.290	-4658.848	7941.575
6352	35.48045	660.348	-4790.842	7318.277	620.366	-4826.825	7371.719	598.833	-4859.515	7426.271	569.929	-4863.227	7484.183	545.945	-4859.811	7534.684	529.019	-4869.590	7585.114	519.572	-4884.948	7638.884	525.898	-4899.285	7702.385	541.350	-4899.998	7760.765	564.282	-4892.054	7811.083	611.563	-4859.072	7877.360	648.542	-4797.416	7909.869	668.468	-4722.423	7924.709	672.445	-4647.396	7908.171
