NO_OF_FRAMES	274
NO_OF_CAMERAS	23
NO_OF_MARKERS	16
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-29, 12:43:10	12344.93363919
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15	16
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	15 X	15 Y	15 Z	16 X	16 Y	16 Z	
12823	71.63128	NA	NA	NA	NA	NA	NA	NA	NA	NA	821.821	-4612.592	8464.613	783.420	-4618.433	8403.924	752.878	-4646.475	8339.251	732.543	-4710.114	8292.337	710.736	-4770.544	8269.628	695.893	-4820.816	8259.313	672.904	-4873.997	8253.254	648.318	-4925.214	8247.862	585.443	-4987.828	8240.215	NA	NA	NA	NA	NA	NA	494.218	-5247.079	8246.643	441.098	-5273.679	8224.575
12824	71.63687	NA	NA	NA	NA	NA	NA	NA	NA	NA	822.796	-4605.931	8464.053	789.520	-4611.284	8404.834	758.420	-4638.257	8339.933	739.687	-4701.653	8292.053	718.574	-4762.159	8268.793	703.415	-4812.933	8258.353	681.043	-4866.119	8251.683	656.847	-4917.251	8246.508	594.262	-4980.190	8240.249	NA	NA	NA	NA	NA	NA	491.268	-5236.906	8244.392	439.418	-5265.267	8227.186
12825	71.64246	NA	NA	NA	NA	NA	NA	NA	NA	NA	825.070	-4598.612	8463.568	795.954	-4604.298	8405.304	763.986	-4629.976	8340.391	746.264	-4693.314	8292.051	726.378	-4753.919	8267.810	710.762	-4805.082	8257.184	689.429	-4858.245	8249.686	665.594	-4909.213	8244.549	602.955	-4972.621	8239.914	NA	NA	NA	NA	NA	NA	489.169	-5226.055	8242.623	463.336	-5261.331	8219.519
12826	71.64804	NA	NA	NA	NA	NA	NA	NA	NA	NA	830.706	-4591.069	8462.881	802.735	-4597.349	8405.540	769.660	-4621.891	8340.682	752.443	-4685.231	8291.952	733.337	-4745.860	8267.034	714.985	-4797.367	8256.067	690.973	-4850.802	8248.752	674.192	-4901.215	8242.167	611.117	-4964.881	8239.123	NA	NA	NA	NA	NA	NA	487.739	-5210.485	8241.437	462.698	-5254.889	8221.133
12827	71.65363	NA	NA	NA	NA	NA	NA	875.514	-4537.891	8478.926	838.817	-4583.214	8462.529	814.557	-4590.125	8407.226	775.485	-4613.703	8340.721	740.425	-4680.321	8291.110	740.047	-4737.765	8266.099	722.226	-4789.358	8254.135	698.633	-4842.936	8246.427	682.463	-4893.210	8239.592	619.009	-4957.042	8237.797	NA	NA	NA	NA	NA	NA	NA	NA	NA	463.525	-5249.890	8221.974
12828	71.65922	NA	NA	NA	NA	NA	NA	880.102	-4528.501	8472.437	846.164	-4575.052	8461.243	819.904	-4583.524	8406.080	781.429	-4605.542	8340.385	746.521	-4672.372	8290.897	746.737	-4729.916	8265.062	729.332	-4781.153	8251.948	706.030	-4834.986	8244.056	690.657	-4885.133	8236.773	626.574	-4949.112	8236.106	NA	NA	NA	NA	NA	NA	NA	NA	NA	466.990	-5241.538	8224.399
12829	71.66480	NA	NA	NA	NA	NA	NA	880.281	-4501.209	8470.635	853.996	-4567.212	8459.274	826.746	-4576.894	8404.582	787.416	-4597.459	8339.784	752.752	-4664.480	8290.062	754.045	-4721.938	8263.498	736.818	-4773.171	8249.574	713.605	-4826.968	8241.359	698.890	-4876.867	8233.750	634.365	-4941.169	8233.645	NA	NA	NA	NA	NA	NA	NA	NA	NA	468.642	-5234.721	8230.543
12830	71.67039	NA	NA	NA	NA	NA	NA	882.350	-4491.283	8462.381	861.915	-4558.314	8456.210	NA	NA	NA	793.366	-4589.368	8338.763	759.270	-4656.155	8288.702	761.594	-4713.864	8261.565	744.671	-4765.107	8246.988	722.213	-4818.867	8237.938	707.132	-4868.834	8230.335	642.802	-4933.166	8230.549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12831	71.67598	NA	NA	NA	NA	NA	NA	883.880	-4482.138	8454.513	870.077	-4549.607	8452.333	NA	NA	NA	799.307	-4581.328	8337.562	765.869	-4648.021	8287.033	769.480	-4705.530	8259.131	752.830	-4756.925	8244.228	730.856	-4810.726	8234.383	715.518	-4860.718	8226.583	651.289	-4925.283	8227.069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
12832	71.68156	NA	NA	NA	NA	NA	NA	885.140	-4473.241	8446.915	878.332	-4540.813	8447.623	NA	NA	NA	805.604	-4573.749	8336.222	772.344	-4640.092	8285.002	776.506	-4697.615	8256.764	760.825	-4748.895	8241.114	738.954	-4802.704	8230.909	723.665	-4852.746	8222.829	659.336	-4917.163	8223.157	NA	NA	NA	NA	NA	NA	516.248	-5147.315	8232.817	NA	NA	NA
12833	71.68715	NA	NA	NA	NA	NA	NA	886.185	-4464.256	8439.669	886.702	-4532.352	8442.593	857.743	-4553.230	8399.193	812.027	-4565.932	8334.367	778.573	-4631.979	8282.605	783.459	-4689.486	8253.977	767.776	-4740.649	8237.901	746.467	-4794.667	8227.386	731.920	-4844.659	8218.688	666.961	-4908.913	8219.035	NA	NA	NA	NA	NA	NA	516.242	-5137.691	8229.435	490.567	-5207.891	8238.316
12834	71.69274	NA	NA	NA	NA	NA	NA	887.410	-4455.951	8434.144	895.232	-4523.585	8437.434	853.432	-4549.277	8399.374	818.808	-4558.563	8332.381	784.757	-4623.908	8279.989	789.392	-4681.588	8251.325	774.805	-4732.556	8234.532	753.672	-4786.814	8223.789	740.126	-4836.604	8214.381	674.392	-4900.788	8214.825	NA	NA	NA	NA	NA	NA	518.950	-5127.849	8225.288	498.164	-5199.721	8226.569
12835	71.69832	NA	NA	NA	NA	NA	NA	888.060	-4447.754	8426.895	903.919	-4514.528	8431.739	861.555	-4543.281	8397.135	825.825	-4551.287	8329.907	790.962	-4615.968	8277.036	795.964	-4673.434	8247.965	781.860	-4724.432	8230.911	761.498	-4778.751	8219.606	748.326	-4828.438	8209.884	681.966	-4892.270	8210.263	NA	NA	NA	NA	NA	NA	534.792	-5118.349	8213.599	499.364	-5188.550	8218.893
12836	71.70391	NA	NA	NA	827.456	-4393.313	8410.858	888.330	-4439.771	8419.202	912.280	-4505.397	8425.728	874.879	-4535.870	8392.411	833.013	-4544.128	8327.339	789.036	-4607.350	8274.385	771.327	-4669.429	8244.448	789.739	-4716.394	8226.722	769.570	-4770.650	8215.089	756.594	-4820.163	8204.982	689.722	-4884.088	8205.145	NA	NA	NA	NA	NA	NA	541.579	-5108.551	8210.216	503.810	-5177.583	8212.061
12837	71.70950	NA	NA	NA	828.770	-4385.840	8403.754	888.485	-4433.132	8411.050	920.227	-4496.054	8419.041	883.179	-4529.120	8389.191	852.985	-4536.508	8325.631	800.017	-4598.120	8270.274	778.219	-4660.932	8240.206	765.035	-4712.283	8222.799	778.333	-4762.371	8209.978	764.848	-4812.019	8199.760	697.758	-4875.610	8199.811	NA	NA	NA	NA	NA	NA	548.588	-5098.869	8206.656	508.735	-5166.861	8205.332
