NO_OF_FRAMES	285
NO_OF_CAMERAS	23
NO_OF_MARKERS	15
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-25, 17:44:14	5411.50866727
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	15 X	15 Y	15 Z	
58	0.31844	NA	NA	NA	3.090	-4751.914	8210.045	49.605	-4782.325	8180.252	NA	NA	NA	114.296	-4845.179	8123.148	163.098	-4869.272	8095.547	218.320	-4912.552	8071.689	259.630	-4941.079	8067.810	306.507	-4972.200	8076.016	349.727	-4996.322	8084.229	406.682	-5022.231	8102.095	445.133	-5046.166	8141.780	458.546	-5062.927	8198.638	407.653	-5114.440	8262.529	NA	NA	NA
59	0.32402	NA	NA	NA	-4.602	-4747.093	8202.681	43.907	-4774.235	8172.249	NA	NA	NA	105.242	-4840.149	8115.521	152.980	-4864.867	8087.010	208.549	-4907.167	8062.824	250.646	-4934.651	8059.360	297.762	-4965.445	8067.893	339.941	-4990.841	8076.858	395.688	-5018.761	8096.013	436.343	-5043.386	8133.505	456.483	-5060.751	8188.569	413.400	-5106.043	8263.671	431.075	-5162.718	8223.941
60	0.32961	NA	NA	NA	-12.217	-4742.916	8194.915	38.419	-4766.084	8164.137	NA	NA	NA	93.929	-4845.638	8105.974	141.518	-4871.864	8075.015	198.803	-4902.083	8054.064	241.577	-4928.540	8051.015	289.021	-4958.885	8059.804	330.503	-4985.136	8068.965	384.999	-5015.054	8089.231	426.954	-5040.535	8125.089	452.870	-5057.859	8178.187	420.352	-5097.664	8263.952	420.706	-5158.623	8222.924
61	0.33520	NA	NA	NA	-19.602	-4738.840	8186.627	34.925	-4757.553	8156.364	68.524	-4818.799	8119.591	86.784	-4839.401	8095.100	131.719	-4867.886	8066.718	189.990	-4884.904	8048.819	232.471	-4922.703	8042.462	280.208	-4952.637	8051.408	321.183	-4979.544	8060.764	374.578	-5011.127	8081.739	417.311	-5037.250	8116.492	447.726	-5054.956	8167.451	429.839	-5090.438	8261.775	413.419	-5155.724	8225.240
62	0.34078	NA	NA	NA	-26.727	-4734.831	8177.583	29.440	-4749.720	8148.092	90.546	-4811.637	8110.958	NA	NA	NA	123.828	-4851.006	8062.238	180.321	-4880.350	8040.405	224.296	-4917.306	8032.465	271.263	-4946.747	8042.640	312.789	-4974.013	8050.666	364.420	-5006.780	8073.819	407.583	-5033.479	8107.823	441.328	-5052.157	8156.626	440.233	-5084.422	8256.078	399.132	-5149.141	8232.926
63	0.34637	NA	NA	NA	-33.783	-4731.179	8168.164	24.011	-4742.005	8139.637	82.590	-4804.517	8101.998	71.809	-4830.294	8078.420	114.462	-4846.287	8054.417	170.604	-4888.478	8026.938	214.987	-4912.175	8023.527	262.351	-4941.167	8033.459	303.779	-4968.404	8041.577	354.602	-5002.015	8065.425	397.710	-5029.430	8099.126	434.033	-5048.993	8145.987	447.619	-5076.325	8247.215	394.949	-5144.680	8238.293
64	0.35196	NA	NA	NA	-40.135	-4728.474	8156.957	18.332	-4734.274	8130.802	74.852	-4797.389	8092.802	62.444	-4824.053	8069.038	103.685	-4854.721	8042.324	160.966	-4884.209	8018.297	205.499	-4907.362	8014.396	253.289	-4935.852	8023.988	294.884	-4962.792	8032.104	344.938	-4997.050	8056.604	387.831	-5025.149	8090.230	425.630	-5045.216	8136.328	451.950	-5069.920	8236.761	NA	NA	NA
65	0.35754	NA	NA	NA	-46.948	-4725.619	8147.111	12.221	-4727.137	8121.900	48.164	-4788.454	8074.061	53.543	-4818.148	8059.861	94.466	-4850.151	8034.076	151.499	-4867.071	8014.832	195.968	-4902.779	8005.106	244.052	-4930.715	8014.305	285.953	-4957.595	8022.608	335.411	-4992.012	8047.303	377.927	-5020.529	8081.203	417.433	-5041.069	8125.879	454.375	-5066.628	8222.261	NA	NA	NA
66	0.36313	NA	NA	NA	-53.705	-4722.919	8136.838	5.477	-4719.703	8112.153	40.670	-4780.938	8065.270	45.448	-4811.551	8050.520	85.988	-4846.936	8025.867	141.468	-4876.000	8000.546	186.357	-4898.332	7995.602	234.898	-4925.641	8004.333	277.118	-4952.027	8012.474	326.069	-4986.780	8037.653	368.216	-5015.678	8071.890	408.960	-5036.671	8115.377	455.266	-5062.550	8209.684	392.064	-5126.169	8264.113
67	0.36872	NA	NA	NA	-60.391	-4718.994	8126.263	-4.617	-4712.474	8103.707	33.406	-4773.313	8056.763	37.860	-4805.012	8041.428	76.894	-4841.976	8016.876	131.635	-4872.109	7991.012	175.773	-4893.889	7986.938	225.687	-4920.501	7994.185	268.407	-4945.978	8001.838	316.977	-4981.335	8027.500	358.703	-5010.655	8062.018	400.231	-5031.931	8104.723	454.148	-5054.456	8195.653	394.695	-5115.527	8274.540
