NO_OF_FRAMES	272
NO_OF_CAMERAS	23
NO_OF_MARKERS	3
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-25, 16:26:55	772.95638958
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	
4385	24.49162	1364.087	-3644.562	4701.485	1351.548	-3523.960	4723.895	1240.223	-3558.106	4607.647
4386	24.49721	1374.174	-3637.052	4666.691	1366.239	-3516.821	4687.947	1249.713	-3551.993	4572.364
4387	24.50279	1384.153	-3629.942	4631.191	1380.884	-3510.069	4651.518	1259.746	-3546.062	4536.439
4388	24.50838	1394.876	-3622.650	4595.693	1395.296	-3503.673	4614.137	1270.405	-3540.692	4500.338
4389	24.51397	1405.715	-3615.589	4559.932	1409.658	-3497.634	4576.371	1282.122	-3535.216	4463.992
4390	24.51955	1416.932	-3608.420	4524.056	1423.992	-3491.962	4538.294	1295.231	-3529.257	4426.087
4391	24.52514	1428.283	-3601.637	4488.192	1438.114	-3486.614	4499.915	1308.600	-3524.167	4387.430
4392	24.53073	1439.809	-3594.910	4452.176	1451.955	-3481.402	4461.286	1322.200	-3518.499	4350.448
4393	24.53631	1451.628	-3588.245	4416.254	1465.592	-3476.364	4422.346	1336.781	-3512.487	4314.022
4394	24.54190	1463.468	-3581.674	4380.263	1479.045	-3471.508	4383.728	1351.972	-3506.085	4277.339
4395	24.54749	1475.542	-3575.088	4344.380	1492.097	-3466.879	4345.333	1367.277	-3499.092	4241.638
4396	24.55307	1487.570	-3568.633	4308.572	1504.841	-3462.329	4307.471	1383.582	-3491.387	4205.768
4397	24.55866	1499.708	-3562.261	4272.099	1516.502	-3459.543	4275.983	1399.720	-3483.908	4172.417
4398	24.56425	1512.197	-3555.714	4236.576	1531.767	-3454.261	4228.080	1415.605	-3475.914	4137.351
4399	24.56983	1524.617	-3549.382	4200.231	1544.913	-3450.126	4189.416	1430.978	-3467.532	4103.030
4400	24.57542	1536.989	-3542.878	4164.153	1557.913	-3446.200	4150.829	1445.854	-3459.605	4069.150
4401	24.58101	1549.776	-3536.630	4127.667	1571.083	-3442.317	4112.352	1460.500	-3452.038	4035.447
4402	24.58659	1562.617	-3530.734	4091.746	1584.350	-3438.702	4073.950	1474.450	-3443.541	3999.602
4403	24.59218	1575.004	-3524.576	4055.078	1597.653	-3435.332	4035.752	NA	NA	NA
4404	24.59777	1587.779	-3518.726	4018.299	1611.254	-3431.970	3997.999	NA	NA	NA
4405	24.60335	1601.108	-3512.917	3982.259	1625.116	-3428.898	3960.390	1510.232	-3427.842	3906.943
4406	24.60894	1613.868	-3506.752	3945.178	1638.974	-3425.915	3923.120	1520.106	-3422.461	3875.966
4407	24.61453	1626.979	-3501.013	3908.750	1652.864	-3422.938	3885.977	NA	NA	NA
4408	24.62011	1640.388	-3495.592	3872.275	1666.628	-3419.939	3849.238	1542.446	-3417.228	3808.147
4409	24.62570	1653.866	-3489.842	3835.625	1680.401	-3417.150	3812.636	1556.462	-3412.712	3774.979
4410	24.63128	1667.410	-3484.443	3799.191	1694.167	-3414.171	3776.217	NA	NA	NA
4411	24.63687	1681.843	-3480.484	3760.407	1706.779	-3412.153	3738.335	NA	NA	NA
4412	24.64246	1695.781	-3474.982	3723.784	1721.023	-3408.201	3703.930	NA	NA	NA
4413	24.64804	1709.230	-3469.729	3686.197	1734.171	-3405.141	3667.936	NA	NA	NA
4414	24.65363	1723.490	-3464.653	3649.344	1747.209	-3402.316	3631.676	NA	NA	NA
4415	24.65922	1737.869	-3459.623	3612.458	1760.255	-3399.251	3595.838	NA	NA	NA
4416	24.66480	1752.335	-3454.820	3575.205	1773.401	-3396.077	3559.839	NA	NA	NA
4417	24.67039	1767.253	-3449.741	3538.306	1786.328	-3393.175	3523.854	NA	NA	NA
4418	24.67598	1782.639	-3445.127	3501.740	1798.892	-3390.738	3487.242	NA	NA	NA
4419	24.68156	1797.952	-3440.776	3464.784	1811.954	-3387.710	3451.619	NA	NA	NA
4420	24.68715	1813.745	-3436.187	3427.894	1825.100	-3384.727	3416.060	1704.306	-3380.823	3402.501
4421	24.69274	1829.534	-3431.453	3391.067	1838.071	-3381.901	3380.365	1717.638	-3376.267	3369.150
4422	24.69832	1845.009	-3425.646	3355.309	1849.956	-3376.949	3349.626	1737.221	-3364.808	3337.036
4423	24.70391	1861.349	-3421.287	3317.756	1862.970	-3374.238	3314.200	1754.226	-3359.481	3302.174
4424	24.70950	1878.105	-3416.972	3280.017	1875.990	-3371.647	3278.388	1774.070	-3351.057	3263.704
4425	24.71508	1895.313	-3412.211	3243.492	1889.195	-3369.049	3242.211	1789.694	-3344.111	3229.243
4426	24.72067	1912.634	-3407.681	3205.910	1902.331	-3366.548	3206.632	1802.296	-3340.866	3195.019
4427	24.72626	1930.552	-3403.269	3168.585	1915.281	-3363.923	3171.378	1818.954	-3332.562	3159.710
4428	24.73184	1948.714	-3398.766	3130.869	1928.313	-3361.203	3135.175	1835.393	-3324.618	3124.088
4429	24.73743	1967.473	-3394.170	3094.495	1941.433	-3358.628	3099.910	1852.855	-3314.480	3087.794
4430	24.74302	1986.344	-3389.425	3057.817	1954.578	-3356.235	3064.452	1869.273	-3305.667	3051.532
4431	24.74860	NA	NA	NA	1967.788	-3354.240	3028.067	1885.131	-3297.340	3014.698
4432	24.75419	NA	NA	NA	1981.413	-3352.067	2992.218	1901.677	-3288.097	2977.550
4433	24.75978	NA	NA	NA	1995.376	-3350.073	2956.203	1918.371	-3278.483	2939.950
4434	24.76536	NA	NA	NA	2009.568	-3348.228	2920.228	1935.042	-3268.730	2901.810
4435	24.77095	NA	NA	NA	2024.124	-3346.319	2884.027	1951.545	-3259.220	2863.376
4436	24.77654	NA	NA	NA	2039.064	-3344.666	2847.788	1968.152	-3249.669	2824.621
4437	24.78212	NA	NA	NA	2054.250	-3343.008	2811.258	1983.473	-3241.046	2785.511
4438	24.78771	NA	NA	NA	2069.937	-3341.356	2774.502	2000.379	-3232.154	2746.059
4439	24.79330	NA	NA	NA	2085.783	-3339.886	2738.110	2011.792	-3225.505	2707.352
4440	24.79888	NA	NA	NA	2101.972	-3338.275	2701.520	2029.331	-3217.019	2667.048
4441	24.80447	NA	NA	NA	2118.273	-3336.982	2665.086	2047.250	-3208.351	2626.701
4442	24.81006	NA	NA	NA	2134.739	-3335.479	2629.055	2065.327	-3199.674	2586.377
4443	24.81564	NA	NA	NA	2150.689	-3336.226	2589.468	2082.864	-3192.281	2546.537
4444	24.82123	NA	NA	NA	2167.431	-3334.500	2554.082	2101.401	-3184.540	2506.417
4445	24.82682	NA	NA	NA	2184.304	-3332.988	2518.502	2120.115	-3176.720	2466.785
4446	24.83240	NA	NA	NA	2201.288	-3331.484	2482.649	2139.364	-3169.741	2427.413
4447	24.83799	NA	NA	NA	2218.297	-3329.851	2447.431	2158.698	-3162.711	2388.394
4448	24.84358	NA	NA	NA	2235.438	-3327.958	2412.521	2177.250	-3154.625	2349.751
4449	24.84916	NA	NA	NA	2252.764	-3326.565	2377.341	2196.536	-3147.349	2311.475
4450	24.85475	NA	NA	NA	2269.980	-3325.087	2342.932	2215.238	-3140.328	2273.343
4451	24.86034	NA	NA	NA	2287.515	-3323.697	2308.813	2234.815	-3133.316	2235.177
4452	24.86592	NA	NA	NA	2305.740	-3322.092	2274.102	2255.941	-3126.736	2196.900
4453	24.87151	NA	NA	NA	2323.996	-3320.628	2240.004	2275.482	-3120.301	2159.500
4454	24.87709	NA	NA	NA	2342.396	-3319.245	2205.982	2296.011	-3115.388	2121.880
4455	24.88268	NA	NA	NA	2361.612	-3317.537	2171.564	2316.894	-3102.162	2086.668
4456	24.88827	NA	NA	NA	2380.259	-3316.776	2138.561	2337.656	-3097.857	2050.009
4457	24.89385	NA	NA	NA	2400.009	-3314.445	2104.130	2358.683	-3091.756	2013.610
4458	24.89944	NA	NA	NA	2421.280	-3312.464	2068.363	2380.005	-3088.332	1977.369
4459	24.90503	NA	NA	NA	2440.600	-3311.066	2035.854	2401.066	-3084.117	1941.611
4460	24.91061	NA	NA	NA	2461.194	-3309.257	2002.044	2422.591	-3080.699	1906.233
4461	24.91620	NA	NA	NA	2482.179	-3307.250	1968.232	2442.481	-3079.415	1870.684
4462	24.92179	NA	NA	NA	NA	NA	NA	2461.351	-3078.622	1835.498
4463	24.92737	NA	NA	NA	NA	NA	NA	2482.316	-3077.177	1800.061
4464	24.93296	NA	NA	NA	NA	NA	NA	2500.172	-3075.783	1764.091
4465	24.93855	NA	NA	NA	NA	NA	NA	2522.137	-3074.424	1727.997
4466	24.94413	NA	NA	NA	NA	NA	NA	2541.224	-3072.939	1691.738
4467	24.94972	NA	NA	NA	NA	NA	NA	2559.136	-3071.645	1656.791
4468	24.95531	NA	NA	NA	NA	NA	NA	2577.689	-3070.051	1620.328
4469	24.96089	NA	NA	NA	2667.857	-3284.547	1680.527	2594.170	-3070.102	1582.411
4470	24.96648	NA	NA	NA	2690.426	-3280.395	1642.719	2613.988	-3067.800	1544.066
4471	24.97207	NA	NA	NA	2713.702	-3277.417	1604.325	2630.618	-3066.768	1509.058
4472	24.97765	NA	NA	NA	2736.977	-3273.466	1565.783	2649.731	-3065.212	1471.629
4473	24.98324	NA	NA	NA	NA	NA	NA	2667.875	-3064.403	1435.186
4474	24.98883	NA	NA	NA	NA	NA	NA	2684.991	-3063.442	1400.066
4475	24.99441	NA	NA	NA	NA	NA	NA	2705.705	-3062.130	1359.804
4476	25.00000	NA	NA	NA	NA	NA	NA	2722.915	-3061.553	1325.443
4477	25.00559	NA	NA	NA	NA	NA	NA	2740.815	-3060.317	1289.814
4478	25.01117	NA	NA	NA	NA	NA	NA	2762.374	-3058.201	1250.046
4479	25.01676	NA	NA	NA	NA	NA	NA	2781.046	-3057.458	1214.371
4480	25.02235	NA	NA	NA	NA	NA	NA	2799.318	-3056.368	1179.536
4481	25.02793	NA	NA	NA	NA	NA	NA	2820.456	-3056.469	1145.567
4482	25.03352	NA	NA	NA	NA	NA	NA	2839.207	-3055.169	1110.846
4483	25.03911	NA	NA	NA	NA	NA	NA	2858.648	-3053.919	1075.934
4484	25.04469	NA	NA	NA	NA	NA	NA	2879.986	-3053.233	1039.015
4485	25.05028	NA	NA	NA	NA	NA	NA	2899.302	-3052.118	1005.031
4486	25.05587	NA	NA	NA	NA	NA	NA	2918.457	-3049.223	967.687
4487	25.06145	NA	NA	NA	NA	NA	NA	2940.260	-3048.947	934.966
4488	25.06704	NA	NA	NA	NA	NA	NA	2959.796	-3045.826	898.067
4489	25.07263	NA	NA	NA	NA	NA	NA	2982.136	-3045.677	865.616
4490	25.07821	NA	NA	NA	NA	NA	NA	3003.243	-3042.349	828.077
4491	25.08380	NA	NA	NA	NA	NA	NA	3025.663	-3042.487	796.943
4492	25.08939	NA	NA	NA	NA	NA	NA	3048.111	-3040.717	762.963
4493	25.09497	NA	NA	NA	NA	NA	NA	3070.778	-3039.386	729.140
4494	25.10056	NA	NA	NA	NA	NA	NA	3091.201	-3036.958	695.056
4495	25.10615	3322.332	-3019.840	725.966	3284.373	-3157.221	625.183	3115.359	-3035.646	660.101
4496	25.11173	3346.083	-3013.970	691.127	3309.468	-3152.005	588.021	3138.377	-3034.770	626.875
4497	25.11732	3370.116	-3008.775	655.521	3333.597	-3148.475	550.487	3162.013	-3034.026	592.516
