NO_OF_FRAMES	267
NO_OF_CAMERAS	23
NO_OF_MARKERS	15
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-20, 16:47:20	6986.18428335
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	15 X	15 Y	15 Z	
4008	22.38547	89.489	-4589.486	8390.953	109.608	-4635.746	8397.143	145.887	-4687.278	8370.687	172.606	-4733.416	8281.384	197.736	-4781.499	8230.938	239.874	-4829.007	8188.816	272.299	-4858.933	8166.343	312.441	-4896.622	8149.759	358.325	-4941.156	8140.946	399.756	-4973.850	8124.588	445.634	-5008.205	8118.197	467.860	-5046.629	8162.518	459.640	-5070.765	8258.152	445.665	-5167.808	8285.500	410.471	-5319.405	8286.823
4009	22.39106	84.804	-4582.061	8389.268	104.334	-4628.401	8395.747	139.781	-4680.719	8370.499	166.110	-4725.118	8280.024	190.293	-4772.890	8228.845	231.536	-4820.556	8186.023	263.726	-4850.364	8163.223	304.219	-4887.010	8145.861	350.169	-4932.338	8138.196	391.522	-4966.426	8125.473	438.414	-5000.377	8117.595	465.501	-5040.899	8157.127	463.643	-5067.879	8252.900	441.753	-5163.366	8285.335	411.095	-5313.820	8285.365
4010	22.39665	80.212	-4574.460	8387.090	99.048	-4621.062	8393.904	133.670	-4674.448	8369.980	159.464	-4716.802	8278.338	183.021	-4764.105	8226.317	223.352	-4812.091	8183.019	255.281	-4841.868	8159.901	295.938	-4877.737	8141.672	343.517	-4923.493	8135.867	383.231	-4958.718	8125.660	430.673	-4992.661	8117.349	462.320	-5034.551	8152.283	465.586	-5064.417	8247.131	437.965	-5158.224	8284.998	412.357	-5308.460	8283.975
4011	22.40223	75.683	-4567.318	8384.268	93.930	-4613.598	8391.594	127.689	-4668.415	8369.218	152.989	-4708.449	8276.431	175.756	-4755.151	8223.313	215.372	-4803.688	8179.794	246.892	-4833.432	8156.358	287.669	-4868.775	8137.553	335.080	-4913.914	8131.583	374.822	-4951.255	8125.071	422.578	-4984.882	8117.250	458.216	-5027.659	8147.790	466.790	-5062.923	8240.814	NA	NA	NA	414.163	-5302.965	8283.119
4012	22.40782	71.291	-4560.396	8380.986	88.676	-4606.364	8388.793	121.547	-4662.517	8368.027	146.631	-4700.282	8274.269	168.679	-4746.011	8219.973	207.537	-4794.931	8176.234	238.666	-4824.921	8152.511	279.381	-4859.874	8133.260	326.903	-4904.633	8127.176	367.538	-4942.845	8124.852	414.290	-4977.155	8117.267	453.308	-5020.657	8143.856	466.942	-5061.802	8233.521	NA	NA	NA	416.499	-5297.054	8282.711
4013	22.41341	66.854	-4553.547	8377.009	83.437	-4599.278	8385.242	115.265	-4657.137	8366.421	140.403	-4692.076	8271.750	161.697	-4736.766	8216.209	200.059	-4786.037	8172.372	230.691	-4816.373	8148.447	272.394	-4851.260	8129.897	318.858	-4895.607	8122.507	358.628	-4934.306	8122.262	405.861	-4969.446	8117.115	447.437	-5013.478	8140.238	468.099	-5057.152	8222.067	NA	NA	NA	418.643	-5290.623	8282.597
4014	22.41899	62.588	-4546.763	8372.663	78.257	-4592.313	8381.157	108.638	-4651.453	8364.331	134.566	-4684.026	8269.090	154.930	-4727.253	8212.101	192.684	-4777.104	8168.350	222.786	-4807.685	8144.029	264.617	-4843.115	8125.670	310.845	-4886.731	8117.655	350.033	-4925.527	8119.198	397.214	-4961.672	8116.716	440.914	-5006.267	8137.096	469.117	-5054.209	8215.340	NA	NA	NA	420.238	-5283.588	8282.831
4015	22.42458	58.440	-4539.852	8367.882	73.521	-4585.094	8376.476	101.544	-4645.993	8361.782	128.878	-4675.956	8266.172	148.340	-4717.791	8207.730	185.309	-4768.158	8163.825	215.069	-4799.245	8139.511	256.346	-4834.808	8120.912	302.841	-4878.063	8112.781	341.692	-4916.871	8115.686	388.563	-4954.031	8116.014	433.806	-4999.022	8134.399	469.216	-5050.029	8206.698	NA	NA	NA	421.133	-5276.068	8283.613
4016	22.43017	54.416	-4532.923	8362.657	68.693	-4577.986	8371.465	94.259	-4640.316	8358.672	123.203	-4668.283	8262.853	141.942	-4708.190	8202.886	179.303	-4760.308	8159.570	208.164	-4791.517	8135.119	248.218	-4826.487	8115.934	294.929	-4869.642	8107.794	333.614	-4908.325	8111.673	379.690	-4946.295	8114.944	426.485	-4991.332	8131.465	468.902	-5045.704	8197.926	NA	NA	NA	422.579	-5268.043	8284.563
4017	22.43575	50.562	-4526.342	8356.854	63.791	-4570.967	8365.892	86.782	-4634.536	8354.996	117.319	-4660.556	8259.410	135.715	-4698.578	8197.947	172.737	-4751.536	8154.473	200.691	-4783.042	8130.082	240.218	-4818.163	8110.864	287.171	-4861.250	8102.796	325.865	-4899.516	8107.314	370.828	-4938.975	8113.162	418.759	-4982.666	8128.255	467.348	-5040.444	8188.711	NA	NA	NA	425.040	-5260.184	8285.262
