NO_OF_FRAMES	248
NO_OF_CAMERAS	23
NO_OF_MARKERS	17
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-22, 12:03:30	7092.87717985
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15	16	17
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	15 X	15 Y	15 Z	16 X	16 Y	16 Z	17 X	17 Y	17 Z	
5892	32.91061	412.224	-4935.610	7477.206	423.896	-4997.526	7498.993	474.239	-5015.974	7507.817	519.105	-5023.425	7523.628	556.743	-5043.889	7549.955	574.810	-5084.042	7589.438	555.467	-5120.235	7639.327	518.238	-5127.902	7682.478	492.480	-5120.771	7729.386	491.037	-5113.167	7787.476	496.352	-5102.208	7859.746	500.136	-5083.186	7914.081	508.371	-5047.585	7975.072	508.715	-5014.891	8041.496	521.233	-4998.170	8115.200	546.014	-5003.151	8181.778	546.164	-5018.556	8246.375
5893	32.91620	412.897	-4933.465	7469.331	423.254	-4995.290	7491.791	473.260	-5014.641	7500.199	518.436	-5022.155	7515.215	556.588	-5043.047	7540.576	575.329	-5083.974	7578.947	556.778	-5121.234	7628.324	519.463	-5129.780	7671.371	493.079	-5122.607	7717.996	490.247	-5115.343	7776.034	496.006	-5103.525	7848.285	499.865	-5084.067	7902.342	509.028	-5047.716	7963.054	509.865	-5013.170	8028.569	522.040	-4994.897	8101.980	549.613	-4996.542	8168.072	548.087	-5004.807	8235.532
5894	32.92179	413.633	-4931.622	7460.964	422.655	-4993.013	7484.424	472.265	-5013.373	7492.351	517.696	-5019.263	7507.108	556.369	-5042.279	7530.895	575.740	-5083.905	7568.161	558.146	-5121.425	7617.620	520.715	-5131.290	7660.082	493.507	-5124.790	7706.260	489.639	-5117.235	7764.271	495.474	-5104.987	7836.406	499.464	-5085.170	7890.444	509.599	-5047.822	7950.746	511.298	-5011.598	8015.202	522.911	-4991.115	8088.273	552.881	-4989.914	8153.794	550.407	-4995.381	8223.548
5895	32.92737	414.480	-4929.308	7452.410	422.106	-4990.749	7476.717	471.221	-5012.178	7484.259	516.951	-5018.383	7498.089	556.070	-5041.585	7520.949	576.152	-5083.653	7557.186	559.170	-5122.810	7605.493	521.900	-5133.037	7648.243	494.061	-5126.533	7694.320	489.018	-5119.232	7752.291	494.995	-5106.390	7824.367	499.036	-5086.278	7878.103	510.238	-5048.011	7938.097	512.870	-5010.011	8001.505	523.852	-4987.498	8074.100	555.729	-4983.554	8138.970	552.479	-4985.743	8211.793
5896	32.93296	415.545	-4927.258	7443.722	421.574	-4988.426	7468.687	470.169	-5010.993	7475.750	516.173	-5017.518	7488.680	555.682	-5040.850	7510.678	576.503	-5083.399	7545.885	560.438	-5122.718	7594.135	523.177	-5134.468	7636.338	494.706	-5128.727	7682.113	488.436	-5121.076	7739.928	494.568	-5107.946	7812.067	498.670	-5087.256	7865.374	510.760	-5048.181	7925.093	514.564	-5008.474	7987.311	524.784	-4983.542	8059.241	557.961	-4977.145	8123.729	554.389	-4975.190	8200.386
5897	32.93855	417.013	-4928.630	7433.406	421.029	-4986.061	7460.462	469.142	-5009.906	7467.088	515.312	-5016.699	7478.996	555.333	-5040.063	7500.150	576.787	-5083.047	7534.386	561.561	-5123.224	7582.003	524.386	-5135.885	7624.091	495.302	-5130.195	7669.633	487.992	-5122.954	7727.279	493.886	-5109.560	7799.359	498.087	-5088.191	7852.369	511.181	-5048.642	7911.654	516.445	-5007.053	7972.667	525.836	-4979.643	8043.949	559.799	-4970.746	8108.027	556.968	-4973.616	8185.637
5898	32.94413	417.959	-4922.773	7425.378	421.164	-4983.160	7449.795	468.035	-5008.792	7458.243	514.425	-5015.956	7469.091	554.927	-5039.428	7489.287	577.027	-5082.759	7522.585	562.629	-5123.692	7569.627	525.598	-5137.325	7611.465	495.923	-5132.032	7656.998	487.570	-5124.157	7714.555	493.220	-5111.240	7786.460	497.029	-5089.754	7838.719	511.716	-5049.080	7898.002	518.547	-5005.590	7957.729	526.892	-4975.710	8028.083	561.242	-4964.576	8091.899	557.749	-4963.221	8172.896
5899	32.94972	419.341	-4920.714	7415.761	420.736	-4980.804	7440.897	466.914	-5007.733	7449.133	513.490	-5015.283	7458.901	554.418	-5038.671	7478.221	577.191	-5082.315	7510.573	563.710	-5124.103	7557.014	526.924	-5138.164	7598.892	496.588	-5133.707	7644.043	487.097	-5126.066	7701.366	492.506	-5111.848	7773.296	496.783	-5090.876	7825.382	512.175	-5049.456	7884.000	520.814	-5004.418	7942.244	528.085	-4971.829	8011.611	562.284	-4958.278	8075.255	558.132	-4951.284	8160.097
5900	32.95531	420.771	-4918.446	7405.842	420.312	-4978.506	7431.738	465.779	-5006.775	7439.675	512.532	-5014.678	7448.364	553.846	-5038.106	7466.758	577.334	-5081.994	7498.238	564.841	-5123.752	7544.238	528.081	-5139.636	7585.758	497.219	-5135.235	7630.739	486.675	-5127.987	7687.963	492.204	-5114.483	7759.975	496.665	-5091.998	7811.755	512.417	-5049.284	7869.512	522.947	-5003.353	7926.413	529.309	-4968.026	7994.665	562.979	-4952.050	8058.176	558.454	-4939.312	8146.993
5901	32.96089	422.239	-4915.820	7395.752	420.007	-4976.044	7422.392	464.641	-5005.753	7430.110	511.571	-5014.117	7437.590	553.256	-5037.322	7455.080	577.432	-5081.655	7485.561	565.918	-5123.836	7531.083	529.399	-5140.531	7572.535	497.874	-5136.570	7617.220	486.225	-5129.679	7674.138	491.600	-5115.519	7746.164	496.555	-5093.303	7797.707	512.377	-5050.061	7854.503	524.953	-5002.199	7910.056	530.417	-4964.234	7977.084	563.355	-4945.802	8040.567	558.561	-4927.101	8132.786
5902	32.96648	423.794	-4913.677	7385.289	419.746	-4973.653	7412.684	463.533	-5004.748	7420.250	510.544	-5013.564	7426.516	552.541	-5035.193	7443.588	577.415	-5081.239	7472.648	566.941	-5124.125	7517.632	530.712	-5141.562	7558.922	499.043	-5138.276	7604.195	485.834	-5131.328	7660.026	491.056	-5117.198	7732.096	496.640	-5094.629	7783.522	513.028	-5050.818	7839.676	526.832	-5001.272	7893.404	531.744	-4960.605	7959.058	563.374	-4939.676	8022.497	559.837	-4918.101	8115.019
5903	32.97207	425.271	-4911.629	7374.405	419.532	-4972.231	7402.465	462.414	-5003.847	7410.121	509.464	-5013.058	7415.273	551.835	-5034.727	7431.243	577.430	-5080.855	7459.451	567.960	-5124.295	7503.887	531.957	-5142.517	7545.075	499.756	-5139.441	7590.025	485.487	-5132.749	7645.680	490.373	-5118.917	7717.562	496.669	-5096.016	7769.014	513.390	-5051.892	7824.661	528.647	-5000.474	7876.382	533.090	-4957.205	7940.624	563.204	-4933.766	8003.900	560.267	-4905.852	8097.510
5904	32.97765	427.297	-4916.380	7359.387	419.327	-4970.023	7392.122	461.308	-5002.923	7399.762	508.414	-5012.587	7403.691	551.103	-5034.330	7418.649	577.394	-5080.500	7445.964	568.951	-5124.391	7489.906	533.242	-5143.257	7530.992	500.383	-5140.819	7575.538	485.202	-5133.941	7630.958	489.502	-5120.595	7702.678	496.789	-5097.351	7754.347	514.149	-5052.736	7809.114	531.104	-4999.871	7858.703	534.521	-4953.935	7921.726	562.945	-4927.881	7984.686	560.987	-4894.396	8078.126
5905	32.98324	429.048	-4915.060	7347.627	419.191	-4967.727	7381.450	460.278	-5001.968	7389.188	507.386	-5012.133	7391.873	550.302	-5033.978	7405.697	577.299	-5080.078	7432.132	569.927	-5124.413	7475.562	534.433	-5143.830	7516.574	501.071	-5141.601	7560.849	485.141	-5135.390	7616.054	489.098	-5122.001	7687.695	496.962	-5098.936	7739.340	514.708	-5053.832	7793.630	532.224	-4999.340	7841.424	535.992	-4950.881	7902.484	562.677	-4922.323	7964.954	562.703	-4883.522	8056.904
5906	32.98883	430.680	-4913.616	7335.437	419.072	-4964.620	7370.619	459.273	-5000.960	7378.225	506.269	-5011.693	7379.780	549.469	-5033.630	7392.542	577.184	-5079.783	7418.090	570.876	-5124.572	7460.949	535.643	-5144.424	7501.939	501.722	-5142.918	7545.695	484.992	-5136.474	7600.810	488.841	-5123.486	7672.516	497.281	-5100.580	7724.176	512.112	-5055.599	7777.727	533.497	-4999.141	7823.914	537.461	-4947.984	7882.845	562.452	-4916.923	7944.676	565.199	-4873.424	8034.382
5907	32.99441	432.061	-4903.693	7328.469	418.531	-4962.194	7358.699	458.311	-4999.904	7367.003	505.159	-5011.291	7367.450	548.642	-5033.292	7379.113	577.472	-5079.725	7404.296	571.693	-5124.716	7446.042	536.800	-5145.282	7486.791	502.385	-5143.613	7530.431	484.964	-5137.599	7585.356	488.680	-5125.006	7657.091	497.533	-5101.920	7708.756	508.525	-5057.608	7761.552	534.847	-4999.044	7806.297	538.637	-4945.278	7862.751	562.483	-4911.927	7923.846	567.324	-4863.913	8010.864
5908	33.00000	434.289	-4902.731	7316.877	417.986	-4959.476	7345.669	457.390	-4998.782	7355.577	504.068	-5010.825	7354.869	547.737	-5032.949	7365.439	576.899	-5079.075	7389.053	572.522	-5124.831	7430.854	537.809	-5145.858	7471.426	503.233	-5144.399	7514.777	485.055	-5138.492	7569.516	488.616	-5126.348	7641.369	497.861	-5103.374	7693.066	506.109	-5059.431	7745.256	536.001	-4998.898	7788.464	539.606	-4942.813	7842.407	562.510	-4907.094	7902.374	569.707	-4855.013	7986.746
5909	33.00559	436.110	-4910.104	7295.682	418.336	-4957.408	7333.814	456.530	-4997.713	7343.914	503.035	-5010.342	7342.017	546.802	-5032.642	7351.415	577.171	-5078.910	7374.659	573.844	-5123.499	7415.815	538.913	-5146.364	7455.780	503.859	-5145.159	7498.787	485.772	-5139.356	7554.273	488.708	-5127.749	7625.349	498.288	-5104.876	7677.087	507.029	-5060.639	7728.986	529.891	-4999.359	7772.180	540.453	-4940.401	7821.643	562.690	-4902.490	7880.578	573.987	-4846.634	7961.763
5910	33.01117	438.142	-4899.337	7291.708	418.830	-4955.376	7321.578	455.708	-4996.682	7331.908	501.995	-5009.842	7328.987	545.896	-5032.261	7337.231	576.524	-5078.217	7358.850	574.572	-5123.627	7399.909	539.956	-5147.086	7439.738	504.673	-5145.683	7482.555	485.973	-5140.148	7537.806	488.850	-5128.834	7608.982	498.617	-5106.074	7660.907	507.851	-5061.777	7712.380	531.076	-4999.494	7753.775	543.230	-4938.205	7800.114	562.930	-4898.109	7858.375	575.861	-4838.833	7936.900
5911	33.01676	440.098	-4907.709	7269.088	419.353	-4953.514	7309.026	454.902	-4995.652	7319.778	500.933	-5009.398	7315.743	545.025	-5031.890	7322.799	576.717	-5077.968	7343.867	575.354	-5123.740	7383.705	540.928	-5147.617	7423.312	505.345	-5146.401	7465.926	486.321	-5140.578	7521.109	488.982	-5129.857	7592.318	499.145	-5107.433	7644.137	508.723	-5063.043	7695.638	531.847	-4999.571	7735.222	543.763	-4936.345	7778.876	563.190	-4894.009	7835.579	577.687	-4831.472	7911.513
5912	33.02235	441.980	-4906.966	7255.654	419.978	-4951.687	7296.095	454.184	-4994.585	7307.232	499.946	-5008.920	7302.363	544.185	-5031.500	7308.048	575.910	-5076.579	7327.378	575.990	-5123.896	7367.140	541.805	-5148.063	7406.564	506.017	-5146.796	7448.983	486.686	-5141.049	7504.055	489.406	-5130.994	7575.496	499.615	-5108.800	7627.266	509.559	-5064.503	7678.754	532.529	-4999.852	7716.353	536.409	-4934.947	7759.166	563.418	-4890.142	7812.509	579.398	-4824.395	7885.816
5913	33.02793	444.011	-4906.419	7241.654	420.606	-4949.886	7282.840	453.522	-4993.575	7294.484	499.009	-5008.434	7288.638	543.322	-5031.057	7293.055	576.151	-5076.625	7311.775	576.831	-5124.180	7350.793	542.705	-5148.803	7389.426	506.757	-5147.330	7431.722	487.137	-5141.507	7486.726	489.744	-5131.904	7558.204	500.053	-5110.220	7610.328	510.317	-5065.793	7661.573	533.041	-5000.226	7697.362	537.175	-4933.527	7737.390	563.701	-4886.324	7789.012	571.666	-4817.698	7861.477
5914	33.03352	446.004	-4905.157	7227.685	420.926	-4949.366	7270.139	452.913	-4992.497	7281.453	498.082	-5008.016	7274.692	542.511	-5030.620	7277.859	575.992	-5076.107	7295.435	577.184	-5124.121	7332.892	543.562	-5149.074	7371.975	507.526	-5147.630	7414.224	487.692	-5141.773	7469.151	490.158	-5132.738	7540.645	500.550	-5111.429	7593.007	511.012	-5067.090	7644.178	533.561	-5000.653	7678.189	537.927	-4932.308	7715.419	563.765	-4882.686	7765.019	573.733	-4811.591	7834.589
5915	33.03911	448.092	-4904.430	7213.402	421.640	-4947.665	7256.180	452.357	-4991.485	7268.171	497.231	-5007.559	7260.632	541.780	-5030.135	7262.397	575.776	-5075.750	7278.643	577.971	-5124.457	7315.840	544.292	-5149.869	7354.081	508.324	-5147.980	7396.379	488.232	-5141.924	7451.181	491.088	-5133.857	7523.725	501.141	-5112.521	7575.460	511.735	-5068.300	7626.716	533.739	-5001.216	7658.800	538.509	-4931.341	7693.206	563.935	-4879.336	7740.637	575.634	-4805.889	7807.309
5916	33.04469	450.139	-4904.000	7198.701	422.382	-4946.180	7241.849	451.884	-4990.481	7254.600	496.376	-5007.072	7246.297	541.700	-5029.458	7244.173	575.612	-5075.285	7261.645	578.492	-5124.601	7297.864	545.005	-5150.053	7335.900	509.006	-5148.382	7378.078	488.986	-5142.159	7432.940	491.591	-5134.300	7505.584	501.733	-5113.563	7557.582	512.411	-5069.573	7608.878	533.660	-5000.988	7639.130	539.056	-4930.472	7670.795	563.936	-4876.347	7715.861	577.488	-4800.633	7779.567
5917	33.05028	452.193	-4903.107	7184.054	423.167	-4944.611	7227.325	451.414	-4989.486	7240.655	495.591	-5006.656	7231.707	540.976	-5028.864	7228.471	575.397	-5074.760	7244.428	579.019	-5124.650	7279.580	545.680	-5150.636	7317.323	509.826	-5148.430	7359.673	489.782	-5142.076	7414.409	492.333	-5134.968	7487.192	502.337	-5114.820	7539.464	513.072	-5070.782	7590.859	528.786	-5001.427	7617.826	539.533	-4929.860	7648.275	563.908	-4873.383	7690.776	579.264	-4795.859	7751.521
5918	33.05587	454.231	-4902.664	7169.194	424.041	-4943.352	7212.466	450.993	-4988.589	7226.508	494.882	-5006.198	7216.887	540.261	-5028.388	7212.464	575.180	-5074.177	7226.973	579.491	-5124.916	7260.921	546.402	-5150.897	7298.604	510.530	-5148.669	7340.801	490.591	-5142.268	7395.606	493.135	-5135.297	7468.547	502.958	-5115.817	7521.002	513.687	-5071.936	7572.575	529.540	-5002.180	7598.209	539.999	-4929.464	7625.524	558.658	-4870.784	7666.220	580.912	-4791.535	7723.109
5919	33.06145	456.437	-4901.991	7153.858	425.032	-4941.888	7197.380	450.593	-4987.690	7212.007	494.157	-5005.772	7201.829	539.525	-5027.766	7196.349	575.030	-5073.602	7209.242	579.951	-5124.857	7242.058	547.074	-5151.349	7279.446	511.356	-5148.518	7321.680	491.392	-5142.077	7376.429	493.917	-5135.783	7449.458	503.637	-5116.642	7502.458	514.170	-5073.089	7554.133	530.352	-5002.870	7578.532	540.422	-4929.264	7602.607	558.621	-4868.597	7640.500	582.459	-4787.595	7694.397
5920	33.06704	458.492	-4901.975	7138.517	426.097	-4940.622	7181.968	450.293	-4986.741	7197.124	493.450	-5005.452	7186.592	538.864	-5027.087	7179.922	574.864	-5072.909	7191.256	580.370	-5124.829	7222.846	547.704	-5151.580	7260.071	512.077	-5148.573	7302.256	492.204	-5141.813	7357.043	494.805	-5135.938	7430.183	504.282	-5117.663	7483.421	514.644	-5074.258	7535.425	531.078	-5003.708	7558.707	540.827	-4929.114	7579.529	558.474	-4866.601	7614.635	583.989	-4784.103	7665.424
5921	33.07263	460.684	-4901.483	7122.885	427.284	-4939.175	7166.388	450.017	-4985.844	7182.127	492.773	-5005.146	7171.013	538.242	-5026.515	7163.282	574.646	-5072.214	7173.040	580.799	-5124.832	7203.318	548.430	-5151.841	7240.352	512.965	-5148.519	7282.585	493.113	-5141.678	7337.254	495.606	-5136.240	7410.519	505.172	-5118.351	7464.012	515.106	-5075.311	7516.343	531.822	-5004.514	7538.699	541.148	-4929.321	7556.334	558.357	-4865.109	7588.457	585.293	-4781.235	7636.144
5922	33.07821	462.899	-4901.227	7106.914	428.497	-4937.971	7150.481	449.824	-4984.889	7166.785	492.157	-5004.849	7155.252	537.546	-5026.034	7146.467	574.560	-5071.562	7154.513	581.232	-5124.671	7183.527	549.141	-5152.126	7220.340	513.744	-5148.417	7262.494	494.004	-5141.303	7317.188	496.576	-5136.414	7390.560	506.091	-5119.229	7445.054	515.659	-5076.583	7497.118	532.429	-5005.487	7518.522	541.567	-4929.641	7532.949	558.223	-4863.837	7562.095	586.516	-4778.771	7606.651
5923	33.08380	465.097	-4901.337	7090.787	430.014	-4936.838	7134.856	450.007	-4982.872	7150.434	491.565	-5004.475	7139.114	536.844	-5025.541	7129.337	574.392	-5070.898	7135.703	581.733	-5124.748	7163.340	549.808	-5152.517	7199.876	514.612	-5148.386	7242.114	494.963	-5140.734	7296.815	497.528	-5136.548	7370.244	507.087	-5120.003	7424.975	515.882	-5077.684	7477.334	532.908	-5006.493	7498.031	541.983	-4930.100	7509.316	558.035	-4863.044	7535.570	589.731	-4776.920	7577.136
5924	33.08939	467.338	-4901.184	7074.352	431.422	-4935.310	7118.714	450.010	-4981.737	7134.592	491.028	-5004.178	7122.971	536.199	-5025.062	7112.053	574.226	-5070.186	7116.608	582.211	-5124.377	7143.006	550.600	-5152.684	7179.305	515.572	-5148.305	7221.492	495.848	-5140.411	7276.099	498.573	-5136.490	7349.626	508.067	-5120.915	7404.584	516.407	-5078.743	7457.413	533.335	-5007.485	7477.331	542.377	-4930.779	7485.577	557.907	-4862.564	7508.844	590.947	-4775.248	7547.200
5925	33.09497	469.596	-4900.890	7057.601	432.884	-4934.144	7102.021	450.101	-4980.464	7118.608	490.546	-5003.613	7106.538	535.518	-5024.534	7094.547	574.039	-5069.462	7097.349	582.723	-5124.216	7122.342	551.394	-5152.978	7158.425	516.513	-5148.228	7200.606	496.884	-5139.898	7255.102	499.460	-5136.432	7328.610	508.931	-5121.703	7383.912	516.784	-5079.896	7437.152	533.794	-5008.534	7456.521	542.691	-4931.671	7461.708	557.676	-4862.345	7482.127	591.793	-4774.086	7517.097
5926	33.10056	471.949	-4900.666	7040.546	434.362	-4932.997	7085.129	450.210	-4979.433	7102.314	490.126	-5003.294	7090.001	534.872	-5024.004	7076.758	573.873	-5068.741	7077.701	583.199	-5123.955	7101.340	552.218	-5153.319	7137.199	517.543	-5148.019	7179.404	497.857	-5138.988	7233.792	500.521	-5136.022	7307.418	509.910	-5122.206	7362.865	517.297	-5080.991	7416.712	534.210	-5009.592	7435.525	543.091	-4932.667	7437.756	557.594	-4862.494	7455.174	592.584	-4773.342	7486.807
5927	33.10615	474.221	-4900.621	7023.372	435.937	-4931.926	7067.814	450.436	-4978.200	7085.860	489.738	-5002.796	7073.167	534.270	-5023.457	7058.861	573.695	-5067.976	7057.863	583.686	-5123.508	7080.215	553.065	-5153.240	7115.747	518.553	-5147.770	7157.969	498.858	-5138.350	7212.185	501.432	-5135.714	7285.909	510.943	-5122.628	7341.555	517.725	-5082.122	7395.939	534.555	-5010.706	7414.404	543.404	-4933.791	7413.577	557.408	-4862.828	7428.280	593.089	-4772.888	7456.652
