NO_OF_FRAMES	248
NO_OF_CAMERAS	23
NO_OF_MARKERS	15
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-25, 14:43:37	13629.15003581
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	15 X	15 Y	15 Z	
1623	9.06145	421.272	-4775.392	7688.062	402.532	-4822.992	7711.902	351.050	-4851.448	7724.089	376.815	-4900.074	7772.480	356.466	-4922.531	7802.167	309.143	-4914.136	7835.209	277.566	-4902.480	7890.784	274.754	-4905.629	7939.661	290.878	-4920.156	7992.756	315.762	-4940.390	8030.848	356.391	-4978.530	8068.739	396.712	-5014.992	8099.150	439.572	-5029.186	8139.208	473.944	-5007.290	8243.377	NA	NA	NA
1624	9.06704	420.444	-4771.688	7678.428	402.618	-4819.383	7702.340	349.851	-4847.097	7713.006	374.574	-4896.867	7760.070	355.223	-4920.582	7789.424	307.455	-4911.816	7821.769	275.222	-4898.893	7876.665	272.352	-4900.697	7925.542	289.260	-4914.267	7978.796	313.601	-4934.822	8016.882	350.687	-4975.294	8054.937	387.642	-5014.993	8085.996	431.023	-5031.368	8125.647	479.893	-4999.723	8226.881	NA	NA	NA
1625	9.07263	419.329	-4768.243	7668.603	402.825	-4815.666	7692.626	348.863	-4842.570	7701.991	371.959	-4894.092	7747.063	353.934	-4918.703	7776.397	305.841	-4909.322	7808.250	273.580	-4895.178	7862.660	269.500	-4896.344	7910.776	287.729	-4908.381	7964.650	311.465	-4929.626	8002.638	345.465	-4972.704	8040.625	378.349	-5013.905	8072.493	421.720	-5032.214	8112.854	478.439	-4988.939	8211.370	NA	NA	NA
1626	9.07821	417.853	-4765.414	7658.615	403.154	-4811.850	7682.735	348.017	-4838.060	7690.682	368.990	-4891.446	7733.431	352.526	-4916.726	7762.937	304.252	-4907.062	7794.510	271.471	-4891.761	7848.031	267.584	-4891.250	7896.416	286.179	-4902.767	7950.327	309.449	-4925.059	7987.901	339.874	-4970.030	8025.635	368.770	-5012.801	8059.354	411.910	-5031.799	8100.367	478.738	-4975.439	8198.798	422.601	-4975.289	8206.860
1627	9.08380	416.418	-4762.458	7648.260	403.570	-4808.029	7672.625	347.442	-4833.645	7678.976	365.522	-4888.801	7719.146	350.967	-4914.630	7749.015	302.837	-4904.676	7780.788	269.957	-4887.247	7833.749	266.643	-4886.051	7883.744	286.455	-4896.544	7936.725	307.623	-4920.604	7972.739	334.326	-4967.499	8010.370	359.412	-5011.319	8045.924	401.417	-5030.144	8088.507	457.680	-4969.389	8160.632	472.744	-4954.739	8185.775
1628	9.08939	415.027	-4758.822	7637.886	404.074	-4804.248	7662.303	347.203	-4829.342	7666.692	361.837	-4885.781	7704.657	349.415	-4912.186	7734.860	297.996	-4902.156	7768.545	268.210	-4883.040	7819.228	264.760	-4880.803	7869.139	285.164	-4891.513	7921.677	305.822	-4916.831	7957.198	329.150	-4964.929	7995.078	350.107	-5009.342	8032.408	390.735	-5028.324	8076.559	454.404	-4962.851	8138.810	469.228	-4934.407	8161.971
1629	9.09497	413.744	-4754.748	7627.336	404.568	-4800.495	7651.683	347.284	-4825.302	7653.731	358.014	-4882.592	7689.842	347.656	-4909.414	7720.259	296.829	-4899.604	7754.863	266.225	-4879.632	7804.456	262.586	-4875.751	7854.188	283.818	-4886.783	7906.348	304.264	-4913.309	7941.196	324.175	-4962.376	7979.601	340.942	-5006.804	8018.924	378.739	-5021.213	8069.733	450.587	-4958.153	8116.583	469.281	-4917.230	8132.566
1630	9.10056	412.383	-4750.579	7616.628	405.122	-4796.723	7640.901	347.683	-4821.417	7640.124	353.475	-4879.057	7674.117	345.669	-4906.148	7705.284	295.493	-4897.227	7740.943	263.903	-4875.647	7789.485	260.439	-4870.499	7839.184	282.654	-4882.345	7890.548	302.823	-4910.268	7924.635	319.289	-4959.698	7963.859	331.859	-5003.436	8005.368	368.039	-5017.675	8057.987	445.672	-4953.689	8093.603	468.583	-4903.538	8100.500
1631	9.10615	410.890	-4746.418	7605.727	405.558	-4792.874	7629.765	348.388	-4817.664	7626.027	349.303	-4875.188	7658.650	343.457	-4902.505	7689.920	294.050	-4894.863	7726.939	262.319	-4872.501	7774.750	258.173	-4865.748	7823.863	281.254	-4878.383	7875.866	301.490	-4907.483	7907.650	314.714	-4957.257	7947.760	322.899	-4999.566	7991.707	358.777	-5018.163	8040.525	436.133	-4950.187	8072.034	469.028	-4892.180	8069.371
1632	9.11173	409.366	-4742.134	7594.596	405.891	-4788.951	7618.221	349.379	-4814.032	7611.551	344.567	-4871.214	7642.134	340.883	-4898.608	7674.037	292.592	-4892.536	7712.693	260.380	-4869.271	7759.773	255.976	-4861.150	7808.409	280.466	-4874.611	7859.457	300.284	-4905.015	7890.333	310.181	-4954.511	7931.511	314.094	-4995.072	7977.647	348.243	-5013.058	8028.027	429.427	-4947.268	8049.093	457.308	-4887.721	8039.521
1633	9.11732	407.743	-4737.745	7583.089	406.326	-4784.829	7606.366	350.520	-4810.442	7597.035	339.872	-4867.132	7625.346	337.933	-4894.522	7657.562	290.909	-4890.233	7698.104	254.029	-4867.236	7746.633	253.831	-4856.704	7792.786	279.735	-4871.097	7842.655	298.972	-4902.755	7872.677	305.777	-4951.623	7915.118	305.406	-4990.012	7963.189	337.689	-5007.518	8014.871	422.532	-4945.212	8026.757	450.328	-4883.671	8009.430
1634	9.12291	406.244	-4733.130	7571.053	406.808	-4780.596	7593.781	351.813	-4806.905	7582.603	335.266	-4862.920	7608.129	334.567	-4890.425	7640.498	289.137	-4888.044	7682.979	251.918	-4864.029	7731.501	251.803	-4852.468	7776.953	278.815	-4867.715	7825.847	297.630	-4900.726	7854.785	301.446	-4948.796	7898.363	296.892	-4984.550	7948.274	327.381	-5000.773	8001.223	415.483	-4943.353	8005.048	441.969	-4884.540	7981.862
1635	9.12849	404.961	-4728.425	7558.331	407.319	-4776.224	7580.310	353.088	-4803.320	7568.294	330.997	-4858.686	7590.728	330.621	-4886.592	7622.487	287.290	-4885.796	7667.275	250.043	-4861.208	7715.812	249.771	-4848.904	7760.681	277.811	-4864.489	7808.880	296.120	-4898.719	7836.724	297.093	-4945.858	7881.403	288.662	-4978.576	7932.895	317.195	-4993.863	7986.793	408.130	-4941.995	7983.416	433.355	-4886.387	7955.405
1636	9.13408	403.738	-4723.480	7544.910	408.087	-4771.774	7566.118	354.600	-4799.593	7554.473	326.375	-4854.356	7572.458	326.218	-4883.056	7603.601	285.304	-4883.581	7650.675	248.526	-4858.380	7699.683	248.295	-4845.063	7744.192	276.608	-4861.444	7791.910	294.369	-4896.875	7818.653	292.850	-4942.840	7864.311	280.819	-4972.212	7917.113	306.821	-4986.084	7971.518	400.481	-4941.396	7962.029	431.552	-4886.196	7929.593
