NO_OF_FRAMES	301
NO_OF_CAMERAS	23
NO_OF_MARKERS	14
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-27, 12:44:28	12962.73603014
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	
5481	30.61453	184.817	-4731.811	8257.982	209.062	-4780.394	8274.224	261.570	-4827.083	8264.763	305.214	-4853.596	8234.931	342.408	-4887.558	8218.924	388.558	-4928.174	8202.332	436.906	-4959.402	8168.242	486.958	-4990.192	8142.039	508.749	-5022.506	8169.708	497.692	-5037.170	8229.156	NA	NA	NA	518.547	-5138.385	8280.784	NA	NA	NA	464.819	-5224.912	8298.258
5482	30.62011	176.261	-4724.370	8259.354	200.908	-4773.580	8274.153	253.151	-4820.382	8264.872	296.138	-4844.194	8232.240	333.004	-4877.344	8213.401	379.142	-4919.409	8199.471	428.580	-4954.211	8170.655	479.067	-4983.268	8142.585	504.682	-5016.205	8165.706	500.005	-5035.896	8223.561	NA	NA	NA	520.784	-5136.191	8277.057	NA	NA	NA	463.329	-5219.786	8292.623
5483	30.62570	167.905	-4717.093	8260.240	194.587	-4763.692	8275.515	244.791	-4813.868	8264.599	287.215	-4835.253	8229.641	323.625	-4866.995	8207.969	369.618	-4910.105	8195.524	419.735	-4947.860	8172.035	470.910	-4976.046	8143.968	499.104	-5010.599	8164.222	501.444	-5032.340	8217.543	NA	NA	NA	516.489	-5133.202	8280.569	NA	NA	NA	462.511	-5214.366	8286.056
5484	30.63128	159.653	-4709.961	8260.494	187.025	-4756.352	8274.942	236.491	-4807.322	8263.999	278.190	-4826.678	8227.014	314.405	-4856.595	8202.808	360.052	-4900.685	8190.845	410.735	-4940.490	8172.178	462.404	-4969.681	8145.811	493.675	-5004.287	8162.025	503.352	-5033.463	8211.239	NA	NA	NA	517.962	-5130.692	8278.297	NA	NA	NA	462.515	-5208.883	8278.562
5485	30.63687	151.584	-4702.727	8260.049	179.438	-4749.305	8273.688	228.139	-4800.840	8262.846	269.210	-4818.241	8224.368	305.095	-4846.970	8197.853	350.655	-4891.133	8185.480	401.708	-4932.092	8171.183	456.677	-4965.437	8150.430	488.493	-4996.818	8158.769	504.274	-5031.043	8205.248	NA	NA	NA	NA	NA	NA	NA	NA	NA	462.966	-5203.309	8270.060
5486	30.64246	143.706	-4695.676	8258.994	171.565	-4742.521	8271.657	219.841	-4794.557	8261.320	260.268	-4810.478	8221.572	295.704	-4837.566	8192.993	341.541	-4881.175	8179.602	392.744	-4923.753	8168.862	447.459	-4959.447	8152.633	481.433	-4990.566	8158.091	504.624	-5027.933	8199.168	NA	NA	NA	526.478	-5120.781	8269.604	NA	NA	NA	469.022	-5200.776	8256.765
5487	30.64804	135.924	-4688.673	8257.271	164.070	-4735.375	8269.560	211.637	-4787.938	8259.401	251.366	-4803.046	8218.593	286.562	-4828.765	8188.227	333.026	-4870.911	8173.660	386.828	-4915.340	8168.311	438.411	-4953.339	8155.157	473.192	-4982.100	8157.632	503.733	-5023.179	8192.766	NA	NA	NA	529.099	-5114.785	8265.440	NA	NA	NA	469.803	-5194.852	8248.538
5488	30.65363	128.233	-4681.808	8254.805	155.509	-4725.273	8273.522	203.581	-4781.592	8257.026	242.603	-4796.035	8215.412	277.713	-4820.276	8183.701	324.882	-4861.269	8167.568	377.776	-4906.510	8163.554	428.306	-4946.963	8156.271	464.064	-4976.180	8158.665	501.116	-5014.914	8185.744	NA	NA	NA	537.311	-5108.755	8261.920	475.764	-5142.790	8279.817	470.578	-5187.281	8235.045
5489	30.65922	120.661	-4675.118	8251.673	148.229	-4717.791	8270.361	195.515	-4775.409	8253.945	234.052	-4789.513	8211.843	269.227	-4811.995	8179.025	317.054	-4851.609	8161.460	369.281	-4897.221	8158.493	418.111	-4939.929	8156.651	454.246	-4970.209	8159.817	496.600	-5008.906	8180.384	NA	NA	NA	534.973	-5100.995	8263.912	478.968	-5141.963	8281.742	484.038	-5178.396	8217.682
5490	30.66480	113.048	-4668.540	8247.809	141.538	-4711.077	8263.750	187.611	-4769.656	8250.325	225.962	-4782.992	8208.055	261.210	-4804.124	8174.281	309.399	-4842.521	8155.488	361.066	-4888.017	8153.474	408.197	-4932.573	8156.153	444.007	-4963.921	8160.972	489.982	-5002.547	8176.349	NA	NA	NA	526.445	-5093.646	8270.757	483.793	-5163.223	8274.550	484.633	-5166.690	8210.512
