NO_OF_FRAMES	228
NO_OF_CAMERAS	23
NO_OF_MARKERS	14
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-22, 12:32:19	8822.00021536
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	
2063	11.51955	NA	NA	NA	NA	NA	NA	421.238	-4621.292	8066.353	443.229	-4687.962	8074.894	448.988	-4754.134	8084.366	445.485	-4810.120	8126.890	492.286	-4911.695	8166.646	515.254	-4981.771	8200.123	513.749	-5032.929	8255.495	493.381	-5081.272	8307.161	492.837	-5179.090	8326.104	500.036	-5228.141	8334.645	494.036	-5328.625	8282.703	NA	NA	NA
2064	11.52514	387.941	-4562.108	8060.886	NA	NA	NA	418.198	-4615.996	8056.577	442.843	-4685.833	8054.231	449.632	-4748.150	8075.894	444.896	-4803.771	8118.656	487.027	-4904.516	8164.439	510.615	-4974.335	8199.563	512.937	-5027.794	8252.541	494.610	-5077.174	8304.736	498.061	-5176.146	8324.860	502.799	-5225.710	8330.923	496.804	-5327.103	8282.975	NA	NA	NA
2065	11.53073	386.906	-4557.166	8050.541	NA	NA	NA	414.829	-4610.972	8046.415	442.738	-4681.440	8046.075	449.907	-4742.545	8067.668	444.412	-4797.888	8110.540	481.853	-4897.878	8161.745	505.524	-4967.026	8198.760	511.737	-5022.108	8249.694	495.875	-5073.164	8301.989	502.885	-5168.096	8326.212	506.426	-5223.251	8326.363	NA	NA	NA	NA	NA	NA
2066	11.53631	386.724	-4554.980	8039.626	NA	NA	NA	414.036	-4631.949	8050.604	443.862	-4680.140	8039.618	451.986	-4737.622	8060.280	444.133	-4792.446	8102.521	477.161	-4891.389	8158.184	500.101	-4959.586	8197.532	509.919	-5015.497	8246.936	497.012	-5068.330	8298.794	526.016	-5162.683	8325.356	510.364	-5220.241	8321.747	NA	NA	NA	NA	NA	NA
2067	11.54190	385.713	-4550.335	8027.708	NA	NA	NA	412.641	-4640.528	8039.050	443.614	-4675.551	8031.688	452.909	-4732.580	8052.131	443.951	-4787.235	8094.696	472.652	-4884.863	8154.226	494.525	-4952.458	8195.736	507.638	-5008.901	8244.151	498.061	-5063.081	8295.198	536.835	-5157.423	8323.341	514.059	-5216.156	8317.860	NA	NA	NA	NA	NA	NA
2068	11.54749	385.727	-4546.327	8016.230	NA	NA	NA	411.938	-4636.242	8030.345	438.585	-4676.610	8027.835	453.819	-4727.804	8044.079	443.777	-4781.988	8086.987	468.511	-4878.803	8149.781	489.165	-4945.608	8193.209	504.816	-5001.665	8241.260	498.763	-5057.500	8291.384	548.626	-5151.546	8320.945	516.958	-5210.471	8315.486	NA	NA	NA	NA	NA	NA
2069	11.55307	385.040	-4542.229	8006.488	NA	NA	NA	411.328	-4632.352	8022.096	438.322	-4672.264	8019.666	454.691	-4723.339	8035.842	443.655	-4777.073	8079.452	464.465	-4872.687	8145.001	483.837	-4938.634	8190.082	501.673	-4994.421	8237.925	499.300	-5051.276	8287.265	561.064	-5145.205	8318.165	519.636	-5204.414	8312.718	NA	NA	NA	NA	NA	NA
2070	11.55866	385.586	-4538.601	7994.675	384.905	-4584.632	8007.050	410.836	-4628.752	8013.444	438.096	-4668.559	8011.454	455.621	-4718.985	8027.458	443.510	-4772.211	8071.957	460.726	-4866.726	8139.649	478.794	-4931.830	8186.300	498.345	-4987.403	8234.225	497.420	-5046.058	8282.270	573.314	-5138.869	8314.918	538.324	-5190.386	8295.892	NA	NA	NA	NA	NA	NA
2071	11.56425	386.431	-4535.224	7982.717	384.395	-4585.649	7987.163	410.446	-4624.982	8005.132	437.894	-4665.180	8003.102	456.358	-4715.033	8018.940	443.363	-4767.252	8064.310	457.148	-4860.598	8133.938	474.149	-4925.542	8181.768	494.813	-4980.237	8230.056	497.067	-5038.869	8277.632	586.125	-5132.328	8311.444	538.151	-5186.895	8295.165	NA	NA	NA	NA	NA	NA
2072	11.56983	387.803	-4531.933	7970.665	384.769	-4582.492	7976.438	410.207	-4620.880	7996.707	437.955	-4661.222	7994.488	457.171	-4711.254	8010.185	443.147	-4762.537	8056.684	453.830	-4854.845	8127.976	469.780	-4919.282	8176.669	489.336	-4974.535	8224.608	498.760	-5030.621	8273.834	598.943	-5125.124	8307.725	538.696	-5183.619	8294.242	NA	NA	NA	501.833	-5355.634	8250.355
2073	11.57542	389.782	-4528.030	7956.583	386.255	-4579.507	7963.646	410.701	-4607.970	7990.320	438.539	-4661.590	7985.633	457.722	-4707.909	8001.150	442.970	-4757.877	8048.849	450.658	-4849.137	8121.767	465.491	-4913.042	8171.381	485.346	-4968.237	8219.190	497.619	-5023.346	8269.123	612.135	-5117.615	8304.627	538.579	-5178.681	8293.294	NA	NA	NA	512.148	-5354.587	8249.116
2074	11.58101	391.655	-4525.666	7944.750	385.185	-4577.697	7954.950	410.738	-4604.313	7981.312	441.921	-4646.637	7969.614	458.062	-4704.585	7991.807	442.787	-4753.207	8040.850	447.610	-4843.397	8115.477	461.502	-4907.002	8165.550	481.314	-4962.033	8213.521	496.094	-5016.191	8264.353	623.889	-5109.365	8301.813	539.785	-5175.093	8292.338	NA	NA	NA	523.149	-5352.506	8248.612
2075	11.58659	393.252	-4523.097	7935.372	386.293	-4574.652	7944.315	411.091	-4601.734	7972.250	441.981	-4643.950	7960.313	458.200	-4701.765	7982.266	442.537	-4748.845	8032.657	444.742	-4837.397	8109.007	457.449	-4901.045	8159.388	477.270	-4955.991	8207.583	494.306	-5008.793	8259.164	639.191	-5100.989	8300.137	NA	NA	NA	NA	NA	NA	528.075	-5347.484	8247.856
2076	11.59218	395.578	-4520.624	7924.033	387.500	-4572.011	7934.140	411.453	-4599.075	7963.153	442.041	-4641.237	7950.639	458.099	-4698.978	7972.419	442.393	-4744.643	8024.179	442.006	-4831.600	8102.306	450.780	-4896.284	8151.898	476.320	-4949.036	8202.516	492.418	-5001.741	8253.570	650.284	-5091.821	8298.122	NA	NA	NA	NA	NA	NA	539.794	-5342.657	8248.146
2077	11.59777	398.140	-4518.320	7912.797	390.782	-4568.026	7921.854	412.023	-4596.193	7953.835	441.991	-4638.752	7940.810	457.893	-4696.505	7962.370	442.288	-4740.791	8015.444	439.344	-4825.934	8095.517	446.664	-4890.627	8145.032	472.359	-4943.447	8195.891	490.369	-4994.535	8247.692	661.931	-5082.612	8296.673	542.628	-5134.212	8288.842	NA	NA	NA	545.230	-5335.628	8248.158
2078	11.60335	401.013	-4515.808	7899.167	392.158	-4565.179	7911.564	412.764	-4593.194	7944.216	441.997	-4636.513	7930.730	457.575	-4694.195	7952.053	442.505	-4737.115	8006.511	436.905	-4819.927	8088.430	442.616	-4885.096	8138.028	468.224	-4937.634	8189.009	487.899	-4987.536	8241.386	671.618	-5072.822	8294.009	549.696	-5123.780	8287.931	NA	NA	NA	553.958	-5326.372	8247.322
2079	11.60894	403.787	-4513.034	7888.389	391.695	-4562.893	7903.586	413.638	-4590.144	7934.459	442.031	-4634.185	7920.435	456.869	-4692.178	7941.638	442.625	-4733.388	7997.325	434.630	-4814.629	8080.790	441.747	-4877.799	8132.405	463.673	-4932.117	8181.863	485.124	-4980.886	8234.545	679.555	-5062.911	8291.162	556.165	-5112.864	8287.399	NA	NA	NA	568.538	-5314.666	8245.196
2080	11.61453	401.360	-4515.556	7883.878	395.299	-4559.161	7891.010	414.741	-4598.818	7915.218	424.544	-4632.653	7912.504	456.149	-4690.386	7931.021	441.837	-4730.552	7987.494	429.971	-4811.677	8071.891	437.098	-4872.724	8124.699	459.304	-4926.576	8174.549	482.385	-4974.657	8227.202	684.941	-5052.695	8288.104	560.307	-5095.883	8287.136	NA	NA	NA	574.338	-5300.264	8240.765
2081	11.62011	403.057	-4513.012	7871.911	390.561	-4553.811	7885.550	391.047	-4594.676	7902.861	420.020	-4630.893	7897.805	444.865	-4688.707	7923.206	438.825	-4728.431	7976.438	427.791	-4806.341	8063.591	432.504	-4867.231	8116.832	454.570	-4921.229	8166.634	480.126	-4967.994	8219.757	686.266	-5041.922	8283.623	564.004	-5083.899	8286.990	NA	NA	NA	577.004	-5283.087	8234.379
2082	11.62570	407.387	-4510.378	7862.905	393.013	-4550.848	7875.394	392.941	-4591.790	7893.079	419.312	-4628.982	7886.304	443.887	-4687.027	7911.955	438.217	-4725.816	7966.015	425.644	-4801.518	8054.950	427.626	-4862.116	8108.571	449.480	-4916.122	8158.320	477.516	-4961.434	8212.139	685.025	-5031.116	8278.418	567.525	-5071.388	8285.414	NA	NA	NA	582.186	-5263.054	8226.391
2083	11.63128	410.357	-4507.749	7852.571	393.181	-4548.223	7862.228	394.541	-4589.014	7882.924	420.418	-4627.051	7876.321	442.819	-4685.382	7900.438	437.433	-4723.406	7955.086	423.550	-4796.537	8045.927	424.264	-4856.513	8100.417	445.835	-4910.263	8150.207	474.703	-4954.679	8204.252	681.377	-5020.269	8272.488	570.117	-5058.514	8283.016	528.212	-5162.153	8238.611	589.768	-5241.880	8217.002
2084	11.63687	412.041	-4505.081	7840.900	397.983	-4545.056	7855.168	396.432	-4586.292	7872.792	418.543	-4624.594	7863.562	439.354	-4684.311	7886.456	436.603	-4721.212	7943.844	421.445	-4791.861	8036.420	421.081	-4850.621	8091.791	442.226	-4904.381	8142.008	470.254	-4948.558	8195.185	NA	NA	NA	572.368	-5045.151	8279.849	528.647	-5147.906	8234.727	580.294	-5220.788	8206.595
2085	11.64246	416.331	-4502.453	7832.348	400.541	-4542.146	7845.310	398.338	-4583.740	7862.511	421.335	-4623.148	7854.187	438.152	-4682.745	7874.397	435.543	-4719.027	7932.131	419.382	-4787.144	8026.349	418.161	-4845.360	8082.753	438.991	-4898.175	8133.688	467.985	-4941.532	8186.926	NA	NA	NA	574.270	-5031.428	8275.949	528.771	-5133.216	8230.760	577.366	-5198.252	8194.431
2086	11.64804	419.694	-4499.705	7822.018	401.723	-4540.199	7831.902	400.452	-4580.966	7852.157	436.440	-4624.251	7854.351	437.968	-4681.401	7861.831	434.362	-4716.971	7920.098	417.284	-4782.482	8015.764	415.202	-4839.336	8073.467	435.670	-4891.947	8125.299	465.831	-4934.567	8178.367	NA	NA	NA	581.585	-5017.502	8269.954	529.123	-5120.491	8230.166	576.315	-5178.395	8183.292
2087	11.65363	421.225	-4497.068	7810.423	405.046	-4537.098	7825.072	402.803	-4578.536	7841.862	441.044	-4620.753	7840.078	436.710	-4679.874	7849.149	433.009	-4714.920	7907.751	415.107	-4778.341	8004.665	412.264	-4833.990	8063.694	432.617	-4885.433	8116.495	463.760	-4927.587	8169.581	NA	NA	NA	583.832	-5003.627	8264.890	NA	NA	NA	574.016	-5160.414	8173.713
2088	11.65922	425.357	-4494.461	7802.249	408.416	-4534.166	7815.292	404.932	-4576.219	7831.262	423.478	-4616.021	7819.617	435.307	-4678.178	7836.297	422.653	-4712.707	7896.390	413.120	-4774.388	7993.258	409.568	-4828.636	8053.612	429.718	-4878.687	8107.653	461.815	-4920.344	8160.626	NA	NA	NA	585.815	-4989.629	8259.073	NA	NA	NA	573.103	-5144.731	8167.472
2089	11.66480	428.020	-4491.733	7792.373	411.228	-4530.685	7805.870	407.255	-4573.850	7820.695	424.466	-4613.785	7807.959	427.762	-4676.420	7819.792	421.490	-4710.977	7883.226	411.071	-4770.445	7981.337	406.845	-4822.803	8043.176	426.961	-4871.857	8098.235	460.027	-4912.617	8151.432	NA	NA	NA	587.572	-4975.986	8252.692	NA	NA	NA	573.481	-5131.440	8164.338
2090	11.67039	429.138	-4488.902	7780.803	413.765	-4528.040	7795.724	409.657	-4571.501	7810.034	415.405	-4615.297	7822.090	426.121	-4674.608	7806.493	419.966	-4709.438	7869.635	408.904	-4766.645	7969.008	404.297	-4817.347	8032.389	424.399	-4864.812	8088.537	458.128	-4904.528	8142.065	NA	NA	NA	577.090	-4961.711	8245.484	NA	NA	NA	572.477	-5115.059	8164.738
