NO_OF_FRAMES	266
NO_OF_CAMERAS	23
NO_OF_MARKERS	15
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-25, 17:35:17	4874.71467469
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	15 X	15 Y	15 Z	
8121	45.36313	NA	NA	NA	1023.338	-4662.681	8244.734	1012.101	-4705.491	8226.388	968.499	-4748.102	8219.185	878.556	-4760.794	8189.845	837.760	-4765.298	8214.250	790.304	-4792.961	8201.420	740.228	-4838.541	8187.533	702.990	-4895.740	8185.439	675.818	-4950.304	8194.670	646.356	-5002.182	8212.325	604.906	-5056.757	8237.618	NA	NA	NA	NA	NA	NA	384.511	-5183.449	8296.663
8122	45.36872	NA	NA	NA	1029.240	-4656.481	8235.315	1018.477	-4699.512	8216.964	975.918	-4744.589	8210.302	887.996	-4757.083	8181.863	845.920	-4761.125	8206.687	798.692	-4788.450	8194.946	748.171	-4834.219	8180.205	711.373	-4891.408	8177.511	684.788	-4946.447	8186.662	656.358	-4998.936	8204.772	615.492	-5053.109	8231.396	NA	NA	NA	NA	NA	NA	395.007	-5174.387	8307.873
8123	45.37430	NA	NA	NA	1035.062	-4650.218	8225.498	1024.771	-4693.414	8207.410	984.015	-4740.635	8200.482	NA	NA	NA	853.399	-4757.403	8199.336	806.647	-4784.007	8187.809	756.022	-4829.914	8172.621	719.637	-4887.170	8169.301	693.768	-4942.703	8178.375	666.198	-4995.571	8196.704	625.961	-5049.196	8224.927	NA	NA	NA	NA	NA	NA	407.120	-5165.374	8318.175
8124	45.37989	NA	NA	NA	1040.869	-4643.938	8215.517	1030.802	-4687.310	8197.448	992.054	-4736.662	8190.417	NA	NA	NA	861.698	-4753.431	8190.641	814.570	-4779.497	8180.390	763.882	-4825.538	8164.922	727.924	-4882.907	8160.970	700.211	-4940.917	8171.545	675.886	-4992.151	8188.364	636.308	-5045.191	8218.193	568.904	-5127.842	8252.271	NA	NA	NA	420.684	-5155.619	8327.053
8125	45.38547	NA	NA	NA	1046.538	-4637.612	8205.114	1036.764	-4681.163	8187.452	1000.284	-4732.611	8180.449	936.734	-4740.870	8182.980	870.056	-4749.551	8181.498	822.517	-4774.928	8172.516	771.792	-4821.189	8156.986	736.180	-4878.728	8152.412	709.371	-4936.985	8162.451	685.578	-4988.574	8179.420	646.738	-5040.898	8211.126	576.099	-5088.699	8254.265	NA	NA	NA	435.366	-5145.659	8333.715
8126	45.39106	NA	NA	NA	1052.216	-4631.359	8194.570	1042.506	-4674.944	8177.063	1008.313	-4728.497	8170.060	945.265	-4738.355	8172.779	878.698	-4745.131	8172.353	830.430	-4770.331	8164.145	779.709	-4816.709	8148.991	743.772	-4874.685	8142.955	718.413	-4933.067	8153.047	695.099	-4984.846	8170.271	657.108	-5036.419	8203.911	587.472	-5082.751	8250.171	NA	NA	NA	450.651	-5132.232	8340.336
8127	45.39665	NA	NA	NA	1057.748	-4625.142	8183.644	1048.234	-4668.759	8166.659	1016.499	-4724.190	8159.707	953.769	-4735.994	8162.092	887.371	-4741.430	8162.815	838.529	-4765.761	8155.534	787.615	-4812.282	8140.607	752.560	-4870.329	8134.381	727.446	-4929.007	8143.535	701.580	-4983.467	8162.979	667.486	-5032.087	8196.478	598.980	-5076.782	8245.669	559.093	-5099.331	8278.007	466.968	-5123.275	8344.640
8128	45.40223	NA	NA	NA	1063.442	-4618.972	8172.808	1054.017	-4662.588	8156.237	1024.552	-4719.735	8148.924	962.347	-4733.644	8151.266	896.058	-4737.966	8152.836	846.657	-4761.285	8146.375	795.485	-4807.830	8131.928	760.231	-4866.080	8124.706	736.265	-4925.013	8133.682	711.125	-4979.497	8153.371	677.755	-5027.556	8188.611	610.582	-5070.520	8240.676	571.950	-5092.327	8275.940	483.134	-5121.651	8343.352
8129	45.40782	NA	NA	NA	1069.109	-4612.891	8161.613	1059.814	-4656.482	8145.586	1032.568	-4715.124	8137.849	971.048	-4731.305	8140.257	904.757	-4734.662	8142.421	854.855	-4756.946	8136.821	803.303	-4803.327	8122.796	768.360	-4861.716	8115.257	745.055	-4920.832	8123.795	720.736	-4975.489	8143.620	687.909	-5023.218	8180.496	622.263	-5064.385	8235.308	585.054	-5085.250	8273.081	499.183	-5111.186	8345.347
8130	45.41341	1181.375	-4554.814	8166.886	1074.923	-4606.829	8150.263	1065.636	-4650.414	8134.702	1040.321	-4709.972	8126.310	980.077	-4728.798	8129.524	913.552	-4731.545	8131.750	863.145	-4752.692	8126.934	811.115	-4798.796	8113.327	776.378	-4857.236	8105.496	753.783	-4916.604	8113.815	730.274	-4971.477	8133.607	698.061	-5018.831	8171.987	634.106	-5057.999	8229.399	598.511	-5080.266	8270.040	515.321	-5100.087	8345.861
