NO_OF_FRAMES	282
NO_OF_CAMERAS	23
NO_OF_MARKERS	15
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-21, 15:00:16	86962.39291527
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	15 X	15 Y	15 Z	
4261	23.79888	239.815	-4608.967	8449.389	263.666	-4641.682	8466.174	271.695	-4700.582	8424.983	304.481	-4736.223	8374.422	335.826	-4779.607	8338.533	367.258	-4841.233	8303.342	398.492	-4918.630	8283.311	421.450	-4973.704	8247.380	429.851	-5002.884	8203.748	442.402	-5052.902	8191.953	439.854	-5077.085	8238.072	464.811	-5092.066	8291.044	468.182	-5167.633	8305.820	451.748	-5279.316	8277.124	425.048	-5366.364	8271.182
4262	23.80447	232.913	-4600.551	8452.814	258.189	-4632.263	8469.313	267.606	-4691.092	8430.032	299.083	-4724.514	8377.351	330.775	-4766.956	8340.274	362.041	-4827.518	8302.855	393.574	-4904.646	8282.544	418.677	-4962.031	8251.231	427.340	-4992.931	8209.191	440.644	-5041.981	8191.905	440.469	-5072.888	8233.767	460.598	-5090.284	8290.391	468.383	-5175.780	8308.068	452.550	-5278.979	8275.734	424.576	-5363.729	8277.372
4263	23.81006	225.554	-4591.438	8455.391	252.388	-4622.634	8472.382	263.702	-4681.544	8435.078	294.092	-4712.737	8380.020	325.170	-4754.152	8342.034	357.178	-4813.471	8301.900	388.876	-4890.010	8280.834	415.860	-4949.560	8254.157	425.199	-4983.293	8214.928	439.236	-5031.646	8193.102	441.782	-5068.524	8229.663	456.477	-5088.128	8289.068	466.833	-5162.858	8304.369	453.894	-5277.312	8274.270	425.526	-5364.732	8281.359
4264	23.81564	217.724	-4582.961	8457.678	246.364	-4613.090	8474.783	260.167	-4672.044	8439.915	288.816	-4701.246	8382.851	319.940	-4741.481	8343.141	351.991	-4799.328	8300.973	384.646	-4874.921	8277.933	413.054	-4936.469	8255.988	423.204	-4973.554	8220.876	437.986	-5021.263	8195.423	442.246	-5063.536	8226.124	451.963	-5085.798	8287.447	466.646	-5160.597	8303.948	455.395	-5275.457	8273.430	427.025	-5365.353	8285.177
4265	23.82123	210.069	-4574.405	8459.589	240.030	-4603.419	8476.542	256.894	-4662.710	8444.440	283.354	-4690.149	8385.556	314.244	-4728.960	8343.993	347.339	-4785.097	8299.593	380.545	-4859.639	8274.230	409.481	-4922.462	8256.928	421.596	-4963.522	8226.759	436.635	-5011.060	8198.965	442.271	-5058.063	8222.806	447.616	-5083.421	8284.788	467.095	-5158.310	8303.874	457.555	-5273.242	8272.490	430.148	-5366.296	8289.880
4266	23.82682	202.120	-4566.074	8460.750	233.769	-4594.438	8477.727	254.050	-4653.615	8448.481	277.526	-4679.570	8388.177	308.229	-4716.813	8344.536	341.995	-4771.454	8298.776	376.477	-4844.230	8270.143	406.313	-4907.851	8256.249	419.848	-4952.781	8232.547	435.232	-5000.809	8203.859	441.898	-5051.627	8220.019	443.726	-5081.462	8281.110	469.189	-5175.668	8306.605	458.411	-5270.351	8271.913	442.383	-5369.951	8286.658
4267	23.83240	194.891	-4557.974	8461.800	227.640	-4585.661	8478.145	251.239	-4644.613	8452.018	272.282	-4669.271	8390.128	302.019	-4704.932	8344.725	337.373	-4757.792	8297.514	372.587	-4829.113	8265.961	402.988	-4893.130	8254.401	418.327	-4940.892	8237.126	433.443	-4990.574	8210.224	441.253	-5043.823	8218.258	440.674	-5079.426	8276.530	NA	NA	NA	458.447	-5266.895	8271.568	454.545	-5372.610	8281.867
4268	23.83799	187.364	-4539.122	8460.535	221.618	-4577.456	8477.667	248.486	-4636.053	8454.858	266.577	-4659.863	8392.025	295.649	-4693.606	8344.546	332.829	-4744.805	8296.340	368.593	-4814.723	8262.242	399.681	-4878.531	8251.514	415.792	-4928.361	8240.646	431.089	-4979.904	8217.687	440.209	-5034.335	8218.270	438.467	-5076.960	8270.979	NA	NA	NA	458.760	-5263.267	8271.513	457.445	-5370.567	8281.863
4269	23.84358	179.608	-4532.007	8460.220	215.641	-4569.751	8476.326	246.001	-4627.356	8456.823	260.942	-4650.782	8393.431	289.343	-4682.831	8343.965	328.127	-4732.410	8295.063	364.761	-4800.700	8258.997	395.975	-4864.545	8248.263	412.884	-4915.309	8242.444	428.164	-4968.930	8225.313	438.998	-5023.296	8220.444	436.835	-5074.340	8264.644	NA	NA	NA	458.762	-5259.491	8271.579	455.841	-5369.850	8290.628
4270	23.84916	172.491	-4525.444	8459.726	209.563	-4562.533	8473.432	243.738	-4618.705	8457.996	255.791	-4641.959	8394.272	283.410	-4672.297	8343.071	324.046	-4720.168	8293.165	361.402	-4787.231	8256.128	392.200	-4851.318	8245.146	409.124	-4902.762	8243.088	425.095	-4957.431	8231.810	437.449	-5011.604	8224.923	435.187	-5071.521	8257.297	NA	NA	NA	458.350	-5255.652	8271.831	463.029	-5366.452	8290.246
4271	23.85475	164.998	-4519.339	8458.224	203.629	-4556.195	8470.182	242.131	-4609.566	8458.024	251.283	-4633.233	8394.436	277.938	-4661.969	8341.715	320.050	-4708.375	8291.264	358.347	-4774.172	8253.699	388.346	-4838.738	8242.491	404.944	-4890.559	8242.752	421.452	-4945.726	8236.792	435.304	-4999.883	8230.711	433.770	-5066.503	8250.268	NA	NA	NA	457.757	-5251.423	8273.616	488.217	-5363.011	8299.417
4272	23.86034	158.278	-4513.748	8456.035	198.436	-4537.001	8467.330	240.143	-4600.615	8457.438	247.278	-4624.458	8393.871	272.951	-4651.762	8339.854	316.460	-4696.860	8289.269	355.614	-4762.021	8251.451	384.311	-4826.864	8240.567	400.581	-4878.964	8241.904	417.033	-4934.328	8240.117	432.236	-4988.355	8236.596	433.845	-5057.802	8245.744	NA	NA	NA	458.277	-5248.566	8275.486	NA	NA	NA
4273	23.86592	152.228	-4508.483	8453.093	193.246	-4530.405	8463.542	238.166	-4591.471	8456.068	243.181	-4615.319	8392.835	268.004	-4641.648	8337.742	313.127	-4685.806	8287.159	352.429	-4750.381	8249.730	380.728	-4815.652	8238.767	395.964	-4867.945	8240.953	412.307	-4923.151	8241.891	429.054	-4977.284	8241.122	434.774	-5045.611	8242.454	NA	NA	NA	444.596	-5245.319	8267.315	NA	NA	NA
