NO_OF_FRAMES	263
NO_OF_CAMERAS	23
NO_OF_MARKERS	13
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-26, 12:34:38	73235.26873924
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	
1526	8.51955	503.215	-4427.628	8181.651	492.059	-4483.497	8179.217	483.945	-4544.083	8168.999	480.476	-4602.776	8159.827	477.275	-4665.650	8153.674	479.677	-4736.120	8155.089	479.841	-4802.587	8176.649	481.326	-4859.179	8199.638	503.313	-4931.212	8216.873	511.049	-5006.991	8223.642	501.649	-5070.721	8228.451	506.626	-5150.398	8235.296	465.050	-5246.265	8281.802
1527	8.52514	502.230	-4419.839	8173.909	491.732	-4475.765	8171.533	483.777	-4536.538	8161.959	480.010	-4595.384	8153.437	476.975	-4658.232	8147.907	479.279	-4728.772	8149.858	478.959	-4795.194	8171.726	480.183	-4851.200	8195.648	501.854	-4922.837	8214.939	511.331	-4998.418	8222.853	502.296	-5062.190	8228.423	506.342	-5142.125	8234.293	468.000	-5238.587	8280.806
1528	8.53073	501.355	-4412.013	8165.750	490.618	-4468.071	8163.844	483.684	-4528.990	8154.578	479.453	-4588.062	8146.856	476.020	-4651.555	8141.935	478.660	-4721.305	8144.411	477.991	-4787.606	8166.558	479.077	-4843.395	8191.315	500.072	-4914.480	8212.633	511.329	-4989.877	8221.690	503.107	-5053.785	8228.302	506.889	-5133.805	8233.280	470.707	-5230.866	8280.077
1529	8.53631	500.544	-4404.115	8157.260	489.773	-4460.178	8155.828	483.694	-4521.342	8146.843	479.323	-4580.587	8140.007	475.473	-4644.176	8135.814	478.048	-4713.903	8138.702	477.204	-4780.178	8161.140	478.157	-4835.597	8186.486	498.321	-4906.138	8209.858	510.960	-4981.233	8220.260	504.006	-5045.197	8227.723	507.854	-5125.525	8232.575	473.348	-5223.019	8279.421
1530	8.54190	499.977	-4396.295	8148.418	488.633	-4452.503	8147.605	483.507	-4513.837	8139.038	479.123	-4573.308	8132.956	475.133	-4636.763	8129.467	477.399	-4706.487	8132.793	476.449	-4772.638	8155.453	477.316	-4827.824	8181.266	496.592	-4897.806	8206.585	510.381	-4972.586	8218.537	505.081	-5036.629	8226.494	508.699	-5116.973	8232.406	476.082	-5215.238	8278.884
1531	8.54749	499.702	-4388.502	8139.346	487.493	-4444.842	8138.975	483.340	-4506.360	8131.023	479.425	-4565.850	8125.409	475.324	-4629.408	8122.617	477.017	-4699.041	8126.584	475.725	-4765.230	8149.431	476.561	-4820.267	8175.595	487.429	-4889.672	8207.021	509.826	-4963.877	8216.336	506.285	-5027.985	8224.870	509.949	-5108.135	8232.448	478.734	-5207.286	8279.255
1532	8.55307	499.403	-4380.979	8130.027	486.484	-4437.081	8130.061	483.248	-4498.838	8122.694	479.650	-4558.493	8117.548	475.445	-4621.975	8115.580	476.512	-4691.704	8120.259	475.152	-4757.805	8143.188	475.710	-4812.633	8169.614	485.449	-4881.384	8202.655	509.071	-4955.215	8213.752	507.694	-5019.329	8222.930	511.318	-5099.213	8232.523	482.538	-5199.875	8278.429
1533	8.55866	498.998	-4373.409	8120.382	485.721	-4429.450	8120.801	483.008	-4491.262	8114.113	479.651	-4551.217	8109.584	475.544	-4614.624	8108.162	476.361	-4684.163	8113.600	474.457	-4750.394	8136.634	474.926	-4805.207	8163.304	483.652	-4873.178	8197.817	508.079	-4946.599	8210.822	509.092	-5010.657	8220.688	512.981	-5090.168	8232.313	486.893	-5192.165	8277.381
1534	8.56425	498.959	-4365.861	8110.444	484.915	-4421.911	8111.532	482.569	-4483.813	8105.303	479.761	-4543.739	8101.256	475.596	-4607.291	8100.537	472.821	-4677.207	8109.229	474.047	-4743.035	8129.770	474.114	-4797.580	8156.682	481.971	-4865.101	8192.493	507.042	-4937.952	8207.402	510.377	-5001.577	8218.231	514.886	-5080.901	8231.958	491.782	-5184.320	8276.201
1535	8.56983	498.671	-4358.417	8100.283	484.561	-4414.447	8101.812	482.193	-4476.352	8096.197	479.841	-4536.347	8092.632	475.861	-4599.901	8092.649	472.526	-4669.870	8102.377	473.469	-4735.561	8122.709	473.194	-4790.103	8149.793	480.382	-4856.985	8186.712	505.801	-4929.319	8203.639	511.547	-4992.644	8215.553	517.183	-5071.261	8231.294	497.575	-5176.271	8274.920
