NO_OF_FRAMES	197
NO_OF_CAMERAS	23
NO_OF_MARKERS	13
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-27, 16:50:29	27723.67266629
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	
5040	28.15084	640.271	-4966.345	7576.474	636.363	-5001.951	7613.656	614.913	-5046.323	7663.375	567.989	-5090.375	7713.287	539.973	-5138.745	7755.186	522.742	-5187.190	7800.598	507.333	-5229.573	7874.603	504.905	-5263.213	7951.727	521.310	-5294.978	8035.204	536.924	-5311.603	8107.347	555.430	-5321.094	8197.845	575.135	-5326.136	8300.934	563.245	-5339.254	8418.987
5041	28.15642	641.575	-4971.591	7561.386	637.033	-5007.199	7598.567	616.162	-5051.503	7648.437	568.650	-5094.814	7698.573	540.604	-5142.434	7741.685	521.894	-5189.565	7787.433	506.190	-5231.851	7861.427	504.036	-5265.271	7938.671	520.820	-5296.116	8022.260	537.097	-5311.166	8094.656	556.856	-5318.219	8184.958	578.312	-5316.295	8278.100	587.265	-5322.941	8406.502
5042	28.16201	642.775	-4977.068	7545.779	637.640	-5012.446	7583.033	617.369	-5056.631	7633.345	569.515	-5099.373	7683.632	540.924	-5146.074	7727.712	521.137	-5191.954	7774.006	505.054	-5234.009	7848.048	503.107	-5267.233	7925.430	520.346	-5297.141	8009.026	537.313	-5310.750	8081.676	558.316	-5315.294	8171.744	583.603	-5309.018	8263.812	609.441	-5307.662	8390.319
5043	28.16760	643.846	-4982.446	7529.866	638.127	-5017.687	7567.094	618.395	-5061.559	7618.067	570.326	-5103.718	7668.572	541.199	-5149.406	7713.366	518.367	-5194.319	7762.114	504.053	-5236.171	7834.402	502.288	-5269.137	7911.917	519.874	-5298.181	7995.578	537.525	-5310.312	8068.382	559.822	-5312.309	8158.109	589.023	-5301.868	8248.987	629.163	-5293.145	8371.212
5044	28.17318	644.974	-4987.108	7517.397	638.456	-5022.836	7550.967	619.306	-5066.309	7602.588	571.185	-5108.199	7653.379	541.477	-5153.021	7698.812	517.943	-5196.876	7747.975	503.126	-5238.298	7820.492	501.560	-5270.899	7898.141	519.482	-5299.153	7981.903	537.854	-5309.896	8054.796	561.355	-5309.318	8144.100	594.254	-5294.850	8233.250	646.967	-5279.965	8350.090
5045	28.17877	647.117	-4992.885	7502.412	638.691	-5027.980	7534.555	620.120	-5071.042	7586.808	572.266	-5112.669	7637.840	541.801	-5156.360	7683.859	517.568	-5199.488	7733.487	502.342	-5240.366	7806.280	500.895	-5272.576	7884.100	519.084	-5300.019	7967.975	538.197	-5309.442	8040.955	568.049	-5307.684	8125.458	602.642	-5290.148	8219.585	667.863	-5266.568	8331.620
5046	28.18436	648.059	-4999.003	7485.390	638.394	-5033.102	7518.459	620.853	-5075.718	7570.773	573.236	-5117.095	7622.206	542.193	-5159.970	7668.707	517.272	-5202.198	7718.663	501.709	-5242.428	7791.769	500.263	-5274.095	7869.788	518.849	-5300.817	7953.753	538.646	-5308.935	8026.799	569.848	-5304.808	8110.671	609.901	-5283.169	8204.112	680.885	-5253.941	8307.795
5047	28.18994	648.890	-5004.832	7467.885	639.099	-5037.785	7501.096	621.541	-5080.452	7554.283	574.106	-5121.317	7606.444	542.611	-5163.380	7653.213	517.065	-5204.990	7703.499	501.080	-5244.462	7776.990	499.720	-5275.566	7855.205	518.592	-5301.513	7939.315	539.188	-5308.401	8012.278	571.720	-5301.960	8095.468	614.840	-5276.643	8186.480	692.167	-5242.131	8283.154
5048	28.19553	649.419	-5010.138	7449.940	639.273	-5042.654	7484.082	622.050	-5085.125	7537.635	575.019	-5125.565	7590.345	543.080	-5166.987	7637.408	516.904	-5207.854	7688.034	500.649	-5246.527	7761.796	499.176	-5276.880	7840.362	518.353	-5302.121	7924.540	539.694	-5307.819	7997.480	573.802	-5299.227	8079.770	619.492	-5270.263	8168.342	701.845	-5231.037	8258.268
5049	28.20112	649.853	-5015.529	7431.731	639.329	-5047.365	7466.898	622.518	-5089.814	7520.638	575.895	-5129.938	7573.985	543.430	-5170.407	7621.465	516.854	-5210.735	7672.256	500.169	-5248.560	7746.423	498.665	-5278.102	7825.235	518.083	-5302.621	7909.566	540.230	-5307.175	7982.372	575.826	-5296.543	8063.771	624.084	-5264.118	8149.593	710.276	-5220.776	8233.285
5050	28.20670	650.458	-5021.372	7413.601	639.387	-5052.178	7449.365	622.973	-5094.571	7503.374	576.656	-5134.131	7557.322	543.875	-5173.988	7605.143	516.882	-5213.668	7656.154	499.790	-5250.612	7730.695	498.201	-5279.284	7809.837	517.827	-5302.995	7894.307	540.770	-5306.558	7966.965	577.945	-5293.967	8047.385	628.383	-5258.230	8130.418	717.632	-5211.294	8208.406
5051	28.21229	651.007	-5027.231	7395.219	639.374	-5057.060	7431.507	623.432	-5099.277	7485.909	575.662	-5138.375	7541.642	544.220	-5177.386	7588.496	516.945	-5216.608	7639.818	497.709	-5252.593	7716.267	497.693	-5280.408	7794.164	517.446	-5303.202	7878.797	541.331	-5305.860	7951.229	580.054	-5291.523	8030.676	632.393	-5252.443	8110.783	723.793	-5202.287	8183.689
5052	28.21788	651.530	-5033.263	7376.698	639.351	-5062.001	7413.413	623.869	-5104.170	7468.109	576.464	-5142.757	7524.262	544.505	-5180.883	7571.601	516.957	-5219.506	7623.221	497.456	-5254.612	7699.920	497.098	-5281.453	7778.223	517.110	-5303.408	7862.951	541.860	-5305.198	7935.237	582.121	-5289.118	8013.551	636.102	-5246.911	8090.812	729.590	-5190.503	8166.246
5053	28.22346	652.048	-5038.525	7358.152	639.359	-5067.102	7394.889	624.352	-5109.029	7449.982	577.248	-5147.158	7506.539	544.889	-5184.595	7554.364	517.050	-5222.421	7606.304	497.224	-5256.605	7683.349	496.559	-5282.500	7761.996	516.779	-5303.563	7846.805	542.395	-5304.431	7918.894	584.194	-5286.779	7996.081	639.842	-5241.707	8070.309	733.044	-5190.594	8133.137
5054	28.22905	652.517	-5044.097	7339.312	639.289	-5072.220	7376.162	624.777	-5113.987	7431.625	577.935	-5151.601	7488.661	545.240	-5188.151	7536.701	517.151	-5225.294	7589.123	497.018	-5258.512	7666.422	496.042	-5283.442	7745.463	516.304	-5303.628	7830.511	542.942	-5303.692	7902.212	586.094	-5284.542	7978.334	643.130	-5236.671	8049.654	738.126	-5178.325	8111.017
5055	28.23464	652.910	-5049.611	7320.452	639.352	-5077.558	7357.046	625.246	-5119.020	7412.946	578.636	-5156.106	7470.396	545.474	-5191.701	7518.809	517.225	-5228.131	7571.680	496.835	-5260.454	7649.287	495.652	-5284.448	7728.616	516.015	-5303.714	7813.728	543.481	-5302.891	7885.254	588.010	-5282.249	7960.181	646.434	-5231.961	8028.548	741.640	-5170.627	8087.273
5056	28.24022	653.317	-5055.063	7301.282	639.391	-5082.802	7337.749	625.775	-5124.084	7393.878	579.287	-5160.596	7451.812	545.809	-5195.465	7500.537	517.333	-5230.974	7553.895	496.660	-5262.305	7631.806	495.287	-5285.378	7711.457	515.706	-5303.742	7796.680	544.025	-5302.079	7867.940	589.906	-5280.044	7941.653	649.645	-5227.500	8007.088	744.987	-5163.691	8063.286
5057	28.24581	653.703	-5060.346	7282.052	639.511	-5088.139	7318.130	626.190	-5129.090	7374.616	579.975	-5165.280	7432.758	546.076	-5199.062	7481.887	517.415	-5233.783	7535.807	496.611	-5264.193	7614.064	493.603	-5286.317	7695.346	515.581	-5303.816	7779.283	544.577	-5301.268	7850.326	591.766	-5277.816	7922.803	652.402	-5223.167	7985.543	747.816	-5157.105	8039.268
5058	28.25140	653.928	-5065.410	7262.383	639.632	-5093.332	7298.368	626.605	-5134.170	7355.052	580.433	-5169.777	7413.647	546.336	-5202.767	7463.087	517.534	-5236.600	7517.399	496.607	-5265.982	7595.992	494.904	-5287.235	7676.193	516.576	-5303.904	7760.604	545.140	-5300.371	7832.397	593.512	-5275.552	7903.686	655.217	-5219.099	7963.607	750.498	-5150.898	8015.108
5059	28.25698	654.100	-5070.393	7242.487	639.750	-5098.470	7278.386	626.994	-5139.237	7335.197	580.831	-5174.321	7394.169	546.546	-5206.413	7443.914	517.624	-5239.350	7498.723	496.656	-5267.806	7577.638	494.830	-5288.143	7658.114	515.272	-5303.615	7743.726	545.716	-5299.430	7814.188	595.088	-5273.252	7884.286	657.708	-5215.170	7941.557	752.862	-5145.173	7990.685
5060	28.26257	654.245	-5075.391	7222.415	639.932	-5103.525	7258.169	627.405	-5144.459	7314.963	581.197	-5178.883	7374.448	546.740	-5210.051	7424.564	517.701	-5242.139	7479.674	496.754	-5269.576	7558.991	494.875	-5289.038	7639.637	515.357	-5303.575	7725.420	546.238	-5298.393	7795.660	596.684	-5270.990	7864.622	660.099	-5211.466	7919.241	755.195	-5139.728	7966.160
5061	28.26816	654.324	-5080.146	7201.997	640.048	-5108.518	7237.874	627.707	-5149.569	7294.435	581.540	-5183.568	7354.325	546.921	-5213.466	7404.832	517.696	-5244.837	7460.412	496.850	-5271.346	7540.058	495.020	-5290.008	7620.915	515.389	-5303.429	7706.806	546.763	-5297.339	7776.861	598.130	-5268.698	7844.673	662.313	-5207.887	7896.853	757.777	-5135.903	7941.424
5062	28.27374	654.435	-5084.975	7181.327	640.289	-5113.535	7217.250	628.062	-5154.776	7273.640	581.875	-5187.819	7334.139	546.992	-5216.863	7384.967	517.722	-5247.570	7440.807	496.969	-5273.120	7520.874	495.161	-5290.889	7601.900	515.506	-5303.242	7687.937	547.239	-5296.221	7757.794	599.419	-5266.281	7824.442	664.608	-5204.522	7874.042	759.934	-5131.189	7916.553
