NO_OF_FRAMES	273
NO_OF_CAMERAS	23
NO_OF_MARKERS	16
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-27, 16:00:14	24708.68922612
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15	16
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	15 X	15 Y	15 Z	16 X	16 Y	16 Z	
1895	10.58101	97.380	-4583.607	8404.124	118.902	-4627.355	8410.183	159.292	-4694.276	8402.212	210.107	-4707.812	8360.147	257.513	-4711.852	8315.692	315.338	-4743.169	8268.589	387.488	-4790.093	8229.101	421.868	-4839.861	8208.352	456.339	-4879.876	8199.263	498.450	-4914.865	8192.683	540.335	-4954.911	8192.182	534.513	-5012.643	8218.725	494.603	-5073.890	8280.305	NA	NA	NA	495.567	-5159.006	8309.804	532.947	-5220.670	8334.443
1896	10.58659	92.781	-4576.738	8402.827	114.643	-4620.244	8409.003	155.196	-4670.716	8409.683	204.305	-4700.866	8360.145	250.697	-4703.487	8314.508	308.495	-4732.966	8266.296	380.714	-4778.686	8226.483	415.714	-4827.877	8205.110	450.052	-4868.418	8196.823	489.970	-4906.160	8192.370	533.275	-4943.524	8189.764	535.132	-5005.260	8216.477	490.360	-5066.375	8275.188	NA	NA	NA	497.727	-5159.516	8309.024	523.813	-5225.883	8333.754
1897	10.59218	88.521	-4569.943	8401.216	110.635	-4613.059	8407.437	149.975	-4664.633	8409.606	198.605	-4693.921	8359.707	243.971	-4694.930	8312.929	301.693	-4722.498	8263.459	374.520	-4767.023	8223.382	409.457	-4816.090	8202.084	443.843	-4856.896	8194.224	481.665	-4897.256	8191.717	524.800	-4935.433	8189.615	534.165	-4997.389	8214.410	488.747	-5061.091	8270.571	NA	NA	NA	500.100	-5166.563	8308.024	525.535	-5232.670	8326.722
1898	10.59777	84.521	-4563.072	8398.951	106.770	-4606.213	8405.504	145.030	-4658.434	8409.140	193.132	-4687.499	8358.873	237.260	-4686.585	8310.874	294.822	-4711.854	8260.274	367.682	-4755.935	8220.030	403.193	-4804.519	8198.947	437.630	-4845.472	8191.583	473.580	-4887.769	8190.542	515.884	-4927.327	8189.351	531.783	-4989.107	8212.274	489.492	-5056.303	8265.426	NA	NA	NA	500.672	-5162.647	8308.044	505.972	-5238.504	8330.989
1899	10.60335	80.936	-4556.270	8396.475	103.174	-4599.355	8403.013	140.059	-4652.103	8407.866	187.805	-4681.227	8357.580	230.695	-4678.524	8308.500	288.051	-4701.289	8256.629	360.759	-4744.606	8216.592	396.855	-4793.199	8195.841	431.389	-4834.251	8188.769	465.706	-4878.247	8189.053	506.459	-4919.102	8188.523	528.229	-4980.833	8209.924	491.576	-5051.544	8260.306	NA	NA	NA	505.316	-5158.148	8304.010	500.085	-5243.608	8329.076
1900	10.60894	77.753	-4549.434	8393.327	99.929	-4592.415	8400.097	135.050	-4646.304	8406.050	182.666	-4675.011	8355.925	224.097	-4670.348	8305.814	281.160	-4690.596	8252.700	353.923	-4733.322	8212.833	390.531	-4781.987	8192.688	425.215	-4825.026	8186.443	457.981	-4868.148	8187.217	497.077	-4910.712	8187.649	522.985	-4972.530	8207.308	495.366	-5047.479	8255.707	NA	NA	NA	507.039	-5153.800	8302.417	502.727	-5245.632	8324.245
1901	10.61453	74.848	-4542.716	8389.995	97.102	-4585.558	8396.540	130.210	-4640.128	8403.794	177.715	-4668.810	8353.924	217.620	-4662.453	8302.769	274.326	-4680.117	8248.579	346.941	-4721.965	8208.939	384.108	-4770.991	8189.455	418.768	-4814.120	8183.533	450.567	-4858.023	8185.099	487.766	-4902.232	8186.382	516.611	-4963.988	8204.265	500.521	-5043.223	8250.565	NA	NA	NA	505.915	-5148.917	8300.901	508.748	-5242.225	8319.757
1902	10.62011	72.258	-4535.974	8386.087	94.375	-4578.779	8392.636	NA	NA	NA	172.684	-4662.640	8351.390	211.195	-4654.644	8299.427	267.503	-4669.618	8244.277	340.283	-4710.682	8204.865	377.670	-4760.029	8185.977	412.359	-4803.256	8180.454	443.404	-4847.699	8182.713	478.342	-4893.637	8184.762	509.556	-4955.386	8201.255	505.541	-5037.844	8244.900	NA	NA	NA	489.471	-5158.113	8303.516	513.528	-5239.246	8314.964
1903	10.62570	70.014	-4529.206	8381.724	92.076	-4571.955	8387.997	NA	NA	NA	167.670	-4656.273	8348.325	204.816	-4646.504	8295.772	260.761	-4659.182	8239.813	323.492	-4699.120	8203.134	371.285	-4749.121	8182.222	405.823	-4792.478	8177.141	436.317	-4839.029	8180.171	468.827	-4884.816	8182.691	502.038	-4946.569	8198.045	508.873	-5030.431	8238.894	NA	NA	NA	483.012	-5157.061	8301.063	513.782	-5236.247	8311.298
1904	10.63128	68.097	-4522.396	8376.748	89.964	-4565.117	8383.009	NA	NA	NA	162.744	-4649.941	8345.046	198.554	-4638.436	8291.908	254.137	-4648.764	8235.313	317.273	-4688.058	8198.642	364.988	-4738.325	8178.179	399.236	-4782.023	8173.688	429.038	-4829.017	8177.215	459.498	-4875.874	8180.350	493.980	-4937.242	8194.521	511.127	-5022.063	8232.614	NA	NA	NA	477.620	-5157.571	8300.698	513.958	-5233.519	8307.851
1905	10.63687	66.395	-4515.646	8371.521	87.927	-4558.441	8377.676	NA	NA	NA	157.753	-4643.591	8341.339	192.517	-4630.514	8287.906	247.606	-4638.599	8230.682	310.977	-4676.821	8193.864	358.561	-4727.800	8174.197	392.621	-4771.580	8169.911	421.513	-4819.180	8173.822	450.630	-4866.713	8177.398	485.469	-4928.099	8190.947	511.851	-5012.731	8226.121	NA	NA	NA	473.131	-5158.641	8301.579	512.613	-5228.056	8304.559
1906	10.64246	65.006	-4508.774	8365.553	85.985	-4551.505	8372.207	NA	NA	NA	152.753	-4637.380	8337.392	186.647	-4622.335	8283.875	241.060	-4628.560	8225.808	304.605	-4665.781	8188.746	352.238	-4717.169	8169.886	385.735	-4761.650	8165.930	413.842	-4809.723	8170.131	442.097	-4857.463	8173.995	476.925	-4919.218	8187.001	510.741	-5002.648	8219.808	486.101	-5099.685	8277.419	469.380	-5159.268	8302.868	510.340	-5223.619	8299.323
1907	10.64804	63.829	-4501.985	8359.324	83.200	-4544.695	8366.680	NA	NA	NA	147.613	-4631.222	8332.960	180.767	-4614.490	8279.592	234.611	-4618.386	8220.927	298.365	-4654.946	8183.597	345.780	-4706.748	8165.406	378.705	-4751.678	8161.508	406.091	-4800.363	8166.066	434.094	-4848.000	8169.979	468.405	-4909.978	8182.536	508.070	-4992.428	8213.416	478.743	-5090.189	8276.903	466.205	-5158.451	8303.726	507.350	-5219.651	8292.716
1908	10.65363	62.865	-4495.089	8352.478	82.844	-4537.578	8360.061	NA	NA	NA	142.279	-4625.310	8328.084	174.937	-4606.594	8275.069	228.303	-4608.264	8215.955	292.247	-4644.017	8178.218	339.372	-4697.318	8160.655	371.468	-4741.726	8156.901	398.599	-4790.498	8161.551	426.397	-4838.368	8165.380	460.244	-4900.547	8177.742	503.821	-4982.192	8207.102	484.049	-5081.191	8270.435	463.441	-5155.188	8303.313	503.858	-5215.595	8285.314
1909	10.65922	62.144	-4488.156	8345.378	81.243	-4529.973	8351.786	NA	NA	NA	136.742	-4619.323	8322.771	169.032	-4598.898	8270.245	222.009	-4598.457	8210.966	286.275	-4633.116	8172.833	332.620	-4685.709	8155.117	364.164	-4731.718	8152.087	391.293	-4780.125	8156.448	419.033	-4828.623	8160.137	452.118	-4890.814	8172.602	498.479	-4972.095	8200.891	489.099	-5073.914	8264.291	460.924	-5148.477	8300.791	500.077	-5210.896	8277.689
1910	10.66480	61.466	-4481.060	8337.802	79.661	-4523.004	8344.672	NA	NA	NA	131.052	-4613.462	8317.179	163.201	-4591.554	8265.188	215.881	-4588.496	8205.928	280.342	-4622.292	8167.289	325.888	-4675.485	8149.548	356.782	-4721.747	8146.866	384.026	-4768.962	8150.802	411.729	-4818.840	8154.549	444.362	-4881.013	8166.988	492.143	-4962.070	8194.760	493.883	-5063.882	8257.837	481.846	-5135.479	8285.203	496.218	-5204.997	8270.415
