NO_OF_FRAMES	246
NO_OF_CAMERAS	23
NO_OF_MARKERS	13
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-20, 17:15:40	8686.20252254
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	
2854	15.93855	NA	NA	NA	448.729	-4594.670	8256.474	476.178	-4653.989	8239.045	498.372	-4713.502	8217.463	513.156	-4781.771	8208.955	497.767	-4855.009	8219.110	503.177	-4900.888	8225.337	517.558	-4980.958	8218.670	NA	NA	NA	503.850	-5111.245	8251.911	427.185	-5079.202	8274.854	NA	NA	NA	NA	NA	NA
2855	15.94413	NA	NA	NA	449.165	-4586.807	8250.850	475.920	-4646.660	8234.529	498.512	-4705.701	8212.567	514.463	-4773.726	8203.095	498.961	-4847.008	8212.707	502.837	-4892.696	8220.036	515.391	-4973.886	8217.919	NA	NA	NA	505.288	-5108.571	8249.344	429.399	-5079.135	8277.759	NA	NA	NA	NA	NA	NA
2856	15.94972	NA	NA	NA	449.458	-4579.268	8245.072	475.710	-4639.210	8229.626	498.692	-4698.112	8207.352	515.137	-4765.811	8197.223	499.358	-4838.973	8206.387	502.314	-4884.799	8214.356	512.970	-4966.324	8216.477	533.825	-5038.348	8207.568	507.441	-5105.043	8247.231	431.865	-5079.023	8280.351	326.811	-5114.957	8294.708	NA	NA	NA
2857	15.95531	NA	NA	NA	449.980	-4571.345	8239.096	475.884	-4631.960	8224.400	498.732	-4690.303	8201.978	515.727	-4757.979	8191.211	493.647	-4831.458	8201.534	502.226	-4876.774	8208.037	510.219	-4958.518	8214.257	524.624	-5033.802	8208.964	510.060	-5100.376	8245.340	434.370	-5079.589	8282.580	322.694	-5117.964	8288.870	NA	NA	NA
2858	15.96089	NA	NA	NA	450.623	-4563.660	8232.896	491.506	-4626.192	8218.117	498.669	-4682.839	8196.365	516.074	-4750.015	8184.943	495.015	-4823.810	8194.670	502.032	-4869.081	8201.439	508.136	-4950.618	8211.230	522.244	-5026.211	8209.362	512.125	-5094.570	8242.634	436.890	-5079.189	8284.943	319.783	-5118.802	8284.115	284.090	-5069.587	8358.879
2859	15.96648	NA	NA	NA	452.946	-4556.111	8226.938	490.784	-4618.798	8212.354	498.649	-4675.188	8190.476	516.015	-4742.482	8178.596	496.142	-4816.348	8187.626	501.777	-4861.503	8194.544	506.063	-4942.728	8207.498	519.491	-5018.954	8209.337	511.606	-5088.036	8240.548	439.154	-5080.312	8286.749	318.599	-5120.377	8277.190	271.309	-5076.244	8349.475
2860	15.97207	NA	NA	NA	454.649	-4548.366	8220.056	490.396	-4611.330	8206.146	498.567	-4667.870	8184.237	515.743	-4734.859	8172.178	497.132	-4808.854	8180.247	493.168	-4854.176	8189.394	504.541	-4935.047	8202.837	517.713	-5011.175	8208.330	509.885	-5080.810	8238.874	441.359	-5082.372	8288.007	318.570	-5122.114	8269.252	258.575	-5083.351	8338.740
2861	15.97765	NA	NA	NA	456.555	-4540.660	8212.846	489.690	-4604.080	8199.715	498.422	-4660.397	8177.862	515.329	-4727.585	8165.437	498.176	-4801.583	8172.684	493.868	-4846.882	8181.586	502.939	-4927.323	8197.877	514.749	-5003.250	8207.352	508.343	-5073.480	8237.465	443.707	-5084.785	8288.726	319.122	-5123.438	8261.460	246.485	-5090.941	8326.656
2862	15.98324	NA	NA	NA	456.454	-4532.487	8205.047	488.902	-4596.849	8192.838	498.124	-4653.249	8171.136	514.818	-4720.028	8158.477	499.020	-4794.423	8165.011	494.750	-4840.106	8173.411	501.739	-4919.756	8192.396	511.876	-4995.090	8205.823	507.621	-5065.866	8235.727	446.397	-5086.965	8288.916	319.867	-5124.044	8253.319	235.579	-5098.930	8312.822
2863	15.98883	494.399	-4459.886	8190.878	458.685	-4524.559	8197.529	487.720	-4589.529	8185.361	497.622	-4646.627	8164.403	513.865	-4713.259	8151.514	499.627	-4787.724	8157.264	495.517	-4833.496	8165.522	493.463	-4912.709	8188.424	499.084	-4987.115	8206.613	507.161	-5058.789	8232.192	449.629	-5088.327	8288.586	321.020	-5123.917	8244.992	226.545	-5107.268	8297.620
2864	15.99441	497.260	-4452.252	8183.226	461.202	-4517.459	8189.420	486.103	-4582.736	8177.505	497.166	-4640.237	8157.452	513.242	-4707.007	8144.369	500.391	-4781.257	8149.555	496.484	-4827.547	8157.454	492.381	-4906.260	8182.935	497.231	-4979.610	8204.129	507.018	-5051.444	8228.106	451.825	-5075.242	8288.183	322.798	-5123.042	8236.638	219.667	-5115.763	8281.101
2865	16.00000	500.047	-4445.294	8175.313	463.952	-4510.514	8180.945	485.980	-4576.275	8169.223	497.321	-4634.106	8150.000	513.009	-4701.245	8137.016	500.850	-4775.617	8141.667	497.577	-4821.655	8149.425	492.593	-4899.861	8177.046	495.809	-4972.627	8200.257	508.440	-5042.157	8224.480	NA	NA	NA	325.418	-5121.405	8228.420	215.220	-5123.434	8263.424
2866	16.00559	501.045	-4437.504	8164.874	467.154	-4503.790	8171.920	486.286	-4570.025	8160.747	497.643	-4628.437	8142.106	513.120	-4695.427	8129.335	501.395	-4769.990	8133.794	498.461	-4816.083	8141.802	492.935	-4893.732	8170.638	495.024	-4966.052	8195.396	506.602	-5035.954	8220.204	NA	NA	NA	329.095	-5118.988	8220.499	213.068	-5129.639	8244.459
2867	16.01117	503.744	-4430.878	8156.619	470.324	-4497.222	8162.526	486.799	-4563.952	8152.121	497.929	-4622.886	8133.903	512.843	-4689.863	8121.497	501.698	-4764.257	8126.325	499.211	-4810.514	8134.369	493.447	-4887.958	8163.743	494.567	-4960.069	8189.452	504.949	-5029.582	8215.685	NA	NA	NA	334.046	-5115.778	8213.036	214.272	-5134.776	8224.709
