NO_OF_FRAMES	279
NO_OF_CAMERAS	23
NO_OF_MARKERS	14
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-29, 14:03:49	17183.16477548
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	
28222	157.65922	-21.619	-4613.348	8093.787	22.677	-4643.313	8104.049	51.676	-4714.766	8098.555	90.595	-4741.270	8103.211	145.689	-4734.518	8096.826	205.662	-4759.537	8091.147	251.750	-4809.088	8094.818	291.573	-4859.479	8107.512	323.264	-4890.206	8122.075	371.537	-4927.733	8141.897	434.889	-4974.566	8165.778	478.394	-5020.934	8196.599	477.973	-5086.156	8242.789	468.778	-5065.520	8284.241
28223	157.66480	-26.828	-4606.609	8082.380	17.550	-4636.072	8093.352	45.237	-4708.071	8088.677	79.446	-4738.097	8102.131	137.500	-4728.466	8089.583	198.229	-4752.330	8084.723	244.659	-4801.606	8088.209	284.116	-4857.479	8098.805	315.336	-4887.750	8113.526	362.925	-4921.546	8135.108	427.322	-4966.452	8159.656	476.096	-5008.868	8190.322	476.156	-5069.725	8241.105	475.640	-5048.782	8284.254
28224	157.67039	-31.830	-4599.901	8070.629	12.566	-4628.858	8082.394	38.995	-4701.290	8078.720	71.271	-4733.218	8093.502	129.425	-4722.673	8082.068	190.752	-4745.120	8078.044	237.524	-4794.070	8081.447	276.596	-4850.374	8091.411	307.309	-4880.947	8105.972	354.447	-4915.305	8128.071	419.752	-4958.050	8153.346	466.762	-4999.069	8182.514	476.368	-5052.787	8238.766	472.927	-5033.495	8283.483
28225	157.67598	-36.767	-4593.301	8058.638	7.574	-4621.744	8071.248	32.788	-4694.246	8068.713	63.443	-4728.394	8084.496	121.327	-4717.100	8073.909	182.999	-4737.863	8071.063	230.395	-4786.618	8074.395	268.995	-4843.301	8083.889	299.272	-4874.890	8098.047	346.242	-4908.986	8120.298	412.305	-4949.696	8146.502	461.561	-4987.883	8176.674	477.705	-5035.813	8235.548	471.248	-5017.522	8282.114
28226	157.68156	-41.576	-4586.735	8046.471	2.688	-4614.748	8059.986	26.762	-4687.403	8058.540	55.228	-4723.414	8075.344	113.049	-4711.643	8065.565	175.579	-4730.817	8063.500	223.059	-4779.068	8067.185	261.350	-4836.149	8076.101	291.315	-4868.140	8089.900	338.035	-4902.556	8112.219	404.631	-4940.951	8139.605	455.607	-4976.729	8170.682	478.757	-5018.759	8231.270	486.999	-5001.868	8277.606
28227	157.68715	-46.213	-4580.250	8034.062	-2.870	-4607.965	8050.396	20.790	-4680.531	8048.237	47.511	-4718.501	8065.869	104.973	-4706.497	8056.786	167.908	-4723.651	8055.751	215.853	-4771.538	8059.628	253.804	-4829.052	8068.087	283.328	-4861.511	8081.516	330.007	-4895.933	8103.673	396.869	-4932.543	8132.512	449.208	-4965.496	8164.773	479.182	-5001.610	8226.096	486.075	-4987.622	8276.863
28228	157.69274	-50.777	-4573.813	8021.506	-7.607	-4601.158	8038.807	15.338	-4675.021	8037.384	39.496	-4713.444	8056.343	96.806	-4701.401	8047.715	160.243	-4716.640	8047.476	208.551	-4763.984	8051.739	246.118	-4821.877	8059.983	275.508	-4854.663	8072.666	322.105	-4889.190	8094.786	388.965	-4924.422	8125.076	444.764	-4950.113	8165.204	479.046	-4984.178	8219.852	465.878	-4973.859	8281.086
28229	157.69832	-55.218	-4567.461	8008.863	-12.263	-4594.415	8026.997	9.571	-4668.271	8026.577	31.696	-4708.306	8046.332	88.686	-4696.460	8038.483	152.438	-4709.592	8038.652	201.194	-4756.482	8043.577	238.412	-4814.738	8051.527	267.642	-4847.946	8063.592	314.285	-4882.409	8085.736	380.995	-4915.927	8117.632	437.748	-4937.985	8158.520	478.074	-4966.294	8212.262	469.160	-4960.810	8279.279
28230	157.70391	-59.626	-4561.173	7996.098	-16.879	-4587.790	8015.129	4.252	-4661.217	8015.306	23.724	-4703.115	8036.303	80.626	-4691.587	8028.787	144.522	-4702.641	8029.648	193.862	-4748.924	8035.100	230.883	-4807.502	8042.659	259.930	-4840.834	8054.363	306.475	-4875.551	8076.443	372.949	-4907.327	8109.903	430.527	-4925.956	8151.548	475.969	-4949.077	8203.994	467.520	-4950.560	8271.790
28231	157.70950	-63.920	-4554.960	7983.239	-21.386	-4581.211	8003.050	-1.320	-4654.561	8004.208	16.022	-4697.866	8025.656	72.470	-4686.836	8018.930	136.751	-4695.833	8020.192	186.445	-4741.393	8026.090	223.270	-4800.202	8033.759	252.308	-4834.022	8044.754	298.621	-4868.496	8067.005	364.969	-4899.133	8101.851	423.133	-4913.490	8144.262	472.776	-4932.310	8194.672	472.719	-4937.721	8264.681
