NO_OF_FRAMES	198
NO_OF_CAMERAS	23
NO_OF_MARKERS	16
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-26, 16:33:32	87569.97314108
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15	16
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	15 X	15 Y	15 Z	16 X	16 Y	16 Z	
3605	20.13408	1061.506	-4541.154	7734.150	1046.224	-4618.946	7757.419	995.740	-4646.059	7752.721	901.801	-4642.588	7750.320	864.248	-4716.512	7767.425	840.209	-4784.652	7788.362	806.226	-4840.046	7823.051	770.667	-4881.272	7859.950	731.086	-4911.406	7899.779	673.184	-4933.754	7928.026	626.366	-4944.495	7975.989	609.483	-4967.996	8056.047	616.462	-4985.776	8124.756	618.608	-5009.278	8211.909	598.311	-5057.749	8286.114	547.038	-5117.320	8346.083
3606	20.13966	1063.283	-4537.357	7718.712	1049.318	-4615.163	7742.830	999.731	-4644.131	7738.730	905.766	-4638.608	7735.330	866.747	-4711.518	7752.805	843.933	-4780.092	7773.635	811.503	-4836.369	7808.456	777.098	-4878.062	7845.896	738.324	-4908.214	7886.368	680.931	-4930.438	7915.531	634.342	-4940.559	7963.956	617.438	-4962.956	8044.556	623.977	-4979.635	8113.430	626.858	-4999.840	8201.389	606.177	-5040.958	8280.064	554.269	-5092.196	8347.723
3607	20.14525	1064.985	-4533.624	7703.279	1052.409	-4611.391	7727.951	1003.681	-4642.145	7724.442	909.834	-4634.884	7720.002	869.278	-4706.649	7737.773	847.649	-4775.677	7758.584	816.757	-4832.680	7793.421	783.414	-4874.710	7831.431	745.519	-4905.189	7872.581	688.738	-4927.181	7902.833	642.515	-4936.704	7951.698	625.018	-4958.293	8033.277	631.336	-4973.397	8101.912	634.648	-4990.297	8190.503	613.974	-5024.110	8272.852	562.419	-5066.287	8347.986
3608	20.15084	1066.674	-4529.810	7687.720	1055.576	-4607.694	7712.793	1007.738	-4640.116	7709.998	914.009	-4631.213	7704.445	871.717	-4701.762	7722.348	851.316	-4771.240	7743.076	821.874	-4828.886	7778.067	789.636	-4871.288	7816.522	752.697	-4901.984	7858.394	696.703	-4923.981	7889.849	650.949	-4932.889	7939.250	633.627	-4952.753	8020.944	638.741	-4966.872	8090.128	642.211	-4980.650	8179.289	621.235	-5007.958	8264.501	571.461	-5038.510	8345.980
3609	20.15642	1068.215	-4525.991	7672.190	1058.546	-4603.457	7697.795	1011.856	-4638.069	7695.305	918.278	-4627.662	7688.669	874.253	-4696.975	7706.343	854.873	-4766.824	7727.197	826.832	-4824.931	7762.373	795.687	-4867.717	7801.352	759.907	-4898.620	7843.964	704.750	-4920.998	7876.610	659.432	-4929.350	7926.556	641.799	-4947.709	8008.741	646.060	-4960.271	8078.185	649.541	-4970.806	8167.675	628.892	-4991.399	8254.991	580.942	-5010.756	8340.973
3610	20.16201	1069.713	-4522.192	7656.683	1061.764	-4599.928	7682.074	1015.576	-4635.759	7680.993	922.557	-4624.338	7672.633	876.828	-4692.292	7690.056	858.287	-4762.396	7710.926	831.681	-4820.991	7746.369	801.657	-4864.071	7785.824	767.083	-4895.394	7829.251	712.917	-4917.893	7863.229	667.993	-4925.864	7913.616	649.733	-4943.057	7996.640	652.822	-4953.614	8066.407	656.574	-4960.790	8155.709	636.596	-4974.947	8244.459	590.511	-4983.619	8333.300
3611	20.16760	1071.236	-4518.396	7641.103	1064.905	-4596.381	7666.030	1019.850	-4633.680	7665.730	926.968	-4621.236	7656.218	879.298	-4687.577	7673.272	861.610	-4757.948	7694.385	836.294	-4816.867	7730.119	807.569	-4860.310	7770.118	774.223	-4891.997	7814.223	721.132	-4914.871	7849.523	676.663	-4922.441	7900.330	658.128	-4937.900	7983.775	660.370	-4946.409	8053.866	663.685	-4950.676	8143.358	644.326	-4958.675	8233.113	599.798	-4957.660	8323.188
3612	20.17318	1072.712	-4514.565	7625.399	1068.092	-4592.824	7649.743	1024.125	-4631.492	7650.223	931.446	-4618.420	7639.438	881.802	-4682.916	7656.134	864.813	-4753.476	7677.373	840.825	-4812.746	7713.486	813.360	-4856.554	7754.051	781.344	-4888.525	7798.931	729.474	-4911.748	7835.524	685.407	-4919.185	7886.804	666.587	-4932.656	7970.614	667.960	-4939.047	8040.908	670.784	-4940.199	8130.527	652.108	-4942.479	8220.731	608.656	-4933.231	8310.861
3613	20.17877	1074.189	-4510.755	7609.551	1071.301	-4589.261	7633.139	1028.459	-4629.277	7634.456	936.016	-4615.985	7622.254	884.293	-4678.405	7638.643	867.832	-4749.046	7660.133	845.154	-4808.581	7696.615	819.057	-4852.584	7737.731	788.420	-4884.959	7783.370	737.802	-4908.776	7821.299	694.215	-4915.946	7872.955	675.115	-4927.473	7957.040	675.631	-4931.432	8027.474	677.959	-4929.370	8117.179	659.896	-4926.497	8207.497	617.039	-4910.535	8297.170
3614	20.18436	1075.570	-4508.087	7593.619	1074.462	-4585.693	7616.383	1032.774	-4626.970	7618.446	940.537	-4613.690	7604.780	886.742	-4673.831	7620.811	870.721	-4744.625	7642.591	849.406	-4804.327	7679.492	824.754	-4848.573	7721.282	795.524	-4881.276	7767.598	746.262	-4905.778	7806.792	703.088	-4912.713	7858.821	683.679	-4922.209	7943.079	683.440	-4923.723	8013.602	685.237	-4918.279	8103.224	667.641	-4910.509	8193.370	625.284	-4889.642	8282.382
