NO_OF_FRAMES	307
NO_OF_CAMERAS	23
NO_OF_MARKERS	15
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-21, 16:08:28	91054.55455180
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	15 X	15 Y	15 Z	
3281	18.32402	505.023	-4646.949	8424.481	520.646	-4703.125	8417.332	NA	NA	NA	543.820	-4798.638	8340.535	471.975	-4853.946	8324.222	NA	NA	NA	493.194	-4933.821	8260.684	510.291	-4971.280	8208.642	488.663	-5027.353	8209.999	NA	NA	NA	476.267	-5085.849	8318.035	NA	NA	NA	NA	NA	NA	478.470	-5308.837	8342.084	443.935	-5431.178	8310.082
3282	18.32961	504.112	-4633.085	8428.585	519.453	-4689.734	8423.498	NA	NA	NA	548.372	-4783.191	8342.968	471.157	-4837.942	8325.795	NA	NA	NA	490.561	-4926.311	8272.451	508.429	-4963.377	8218.602	511.220	-5018.855	8205.286	NA	NA	NA	477.682	-5081.434	8316.350	NA	NA	NA	NA	NA	NA	474.441	-5303.400	8347.346	444.944	-5429.971	8310.486
3283	18.33520	503.268	-4620.148	8432.477	532.431	-4678.724	8428.883	NA	NA	NA	550.608	-4768.525	8345.400	470.276	-4822.306	8325.982	NA	NA	NA	NA	NA	NA	507.155	-4955.919	8229.207	511.270	-5009.695	8207.318	NA	NA	NA	478.920	-5076.771	8314.020	NA	NA	NA	NA	NA	NA	469.863	-5298.052	8352.428	422.136	-5419.162	8325.081
3284	18.34078	502.441	-4607.025	8435.500	533.013	-4665.976	8433.433	NA	NA	NA	551.459	-4754.591	8348.033	469.344	-4806.984	8326.114	NA	NA	NA	NA	NA	NA	506.764	-4948.766	8240.253	510.830	-5000.127	8211.112	NA	NA	NA	480.062	-5072.423	8311.025	NA	NA	NA	NA	NA	NA	465.197	-5293.754	8356.521	421.003	-5414.163	8328.597
3285	18.34637	501.886	-4595.105	8439.066	532.300	-4653.301	8437.463	NA	NA	NA	551.977	-4741.127	8350.509	468.420	-4791.988	8326.181	NA	NA	NA	NA	NA	NA	507.852	-4941.263	8250.831	510.095	-4990.461	8216.332	NA	NA	NA	480.363	-5068.606	8306.654	NA	NA	NA	NA	NA	NA	470.287	-5288.560	8358.357	420.496	-5407.512	8332.788
3286	18.35196	501.600	-4583.088	8441.816	530.469	-4640.915	8441.228	NA	NA	NA	NA	NA	NA	467.672	-4776.926	8325.063	NA	NA	NA	NA	NA	NA	510.488	-4933.186	8260.657	NA	NA	NA	NA	NA	NA	504.604	-5066.111	8296.272	NA	NA	NA	NA	NA	NA	476.601	-5282.697	8357.674	422.455	-5400.609	8337.715
3287	18.35754	501.492	-4571.154	8444.177	532.064	-4628.796	8444.518	NA	NA	NA	NA	NA	NA	466.810	-4762.599	8325.665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	483.695	-5277.321	8354.405	425.849	-5393.754	8342.523
3288	18.36313	499.704	-4559.357	8447.709	531.632	-4616.733	8447.417	NA	NA	NA	NA	NA	NA	466.871	-4749.144	8327.116	549.360	-4801.267	8318.796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	490.550	-5271.964	8350.335	428.436	-5387.067	8346.832
3289	18.36872	497.515	-4547.732	8451.541	532.260	-4604.645	8449.724	NA	NA	NA	NA	NA	NA	466.156	-4735.910	8329.649	551.411	-4787.575	8318.489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	496.721	-5267.213	8345.425	429.692	-5380.577	8351.013
3290	18.37430	496.205	-4536.315	8454.800	532.639	-4592.355	8450.441	NA	NA	NA	NA	NA	NA	NA	NA	NA	552.758	-4774.307	8317.752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	502.106	-5263.008	8339.552	429.843	-5373.671	8355.108
