NO_OF_FRAMES	239
NO_OF_CAMERAS	23
NO_OF_MARKERS	16
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-27, 14:31:07	19361.59622801
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15	16
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	15 X	15 Y	15 Z	16 X	16 Y	16 Z	
2002	11.17877	475.570	-4949.216	8082.751	500.743	-5023.411	8045.350	474.069	-5053.339	7995.230	438.025	-5042.076	7908.144	462.545	-5105.293	7865.979	485.119	-5133.180	7920.957	487.652	-5134.909	7993.240	482.948	-5120.292	8055.177	461.240	-5088.836	8105.102	445.262	-5054.394	8163.495	464.717	-5046.339	8229.964	500.523	-5101.954	8278.694	555.700	-5092.092	8308.427	619.296	-5037.914	8335.976	638.805	-4985.926	8398.515	635.681	-4978.539	8499.611
2003	11.18436	473.661	-4943.788	8081.281	501.294	-5018.339	8045.656	475.516	-5050.671	7996.629	438.290	-5040.925	7909.732	460.276	-5103.069	7864.565	483.857	-5133.046	7917.762	486.980	-5136.319	7989.993	483.316	-5122.061	8052.063	461.979	-5089.940	8101.772	445.783	-5054.877	8159.728	463.456	-5043.683	8226.105	500.374	-5096.590	8277.139	555.448	-5082.985	8305.809	615.168	-5024.703	8332.700	630.569	-4969.147	8394.035	628.429	-4952.300	8494.336
2004	11.18994	471.586	-4938.196	8079.475	501.796	-5013.014	8045.287	476.818	-5047.588	7997.544	438.408	-5039.834	7911.023	458.482	-5100.963	7862.833	482.457	-5133.078	7914.659	486.219	-5137.637	7986.807	NA	NA	NA	462.599	-5091.120	8098.626	446.698	-5055.277	8155.885	462.308	-5041.363	8222.134	499.789	-5091.447	8275.756	554.788	-5074.011	8303.115	610.704	-5011.522	8328.537	621.273	-4952.599	8388.645	621.318	-4927.433	8487.077
2005	11.19553	469.401	-4932.483	8077.228	501.906	-5007.455	8044.482	479.336	-5045.077	8000.580	438.753	-5038.541	7911.657	456.440	-5099.071	7861.428	480.961	-5133.136	7911.733	NA	NA	NA	NA	NA	NA	463.456	-5092.193	8095.417	447.353	-5055.702	8152.227	461.161	-5039.204	8218.298	498.907	-5086.375	8274.323	553.535	-5065.262	8300.359	610.677	-4998.880	8322.467	611.240	-4934.485	8380.830	613.987	-4903.690	8478.115
2006	11.20112	467.131	-4926.606	8074.566	501.780	-5001.776	8043.071	479.362	-5041.372	8000.619	439.119	-5037.389	7911.826	454.896	-5097.225	7859.704	479.551	-5133.260	7908.662	NA	NA	NA	483.439	-5125.724	8042.574	464.269	-5093.074	8092.135	448.050	-5056.169	8148.679	460.115	-5037.074	8214.217	499.090	-5087.087	8272.123	552.794	-5059.993	8296.563	603.396	-4986.459	8317.170	605.017	-4916.499	8372.208	606.277	-4878.807	8464.777
2007	11.20670	464.553	-4920.582	8071.161	501.627	-4995.742	8040.864	NA	NA	NA	439.628	-5036.239	7911.480	453.367	-5095.457	7858.025	478.136	-5133.123	7905.568	NA	NA	NA	483.476	-5126.881	8039.470	465.601	-5093.834	8088.641	448.841	-5056.388	8144.845	458.993	-5035.037	8210.060	497.749	-5082.656	8270.032	550.521	-5052.560	8292.752	595.418	-4974.621	8311.386	592.386	-4901.976	8363.163	626.641	-4857.192	8452.112
2008	11.21229	462.082	-4914.551	8067.512	501.099	-4989.846	8038.146	NA	NA	NA	439.665	-5034.877	7911.109	451.918	-5093.770	7856.346	481.621	-5133.758	7900.302	NA	NA	NA	483.814	-5127.906	8036.103	466.869	-5094.533	8085.187	449.562	-5056.475	8141.082	457.902	-5033.000	8205.829	496.233	-5078.279	8267.665	547.607	-5045.032	8288.860	586.584	-4963.706	8305.075	579.147	-4888.130	8352.878	622.947	-4837.403	8437.835
2009	11.21788	459.472	-4908.486	8063.367	500.536	-4983.549	8034.680	NA	NA	NA	440.074	-5033.433	7909.940	450.699	-5092.371	7854.617	480.368	-5134.146	7897.171	NA	NA	NA	484.122	-5128.939	8032.786	467.935	-5094.975	8081.864	450.225	-5056.847	8137.369	457.036	-5031.012	8201.332	494.266	-5073.944	8265.350	544.238	-5037.811	8284.654	576.461	-4953.703	8298.476	565.774	-4875.422	8341.352	612.829	-4819.064	8421.758
2010	11.22346	456.711	-4902.417	8058.617	499.561	-4977.359	8030.749	NA	NA	NA	440.524	-5031.617	7908.296	449.691	-5090.920	7852.732	478.746	-5134.527	7894.366	NA	NA	NA	484.491	-5129.833	8029.326	469.134	-5095.486	8078.380	450.876	-5056.644	8133.383	456.288	-5029.151	8196.672	492.030	-5069.640	8262.931	540.706	-5030.977	8280.464	566.217	-4944.708	8291.122	551.327	-4864.146	8328.971	601.555	-4801.946	8404.039
2011	11.22905	460.005	-4896.882	8049.477	498.578	-4970.972	8026.092	NA	NA	NA	440.944	-5029.811	7906.281	448.649	-5089.480	7850.813	477.418	-5134.631	7891.190	NA	NA	NA	484.623	-5130.745	8026.115	470.444	-5095.670	8074.626	451.616	-5056.295	8129.112	455.779	-5027.093	8191.728	491.214	-5065.661	8260.590	540.037	-5024.719	8275.451	555.906	-4936.794	8283.149	536.903	-4854.568	8315.480	NA	NA	NA
2012	11.23464	465.779	-4891.528	8038.419	497.424	-4964.698	8020.856	NA	NA	NA	441.543	-5027.667	7903.741	447.756	-5088.274	7848.781	476.035	-5135.077	7888.152	NA	NA	NA	484.855	-5131.653	8022.762	471.603	-5096.030	8070.939	452.330	-5055.803	8124.719	455.336	-5025.260	8186.690	488.392	-5061.697	8257.659	535.167	-5018.897	8271.688	545.528	-4929.886	8274.751	522.129	-4846.199	8301.020	NA	NA	NA
2013	11.24022	477.888	-4886.100	8018.920	496.213	-4958.334	8014.977	NA	NA	NA	442.167	-5025.260	7900.677	446.828	-5086.909	7846.704	472.749	-5135.760	7886.298	NA	NA	NA	484.682	-5132.437	8019.589	472.743	-5096.142	8067.033	453.224	-5055.018	8120.144	454.927	-5023.519	8181.607	486.077	-5057.749	8254.646	529.883	-5014.100	8268.792	535.005	-4924.792	8266.257	508.192	-4839.989	8285.487	NA	NA	NA
