NO_OF_FRAMES	277
NO_OF_CAMERAS	23
NO_OF_MARKERS	16
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-27, 15:18:32	22206.69471503
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15	16
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	15 X	15 Y	15 Z	16 X	16 Y	16 Z	
40293	225.09497	NA	NA	NA	-54.698	-5282.577	8231.809	5.619	-5241.725	8215.349	19.314	-5157.170	8185.985	50.460	-5090.935	8157.490	130.665	-5055.273	8148.285	192.747	-5036.085	8155.996	247.289	-5018.133	8167.408	NA	NA	NA	366.349	-4993.833	8199.314	432.791	-5015.190	8225.136	477.265	-5065.328	8239.987	494.670	-5127.639	8272.221	554.876	-5167.753	8258.526	560.241	-5140.130	8197.721	608.862	-5133.308	8132.135
40294	225.10056	NA	NA	NA	-63.209	-5283.766	8221.832	-2.836	-5242.419	8207.727	11.383	-5158.556	8178.826	40.929	-5091.272	8150.838	120.844	-5055.242	8141.365	183.275	-5037.190	8149.357	238.087	-5020.387	8160.845	NA	NA	NA	356.888	-4996.382	8194.253	423.863	-5013.679	8221.530	472.487	-5059.060	8237.639	493.023	-5121.954	8266.584	554.859	-5165.980	8270.209	560.761	-5145.166	8205.769	592.650	-5134.881	8146.415
40295	225.10615	NA	NA	NA	-71.800	-5284.855	8211.726	-10.782	-5244.125	8199.060	3.346	-5159.431	8172.096	31.628	-5091.719	8143.976	111.144	-5055.142	8134.239	173.944	-5038.226	8142.262	229.008	-5022.589	8154.207	NA	NA	NA	347.466	-4999.026	8188.837	414.706	-5012.699	8217.470	465.565	-5048.576	8235.390	490.159	-5116.773	8261.802	NA	NA	NA	563.753	-5153.109	8219.767	583.442	-5137.235	8156.322
40296	225.11173	NA	NA	NA	-80.327	-5285.743	8201.103	-18.672	-5245.803	8189.976	-4.364	-5160.860	8164.323	22.488	-5092.204	8136.951	101.656	-5054.980	8126.893	164.689	-5039.175	8134.968	219.965	-5024.715	8147.173	NA	NA	NA	338.184	-5001.648	8183.073	405.481	-5012.250	8212.975	458.763	-5043.727	8232.293	489.089	-5108.354	8258.979	NA	NA	NA	566.925	-5159.030	8232.975	575.185	-5139.111	8165.911
40297	225.11732	NA	NA	NA	-88.876	-5286.574	8190.274	-26.655	-5247.456	8180.583	-12.038	-5162.270	8156.230	13.562	-5092.746	8129.724	92.226	-5054.807	8119.346	155.561	-5040.045	8127.445	211.050	-5026.805	8140.119	NA	NA	NA	328.867	-5004.265	8176.686	396.155	-5012.219	8208.006	450.984	-5039.325	8228.728	487.447	-5100.722	8255.487	NA	NA	NA	567.987	-5158.000	8238.648	567.996	-5140.839	8175.820
40298	225.12291	NA	NA	NA	-97.337	-5287.298	8179.097	-34.586	-5249.090	8170.876	-19.658	-5163.663	8147.929	4.824	-5093.381	8122.323	82.981	-5054.606	8111.684	146.537	-5040.875	8119.816	202.239	-5028.839	8132.624	NA	NA	NA	319.680	-5006.920	8169.938	386.830	-5012.571	8202.559	442.810	-5035.554	8224.678	485.955	-5092.392	8251.743	NA	NA	NA	568.964	-5157.452	8254.399	561.598	-5141.925	8185.626
40299	225.12849	NA	NA	NA	-105.917	-5287.997	8167.685	-42.642	-5250.656	8160.909	-27.193	-5165.051	8139.378	-3.748	-5094.041	8114.680	73.791	-5054.424	8103.895	137.556	-5041.636	8112.040	193.459	-5030.776	8124.958	NA	NA	NA	310.793	-5009.661	8163.090	377.574	-5013.145	8196.676	434.159	-5032.269	8220.212	485.591	-5091.460	8246.563	NA	NA	NA	569.321	-5149.755	8273.205	556.406	-5144.131	8196.091
40300	225.13408	NA	NA	NA	-114.429	-5288.492	8155.929	-50.680	-5252.167	8150.570	-34.757	-5166.387	8130.689	-12.189	-5094.802	8106.777	64.775	-5054.214	8095.861	128.783	-5042.383	8103.896	184.797	-5032.636	8117.085	NA	NA	NA	301.931	-5012.383	8155.900	368.335	-5013.893	8190.369	425.342	-5029.522	8215.287	482.481	-5083.158	8242.029	NA	NA	NA	567.396	-5142.519	8290.397	552.529	-5147.234	8207.402
40301	225.13966	NA	NA	NA	-122.918	-5288.948	8143.926	-58.609	-5253.737	8139.892	-42.052	-5167.808	8121.402	-20.421	-5095.633	8098.603	55.874	-5054.041	8087.693	120.074	-5043.132	8095.728	176.261	-5034.435	8109.000	NA	NA	NA	293.210	-5015.053	8148.466	359.217	-5014.721	8183.630	416.334	-5027.125	8209.791	477.843	-5075.376	8237.477	506.089	-5119.207	8301.626	563.082	-5135.058	8305.528	550.079	-5151.008	8219.752
40302	225.14525	NA	NA	NA	-131.346	-5289.327	8131.541	-66.656	-5255.230	8129.013	-49.366	-5169.178	8111.471	-28.501	-5096.584	8090.205	47.128	-5053.930	8079.365	111.416	-5043.825	8087.301	167.773	-5036.148	8100.584	NA	NA	NA	284.547	-5017.680	8140.694	350.136	-5015.721	8176.519	407.356	-5024.991	8203.821	471.750	-5068.264	8232.848	498.551	-5111.042	8298.375	556.271	-5126.690	8318.150	549.166	-5155.228	8233.329
