NO_OF_FRAMES	244
NO_OF_CAMERAS	23
NO_OF_MARKERS	14
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-26, 12:41:59	73676.25925262
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	
7093	39.62011	305.043	-4635.914	7610.156	307.934	-4682.847	7631.740	365.109	-4712.894	7658.204	380.866	-4751.835	7688.724	353.327	-4797.759	7704.325	346.209	-4843.556	7743.878	379.922	-4863.149	7797.963	409.481	-4873.034	7855.205	430.701	-4887.018	7897.769	458.217	-4910.195	7948.946	491.173	-4947.820	8011.137	508.473	-4991.762	8066.740	509.108	-5047.399	8124.067	490.301	-5097.296	8098.488
7094	39.62570	303.576	-4631.749	7597.133	305.790	-4678.129	7619.663	364.125	-4708.239	7644.109	381.006	-4745.742	7675.510	353.105	-4791.823	7690.158	344.145	-4838.902	7727.846	377.095	-4859.590	7781.555	406.001	-4869.100	7839.229	426.775	-4882.598	7882.346	454.277	-4904.021	7934.241	488.823	-4939.313	7997.079	510.673	-4982.609	8051.394	515.729	-5038.709	8108.207	491.482	-5095.908	8098.655
7095	39.63128	302.133	-4627.532	7583.711	303.651	-4673.697	7606.866	362.322	-4703.069	7630.457	381.071	-4739.790	7662.025	352.865	-4785.713	7676.021	342.143	-4834.017	7711.551	374.336	-4856.073	7765.109	402.663	-4865.727	7823.070	422.864	-4878.230	7867.314	450.324	-4897.735	7919.175	486.451	-4930.949	7982.599	512.551	-4973.063	8035.804	521.592	-5030.034	8091.321	497.508	-5091.837	8100.719
7096	39.63687	300.684	-4623.281	7570.143	301.508	-4669.193	7593.731	360.393	-4697.590	7616.709	381.043	-4733.731	7648.295	352.667	-4779.804	7661.548	340.227	-4829.066	7695.172	371.479	-4852.710	7748.228	399.422	-4861.973	7806.598	419.177	-4873.774	7851.178	446.487	-4891.800	7903.682	483.730	-4922.572	7968.274	514.000	-4963.311	8019.888	526.143	-5021.227	8073.601	507.644	-5083.430	8100.876
7097	39.64246	299.288	-4618.997	7556.136	299.343	-4664.614	7580.295	358.383	-4691.208	7602.615	380.931	-4727.729	7634.330	352.479	-4773.824	7646.940	338.337	-4824.006	7678.633	368.696	-4849.155	7731.247	396.276	-4858.304	7789.695	415.613	-4869.550	7834.647	442.796	-4885.851	7887.742	481.148	-4914.225	7952.973	515.000	-4953.325	8003.641	529.771	-5011.913	8055.515	519.566	-5069.208	8098.372
7098	39.64804	297.919	-4614.616	7541.910	297.215	-4660.006	7566.628	356.302	-4686.355	7588.521	380.720	-4721.665	7619.922	352.331	-4767.944	7632.069	336.486	-4818.771	7661.896	365.880	-4845.677	7713.983	393.232	-4854.763	7772.598	412.220	-4865.232	7817.800	439.165	-4880.092	7871.414	478.506	-4905.848	7937.141	515.472	-4943.177	7986.981	533.110	-5002.248	8037.517	531.531	-5050.515	8091.850
7099	39.65363	296.527	-4610.223	7527.399	295.105	-4655.324	7552.625	354.175	-4681.603	7574.139	380.409	-4715.699	7605.383	352.272	-4761.935	7617.120	334.589	-4813.426	7645.037	363.088	-4842.061	7696.386	390.225	-4851.071	7755.237	408.854	-4861.010	7800.613	435.611	-4874.481	7854.634	476.017	-4897.541	7920.856	515.352	-4933.196	7970.038	536.482	-4991.882	8019.805	543.493	-5029.862	8080.873
7100	39.65922	295.146	-4605.836	7512.728	293.044	-4650.652	7538.380	351.956	-4676.890	7559.559	379.975	-4709.708	7590.576	352.254	-4756.276	7601.920	332.721	-4808.086	7628.031	360.263	-4838.353	7678.722	387.350	-4847.378	7737.391	405.610	-4857.006	7783.165	432.112	-4869.022	7837.604	473.398	-4888.965	7904.251	514.717	-4923.448	7952.869	540.243	-4980.471	8002.375	554.566	-5008.862	8066.548
7101	39.66480	293.813	-4601.444	7497.755	291.008	-4646.021	7523.806	349.719	-4672.255	7544.789	379.418	-4703.792	7575.590	352.125	-4750.516	7586.515	330.813	-4802.515	7610.674	357.361	-4834.367	7660.644	384.527	-4843.615	7719.341	402.472	-4853.049	7765.219	428.656	-4863.669	7820.102	470.747	-4880.600	7887.074	513.670	-4913.635	7935.424	544.294	-4968.214	7984.986	565.791	-4988.412	8049.907
7102	39.67039	292.515	-4597.077	7482.528	288.978	-4641.390	7508.914	347.483	-4667.637	7529.645	378.758	-4697.754	7560.335	351.983	-4744.757	7570.903	328.878	-4796.924	7593.302	354.514	-4830.524	7642.419	381.793	-4839.784	7701.008	399.401	-4849.062	7746.994	425.317	-4858.382	7802.189	468.043	-4872.560	7869.442	510.946	-4903.471	7918.568	548.260	-4955.054	7967.332	573.266	-4968.462	8031.864
7103	39.67598	291.193	-4592.607	7467.116	287.003	-4636.772	7493.669	343.828	-4663.007	7515.763	378.014	-4691.893	7544.876	351.771	-4739.031	7555.133	327.017	-4791.127	7575.630	351.555	-4826.510	7624.059	379.179	-4836.009	7682.297	396.431	-4845.150	7728.489	422.018	-4853.208	7783.967	465.151	-4864.664	7851.390	509.587	-4893.369	7900.737	551.859	-4941.277	7949.543	581.001	-4949.278	8012.654
7104	39.68156	289.937	-4588.119	7451.403	284.996	-4632.199	7478.139	341.596	-4658.655	7500.194	377.123	-4686.061	7529.145	351.487	-4733.236	7539.253	325.110	-4785.336	7557.798	348.536	-4822.179	7605.314	376.610	-4831.909	7663.252	393.617	-4841.229	7709.580	418.845	-4848.221	7765.344	462.098	-4856.932	7833.119	507.956	-4883.192	7882.785	554.997	-4927.072	7931.346	587.881	-4931.021	7992.737
7105	39.68715	288.605	-4583.579	7435.485	283.035	-4627.613	7462.272	339.335	-4654.229	7484.337	376.161	-4680.225	7513.105	351.173	-4727.440	7523.235	323.208	-4779.457	7539.686	345.549	-4817.744	7586.355	373.994	-4827.878	7644.061	390.893	-4837.216	7690.388	415.779	-4843.385	7746.327	458.976	-4849.463	7814.426	507.931	-4873.028	7863.935	557.552	-4912.319	7912.673	593.912	-4913.443	7972.273
7106	39.69274	287.153	-4578.803	7419.425	281.050	-4623.035	7446.187	337.048	-4649.875	7468.215	375.144	-4674.503	7496.835	350.791	-4721.736	7507.190	321.342	-4773.508	7521.349	341.988	-4812.747	7567.599	371.426	-4823.755	7624.456	388.286	-4833.081	7670.857	412.791	-4838.756	7726.970	455.828	-4842.136	7795.402	506.246	-4862.075	7845.187	559.575	-4897.130	7893.477	599.175	-4896.749	7951.372
7107	39.69832	285.727	-4574.156	7403.101	279.061	-4618.430	7429.792	334.608	-4645.498	7451.907	374.043	-4668.842	7480.187	350.412	-4715.959	7490.897	319.398	-4767.511	7502.820	338.822	-4807.976	7548.371	368.806	-4819.471	7604.839	385.879	-4828.894	7650.958	409.838	-4834.184	7707.322	452.645	-4835.010	7775.985	504.489	-4851.008	7825.891	560.868	-4881.598	7873.812	603.718	-4880.569	7930.013
7108	39.70391	284.377	-4569.635	7386.516	277.061	-4613.827	7413.104	332.162	-4641.194	7435.466	372.870	-4663.127	7463.302	350.052	-4710.156	7474.219	317.554	-4761.418	7484.137	335.598	-4803.128	7528.726	366.244	-4815.020	7584.751	383.491	-4824.703	7630.832	406.975	-4829.890	7687.320	449.434	-4827.969	7756.220	502.389	-4839.730	7806.291	561.548	-4865.841	7853.529	607.177	-4864.948	7908.282
7109	39.70950	283.131	-4565.090	7369.631	275.027	-4609.258	7396.231	329.633	-4636.905	7418.786	371.654	-4657.400	7446.101	349.711	-4704.518	7457.427	315.764	-4755.071	7465.312	332.365	-4798.333	7508.904	363.674	-4810.572	7564.463	381.261	-4820.322	7610.379	404.269	-4825.636	7666.997	446.245	-4821.127	7736.007	499.971	-4827.778	7786.720	561.156	-4848.936	7834.224	609.419	-4848.629	7885.839
7110	39.71508	281.888	-4560.645	7352.559	272.986	-4604.648	7379.096	327.092	-4632.565	7401.904	370.301	-4651.631	7428.683	349.392	-4698.628	7440.400	314.137	-4748.953	7446.281	329.023	-4793.370	7488.925	361.214	-4806.083	7543.736	379.103	-4815.946	7589.591	401.644	-4821.399	7646.395	443.107	-4814.394	7715.481	497.451	-4816.213	7765.988	560.608	-4832.715	7812.927	611.241	-4834.576	7863.488
7111	39.72067	280.613	-4556.209	7335.132	270.875	-4599.950	7361.729	324.468	-4628.250	7384.663	368.886	-4645.966	7410.919	349.139	-4692.913	7422.925	312.582	-4742.521	7426.714	325.704	-4788.426	7468.641	358.682	-4801.480	7522.865	376.953	-4811.540	7568.612	399.181	-4817.219	7625.413	440.033	-4807.816	7694.521	494.680	-4804.756	7744.724	559.161	-4814.809	7791.506	611.784	-4818.768	7839.971
7112	39.72626	279.351	-4551.816	7317.539	268.762	-4595.259	7344.313	321.821	-4624.119	7367.026	367.309	-4640.140	7392.796	348.882	-4686.980	7405.562	311.150	-4736.041	7407.409	322.319	-4783.272	7448.128	356.046	-4796.754	7501.912	374.994	-4806.998	7547.164	396.811	-4812.924	7604.078	436.940	-4801.324	7673.265	491.623	-4793.564	7722.887	557.278	-4798.530	7769.247	611.674	-4804.925	7816.653
7113	39.73184	277.998	-4547.439	7299.768	266.608	-4590.563	7326.702	319.121	-4619.963	7349.274	365.624	-4634.336	7374.421	348.595	-4681.227	7387.868	309.771	-4729.690	7387.928	318.867	-4778.113	7427.449	353.380	-4792.129	7480.597	373.024	-4802.367	7525.526	394.665	-4808.642	7582.463	433.927	-4794.947	7651.650	488.300	-4782.525	7700.724	554.677	-4782.341	7746.409	610.443	-4788.753	7792.107
7114	39.73743	276.614	-4543.088	7281.776	264.405	-4585.879	7308.852	316.350	-4615.731	7331.169	363.904	-4628.593	7355.691	348.293	-4675.290	7370.108	308.532	-4723.249	7368.247	315.312	-4772.708	7406.542	349.459	-4786.961	7459.879	371.140	-4797.782	7503.520	392.609	-4804.252	7560.455	430.958	-4788.778	7629.644	484.699	-4771.870	7678.186	551.385	-4766.217	7723.179	608.246	-4774.103	7767.672
7115	39.74302	275.180	-4538.749	7263.552	262.200	-4581.275	7290.686	313.652	-4611.387	7312.938	362.140	-4622.846	7336.531	348.029	-4669.350	7352.038	307.385	-4716.856	7348.443	311.741	-4767.269	7385.585	346.688	-4782.137	7438.076	369.322	-4792.808	7481.208	390.700	-4799.824	7538.030	428.092	-4782.650	7607.306	480.878	-4761.420	7655.208	547.499	-4750.486	7699.542	605.015	-4758.515	7742.871
7116	39.74860	273.718	-4534.401	7245.205	259.865	-4576.644	7272.140	310.820	-4606.982	7294.455	360.360	-4617.162	7317.099	347.655	-4663.247	7333.707	306.266	-4710.344	7328.597	308.104	-4761.740	7364.294	345.046	-4777.714	7414.691	367.544	-4787.942	7458.497	388.927	-4795.372	7515.313	425.321	-4776.420	7584.319	476.906	-4751.215	7631.617	542.983	-4734.876	7675.486	600.925	-4742.316	7718.020
7117	39.75419	272.205	-4530.015	7226.551	257.542	-4572.117	7253.414	308.033	-4602.628	7275.907	358.501	-4611.401	7297.370	347.300	-4657.221	7315.111	305.188	-4704.045	7308.533	304.458	-4755.976	7342.854	342.035	-4772.758	7392.374	365.705	-4782.881	7435.540	387.269	-4790.596	7492.210	422.585	-4770.571	7561.282	472.799	-4742.509	7607.395	537.810	-4719.780	7650.990	595.588	-4725.443	7693.999
7118	39.75978	270.607	-4525.615	7207.762	255.260	-4567.600	7234.340	305.201	-4598.233	7257.114	356.509	-4605.733	7277.490	346.890	-4651.181	7296.277	304.077	-4697.477	7288.413	301.293	-4750.711	7320.747	338.960	-4767.854	7369.757	363.903	-4777.754	7412.275	385.810	-4785.915	7468.724	419.955	-4764.362	7537.970	468.353	-4732.999	7583.444	532.073	-4705.354	7626.276	590.075	-4709.866	7668.707
