NO_OF_FRAMES	259
NO_OF_CAMERAS	23
NO_OF_MARKERS	14
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-22, 12:11:47	7589.68591228
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	
1	0.00000	587.581	-4293.609	8232.294	563.451	-4389.144	8230.256	577.722	-4457.462	8239.253	NA	NA	NA	538.183	-4551.275	8205.127	487.590	-4592.929	8189.786	457.306	-4639.412	8179.088	NA	NA	NA	NA	NA	NA	450.400	-4845.457	8178.457	446.013	-4910.955	8196.570	436.957	-4974.874	8220.247	438.105	-5091.644	8277.726	495.298	-5185.466	8326.810
2	0.00559	589.835	-4287.020	8223.095	563.831	-4382.412	8221.039	593.316	-4449.588	8219.096	NA	NA	NA	540.587	-4543.979	8196.319	488.691	-4584.202	8180.708	457.619	-4629.816	8170.169	445.007	-4697.016	8157.602	NA	NA	NA	451.611	-4835.393	8168.763	448.070	-4900.729	8188.085	438.103	-4964.170	8213.322	437.614	-5079.515	8272.855	490.138	-5174.034	8332.124
3	0.01117	591.916	-4280.743	8213.607	564.310	-4375.738	8211.502	594.639	-4442.745	8209.507	NA	NA	NA	542.919	-4536.687	8187.169	489.760	-4575.528	8171.285	459.955	-4620.094	8160.152	444.610	-4687.136	8148.149	NA	NA	NA	452.019	-4825.642	8158.976	449.479	-4890.624	8179.190	439.222	-4954.194	8205.801	437.390	-5067.232	8267.751	484.600	-5161.983	8336.251
4	0.01676	593.771	-4274.722	8203.789	564.778	-4368.820	8201.563	584.739	-4438.594	8208.567	NA	NA	NA	NA	NA	NA	490.970	-4566.902	8161.595	459.938	-4609.809	8150.610	444.003	-4677.254	8138.612	442.660	-4745.992	8136.482	452.173	-4815.760	8149.137	448.543	-4874.298	8168.946	439.691	-4937.447	8198.161	437.470	-5046.983	8260.737	478.031	-5156.729	8332.076
5	0.02235	595.703	-4268.749	8193.873	565.263	-4362.489	8191.200	586.626	-4431.942	8198.633	NA	NA	NA	NA	NA	NA	492.354	-4558.132	8151.625	458.710	-4600.230	8141.496	443.468	-4666.988	8128.822	441.743	-4736.149	8126.674	449.498	-4799.548	8137.242	451.485	-4870.402	8160.177	441.029	-4926.723	8190.099	437.150	-5035.184	8255.579	472.145	-5142.210	8334.217
6	0.02793	597.454	-4262.864	8183.637	565.538	-4356.153	8180.603	588.468	-4425.320	8188.577	NA	NA	NA	549.838	-4514.943	8158.518	493.767	-4549.412	8141.486	459.102	-4590.536	8131.369	442.475	-4657.126	8119.106	441.080	-4726.193	8116.478	449.559	-4789.557	8127.001	452.379	-4860.312	8150.224	442.364	-4915.837	8181.788	436.702	-5022.771	8249.679	467.546	-5127.238	8333.099
7	0.03352	592.769	-4259.371	8177.839	565.858	-4348.359	8169.802	589.183	-4417.436	8180.392	NA	NA	NA	552.051	-4507.778	8148.423	495.157	-4540.709	8131.037	459.743	-4580.075	8120.894	441.763	-4645.843	8108.871	440.183	-4714.404	8106.104	449.252	-4778.201	8116.783	450.985	-4842.183	8140.036	444.414	-4910.805	8173.124	436.165	-5009.194	8243.334	461.594	-5111.357	8332.994
8	0.03911	591.569	-4254.985	8170.021	566.359	-4343.110	8158.445	591.635	-4411.850	8167.611	NA	NA	NA	554.388	-4500.713	8138.138	496.758	-4532.194	8120.306	460.637	-4571.130	8110.052	441.445	-4636.728	8098.117	439.547	-4705.410	8095.455	449.428	-4769.184	8105.415	452.224	-4833.053	8129.078	NA	NA	NA	437.838	-4996.710	8233.826	458.468	-5095.234	8327.847
9	0.04469	593.199	-4249.205	8158.833	566.764	-4336.627	8147.160	596.047	-4396.276	8150.260	NA	NA	NA	556.781	-4493.690	8127.580	498.421	-4523.765	8109.406	461.381	-4561.399	8098.959	440.898	-4626.495	8087.235	438.901	-4695.147	8084.317	449.079	-4758.857	8094.293	453.137	-4822.428	8118.543	NA	NA	NA	433.662	-4984.888	8238.058	447.867	-5080.049	8338.885
10	0.05028	594.541	-4243.458	8147.124	567.074	-4330.640	8135.635	596.992	-4389.559	8138.672	601.641	-4452.032	8139.277	559.046	-4486.734	8116.806	500.112	-4515.442	8098.223	462.096	-4551.986	8087.628	440.562	-4616.568	8075.872	438.010	-4685.298	8073.287	449.149	-4748.933	8083.017	454.174	-4812.258	8107.752	NA	NA	NA	435.116	-4975.334	8233.823	443.412	-5064.189	8335.200
11	0.05587	595.989	-4237.689	8135.193	567.652	-4324.436	8123.750	597.847	-4382.861	8126.811	603.877	-4445.155	8127.960	NA	NA	NA	501.927	-4507.185	8086.771	462.854	-4542.258	8075.912	440.007	-4606.531	8064.414	437.105	-4675.283	8061.999	448.985	-4738.866	8071.482	455.037	-4801.967	8096.543	NA	NA	NA	435.144	-4962.510	8226.703	439.091	-5048.656	8329.960
12	0.06145	597.073	-4232.030	8122.628	567.757	-4318.444	8111.944	598.602	-4376.265	8114.717	606.216	-4438.292	8116.395	NA	NA	NA	503.815	-4499.058	8075.083	463.472	-4532.881	8064.197	439.282	-4596.509	8052.724	436.611	-4665.226	8050.157	448.779	-4728.834	8059.645	459.152	-4788.457	8099.140	NA	NA	NA	435.031	-4949.633	8218.713	435.176	-5033.573	8324.132
13	0.06704	598.218	-4226.344	8109.772	568.071	-4312.336	8099.807	599.234	-4369.726	8102.405	607.387	-4431.871	8105.534	NA	NA	NA	505.771	-4491.070	8063.120	464.647	-4523.428	8051.888	439.222	-4586.401	8040.334	435.937	-4655.172	8038.191	448.419	-4718.764	8047.601	459.830	-4777.794	8087.776	NA	NA	NA	434.983	-4936.616	8210.090	433.262	-5017.641	8308.140
14	0.07263	599.237	-4220.668	8096.451	568.080	-4306.273	8087.672	599.733	-4363.218	8089.848	609.680	-4424.896	8093.378	NA	NA	NA	507.766	-4483.042	8050.881	465.181	-4513.979	8039.836	438.467	-4576.204	8028.196	435.248	-4645.034	8025.989	447.972	-4708.435	8035.309	460.473	-4766.961	8076.038	NA	NA	NA	435.297	-4923.166	8201.823	429.840	-5002.891	8300.324
15	0.07821	599.831	-4214.726	8081.864	563.899	-4297.299	8078.247	600.163	-4356.778	8077.168	611.962	-4417.912	8080.926	557.809	-4456.583	8069.427	509.793	-4474.971	8038.417	466.503	-4504.057	8026.003	437.973	-4565.963	8015.630	434.092	-4634.840	8013.836	447.521	-4698.195	8022.844	461.097	-4756.830	8063.904	NA	NA	NA	434.704	-4906.725	8190.434	425.510	-4993.091	8303.016
