NO_OF_FRAMES	263
NO_OF_CAMERAS	23
NO_OF_MARKERS	14
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-29, 12:11:51	10465.75041744
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	
11279	63.00559	301.382	-4531.651	8065.882	314.712	-4580.458	8084.283	NA	NA	NA	NA	NA	NA	NA	NA	NA	344.050	-4767.145	8067.568	332.165	-4832.017	8091.329	320.991	-4895.396	8114.858	317.491	-4938.163	8132.611	344.355	-4997.618	8147.223	336.701	-5083.179	8166.158	392.908	-5142.566	8153.377	425.767	-5215.648	8166.947	408.725	-5283.900	8195.372
11280	63.01117	300.845	-4529.120	8053.947	313.648	-4577.230	8073.339	NA	NA	NA	296.375	-4671.444	8100.950	NA	NA	NA	340.056	-4760.738	8058.577	329.706	-4825.478	8082.418	318.375	-4888.286	8106.733	320.945	-4926.576	8129.713	339.438	-4990.127	8139.958	NA	NA	NA	386.087	-5135.732	8145.325	417.477	-5209.790	8155.418	404.110	-5270.131	8196.510
11281	63.01676	300.550	-4526.974	8042.021	312.679	-4574.102	8062.280	NA	NA	NA	308.145	-4668.696	8095.146	NA	NA	NA	336.046	-4754.564	8049.203	323.327	-4815.812	8080.649	315.951	-4881.357	8098.306	317.867	-4919.286	8121.692	334.556	-4982.535	8132.484	NA	NA	NA	379.084	-5128.712	8136.970	408.958	-5203.763	8143.950	398.085	-5262.081	8186.793
11282	63.02235	300.128	-4524.917	8029.899	301.555	-4571.504	8054.815	242.955	-4609.448	8095.335	302.752	-4663.475	8086.574	NA	NA	NA	332.177	-4748.188	8039.449	321.023	-4809.206	8070.992	313.628	-4874.314	8089.553	314.865	-4911.818	8113.403	330.028	-4974.860	8124.562	NA	NA	NA	371.794	-5121.600	8128.402	400.426	-5197.271	8132.396	398.038	-5257.108	8168.591
11283	63.02793	299.725	-4522.815	8017.569	301.307	-4568.835	8043.005	243.917	-4603.065	8077.176	297.570	-4658.437	8077.652	281.391	-4690.182	8048.768	328.020	-4741.834	8029.524	318.693	-4802.576	8060.912	311.398	-4867.153	8080.596	311.862	-4904.264	8104.891	325.323	-4967.036	8116.417	NA	NA	NA	358.614	-5115.866	8125.047	391.653	-5190.634	8121.041	391.350	-5249.234	8157.538
11284	63.03352	299.445	-4520.928	8005.074	301.090	-4566.210	8030.890	242.663	-4598.441	8064.500	264.794	-4648.122	8069.486	276.229	-4685.296	8040.551	323.440	-4735.792	8019.616	320.210	-4798.884	8043.224	309.146	-4859.900	8071.278	308.887	-4896.611	8096.135	320.633	-4959.070	8107.919	NA	NA	NA	344.988	-5109.135	8120.449	382.724	-5183.760	8109.703	384.751	-5241.604	8145.798
11285	63.03911	299.118	-4519.168	7992.413	300.786	-4563.696	8018.585	239.518	-4593.534	8049.576	245.468	-4642.929	8064.779	270.863	-4680.407	8032.104	308.303	-4729.637	8014.333	317.819	-4792.204	8032.548	306.946	-4852.799	8061.500	306.074	-4888.955	8086.981	316.149	-4951.082	8099.086	NA	NA	NA	344.010	-5101.067	8106.296	373.691	-5176.656	8098.251	377.554	-5234.092	8133.518
11286	63.04469	298.796	-4517.368	7979.493	300.404	-4561.304	8006.166	240.496	-4590.626	8038.572	239.782	-4637.264	8053.850	265.465	-4675.715	8023.619	303.953	-4723.546	8003.977	315.509	-4785.458	8021.443	304.860	-4845.594	8051.151	303.377	-4881.314	8077.398	311.775	-4942.936	8089.948	NA	NA	NA	336.417	-5093.491	8096.778	364.508	-5169.316	8086.839	370.024	-5226.827	8120.749
11287	63.05028	298.454	-4515.532	7966.462	298.953	-4555.653	7996.856	239.041	-4586.975	8024.559	233.921	-4631.612	8042.456	260.150	-4670.908	8014.953	299.560	-4717.300	7993.432	313.111	-4778.833	8009.955	302.738	-4838.404	8040.622	300.637	-4873.557	8067.419	307.193	-4934.705	8080.629	NA	NA	NA	328.787	-5085.747	8087.089	355.263	-5161.881	8075.328	361.841	-5219.828	8107.620
11288	63.05587	298.085	-4513.910	7953.228	298.631	-4553.699	7983.964	237.632	-4583.035	8010.535	227.364	-4626.066	8030.766	254.641	-4666.242	8006.174	295.105	-4711.143	7982.761	310.724	-4772.124	7998.154	306.895	-4825.771	8034.333	297.940	-4865.728	8056.993	285.430	-4925.801	8078.815	NA	NA	NA	321.415	-5077.873	8076.902	345.928	-5154.257	8063.747	353.728	-5213.021	8094.081
11289	63.06145	297.668	-4512.649	7939.783	298.122	-4552.525	7973.329	236.420	-4579.958	7996.274	221.060	-4620.517	8018.146	249.370	-4661.392	7997.102	290.570	-4704.926	7972.095	308.333	-4765.267	7986.021	304.815	-4818.537	8022.827	295.259	-4857.924	8046.194	281.053	-4917.397	8068.762	NA	NA	NA	313.770	-5069.645	8066.790	336.866	-5146.424	8051.869	345.044	-5206.216	8080.024
11290	63.06704	297.235	-4511.162	7926.183	297.797	-4550.587	7960.038	235.858	-4577.316	7982.487	215.104	-4614.854	8004.704	244.036	-4656.537	7987.832	285.986	-4698.794	7961.309	305.884	-4758.520	7973.637	302.787	-4811.341	8010.888	292.606	-4850.124	8035.014	276.429	-4908.823	8058.453	NA	NA	NA	306.198	-5061.554	8056.472	327.769	-5138.121	8039.906	335.655	-5199.400	8065.744
11291	63.07263	296.757	-4509.716	7912.385	297.406	-4548.733	7946.678	235.816	-4575.643	7968.812	209.566	-4609.352	7990.550	238.710	-4651.711	7978.333	281.531	-4692.558	7950.396	303.382	-4751.657	7960.927	300.791	-4804.143	7998.606	289.987	-4842.280	8023.373	272.002	-4900.270	8047.682	NA	NA	NA	298.501	-5052.972	8046.055	314.009	-5131.272	8032.997	342.408	-5194.197	8044.683
11292	63.07821	296.179	-4508.350	7898.413	297.048	-4547.015	7933.147	235.130	-4573.404	7954.433	204.399	-4603.943	7975.826	233.238	-4646.689	7968.522	276.733	-4686.620	7939.553	300.880	-4744.727	7947.937	298.874	-4796.869	7985.964	287.512	-4834.418	8011.317	267.758	-4891.641	8036.491	NA	NA	NA	NA	NA	NA	304.543	-5122.797	8021.180	331.864	-5187.095	8029.879
11293	63.08380	295.619	-4507.100	7884.355	296.762	-4545.240	7919.465	234.391	-4571.152	7939.763	199.604	-4598.726	7960.668	227.590	-4641.639	7958.321	272.214	-4680.726	7928.935	298.264	-4737.894	7934.761	297.171	-4789.538	7972.919	285.170	-4826.535	7998.921	263.676	-4882.843	8024.903	NA	NA	NA	NA	NA	NA	294.945	-5114.039	8009.182	320.821	-5179.731	8014.870
11294	63.08939	294.928	-4505.788	7870.052	296.516	-4543.537	7905.495	233.717	-4568.913	7925.033	195.222	-4593.578	7945.006	221.851	-4636.482	7947.590	263.553	-4675.382	7916.299	294.327	-4731.088	7923.635	295.475	-4782.259	7959.593	282.852	-4818.730	7986.175	259.762	-4874.001	8012.971	NA	NA	NA	275.911	-5026.536	8013.496	285.126	-5105.056	7997.264	309.505	-5172.158	7999.658
11295	63.09497	294.227	-4504.486	7855.570	296.295	-4541.788	7891.312	233.165	-4566.639	7910.321	191.244	-4588.539	7928.946	216.021	-4631.105	7936.414	254.369	-4670.861	7903.089	291.401	-4724.166	7909.931	293.924	-4775.019	7945.877	280.722	-4810.780	7973.042	255.839	-4865.024	8000.625	NA	NA	NA	268.339	-5017.427	8002.384	275.369	-5095.866	7985.202	297.767	-5164.136	7984.239
11296	63.10056	293.435	-4503.136	7840.941	295.982	-4539.982	7876.924	232.714	-4564.217	7895.570	187.786	-4583.601	7912.647	210.010	-4625.667	7924.536	248.712	-4665.763	7892.059	288.399	-4717.204	7895.980	292.409	-4767.617	7931.871	278.658	-4802.777	7959.558	252.167	-4856.028	7987.675	NA	NA	NA	260.866	-5008.171	7991.017	265.425	-5086.615	7973.101	285.507	-5155.765	7968.858
11297	63.10615	292.581	-4501.783	7826.176	295.675	-4538.073	7862.380	232.371	-4561.900	7880.748	183.495	-4575.661	7902.367	203.477	-4620.547	7915.769	242.926	-4660.812	7880.996	285.194	-4710.194	7881.815	290.943	-4760.270	7917.440	276.701	-4794.771	7945.743	248.448	-4846.886	7974.506	NA	NA	NA	253.210	-4998.512	7979.653	255.365	-5076.831	7961.037	273.111	-5146.905	7953.463
11298	63.11173	291.624	-4500.194	7811.260	295.326	-4536.153	7847.703	232.120	-4559.712	7865.761	181.443	-4570.272	7885.738	202.323	-4612.685	7906.271	237.202	-4656.184	7869.772	281.581	-4703.227	7867.722	289.573	-4752.868	7902.794	274.726	-4786.773	7931.487	244.817	-4837.563	7961.005	NA	NA	NA	245.661	-4988.949	7967.938	245.472	-5067.116	7948.826	256.832	-5138.982	7942.664
