NO_OF_FRAMES	230
NO_OF_CAMERAS	23
NO_OF_MARKERS	13
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-29, 14:44:03	19597.84879114
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	
13781	76.98324	478.729	-4262.312	8233.047	421.772	-4359.018	8209.625	NA	NA	NA	497.943	-4503.980	8156.797	507.968	-4570.211	8144.149	NA	NA	NA	513.488	-4706.174	8158.651	NA	NA	NA	538.094	-4851.222	8192.649	534.749	-4948.007	8232.405	NA	NA	NA	NA	NA	NA	NA	NA	NA
13782	76.98883	479.316	-4253.672	8223.062	422.463	-4350.005	8198.529	507.703	-4442.869	8172.001	496.535	-4496.534	8150.039	507.444	-4562.760	8138.651	492.064	-4621.198	8152.737	512.284	-4698.694	8154.547	NA	NA	NA	533.648	-4843.373	8190.980	532.625	-4940.851	8230.396	NA	NA	NA	NA	NA	NA	NA	NA	NA
13783	76.99441	479.827	-4245.440	8212.650	423.451	-4341.324	8187.204	503.641	-4434.983	8163.258	495.387	-4489.010	8142.936	506.544	-4555.585	8133.164	492.386	-4614.048	8147.886	511.156	-4691.568	8150.267	NA	NA	NA	525.711	-4836.621	8191.889	531.416	-4933.661	8227.714	NA	NA	NA	NA	NA	NA	NA	NA	NA
13784	77.00000	479.941	-4236.667	8201.479	424.786	-4332.652	8175.780	500.761	-4427.476	8154.303	493.656	-4481.773	8135.883	505.951	-4548.384	8127.451	492.572	-4606.948	8142.656	510.497	-4684.268	8145.712	498.714	-4761.088	8165.925	520.543	-4829.042	8189.339	530.677	-4926.224	8224.084	NA	NA	NA	NA	NA	NA	NA	NA	NA
13785	77.00559	480.135	-4227.999	8189.830	426.294	-4324.360	8164.096	471.434	-4415.865	8144.037	492.478	-4474.521	8128.441	505.293	-4541.228	8121.362	505.688	-4605.223	8125.388	500.654	-4677.302	8142.840	496.276	-4753.723	8161.726	515.851	-4821.317	8186.108	530.318	-4918.417	8220.041	NA	NA	NA	NA	NA	NA	543.032	-5222.056	8232.936
13786	77.01117	479.668	-4218.358	8176.280	412.275	-4315.250	8152.195	468.904	-4408.700	8135.291	491.150	-4467.394	8120.952	504.752	-4533.964	8114.985	505.604	-4597.982	8119.773	500.438	-4670.138	8137.725	493.683	-4746.179	8157.150	511.794	-4813.665	8182.151	529.394	-4910.356	8215.657	NA	NA	NA	NA	NA	NA	537.851	-5214.106	8233.231
13787	77.01676	479.660	-4209.802	8163.662	429.733	-4307.831	8140.631	466.751	-4401.501	8125.954	490.011	-4460.282	8113.163	504.451	-4526.768	8108.569	505.737	-4590.824	8113.981	500.027	-4662.762	8132.337	490.997	-4738.618	8152.269	508.589	-4806.033	8177.362	528.253	-4902.359	8211.064	NA	NA	NA	NA	NA	NA	536.973	-5206.208	8232.619
13788	77.02235	479.586	-4201.066	8150.654	431.439	-4300.082	8128.497	464.749	-4394.305	8116.360	488.910	-4453.186	8105.149	503.950	-4519.672	8101.865	505.799	-4583.553	8107.987	499.262	-4655.351	8126.750	488.665	-4731.037	8146.889	492.546	-4798.434	8174.273	526.545	-4894.385	8206.328	NA	NA	NA	NA	NA	NA	537.771	-5198.198	8232.382
13789	77.02793	479.415	-4192.685	8137.135	433.046	-4292.292	8116.251	460.544	-4387.228	8107.083	487.975	-4446.191	8096.832	503.824	-4512.335	8094.850	499.291	-4576.454	8103.207	498.111	-4647.986	8120.978	486.421	-4723.433	8140.987	490.566	-4791.039	8168.181	524.969	-4886.519	8201.186	NA	NA	NA	NA	NA	NA	540.542	-5188.646	8231.506
13790	77.03352	479.152	-4184.316	8123.069	434.536	-4284.833	8103.610	460.922	-4380.214	8096.052	487.028	-4439.125	8088.138	503.831	-4505.032	8087.555	498.796	-4569.071	8096.849	496.957	-4640.413	8114.819	484.601	-4715.945	8134.522	488.540	-4783.548	8161.604	523.275	-4878.631	8195.704	NA	NA	NA	NA	NA	NA	547.796	-5178.203	8230.095
