NO_OF_FRAMES	263
NO_OF_CAMERAS	23
NO_OF_MARKERS	14
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-22, 13:09:11	11033.54533269
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	
3319	18.53631	465.164	-4267.200	8265.122	467.230	-4366.392	8274.676	444.079	-4416.043	8256.877	423.791	-4516.948	8234.460	NA	NA	NA	NA	NA	NA	NA	NA	NA	529.844	-4636.596	8161.696	511.218	-4699.784	8144.048	490.817	-4758.343	8132.952	465.646	-4824.121	8145.388	456.076	-4886.883	8176.215	475.218	-4991.712	8242.554	437.416	-5080.128	8305.923
3320	18.54190	466.177	-4260.623	8256.796	469.471	-4360.041	8266.051	446.343	-4409.082	8247.955	420.599	-4507.638	8225.116	NA	NA	NA	NA	NA	NA	NA	NA	NA	528.664	-4626.020	8153.691	510.300	-4689.380	8137.227	489.363	-4747.508	8126.208	464.316	-4813.426	8137.387	454.512	-4876.455	8167.362	472.332	-4980.252	8235.383	441.735	-5069.499	8319.764
3321	18.54749	467.133	-4254.354	8247.320	471.870	-4353.750	8256.946	448.621	-4402.147	8238.795	417.263	-4498.188	8215.379	NA	NA	NA	NA	NA	NA	NA	NA	NA	527.734	-4615.116	8144.771	508.755	-4678.785	8130.374	487.733	-4736.702	8119.236	463.259	-4802.644	8129.191	452.818	-4866.032	8158.525	469.802	-4969.021	8227.831	450.692	-5053.489	8327.994
3322	18.55307	468.285	-4248.332	8238.349	479.130	-4345.040	8244.264	450.907	-4395.213	8229.462	413.964	-4488.521	8205.218	NA	NA	NA	NA	NA	NA	NA	NA	NA	526.836	-4604.134	8135.583	508.105	-4667.871	8122.479	486.869	-4726.132	8111.657	462.169	-4791.841	8120.751	451.062	-4855.075	8149.760	466.933	-4958.450	8219.457	461.095	-5034.427	8329.075
3323	18.55866	469.459	-4242.283	8229.088	482.014	-4338.629	8234.061	454.918	-4387.894	8218.698	410.615	-4478.567	8194.523	NA	NA	NA	NA	NA	NA	NA	NA	NA	525.846	-4593.013	8125.990	508.076	-4657.264	8113.713	486.652	-4715.491	8103.417	461.112	-4781.008	8112.000	449.688	-4843.845	8141.186	463.720	-4948.027	8210.689	470.144	-5015.430	8324.832
3324	18.56425	470.688	-4236.696	8219.316	485.282	-4331.980	8223.418	456.284	-4381.476	8209.482	407.142	-4468.372	8183.456	NA	NA	NA	NA	NA	NA	NA	NA	NA	524.137	-4582.047	8116.348	506.410	-4647.155	8105.891	485.968	-4704.908	8094.887	460.132	-4770.178	8102.992	448.620	-4832.903	8132.582	460.483	-4937.349	8201.891	477.173	-4997.376	8317.449
3325	18.56983	471.926	-4230.881	8209.212	487.798	-4325.901	8212.748	458.308	-4375.076	8199.795	403.695	-4457.827	8172.063	NA	NA	NA	NA	NA	NA	NA	NA	NA	521.633	-4571.186	8106.912	504.695	-4636.522	8097.228	483.524	-4694.582	8086.971	459.442	-4759.526	8093.950	447.538	-4821.940	8123.674	457.315	-4926.136	8193.186	482.418	-4980.548	8308.604
3326	18.57542	473.170	-4225.271	8198.590	496.867	-4319.480	8201.540	460.877	-4368.702	8189.861	400.157	-4447.033	8160.202	NA	NA	NA	NA	NA	NA	NA	NA	NA	518.736	-4560.581	8097.383	503.624	-4625.852	8087.683	482.791	-4684.559	8078.103	458.995	-4749.049	8084.740	446.352	-4811.059	8114.327	454.262	-4914.641	8184.698	485.540	-4964.664	8298.938
3327	18.58101	474.345	-4219.637	8187.351	493.203	-4313.262	8191.029	463.292	-4362.263	8179.520	396.431	-4436.001	8148.185	NA	NA	NA	NA	NA	NA	NA	NA	NA	517.411	-4549.364	8086.816	503.634	-4615.028	8077.242	483.660	-4673.364	8067.435	458.979	-4738.459	8074.880	445.089	-4800.074	8104.498	451.405	-4902.896	8176.249	487.616	-4949.753	8289.158
3328	18.58659	475.479	-4214.037	8175.140	495.626	-4307.292	8179.822	465.631	-4355.854	8169.041	409.555	-4420.030	8121.127	NA	NA	NA	NA	NA	NA	NA	NA	NA	515.407	-4538.439	8076.161	503.464	-4604.479	8066.426	483.427	-4663.610	8057.735	459.016	-4727.962	8064.684	443.985	-4789.138	8094.243	448.771	-4890.798	8167.771	488.452	-4934.362	8279.705
3329	18.59218	476.989	-4208.705	8163.628	498.479	-4301.036	8168.121	467.915	-4349.397	8158.446	411.161	-4408.066	8107.837	NA	NA	NA	NA	NA	NA	NA	NA	NA	512.886	-4527.571	8065.439	502.788	-4593.693	8055.808	483.250	-4653.016	8047.502	459.904	-4716.994	8053.311	443.120	-4778.338	8083.670	446.087	-4878.356	8159.138	488.902	-4920.931	8270.315
3330	18.59777	478.282	-4203.717	8150.845	506.478	-4295.428	8156.715	470.086	-4342.886	8147.803	412.707	-4396.033	8094.505	NA	NA	NA	NA	NA	NA	NA	NA	NA	510.331	-4516.752	8054.426	502.595	-4582.710	8044.669	483.163	-4642.404	8037.000	459.297	-4706.347	8042.721	442.553	-4767.441	8072.626	443.517	-4865.757	8150.263	488.692	-4907.759	8261.119
3331	18.60335	479.886	-4199.007	8138.780	508.632	-4289.383	8144.800	472.203	-4336.389	8137.038	417.331	-4386.596	8086.450	NA	NA	NA	NA	NA	NA	NA	NA	NA	508.088	-4505.810	8042.981	502.411	-4572.051	8033.187	483.661	-4631.843	8025.819	459.271	-4695.437	8031.574	442.191	-4756.705	8061.209	441.130	-4853.092	8141.059	487.726	-4894.627	8251.947
3332	18.60894	481.196	-4194.030	8125.156	510.659	-4283.199	8132.672	474.287	-4329.974	8126.063	422.127	-4376.816	8078.081	NA	NA	NA	415.949	-4428.522	8079.852	474.462	-4426.599	8059.055	502.353	-4494.343	8032.404	502.654	-4560.979	8021.418	484.249	-4620.958	8014.405	459.076	-4684.817	8020.770	441.794	-4745.756	8049.631	438.999	-4840.445	8131.303	485.650	-4879.671	8243.715
3333	18.61453	482.580	-4188.778	8111.156	512.392	-4277.250	8120.329	476.317	-4323.648	8114.761	424.189	-4363.756	8063.806	NA	NA	NA	422.352	-4415.984	8056.780	469.498	-4417.990	8046.396	499.867	-4483.408	8020.460	499.304	-4550.130	8010.798	484.239	-4610.206	8002.912	459.320	-4673.814	8008.998	441.654	-4734.854	8037.712	437.034	-4827.934	8120.945	483.029	-4866.561	8234.614
3334	18.62011	483.922	-4184.018	8096.639	513.763	-4271.073	8107.583	478.266	-4317.371	8103.214	426.971	-4351.462	8051.068	NA	NA	NA	417.531	-4406.481	8043.901	464.651	-4409.016	8033.936	497.105	-4472.651	8008.362	499.241	-4538.923	7998.927	484.465	-4599.145	7991.135	459.602	-4663.097	7996.812	441.509	-4724.038	8025.633	435.296	-4816.128	8110.270	479.261	-4853.278	8225.832
3335	18.62570	485.035	-4183.870	8091.770	514.765	-4265.039	8094.313	470.727	-4315.417	8098.771	428.425	-4336.362	8042.266	374.575	-4339.161	8038.755	413.116	-4396.790	8031.173	458.644	-4398.437	8018.203	494.273	-4461.866	7996.062	499.018	-4528.042	7986.450	481.618	-4588.440	7980.447	460.144	-4652.038	7984.389	441.511	-4712.981	8013.108	433.786	-4803.961	8099.034	474.523	-4840.009	8217.246
3336	18.63128	486.628	-4178.323	8076.912	515.746	-4258.957	8080.870	472.790	-4309.129	8086.697	429.240	-4320.475	8035.304	375.457	-4326.903	8023.295	408.418	-4386.762	8017.783	457.964	-4396.820	7997.385	491.374	-4450.792	7983.390	498.859	-4516.802	7973.956	482.128	-4576.833	7968.652	460.784	-4641.176	7971.568	441.480	-4701.875	8000.398	432.369	-4791.635	8087.409	469.344	-4829.145	8207.298
3337	18.63687	486.205	-4169.059	8051.438	516.716	-4252.765	8066.927	474.679	-4302.959	8074.438	430.108	-4305.819	8028.085	377.179	-4315.001	8007.452	403.867	-4376.389	8004.168	452.433	-4396.928	7981.328	487.304	-4440.188	7971.063	498.310	-4505.553	7961.410	482.778	-4566.095	7955.726	461.522	-4629.474	7958.597	441.632	-4690.862	7987.474	430.871	-4779.474	8075.348	463.574	-4817.748	8197.559
3338	18.64246	486.782	-4163.057	8034.689	517.648	-4246.821	8052.465	485.924	-4292.252	8054.451	431.716	-4294.412	8018.514	379.454	-4303.414	7991.185	399.506	-4365.724	7990.408	431.874	-4391.528	7979.876	484.238	-4429.562	7957.926	495.184	-4496.356	7947.485	483.463	-4555.086	7942.489	461.316	-4618.540	7946.113	441.921	-4679.861	7974.215	429.475	-4767.415	8062.821	457.322	-4805.930	8187.321
3339	18.64804	487.853	-4157.571	8018.833	518.628	-4240.501	8037.628	487.779	-4285.804	8041.604	434.756	-4288.272	8004.494	382.468	-4292.394	7974.957	394.480	-4354.302	7976.087	427.006	-4382.349	7966.295	480.561	-4417.659	7944.466	496.905	-4483.097	7935.499	481.010	-4546.611	7927.319	462.280	-4607.545	7932.615	442.259	-4668.780	7960.551	428.033	-4755.318	8049.837	451.068	-4794.773	8176.211
3340	18.65363	488.722	-4152.123	8002.760	519.582	-4234.039	8022.533	489.662	-4279.330	8028.442	440.019	-4279.286	7985.928	386.090	-4282.375	7958.515	389.987	-4343.059	7961.409	422.410	-4373.137	7952.461	476.917	-4407.110	7930.627	496.243	-4471.615	7921.995	484.865	-4532.832	7916.029	463.437	-4598.958	7918.363	442.682	-4657.517	7946.633	426.757	-4743.332	8036.495	444.751	-4783.924	8164.073
3341	18.65922	489.366	-4146.476	7986.350	520.463	-4227.509	8007.368	491.486	-4272.813	8014.991	445.629	-4272.240	7971.441	389.852	-4273.004	7941.539	386.426	-4331.528	7946.806	428.554	-4360.526	7928.686	473.818	-4397.210	7917.665	495.305	-4460.193	7908.318	485.690	-4522.053	7901.878	464.321	-4585.315	7905.062	443.941	-4649.046	7932.139	425.341	-4731.272	8022.628	438.402	-4773.678	8151.009
3342	18.66480	489.839	-4140.765	7969.750	521.275	-4221.135	7991.868	493.377	-4266.342	8001.127	448.164	-4265.717	7957.078	391.471	-4263.422	7927.189	382.242	-4319.593	7931.795	423.477	-4351.105	7914.663	469.622	-4386.859	7903.329	494.045	-4448.493	7894.580	486.252	-4510.270	7888.807	465.527	-4574.235	7890.947	442.833	-4636.640	7918.589	424.033	-4719.489	8008.328	431.944	-4763.933	8137.063
3343	18.67039	490.608	-4135.199	7953.991	522.018	-4214.171	7976.323	495.266	-4259.736	7986.931	445.501	-4261.583	7946.879	397.093	-4254.378	7908.442	378.329	-4307.572	7915.917	418.306	-4340.810	7901.138	465.195	-4376.605	7888.805	487.862	-4434.692	7878.158	486.951	-4498.794	7874.986	466.745	-4563.003	7876.622	442.838	-4623.563	7904.018	422.528	-4709.206	7992.819	425.467	-4754.452	8122.200
3344	18.67598	490.961	-4129.078	7937.315	522.381	-4207.668	7961.453	490.206	-4256.153	7979.968	447.087	-4255.390	7932.710	400.923	-4245.464	7891.686	374.562	-4295.334	7899.406	413.099	-4331.043	7886.733	460.690	-4366.492	7874.208	491.164	-4425.041	7865.826	487.752	-4487.821	7860.419	468.099	-4551.575	7862.301	443.327	-4612.016	7888.953	421.531	-4697.679	7977.604	419.014	-4745.280	8106.463
3345	18.68156	490.924	-4123.173	7920.134	521.720	-4199.487	7946.695	492.388	-4249.368	7965.121	449.696	-4248.746	7917.524	404.813	-4236.828	7874.813	371.166	-4283.799	7882.355	407.924	-4321.188	7871.870	455.940	-4356.422	7859.319	489.402	-4413.347	7850.963	488.484	-4476.003	7846.373	469.493	-4540.136	7847.711	443.754	-4600.272	7873.771	420.497	-4686.019	7961.826	412.482	-4736.509	8089.852
3346	18.68715	490.341	-4116.641	7901.800	522.344	-4191.980	7930.697	500.347	-4239.173	7943.332	452.245	-4241.796	7902.083	408.580	-4228.460	7858.034	366.950	-4270.363	7865.691	402.823	-4311.027	7856.577	451.091	-4346.534	7844.375	487.354	-4401.622	7835.908	489.086	-4464.452	7831.881	470.985	-4528.703	7832.867	444.238	-4588.650	7858.406	419.337	-4673.715	7945.448	406.171	-4728.095	8072.211
3347	18.69274	489.908	-4110.650	7884.144	522.988	-4184.920	7913.687	502.552	-4232.334	7927.697	454.838	-4234.893	7886.366	412.294	-4220.204	7841.102	364.224	-4257.909	7847.170	397.634	-4301.013	7840.768	446.098	-4336.756	7829.271	484.977	-4390.048	7820.549	489.608	-4452.515	7817.400	472.642	-4517.092	7817.978	444.797	-4576.878	7842.729	418.994	-4661.366	7929.718	400.213	-4721.753	8053.271
3348	18.69832	489.264	-4104.565	7866.298	523.518	-4177.683	7896.439	504.920	-4225.375	7911.719	462.497	-4225.673	7866.137	416.425	-4212.282	7822.919	362.298	-4244.889	7828.160	392.440	-4290.721	7824.423	446.693	-4325.299	7810.555	481.952	-4378.482	7805.727	490.110	-4440.510	7802.331	474.324	-4505.451	7802.912	445.497	-4564.959	7826.838	417.888	-4650.111	7912.864	395.077	-4714.456	8033.766
3349	18.70391	488.366	-4098.413	7848.216	523.936	-4170.384	7878.851	507.427	-4218.252	7895.364	459.807	-4221.106	7854.308	419.736	-4204.210	7806.218	361.639	-4232.696	7808.870	387.365	-4280.188	7807.655	441.821	-4315.424	7794.388	479.130	-4367.073	7789.853	492.360	-4429.085	7786.138	476.253	-4493.881	7787.696	446.336	-4552.998	7810.913	415.240	-4638.586	7896.552	390.605	-4707.922	8013.259
