NO_OF_FRAMES	212
NO_OF_CAMERAS	23
NO_OF_MARKERS	16
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-26, 15:24:45	83442.46669139
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15	16
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	15 X	15 Y	15 Z	16 X	16 Y	16 Z	
5156	28.79888	542.999	-4480.060	7726.089	542.286	-4558.298	7754.933	501.974	-4581.833	7795.179	462.372	-4613.491	7871.891	477.652	-4687.150	7904.400	501.936	-4748.969	7937.478	513.810	-4805.220	7982.656	513.123	-4848.097	8030.571	524.973	-4878.742	8085.408	523.321	-4918.865	8141.654	523.384	-4966.648	8192.520	529.868	-5045.445	8221.890	508.948	-5112.417	8221.439	471.050	-5194.448	8213.809	461.565	-5277.984	8239.294	480.626	-5363.996	8291.024
5157	28.80447	540.812	-4480.151	7713.076	541.977	-4557.626	7743.384	502.788	-4582.512	7783.855	463.041	-4611.989	7861.947	477.242	-4685.183	7895.549	502.117	-4747.418	7927.391	515.271	-4803.715	7972.169	515.520	-4846.019	8020.379	528.078	-4875.828	8076.615	527.068	-4913.831	8133.123	527.716	-4959.639	8185.722	526.795	-5036.766	8224.852	506.407	-5103.195	8225.710	472.509	-5186.414	8214.545	462.855	-5270.416	8232.374	480.971	-5356.121	8287.042
5158	28.81006	538.786	-4480.104	7700.048	541.822	-4556.665	7731.876	503.655	-4583.202	7772.398	463.638	-4610.595	7851.555	476.810	-4683.276	7886.407	502.294	-4745.926	7917.144	516.578	-4802.207	7961.352	517.696	-4844.093	8010.019	530.915	-4872.682	8066.620	530.869	-4908.480	8124.035	532.057	-4952.689	8178.529	530.882	-5028.523	8222.232	509.955	-5094.063	8227.130	472.476	-5179.011	8215.765	464.782	-5262.317	8226.147	480.588	-5349.375	8281.217
5159	28.81564	536.753	-4479.917	7687.003	541.888	-4555.695	7720.353	504.719	-4583.956	7760.800	464.260	-4609.539	7840.809	476.349	-4681.442	7877.013	502.428	-4744.473	7906.658	517.685	-4800.739	7950.267	519.639	-4842.139	7999.351	533.700	-4869.647	8056.337	534.687	-4903.807	8114.653	536.425	-4945.684	8170.828	535.304	-5019.843	8218.222	514.106	-5084.449	8227.649	479.425	-5169.567	8215.521	467.530	-5253.656	8221.900	482.028	-5340.261	8271.894
5160	28.82123	534.927	-4479.662	7674.107	542.081	-4554.646	7708.711	505.931	-4584.688	7749.101	464.799	-4608.545	7829.572	475.928	-4679.663	7867.321	502.511	-4743.053	7896.012	518.635	-4799.366	7939.008	521.835	-4840.670	7989.198	536.430	-4866.691	8045.775	538.496	-4899.269	8104.886	540.699	-4938.792	8162.711	539.503	-5010.379	8213.644	518.613	-5074.392	8227.226	490.070	-5158.689	8214.640	469.675	-5245.161	8218.331	486.441	-5335.813	8259.514
5161	28.82682	533.199	-4479.289	7661.319	542.822	-4553.797	7697.859	507.371	-4585.442	7737.199	465.382	-4607.704	7817.988	475.499	-4677.942	7857.285	502.488	-4741.657	7885.097	518.961	-4798.123	7927.972	523.516	-4838.803	7978.079	539.103	-4863.909	8034.872	542.254	-4894.843	8094.732	545.005	-4931.711	8154.040	543.916	-5000.730	8208.573	523.396	-5063.967	8225.971	501.128	-5146.984	8213.947	471.105	-5233.929	8214.249	490.071	-5331.165	8249.012
5162	28.83240	531.489	-4478.854	7648.639	543.164	-4552.759	7685.796	508.894	-4586.205	7725.102	465.894	-4607.372	7805.826	474.987	-4676.271	7846.945	502.392	-4740.236	7873.965	519.610	-4796.807	7916.503	525.165	-4836.971	7966.790	541.651	-4861.118	8023.689	545.845	-4890.477	8084.245	549.129	-4924.882	8145.113	548.520	-4990.849	8202.961	528.464	-5053.298	8224.090	509.314	-5135.058	8214.267	472.084	-5222.013	8210.374	492.589	-5322.862	8236.592
5163	28.83799	529.908	-4478.546	7636.042	543.586	-4551.714	7673.534	510.555	-4587.033	7712.763	465.972	-4608.317	7792.560	474.466	-4674.593	7836.134	502.199	-4738.785	7862.688	520.221	-4795.354	7904.856	526.762	-4835.217	7955.279	544.046	-4858.430	8012.233	549.610	-4887.200	8074.429	553.250	-4917.995	8135.657	553.158	-4980.844	8196.864	533.872	-5042.287	8221.417	511.344	-5123.519	8216.425	472.796	-5209.222	8206.644	494.868	-5310.894	8222.998
5164	28.84358	528.387	-4478.203	7623.534	544.039	-4550.717	7661.106	512.327	-4587.911	7700.050	466.908	-4607.719	7779.978	473.840	-4673.028	7825.058	501.865	-4737.354	7851.211	520.798	-4793.872	7893.028	528.405	-4833.511	7943.501	546.395	-4855.916	8000.532	552.991	-4883.269	8063.374	557.141	-4911.284	8125.863	557.880	-4970.655	8190.175	539.529	-5031.490	8218.106	503.933	-5112.972	8221.247	473.657	-5195.570	8202.882	497.781	-5295.248	8208.975
5165	28.84916	526.982	-4477.483	7611.146	544.524	-4549.744	7648.494	514.134	-4588.777	7686.953	467.840	-4607.394	7766.947	473.197	-4671.441	7813.616	501.460	-4735.903	7839.566	521.314	-4792.435	7881.044	530.031	-4831.787	7931.527	548.719	-4853.450	7988.544	556.323	-4879.391	8051.918	561.144	-4904.816	8116.215	562.600	-4960.233	8182.853	545.399	-5020.607	8214.063	518.840	-5101.886	8214.826	474.869	-5180.990	8199.193	502.202	-5275.912	8195.267
5166	28.85475	525.727	-4476.927	7598.779	545.082	-4548.832	7635.633	516.152	-4589.623	7673.626	468.836	-4607.229	7753.494	472.445	-4669.924	7801.888	500.969	-4734.448	7827.771	521.833	-4790.969	7868.887	531.235	-4830.861	7919.852	550.281	-4851.250	7976.885	559.545	-4875.672	8040.203	564.851	-4898.288	8105.424	567.384	-4949.796	8174.983	551.627	-5008.757	8209.261	525.808	-5089.985	8212.903	476.532	-5165.745	8195.623	505.579	-5257.741	8184.343
5167	28.86034	524.705	-4476.252	7586.593	545.488	-4547.935	7622.470	518.211	-4590.544	7660.045	469.893	-4607.323	7739.702	471.620	-4668.479	7789.843	500.388	-4733.009	7815.792	522.327	-4789.540	7856.561	532.916	-4829.262	7907.483	552.528	-4848.916	7964.404	562.715	-4872.052	8028.166	568.453	-4891.747	8094.142	572.167	-4939.314	8166.462	557.768	-4996.728	8203.758	533.105	-5077.838	8210.580	479.259	-5149.964	8191.992	508.773	-5238.042	8174.982
