NO_OF_FRAMES	224
NO_OF_CAMERAS	23
NO_OF_MARKERS	13
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-29, 15:01:33	20647.81045029
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	
7950	44.40782	946.028	-4726.179	8016.099	906.651	-4721.563	8055.282	861.994	-4761.475	8050.758	827.243	-4799.017	8001.727	726.568	-4852.594	7981.689	722.832	-4888.517	7987.134	635.669	-4951.416	8037.645	599.322	-5005.789	8079.781	563.220	-5069.146	8125.464	542.429	-5132.693	8159.466	521.771	-5211.472	8195.725	NA	NA	NA	NA	NA	NA
7951	44.41341	954.667	-4722.109	8002.390	915.298	-4715.389	8041.333	867.674	-4757.564	8036.842	832.151	-4793.077	7994.504	731.853	-4846.306	7974.760	727.510	-4884.442	7979.582	641.236	-4946.302	8028.858	604.805	-5000.821	8073.051	570.356	-5064.749	8117.695	547.894	-5128.591	8149.606	523.780	-5206.692	8181.050	NA	NA	NA	NA	NA	NA
7952	44.41899	963.241	-4717.355	7988.199	923.718	-4709.699	8026.733	873.665	-4753.761	8022.980	837.366	-4786.831	7986.714	737.153	-4839.859	7967.745	732.639	-4876.660	7972.054	646.893	-4941.356	8020.075	610.057	-4996.066	8066.096	580.601	-5060.137	8108.510	553.142	-5124.742	8139.511	525.739	-5202.122	8170.257	NA	NA	NA	NA	NA	NA
7953	44.42458	971.706	-4711.935	7973.577	932.070	-4704.406	8011.950	880.274	-4749.559	8009.999	828.378	-4779.346	7987.591	742.475	-4833.217	7960.592	737.961	-4870.676	7964.375	652.811	-4936.382	8011.306	615.229	-4991.533	8058.714	592.791	-5055.407	8098.193	558.005	-5120.923	8129.699	528.196	-5196.883	8161.112	NA	NA	NA	NA	NA	NA
7954	44.43017	980.025	-4706.048	7958.658	940.024	-4699.544	7996.651	887.806	-4744.455	7998.728	819.614	-4771.736	7987.809	747.828	-4826.347	7953.250	743.214	-4864.639	7956.731	658.829	-4931.472	8002.492	620.472	-4987.226	8050.702	605.764	-5050.659	8087.028	568.140	-5116.653	8119.100	531.085	-5191.115	8153.184	NA	NA	NA	NA	NA	NA
7955	44.43575	988.035	-4699.783	7943.372	953.892	-4692.948	7990.783	892.239	-4738.571	7984.470	825.498	-4765.117	7978.043	753.222	-4819.213	7945.667	748.469	-4858.492	7948.980	665.023	-4926.537	7993.691	625.935	-4983.155	8041.857	618.355	-5045.992	8075.301	581.262	-5112.016	8107.913	534.339	-5184.955	8146.042	NA	NA	NA	NA	NA	NA
7956	44.44134	995.741	-4693.267	7928.007	961.307	-4688.274	7975.256	894.863	-4732.114	7968.452	831.634	-4758.733	7967.759	762.854	-4813.012	7938.941	753.661	-4852.306	7941.319	671.298	-4921.567	7984.789	631.771	-4979.326	8031.977	629.401	-5041.502	8063.296	595.084	-5107.094	8096.333	537.893	-5178.544	8139.256	NA	NA	NA	NA	NA	NA
7957	44.44693	1003.090	-4686.669	7912.460	968.589	-4683.392	7959.763	896.970	-4725.288	7951.902	837.806	-4752.669	7957.139	774.617	-4807.387	7932.540	758.889	-4846.041	7933.507	677.575	-4916.594	7975.659	638.128	-4975.746	8020.858	637.739	-5037.290	8051.298	607.320	-5101.970	8084.557	541.679	-5172.018	8132.395	NA	NA	NA	NA	NA	NA
7958	44.45251	1010.144	-4679.984	7896.753	972.437	-4679.469	7938.583	899.849	-4718.298	7936.048	844.120	-4746.991	7946.203	786.403	-4801.979	7925.926	763.871	-4839.738	7925.676	689.457	-4908.651	7973.189	644.496	-4972.235	8009.357	642.206	-5033.454	8039.592	615.682	-5096.725	8072.783	545.632	-5165.518	8125.027	516.308	-5240.143	8181.859	NA	NA	NA
7959	44.45810	1016.835	-4673.244	7880.801	979.128	-4674.266	7922.566	904.792	-4711.349	7922.116	850.250	-4741.595	7935.039	796.103	-4796.431	7918.567	769.010	-4833.470	7917.607	695.210	-4903.661	7963.042	650.836	-4968.628	7997.527	646.531	-5029.280	8027.688	617.886	-5091.443	8061.207	549.685	-5159.181	8116.723	518.410	-5235.970	8174.712	NA	NA	NA
