NO_OF_FRAMES	207
NO_OF_CAMERAS	23
NO_OF_MARKERS	16
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-29, 15:36:35	22749.80563017
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15	16
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	15 X	15 Y	15 Z	16 X	16 Y	16 Z	
28119	157.08380	167.510	-4308.044	8061.801	235.812	-4372.109	8046.030	207.954	-4428.353	8020.791	208.153	-4497.783	7975.594	256.256	-4559.917	7960.787	299.737	-4617.627	7954.298	329.285	-4684.957	7947.434	334.391	-4754.308	7962.367	356.470	-4811.758	7970.929	376.643	-4874.250	7981.117	383.784	-4939.539	8009.493	382.372	-5008.488	8059.854	362.994	-5064.633	8107.360	337.202	-5116.507	8169.395	331.134	-5171.572	8251.942	342.756	-5239.812	8243.375
28120	157.08939	163.334	-4301.586	8043.840	233.289	-4364.931	8028.083	206.633	-4422.766	8004.758	207.616	-4493.261	7963.555	249.461	-4554.454	7953.343	297.610	-4611.698	7943.897	326.345	-4679.083	7937.961	331.750	-4748.328	7952.651	353.961	-4805.550	7960.395	374.129	-4868.420	7969.632	381.560	-4934.704	7996.907	379.449	-5003.385	8046.738	359.332	-5059.322	8093.897	341.138	-5108.784	8160.785	319.903	-5159.880	8243.122	323.234	-5232.047	8239.962
28121	157.09497	159.382	-4295.297	8025.543	230.287	-4358.238	8009.907	204.866	-4417.351	7988.164	203.432	-4488.686	7951.766	245.994	-4548.825	7942.713	295.431	-4605.449	7933.453	319.999	-4674.665	7929.438	329.067	-4742.301	7942.688	351.485	-4799.766	7949.449	371.707	-4862.765	7957.698	379.218	-4929.236	7983.888	376.641	-4998.062	8033.281	355.638	-5053.613	8080.442	335.835	-5100.347	8149.107	305.381	-5149.599	8240.560	305.938	-5226.545	8237.630
28122	157.10056	155.492	-4289.032	8006.865	227.329	-4352.002	7991.351	202.756	-4412.107	7971.104	197.114	-4484.280	7940.452	242.452	-4542.644	7931.920	293.376	-4599.531	7922.652	317.542	-4668.474	7919.252	326.334	-4736.267	7932.576	349.056	-4793.723	7937.965	369.267	-4856.885	7945.209	376.886	-4923.809	7970.418	373.886	-4992.841	8019.533	351.953	-5047.411	8067.291	330.613	-5091.904	8137.398	297.822	-5143.762	8202.742	NA	NA	NA
28123	157.10615	151.833	-4282.899	7987.910	223.834	-4346.014	7972.574	200.403	-4407.036	7953.674	193.490	-4479.470	7927.697	239.579	-4531.861	7921.954	291.204	-4593.507	7911.521	315.042	-4662.609	7908.718	324.942	-4729.732	7920.485	346.902	-4787.636	7926.004	366.700	-4851.268	7932.516	374.322	-4918.298	7956.506	370.980	-4987.381	8005.651	348.585	-5040.605	8054.476	325.374	-5083.506	8125.199	287.718	-5134.442	8190.250	NA	NA	NA
28124	157.11173	148.439	-4276.854	7968.614	220.029	-4340.477	7953.476	197.911	-4402.136	7935.970	187.549	-4476.164	7917.963	236.342	-4526.506	7909.484	289.106	-4587.336	7900.121	312.430	-4656.344	7897.835	322.522	-4723.429	7909.147	344.491	-4781.438	7913.754	363.883	-4845.397	7919.344	371.756	-4912.590	7942.168	368.138	-4981.655	7991.626	345.401	-5033.519	8041.654	319.835	-5075.017	8112.581	277.807	-5125.286	8176.704	NA	NA	NA
28125	157.11732	145.130	-4270.964	7949.136	215.833	-4335.374	7934.414	195.380	-4397.407	7918.088	178.913	-4472.004	7908.195	233.040	-4521.252	7896.905	286.673	-4581.453	7888.600	309.977	-4650.296	7886.798	320.067	-4717.175	7897.565	342.019	-4775.342	7901.247	360.987	-4839.659	7905.869	368.902	-4906.837	7927.608	365.169	-4975.782	7977.686	342.168	-5026.525	8028.896	306.026	-5067.492	8098.730	268.252	-5115.995	8162.388	NA	NA	NA
28126	157.12291	142.136	-4265.348	7929.377	206.570	-4332.112	7915.355	192.913	-4392.849	7900.123	175.183	-4467.415	7895.176	227.533	-4517.759	7887.502	284.352	-4575.213	7876.709	307.685	-4643.890	7875.119	317.490	-4711.005	7885.643	339.145	-4769.489	7888.664	357.967	-4833.871	7892.055	365.824	-4901.193	7912.980	362.252	-4969.553	7963.628	338.894	-5019.239	8015.894	299.968	-5058.912	8085.329	260.286	-5108.240	8150.607	NA	NA	NA
28127	157.12849	139.300	-4259.899	7909.280	199.390	-4327.240	7897.579	190.612	-4388.461	7882.171	171.409	-4462.612	7881.910	226.191	-4510.955	7871.055	281.818	-4569.147	7864.677	304.233	-4637.670	7863.579	315.007	-4704.525	7873.288	336.424	-4763.468	7875.570	354.668	-4827.852	7877.871	362.646	-4895.261	7898.068	359.344	-4963.314	7949.524	335.477	-5011.846	8002.632	293.965	-5050.167	8071.459	251.740	-5098.448	8135.849	NA	NA	NA
28128	157.13408	136.748	-4254.719	7889.052	195.037	-4322.274	7879.472	188.579	-4384.244	7864.327	167.179	-4457.759	7868.756	222.526	-4505.919	7857.835	279.434	-4563.096	7852.181	299.879	-4631.675	7851.731	312.623	-4698.342	7860.494	333.426	-4757.111	7862.023	351.314	-4821.969	7863.401	359.525	-4889.434	7883.027	356.328	-4956.874	7935.179	331.967	-5004.332	7989.051	288.039	-5041.417	8057.358	243.389	-5088.459	8120.929	NA	NA	NA
