NO_OF_FRAMES	243
NO_OF_CAMERAS	23
NO_OF_MARKERS	13
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-20, 16:58:00	7626.96787679
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	
1957	10.92737	NA	NA	NA	NA	NA	NA	304.697	-4677.968	8412.627	NA	NA	NA	NA	NA	NA	393.173	-4787.916	8269.231	413.712	-4823.186	8244.337	445.706	-4872.783	8192.036	486.439	-4927.787	8159.202	502.270	-4995.809	8179.169	480.445	-5060.345	8256.866	463.623	-5205.732	8318.930	NA	NA	NA
1958	10.93296	NA	NA	NA	NA	NA	NA	300.837	-4665.661	8411.441	NA	NA	NA	NA	NA	NA	386.987	-4776.414	8264.178	408.981	-4812.757	8239.871	441.945	-4867.280	8191.716	481.570	-4921.728	8159.561	500.509	-4990.058	8176.495	483.125	-5058.437	8251.817	464.149	-5199.959	8317.332	NA	NA	NA
1959	10.93855	NA	NA	NA	NA	NA	NA	296.834	-4654.197	8409.501	NA	NA	NA	NA	NA	NA	380.925	-4764.911	8258.560	403.449	-4802.076	8234.830	438.055	-4860.652	8190.970	476.781	-4915.992	8159.845	498.495	-4984.382	8174.272	485.684	-5056.793	8246.088	465.280	-5194.204	8315.154	NA	NA	NA
1960	10.94413	NA	NA	NA	NA	NA	NA	292.715	-4643.908	8406.813	NA	NA	NA	NA	NA	NA	375.415	-4753.697	8252.792	397.948	-4790.992	8229.166	433.631	-4852.898	8189.625	471.606	-4909.847	8160.298	496.066	-4978.213	8172.205	487.751	-5054.533	8240.831	466.589	-5188.668	8312.695	NA	NA	NA
1961	10.94972	NA	NA	NA	NA	NA	NA	288.505	-4635.122	8403.381	NA	NA	NA	NA	NA	NA	370.729	-4742.886	8246.896	393.042	-4780.295	8223.361	427.265	-4844.929	8187.714	466.821	-4903.627	8160.485	493.062	-4971.800	8170.488	489.186	-5051.676	8236.028	467.646	-5183.548	8310.253	NA	NA	NA
1962	10.95531	NA	NA	NA	NA	NA	NA	284.230	-4628.168	8399.212	NA	NA	NA	NA	NA	NA	366.731	-4732.000	8240.631	389.168	-4769.636	8217.215	422.254	-4836.619	8184.952	461.496	-4897.235	8160.496	489.730	-4965.218	8168.983	490.810	-5045.797	8231.082	468.023	-5179.043	8308.127	NA	NA	NA
1963	10.96089	NA	NA	NA	NA	NA	NA	279.957	-4620.933	8395.034	NA	NA	NA	NA	NA	NA	363.022	-4721.631	8234.355	385.783	-4759.095	8211.006	418.165	-4828.165	8181.691	455.941	-4890.584	8160.159	485.809	-4958.360	8167.601	491.828	-5042.855	8225.996	467.290	-5175.350	8306.616	NA	NA	NA
1964	10.96648	NA	NA	NA	NA	NA	NA	275.791	-4613.437	8389.869	NA	NA	NA	NA	NA	NA	359.690	-4711.209	8228.054	382.607	-4748.706	8204.835	414.006	-4819.491	8178.040	451.201	-4883.581	8158.850	481.386	-4951.526	8166.350	492.911	-5038.444	8221.005	465.019	-5172.667	8306.019	NA	NA	NA
1965	10.97207	NA	NA	NA	NA	NA	NA	271.642	-4606.293	8384.809	NA	NA	NA	NA	NA	NA	356.346	-4701.254	8221.750	379.518	-4738.676	8198.691	410.139	-4810.702	8173.951	445.747	-4876.675	8157.421	476.528	-4944.553	8165.017	493.727	-5033.413	8216.152	459.153	-5165.385	8306.534	NA	NA	NA
1966	10.97765	NA	NA	NA	NA	NA	NA	267.601	-4598.938	8379.012	NA	NA	NA	NA	NA	NA	353.110	-4691.225	8215.411	376.992	-4728.466	8192.362	405.940	-4801.976	8169.892	440.513	-4869.391	8155.586	471.587	-4937.463	8163.484	494.003	-5027.395	8211.417	451.502	-5155.168	8307.534	NA	NA	NA
