NO_OF_FRAMES	203
NO_OF_CAMERAS	23
NO_OF_MARKERS	13
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-27, 16:23:04	26078.57575173
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	
10509	58.70391	995.282	-4847.018	7506.322	957.917	-4868.713	7540.470	904.628	-4888.798	7583.172	862.588	-4922.848	7646.696	842.642	-4948.625	7706.023	815.920	-4986.595	7761.258	776.968	-5023.707	7828.087	731.897	-5056.331	7890.608	683.708	-5079.850	7956.222	634.803	-5080.704	8016.736	592.197	-5089.782	8096.070	549.177	-5107.839	8188.201	487.179	-5146.603	8294.215
10510	58.70950	996.908	-4847.236	7491.147	960.572	-4868.978	7526.131	907.734	-4889.452	7569.212	865.464	-4922.548	7632.848	845.783	-4946.853	7693.024	820.060	-4984.627	7748.776	781.576	-5021.546	7816.046	736.828	-5054.013	7878.914	688.701	-5077.162	7944.603	639.379	-5077.789	8004.815	597.122	-5087.306	8084.331	555.141	-5103.741	8177.244	508.497	-5123.642	8298.909
10511	58.71508	998.643	-4847.384	7475.699	963.233	-4869.114	7511.745	910.915	-4890.063	7555.168	868.255	-4922.266	7618.585	848.833	-4945.205	7679.696	824.090	-4982.630	7736.027	786.233	-5019.345	7803.825	741.750	-5051.614	7867.020	693.475	-5074.407	7932.621	644.046	-5074.762	7992.748	601.806	-5084.412	8072.110	562.129	-5099.465	8166.364	532.495	-5106.357	8296.339
10512	58.72067	1000.433	-4847.566	7460.295	965.671	-4872.012	7493.787	914.180	-4890.792	7540.821	870.960	-4921.824	7604.171	852.185	-4946.138	7665.250	828.078	-4980.609	7722.762	790.999	-5017.123	7791.344	746.848	-5049.252	7854.872	696.453	-5072.111	7921.963	646.968	-5073.356	7981.475	606.168	-5081.270	8059.480	569.856	-5094.895	8155.198	556.541	-5096.867	8278.675
10513	58.72626	1002.239	-4847.468	7444.892	968.471	-4872.510	7478.888	917.346	-4891.439	7526.253	873.637	-4921.669	7589.418	855.078	-4945.136	7651.013	831.972	-4978.866	7709.240	795.786	-5014.841	7778.612	751.966	-5046.911	7842.448	701.588	-5069.569	7909.489	651.651	-5070.503	7968.680	610.376	-5078.081	8046.398	577.919	-5088.555	8143.773	581.097	-5092.558	8271.350
10514	58.73184	1004.194	-4847.242	7429.410	971.155	-4872.487	7463.706	920.613	-4891.862	7511.496	876.362	-4921.704	7574.340	857.898	-4944.169	7636.431	835.743	-4976.995	7695.383	801.036	-5015.594	7764.733	757.357	-5044.432	7829.941	706.849	-5067.083	7896.782	656.217	-5067.783	7955.454	614.653	-5074.777	8033.064	586.964	-5082.476	8132.072	603.845	-5081.614	8258.333
10515	58.73743	1006.172	-4846.792	7413.718	973.876	-4872.456	7448.411	923.943	-4892.420	7496.487	879.022	-4921.434	7559.196	860.589	-4943.358	7621.586	839.347	-4975.322	7681.238	805.869	-5013.611	7751.591	762.772	-5042.042	7817.079	712.172	-5064.708	7883.744	660.766	-5065.140	7941.898	619.064	-5071.175	8019.476	595.927	-5076.855	8120.414	625.397	-5071.664	8243.611
10516	58.74302	1008.157	-4846.342	7397.912	976.500	-4872.460	7432.787	927.613	-4892.918	7482.794	881.709	-4921.544	7543.526	862.714	-4939.533	7606.757	842.813	-4973.550	7666.739	810.241	-5008.058	7738.661	768.364	-5039.678	7804.012	717.496	-5062.378	7870.439	665.249	-5062.534	7927.860	623.817	-5067.425	8005.499	605.472	-5070.453	8107.606	646.054	-5061.480	8228.233
10517	58.74860	1010.198	-4845.737	7381.858	979.180	-4872.248	7417.020	931.037	-4893.476	7467.336	884.575	-4922.604	7527.753	865.161	-4938.777	7591.137	846.061	-4971.894	7651.795	815.051	-5005.820	7724.675	774.053	-5037.222	7790.708	722.903	-5060.042	7856.857	669.595	-5059.929	7913.406	626.920	-5063.241	7991.968	615.227	-5063.966	8094.130	665.081	-5046.577	8205.670
10518	58.75419	1012.273	-4845.130	7365.774	981.735	-4872.128	7400.866	934.501	-4894.015	7451.644	887.183	-4922.415	7511.792	867.573	-4938.063	7575.245	849.264	-4970.469	7636.619	819.696	-5003.601	7710.371	779.755	-5034.846	7777.105	728.304	-5057.752	7842.896	674.103	-5057.346	7898.607	632.059	-5058.608	7977.381	625.110	-5057.510	8080.054	683.111	-5037.493	8187.146
10519	58.75978	1014.439	-4844.398	7349.398	984.214	-4871.898	7384.489	938.068	-4894.647	7435.752	889.921	-4922.395	7495.421	869.868	-4937.330	7559.038	852.361	-4968.935	7620.981	824.396	-5001.409	7695.662	785.511	-5032.539	7763.149	733.688	-5055.578	7828.474	678.688	-5054.582	7883.602	637.594	-5054.905	7962.763	634.851	-5050.980	8065.483	699.748	-5027.816	8167.978
10520	58.76536	1016.576	-4843.691	7332.728	986.673	-4871.542	7367.957	941.672	-4895.187	7419.761	892.651	-4922.357	7478.857	872.164	-4936.585	7542.559	855.353	-4967.406	7605.044	828.972	-4999.283	7680.616	791.145	-5030.065	7748.768	739.085	-5053.208	7813.778	683.470	-5051.860	7868.324	643.077	-5050.040	7947.521	644.647	-5044.299	8050.127	714.990	-5017.430	8148.452
10521	58.77095	1018.622	-4842.928	7316.059	989.109	-4871.138	7351.242	945.283	-4895.816	7403.539	895.428	-4922.691	7461.972	874.348	-4935.796	7525.843	858.260	-4965.926	7588.842	833.549	-4997.089	7665.225	796.871	-5027.742	7734.132	744.572	-5050.768	7798.813	688.355	-5048.943	7852.825	648.783	-5045.579	7932.095	654.285	-5037.616	8034.512	727.862	-4995.503	8132.734
10522	58.77654	1020.785	-4842.129	7299.141	991.401	-4870.745	7334.120	948.855	-4896.218	7387.111	898.160	-4922.601	7444.887	876.510	-4935.069	7508.810	861.139	-4964.396	7572.303	838.549	-4998.102	7648.996	802.503	-5025.361	7719.006	750.103	-5048.360	7783.550	693.364	-5045.977	7837.067	654.113	-5037.775	7915.004	663.826	-5030.798	8018.286	740.816	-4987.431	8112.736
10523	58.78212	1022.856	-4841.342	7281.933	993.788	-4870.321	7316.922	952.419	-4896.739	7370.344	900.948	-4922.905	7427.549	878.867	-4934.587	7492.813	864.027	-4962.860	7555.566	843.069	-4995.841	7632.797	808.090	-5023.091	7703.503	755.710	-5045.954	7767.949	698.506	-5042.975	7821.092	660.041	-5033.404	7899.013	673.297	-5023.723	8001.690	754.594	-4982.357	8089.838
10524	58.78771	1024.916	-4840.558	7264.575	996.154	-4869.851	7299.541	955.917	-4897.069	7353.328	903.790	-4922.897	7410.012	881.073	-4933.925	7475.175	866.799	-4961.357	7538.374	847.493	-4993.612	7616.285	813.592	-5020.775	7687.608	761.379	-5043.436	7752.074	703.808	-5040.032	7804.848	666.389	-5032.064	7884.088	682.646	-5016.682	7984.480	767.829	-4976.754	8066.617
10525	58.79330	1027.001	-4839.919	7247.043	998.479	-4869.296	7281.938	959.719	-4896.735	7336.563	906.707	-4918.857	7396.372	883.354	-4933.390	7457.383	869.680	-4960.118	7520.988	851.533	-4988.598	7600.076	819.183	-5018.482	7671.419	767.128	-5041.268	7735.936	709.274	-5037.083	7788.429	672.073	-5024.693	7866.315	691.826	-5009.401	7966.872	779.152	-4967.098	8045.651
10526	58.79888	1029.032	-4839.477	7229.233	1000.873	-4868.778	7264.118	962.943	-4897.698	7318.412	910.171	-4919.201	7378.744	885.708	-4932.914	7439.256	872.374	-4958.499	7503.354	855.902	-4986.549	7582.856	824.699	-5016.048	7654.871	772.864	-5038.989	7719.365	714.836	-5034.208	7771.723	679.576	-5019.633	7848.559	701.456	-5001.278	7947.901	789.890	-4957.464	8024.472
10527	58.80447	1031.111	-4838.722	7211.205	1003.146	-4867.963	7246.096	966.358	-4898.000	7300.398	913.299	-4919.415	7360.589	888.164	-4932.589	7420.758	875.199	-4957.379	7485.375	860.244	-4984.594	7565.308	830.221	-5013.734	7637.918	778.672	-5036.750	7702.615	720.606	-5031.487	7754.830	685.802	-5015.123	7831.479	710.324	-4993.972	7929.433	800.094	-4947.840	8003.284
10528	58.81006	1033.282	-4837.899	7192.853	1005.406	-4867.115	7227.806	969.770	-4898.358	7281.995	916.338	-4919.651	7341.817	890.683	-4932.259	7401.975	878.008	-4956.302	7466.975	864.489	-4982.679	7547.368	835.671	-5011.279	7620.647	784.604	-5034.333	7685.637	726.447	-5028.539	7737.729	690.767	-5011.133	7815.023	717.957	-4988.534	7911.220	809.957	-4938.477	7981.905
10529	58.81564	1035.479	-4837.023	7174.282	1007.535	-4866.497	7209.877	973.174	-4898.737	7263.194	919.544	-4919.799	7322.969	893.224	-4931.971	7382.910	880.581	-4955.209	7448.871	868.639	-4980.789	7529.118	841.080	-5008.805	7603.067	790.444	-5031.885	7668.361	732.425	-5025.771	7720.407	698.188	-5006.010	7796.189	726.444	-4981.136	7891.825	819.261	-4928.593	7960.327
10530	58.82123	1037.773	-4836.216	7155.464	1009.646	-4865.646	7190.902	976.571	-4899.028	7244.189	922.823	-4919.899	7303.864	895.954	-4931.855	7363.585	883.355	-4954.147	7429.826	872.664	-4979.047	7510.428	846.414	-5006.559	7585.005	796.555	-5029.661	7650.839	738.403	-5022.957	7702.883	704.332	-5001.463	7778.050	735.846	-4971.728	7871.340	828.275	-4919.604	7938.465
10531	58.82682	1040.216	-4835.410	7136.356	1011.837	-4864.810	7171.691	979.863	-4899.315	7224.772	926.162	-4919.911	7284.462	898.689	-4931.734	7343.970	886.134	-4952.876	7410.481	876.639	-4977.416	7492.765	851.611	-5004.216	7566.656	802.534	-5026.997	7633.076	744.533	-5020.071	7685.144	710.348	-4997.000	7759.631	743.951	-4964.240	7851.349	837.052	-4910.376	7916.416
