NO_OF_FRAMES	272
NO_OF_CAMERAS	23
NO_OF_MARKERS	16
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-25, 12:49:36	6787.95839464
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15	16
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	15 X	15 Y	15 Z	16 X	16 Y	16 Z	
10936	61.08939	NA	NA	NA	703.667	-4529.233	8491.574	676.982	-4608.349	8511.172	649.064	-4624.404	8453.513	632.349	-4647.429	8399.096	609.407	-4703.352	8350.505	577.500	-4764.669	8308.741	545.253	-4823.992	8285.820	522.189	-4873.074	8280.797	497.954	-4926.146	8279.860	469.427	-4972.861	8276.021	433.505	-5032.197	8285.100	431.080	-5107.493	8344.594	NA	NA	NA	397.311	-5285.067	8362.596	363.504	-5336.809	8332.266
10937	61.09497	NA	NA	NA	705.826	-4520.338	8489.567	682.907	-4600.320	8510.147	653.850	-4617.008	8453.992	637.340	-4637.570	8398.499	614.425	-4692.704	8349.088	582.085	-4753.950	8307.303	550.493	-4813.456	8284.188	528.590	-4863.190	8279.296	506.111	-4917.129	8280.733	479.113	-4964.852	8281.314	439.046	-5022.560	8286.773	433.648	-5102.037	8340.008	NA	NA	NA	396.672	-5282.236	8360.896	366.156	-5336.821	8333.304
10938	61.10056	NA	NA	NA	707.770	-4511.495	8486.916	689.557	-4592.685	8508.246	658.617	-4609.891	8454.094	641.937	-4627.984	8397.487	619.098	-4682.250	8347.219	586.789	-4743.430	8305.482	556.127	-4803.527	8282.536	535.023	-4853.711	8278.113	513.712	-4908.026	8281.141	488.591	-4956.625	8285.869	446.126	-5012.609	8289.365	433.449	-5094.838	8336.365	NA	NA	NA	395.930	-5278.869	8358.662	369.006	-5335.088	8335.396
10939	61.10615	NA	NA	NA	709.496	-4503.187	8484.204	696.856	-4584.892	8505.609	663.388	-4603.297	8453.797	646.059	-4618.668	8396.250	623.314	-4671.569	8345.090	591.749	-4733.271	8303.349	561.977	-4794.181	8281.204	541.479	-4844.544	8277.319	520.667	-4898.925	8281.242	497.356	-4948.179	8289.256	454.413	-5002.930	8292.078	431.962	-5086.800	8330.699	NA	NA	NA	393.899	-5274.006	8355.815	371.985	-5331.410	8339.178
10940	61.11173	NA	NA	NA	710.786	-4494.340	8480.850	704.510	-4576.863	8501.886	668.467	-4596.928	8453.067	649.738	-4609.412	8394.949	627.290	-4660.971	8342.568	597.041	-4723.292	8300.904	568.259	-4785.126	8279.708	548.030	-4835.549	8276.528	527.364	-4889.949	8281.199	505.282	-4939.364	8291.574	463.273	-4994.134	8294.206	430.883	-5078.762	8324.926	NA	NA	NA	391.538	-5266.621	8352.592	376.849	-5329.141	8342.371
10941	61.11732	NA	NA	NA	711.877	-4486.078	8477.211	712.293	-4569.096	8497.272	673.556	-4590.148	8451.924	653.104	-4600.316	8393.351	631.117	-4650.356	8339.806	602.532	-4713.438	8298.245	574.788	-4776.258	8278.249	554.734	-4826.761	8275.797	533.799	-4880.793	8281.076	512.357	-4930.455	8292.720	472.220	-4986.133	8296.063	426.777	-5066.406	8322.978	NA	NA	NA	390.782	-5257.160	8350.605	381.779	-5325.903	8347.032
10942	61.12291	NA	NA	NA	712.851	-4477.609	8472.862	719.435	-4560.311	8492.057	678.781	-4583.911	8450.275	656.296	-4591.284	8391.598	634.724	-4639.756	8336.889	607.934	-4703.614	8295.435	584.559	-4767.201	8274.619	564.933	-4817.531	8271.594	540.047	-4871.609	8280.932	518.888	-4921.438	8292.959	481.135	-4978.650	8297.663	427.807	-5056.920	8318.626	NA	NA	NA	391.375	-5246.216	8349.517	384.495	-5318.927	8351.531
10943	61.12849	NA	NA	NA	713.758	-4469.313	8468.180	725.318	-4548.588	8485.782	684.052	-4577.139	8448.168	659.478	-4582.360	8389.559	638.396	-4629.332	8334.070	613.251	-4693.958	8292.883	590.840	-4758.299	8272.979	568.482	-4809.135	8274.448	546.031	-4862.431	8280.440	525.160	-4912.409	8292.293	489.602	-4971.101	8298.778	431.960	-5047.163	8316.835	NA	NA	NA	393.058	-5234.384	8348.992	385.826	-5309.183	8355.777
10944	61.13408	NA	NA	NA	714.549	-4461.405	8465.434	NA	NA	NA	689.626	-4570.823	8445.512	663.021	-4573.312	8387.431	642.208	-4619.125	8331.106	618.325	-4684.261	8289.875	597.407	-4749.271	8270.938	577.939	-4799.828	8270.147	552.012	-4853.295	8279.556	531.324	-4903.598	8290.854	497.336	-4962.852	8299.277	444.005	-5038.832	8305.105	NA	NA	NA	395.573	-5222.257	8348.693	386.602	-5297.641	8359.680
10945	61.13966	NA	NA	NA	715.341	-4452.333	8457.899	NA	NA	NA	695.615	-4564.395	8442.321	666.843	-4564.471	8385.077	646.150	-4609.107	8328.114	623.707	-4674.684	8286.715	603.335	-4740.204	8269.046	584.385	-4790.920	8269.052	558.070	-4844.290	8278.207	537.655	-4894.684	8289.099	504.661	-4954.252	8299.001	448.886	-5029.965	8302.625	NA	NA	NA	398.662	-5210.428	8348.283	387.655	-5285.270	8363.150
10946	61.14525	NA	NA	NA	716.115	-4443.555	8452.300	NA	NA	NA	702.044	-4557.653	8438.234	670.980	-4556.177	8382.332	650.165	-4599.025	8324.567	629.224	-4665.176	8283.510	609.139	-4731.129	8266.994	590.766	-4782.014	8267.487	564.542	-4835.411	8276.350	544.111	-4885.885	8286.913	511.577	-4945.625	8297.853	455.129	-5021.176	8300.490	NA	NA	NA	402.067	-5199.491	8347.425	389.814	-5273.040	8366.097
10947	61.15084	NA	NA	NA	716.891	-4434.768	8446.531	NA	NA	NA	708.254	-4550.857	8434.637	675.826	-4548.138	8379.360	653.780	-4584.594	8321.653	634.197	-4655.787	8280.507	615.304	-4722.134	8264.432	597.461	-4773.135	8265.148	571.253	-4826.548	8274.014	550.549	-4876.986	8284.237	518.142	-4936.680	8295.975	462.000	-5012.956	8299.102	NA	NA	NA	408.351	-5191.113	8340.071	391.625	-5261.065	8367.105
10948	61.15642	NA	NA	NA	717.773	-4426.106	8440.372	NA	NA	NA	717.898	-4543.455	8434.722	681.329	-4540.431	8376.064	658.185	-4574.649	8317.740	639.262	-4646.438	8277.292	621.350	-4713.208	8261.594	603.954	-4764.365	8262.376	578.048	-4817.846	8271.097	557.211	-4868.332	8281.348	524.293	-4927.578	8293.325	469.127	-5005.285	8298.282	NA	NA	NA	411.892	-5180.686	8334.430	394.637	-5248.850	8364.329
10949	61.16201	NA	NA	NA	718.666	-4417.466	8433.817	NA	NA	NA	726.046	-4535.021	8430.960	687.438	-4533.066	8372.409	662.598	-4564.878	8313.670	644.029	-4637.180	8273.925	627.115	-4704.290	8258.471	610.339	-4755.670	8259.250	585.077	-4809.340	8267.802	563.820	-4859.753	8278.068	530.294	-4918.584	8290.187	476.898	-4997.870	8297.670	NA	NA	NA	413.734	-5168.722	8330.079	395.319	-5235.698	8364.060
10950	61.16760	NA	NA	NA	719.744	-4408.600	8426.963	NA	NA	NA	730.070	-4519.457	8424.015	693.838	-4525.622	8368.519	667.180	-4555.261	8309.486	648.747	-4627.942	8270.266	632.518	-4695.404	8255.028	616.550	-4747.133	8255.813	591.740	-4800.973	8264.192	570.193	-4851.087	8274.286	536.304	-4909.790	8286.642	485.138	-4990.441	8296.940	NA	NA	NA	414.919	-5155.733	8326.596	395.037	-5222.254	8363.852
10951	61.17318	NA	NA	NA	720.883	-4399.502	8419.723	NA	NA	NA	736.174	-4499.884	8419.425	700.511	-4518.195	8364.269	671.763	-4545.774	8305.113	652.872	-4618.834	8266.575	637.380	-4686.537	8251.428	622.501	-4738.563	8252.091	598.411	-4792.556	8260.307	576.401	-4842.499	8270.011	542.225	-4901.135	8282.806	493.490	-4982.608	8295.877	NA	NA	NA	416.490	-5142.230	8323.557	393.065	-5207.769	8363.631
10952	61.17877	NA	NA	NA	722.197	-4390.259	8412.067	NA	NA	NA	742.261	-4479.236	8415.476	707.324	-4511.099	8359.822	676.330	-4536.523	8300.679	657.160	-4609.749	8262.442	641.831	-4677.712	8247.749	628.202	-4729.993	8248.203	604.822	-4784.182	8255.871	582.704	-4834.033	8265.256	548.444	-4892.980	8278.621	495.746	-4973.996	8297.097	NA	NA	NA	419.492	-5128.726	8320.540	390.299	-5193.685	8364.104
10953	61.18436	NA	NA	NA	723.390	-4380.895	8404.166	748.647	-4457.864	8411.809	NA	NA	NA	714.528	-4504.328	8355.169	681.085	-4527.393	8296.150	661.388	-4600.723	8258.063	646.546	-4668.842	8243.657	633.855	-4721.412	8243.912	611.180	-4775.788	8251.218	589.145	-4825.522	8260.270	554.782	-4884.719	8274.126	503.164	-4965.351	8295.069	NA	NA	NA	377.727	-5112.304	8353.445	385.222	-5179.105	8364.179
10954	61.18994	NA	NA	NA	716.904	-4369.905	8395.564	755.014	-4435.654	8407.691	NA	NA	NA	721.972	-4497.566	8350.519	686.148	-4518.467	8291.520	665.521	-4591.737	8253.483	651.183	-4660.016	8239.283	639.316	-4712.699	8239.238	617.703	-4767.320	8246.186	595.746	-4817.111	8255.073	561.659	-4876.536	8269.416	509.971	-4956.304	8292.509	NA	NA	NA	379.401	-5100.504	8351.273	379.325	-5165.922	8363.807
10955	61.19553	NA	NA	NA	719.732	-4360.843	8388.012	761.576	-4411.299	8399.820	NA	NA	NA	729.641	-4490.767	8345.788	691.505	-4509.729	8286.891	670.136	-4582.723	8248.482	656.585	-4651.106	8234.163	644.871	-4703.962	8234.124	624.073	-4758.868	8240.957	602.628	-4808.929	8249.646	568.587	-4868.328	8264.264	516.388	-4947.064	8289.351	NA	NA	NA	382.171	-5089.782	8349.088	373.479	-5153.144	8362.382
10956	61.20112	NA	NA	NA	720.866	-4351.389	8381.428	760.512	-4362.986	8397.063	NA	NA	NA	737.520	-4483.881	8340.892	697.133	-4501.244	8282.107	674.646	-4573.805	8243.362	661.435	-4642.163	8228.919	650.207	-4695.186	8228.717	630.548	-4750.403	8235.450	609.714	-4800.729	8243.948	575.685	-4860.079	8258.820	522.665	-4937.735	8285.877	440.212	-5074.735	8309.112	385.741	-5077.195	8346.849	368.510	-5139.930	8360.433
10957	61.20670	NA	NA	NA	720.686	-4341.633	8375.466	756.652	-4351.313	8382.798	787.497	-4452.092	8371.123	745.594	-4476.860	8335.747	703.005	-4492.965	8277.320	679.103	-4564.892	8238.063	665.926	-4633.251	8223.473	655.536	-4686.332	8222.921	636.986	-4741.962	8229.660	616.869	-4792.613	8237.957	582.628	-4851.845	8252.933	528.925	-4928.199	8282.134	445.070	-5056.516	8307.449	389.948	-5065.229	8344.188	364.208	-5125.715	8358.613
10958	61.21229	NA	NA	NA	719.568	-4331.666	8369.781	756.610	-4341.776	8373.519	795.640	-4440.443	8361.556	753.849	-4469.655	8330.269	708.921	-4484.885	8272.467	676.064	-4557.476	8235.898	670.159	-4624.357	8217.774	660.304	-4677.626	8217.101	643.659	-4733.613	8223.657	623.970	-4784.398	8231.561	589.416	-4843.478	8246.731	535.221	-4918.501	8278.097	449.966	-5036.674	8306.050	394.186	-5052.925	8340.966	360.844	-5110.307	8357.601
10959	61.21788	NA	NA	NA	717.890	-4321.577	8364.026	752.903	-4331.349	8363.496	803.790	-4427.951	8352.339	762.270	-4462.220	8324.374	714.909	-4476.956	8267.619	682.009	-4548.538	8229.528	671.172	-4616.869	8213.354	665.143	-4668.894	8210.901	650.362	-4725.293	8217.172	630.951	-4776.184	8224.902	596.211	-4835.186	8240.267	541.625	-4908.880	8273.649	454.964	-5016.027	8304.691	398.386	-5042.828	8337.215	358.393	-5093.931	8356.966
10960	61.22346	NA	NA	NA	716.031	-4311.458	8357.854	757.527	-4323.006	8355.038	801.467	-4410.633	8338.858	770.841	-4454.505	8317.978	721.128	-4469.293	8262.604	687.618	-4539.616	8223.068	676.226	-4607.929	8206.598	670.308	-4660.120	8204.227	656.073	-4716.448	8208.039	637.751	-4767.784	8217.796	602.910	-4826.703	8233.554	548.237	-4900.790	8268.534	460.131	-4995.395	8303.153	402.405	-5023.562	8334.504	356.414	-5076.837	8355.849
10961	61.22905	NA	NA	NA	714.367	-4301.400	8350.920	758.025	-4313.944	8345.732	804.975	-4396.581	8327.220	779.548	-4446.463	8310.996	727.684	-4461.899	8257.292	692.698	-4530.846	8216.624	681.228	-4599.029	8199.585	671.837	-4652.497	8199.047	662.199	-4708.094	8200.964	644.421	-4759.451	8210.462	609.536	-4818.102	8226.632	554.794	-4891.667	8263.233	465.534	-4975.594	8301.214	406.538	-5010.304	8330.473	354.899	-5057.957	8354.639
