NO_OF_FRAMES	263
NO_OF_CAMERAS	23
NO_OF_MARKERS	3
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-19, 17:15:31	93275.30118114
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	
27826	155.44693	460.906	-4562.076	7395.326	551.863	-4790.879	7370.185	502.276	-4988.966	7423.315
27827	155.45251	460.970	-4555.973	7381.988	551.785	-4783.011	7356.712	503.088	-4981.818	7410.237
27828	155.45810	460.744	-4549.801	7368.345	553.181	-4775.917	7344.338	503.742	-4974.710	7396.840
27829	155.46369	461.119	-4543.056	7353.655	554.445	-4768.729	7331.544	504.603	-4967.513	7383.082
27830	155.46927	461.221	-4536.896	7339.254	555.620	-4761.363	7318.423	505.658	-4962.377	7369.182
27831	155.47486	461.467	-4530.831	7324.537	556.940	-4754.188	7305.318	506.406	-4955.126	7355.139
27832	155.48045	461.627	-4524.671	7309.601	558.146	-4746.793	7291.626	507.344	-4947.647	7340.781
27833	155.48603	462.126	-4518.590	7294.365	561.325	-4740.313	7279.509	508.202	-4940.158	7326.218
27834	155.49162	462.453	-4512.465	7278.732	562.209	-4732.893	7265.206	509.002	-4932.748	7311.677
27835	155.49721	463.210	-4506.540	7263.059	563.007	-4725.598	7250.669	510.025	-4925.167	7296.801
27836	155.50279	463.652	-4500.411	7246.728	561.338	-4717.604	7234.751	511.091	-4917.521	7281.662
27837	155.50838	464.455	-4494.458	7230.144	564.409	-4710.376	7220.487	512.271	-4909.762	7266.450
27838	155.51397	465.306	-4488.428	7213.250	564.916	-4703.188	7205.115	513.623	-4902.159	7250.986
27839	155.51955	465.233	-4481.996	7195.313	565.236	-4695.413	7189.272	514.960	-4894.486	7235.204
27840	155.52514	465.896	-4476.059	7178.055	563.403	-4687.313	7172.370	516.358	-4886.808	7219.298
27841	155.53073	466.836	-4469.762	7160.308	563.630	-4679.559	7156.132	517.951	-4878.963	7203.095
27842	155.53631	467.264	-4461.450	7141.808	563.790	-4671.990	7139.633	519.558	-4871.215	7186.712
27843	155.54190	468.557	-4455.724	7123.772	563.889	-4664.163	7122.800	521.348	-4863.350	7170.021
27844	155.54749	470.034	-4450.016	7105.383	563.868	-4656.348	7105.753	523.188	-4855.469	7153.065
27845	155.55307	471.564	-4444.401	7086.739	563.751	-4648.445	7088.562	524.971	-4847.555	7135.904
27846	155.55866	473.153	-4438.815	7067.800	563.594	-4640.608	7071.081	526.790	-4839.604	7118.450
27847	155.56425	474.869	-4433.289	7048.603	559.218	-4636.300	7054.262	529.055	-4831.524	7100.852
27848	155.56983	476.657	-4427.822	7029.188	558.865	-4628.478	7036.285	530.993	-4823.336	7083.054
27849	155.57542	478.498	-4422.450	7009.450	558.515	-4620.506	7018.068	533.130	-4815.024	7064.962
27850	155.58101	480.366	-4417.103	6989.511	557.935	-4612.623	6999.627	535.343	-4806.729	7046.737
27851	155.58659	482.266	-4411.835	6969.431	557.273	-4604.566	6980.919	537.638	-4798.251	7028.212
27852	155.59218	484.237	-4406.563	6949.038	556.446	-4596.712	6962.008	539.982	-4789.908	7009.519
27853	155.59777	486.198	-4401.396	6928.552	558.837	-4584.423	6942.046	542.491	-4781.135	6990.403
27854	155.60335	488.170	-4396.244	6907.937	557.685	-4576.412	6922.740	545.011	-4772.558	6971.223
27855	155.60894	490.122	-4391.102	6887.095	556.443	-4568.189	6903.257	547.543	-4763.694	6951.660
27856	155.61453	492.090	-4385.962	6866.114	554.304	-4554.496	6882.201	550.227	-4755.041	6931.757
27857	155.62011	494.034	-4380.854	6844.925	552.933	-4546.490	6862.439	551.478	-4743.614	6910.494
27858	155.62570	495.986	-4375.812	6823.577	551.511	-4538.477	6842.511	554.396	-4734.899	6890.101
27859	155.63128	497.971	-4370.748	6802.101	549.966	-4529.684	6820.506	557.366	-4726.134	6869.496
27860	155.63687	499.976	-4365.659	6780.322	548.451	-4521.659	6800.150	560.366	-4717.307	6848.652
27861	155.64246	502.051	-4360.560	6758.505	546.920	-4513.725	6779.568	563.579	-4708.361	6827.515
27862	155.64804	504.086	-4355.512	6736.532	545.321	-4505.743	6758.776	566.936	-4699.356	6806.346
27863	155.65363	506.156	-4350.360	6714.331	543.680	-4497.832	6737.729	570.301	-4690.226	6784.748
27864	155.65922	508.330	-4345.191	6692.084	542.032	-4489.944	6716.501	573.768	-4681.049	6762.883
27865	155.66480	510.441	-4339.997	6669.570	540.455	-4482.060	6695.039	577.159	-4671.749	6740.804
27866	155.67039	512.621	-4334.734	6646.842	538.701	-4474.200	6673.385	580.563	-4662.534	6718.397
27867	155.67598	514.858	-4329.520	6623.980	537.012	-4466.320	6651.403	584.024	-4653.076	6695.835
27868	155.68156	517.170	-4324.264	6600.894	535.301	-4458.542	6629.157	587.673	-4643.480	6673.094
27869	155.68715	519.515	-4319.032	6577.611	533.876	-4450.350	6602.537	591.658	-4632.826	6648.410
27870	155.69274	521.901	-4313.735	6554.158	532.180	-4442.660	6579.730	596.299	-4626.907	6627.613
27871	155.69832	524.362	-4308.502	6530.548	530.504	-4435.016	6556.755	599.929	-4617.247	6604.068
27872	155.70391	526.891	-4303.158	6506.623	528.893	-4428.183	6535.730	603.576	-4607.351	6580.251
27873	155.70950	529.479	-4297.850	6482.513	527.197	-4420.636	6512.118	606.426	-4596.766	6555.362
27874	155.71508	532.122	-4292.503	6458.189	525.531	-4413.119	6488.404	610.793	-4587.478	6531.607
27875	155.72067	534.867	-4287.117	6433.661	523.844	-4405.627	6464.448	614.435	-4577.545	6506.807
27876	155.72626	537.662	-4281.725	6408.827	522.191	-4398.112	6440.218	617.853	-4567.419	6481.628
27877	155.73184	540.470	-4276.524	6383.890	520.541	-4390.556	6415.742	621.292	-4557.349	6456.249
27878	155.73743	543.459	-4271.229	6358.596	518.952	-4383.032	6391.237	624.717	-4547.131	6430.495
27879	155.74302	546.467	-4265.962	6333.063	517.342	-4375.526	6366.458	628.046	-4536.834	6404.517
27880	155.74860	549.487	-4260.708	6307.104	515.763	-4367.940	6341.467	631.277	-4526.182	6378.224
27881	155.75419	552.671	-4255.353	6281.008	514.316	-4360.433	6316.582	634.474	-4515.782	6351.583
27882	155.75978	555.846	-4250.037	6254.624	512.610	-4352.766	6290.884	637.561	-4505.198	6324.621
27883	155.76536	559.106	-4244.590	6227.914	510.981	-4344.367	6263.235	640.752	-4494.708	6297.234
27884	155.77095	562.396	-4239.033	6200.903	509.334	-4336.725	6237.309	643.797	-4484.032	6269.638
27885	155.77654	565.878	-4233.323	6173.879	507.616	-4329.050	6211.150	646.816	-4472.866	6241.716
27886	155.78212	569.316	-4227.593	6146.522	505.934	-4321.359	6184.875	649.750	-4461.920	6213.407
27887	155.78771	572.975	-4221.590	6118.997	504.161	-4313.595	6158.341	652.661	-4450.860	6184.827
27888	155.79330	576.645	-4215.461	6091.248	502.424	-4305.788	6131.519	655.359	-4439.241	6156.097
27889	155.79888	580.307	-4209.333	6063.382	500.629	-4297.893	6104.422	657.910	-4427.771	6127.199
27890	155.80447	584.127	-4202.996	6035.234	498.854	-4289.939	6077.177	660.366	-4416.399	6098.144
27891	155.81006	587.966	-4196.524	6006.787	497.121	-4281.957	6049.735	662.551	-4405.020	6068.887
27892	155.81564	591.989	-4189.886	5978.289	495.370	-4273.792	6022.146	664.528	-4393.417	6039.460
27893	155.82123	596.027	-4183.168	5949.347	493.676	-4265.602	5994.339	666.434	-4381.969	6009.868
27894	155.82682	600.205	-4176.436	5920.353	491.986	-4257.280	5966.285	668.156	-4370.618	5979.910
27895	155.83240	604.366	-4169.403	5891.079	490.336	-4248.874	5938.226	669.541	-4358.915	5950.150
27896	155.83799	608.636	-4162.311	5861.694	488.313	-4240.483	5914.792	670.906	-4347.480	5920.082
27897	155.84358	612.972	-4154.934	5832.200	486.765	-4231.713	5886.271	672.034	-4336.018	5889.906
27898	155.84916	617.358	-4147.355	5802.504	485.251	-4222.890	5857.579	673.152	-4324.637	5859.597
27899	155.85475	621.820	-4139.520	5772.927	483.814	-4213.921	5828.761	674.040	-4313.218	5829.204
27900	155.86034	626.289	-4131.477	5743.115	482.483	-4204.725	5799.656	674.918	-4301.674	5798.688
27901	155.86592	630.895	-4123.112	5713.466	481.179	-4195.569	5770.251	675.776	-4290.219	5768.110
27902	155.87151	635.511	-4114.542	5683.583	479.926	-4186.177	5740.598	676.067	-4278.638	5737.868
27903	155.87709	640.548	-4106.225	5654.276	480.394	-4183.130	5712.733	676.934	-4267.197	5706.836
27904	155.88268	645.182	-4097.250	5624.493	479.548	-4173.398	5681.983	676.947	-4255.559	5676.648
27905	155.88827	649.922	-4088.009	5594.684	479.115	-4163.535	5651.483	677.342	-4244.493	5645.564
27906	155.89385	654.629	-4078.599	5564.726	478.239	-4153.369	5620.432	677.421	-4232.854	5614.287
27907	155.89944	659.405	-4069.039	5534.718	477.663	-4142.924	5589.075	675.062	-4214.085	5581.182
27908	155.90503	664.138	-4059.224	5504.663	477.149	-4131.957	5557.697	674.987	-4202.454	5550.293
27909	155.91061	668.875	-4049.292	5474.499	476.896	-4121.198	5525.675	674.699	-4190.944	5518.983
27910	155.91620	673.731	-4039.100	5444.199	476.965	-4109.945	5493.646	673.858	-4179.311	5489.476
27911	155.92179	678.535	-4028.935	5413.918	477.418	-4098.804	5461.184	673.424	-4167.738	5458.254
27912	155.92737	683.312	-4018.440	5383.604	478.209	-4087.734	5428.294	672.873	-4156.373	5426.910
27913	155.93296	688.034	-4007.672	5352.953	479.277	-4076.123	5395.533	673.170	-4145.112	5393.515
27914	155.93855	692.781	-3996.820	5322.278	480.738	-4065.002	5362.335	672.305	-4133.787	5361.811
27915	155.94413	697.563	-3985.694	5291.789	482.426	-4053.714	5328.721	671.740	-4122.484	5329.929
27916	155.94972	702.668	-3973.894	5261.948	484.384	-4042.218	5295.194	670.913	-4111.345	5298.088
27917	155.95531	707.236	-3962.474	5231.066	486.593	-4030.545	5261.419	670.130	-4100.211	5266.225
27918	155.96089	712.037	-3950.707	5199.945	490.218	-4018.663	5225.951	669.299	-4089.227	5234.163
27919	155.96648	716.541	-3938.670	5168.492	492.951	-4006.679	5191.974	668.571	-4078.364	5202.235
27920	155.97207	721.263	-3926.533	5137.179	495.647	-3994.488	5157.684	667.773	-4067.543	5170.098
27921	155.97765	725.620	-3914.327	5105.552	498.524	-3982.105	5123.550	667.017	-4056.866	5137.985
27922	155.98324	730.250	-3901.983	5073.469	501.677	-3969.715	5089.175	666.391	-4046.207	5105.713
27923	155.98883	734.587	-3889.422	5041.222	504.966	-3957.146	5054.787	665.702	-4035.685	5073.417
27924	155.99441	738.902	-3876.665	5008.899	508.423	-3944.341	5020.545	665.296	-4025.050	5041.041
27925	156.00000	743.339	-3863.788	4976.143	510.988	-3931.394	4987.402	664.876	-4014.576	5008.370
27926	156.00559	747.535	-3850.574	4943.476	514.317	-3918.361	4953.376	664.534	-4003.975	4975.767
27927	156.01117	752.384	-3839.564	4910.614	517.850	-3905.613	4919.321	664.509	-3993.270	4943.046
27928	156.01676	756.766	-3826.566	4877.615	521.858	-3891.804	4884.998	664.207	-3982.639	4910.056
27929	156.02235	760.496	-3813.332	4844.631	524.966	-3877.030	4850.815	664.447	-3971.792	4876.924
27930	156.02793	764.489	-3799.540	4811.452	529.192	-3863.875	4816.685	664.504	-3960.956	4843.673
27931	156.03352	768.502	-3785.283	4778.356	532.968	-3850.714	4782.237	664.771	-3949.948	4810.077
27932	156.03911	771.367	-3771.176	4745.872	536.812	-3837.528	4747.970	665.104	-3939.010	4776.333
27933	156.04469	775.073	-3756.387	4712.716	541.199	-3824.086	4713.900	665.527	-3927.907	4742.381
27934	156.05028	777.390	-3741.649	4680.907	545.314	-3810.596	4679.792	666.177	-3916.782	4708.328
27935	156.05587	780.555	-3726.541	4647.333	549.461	-3797.117	4645.525	666.776	-3905.665	4674.115
27936	156.06145	783.667	-3711.253	4613.632	553.605	-3783.666	4611.221	667.430	-3894.230	4639.494
27937	156.06704	786.488	-3695.350	4580.271	557.862	-3770.035	4577.001	668.303	-3882.674	4605.026
27938	156.07263	789.771	-3679.677	4545.924	561.868	-3756.437	4542.677	669.085	-3871.172	4570.417
27939	156.07821	792.202	-3663.593	4512.004	566.856	-3742.860	4507.831	669.944	-3859.417	4535.604
27940	156.08380	794.559	-3647.598	4478.013	570.435	-3729.063	4474.336	670.752	-3847.668	4500.766
27941	156.08939	796.743	-3631.415	4443.727	574.988	-3715.254	4440.083	670.440	-3834.839	4470.975
27942	156.09497	798.515	-3614.551	4407.923	579.693	-3701.550	4405.743	671.238	-3822.698	4435.806
27943	156.10056	800.398	-3598.053	4373.233	583.893	-3687.998	4371.072	672.236	-3810.522	4400.963
27944	156.10615	802.155	-3581.569	4338.188	588.651	-3674.384	4336.443	673.215	-3798.003	4365.663
27945	156.11173	803.613	-3564.879	4303.048	593.166	-3660.924	4301.459	674.166	-3785.577	4330.595
27946	156.11732	804.762	-3548.265	4267.747	597.874	-3647.405	4266.447	675.170	-3772.868	4295.652
27947	156.12291	805.685	-3531.481	4232.290	602.725	-3633.902	4231.196	676.113	-3760.031	4260.543
27948	156.12849	806.311	-3514.665	4196.820	607.746	-3619.730	4195.417	676.957	-3747.179	4225.801
27949	156.13408	806.592	-3497.766	4161.162	612.801	-3605.923	4160.163	677.976	-3734.111	4191.110
27950	156.13966	806.693	-3480.829	4125.400	617.916	-3592.075	4124.852	678.717	-3720.934	4156.324
27951	156.14525	806.287	-3463.770	4089.592	623.258	-3578.239	4089.471	679.472	-3707.541	4121.739
27952	156.15084	805.616	-3446.616	4053.824	628.684	-3564.232	4053.964	681.942	-3695.117	4082.179
27953	156.15642	804.800	-3429.479	4018.035	634.103	-3550.247	4018.435	682.640	-3681.627	4047.779
27954	156.16201	804.690	-3408.957	3977.786	639.675	-3536.183	3982.822	683.200	-3668.198	4013.341
27955	156.16760	803.608	-3392.001	3941.980	645.375	-3522.017	3946.944	683.807	-3654.489	3978.793
27956	156.17318	799.649	-3373.511	3912.396	651.088	-3507.782	3911.019	684.334	-3640.779	3944.304
27957	156.17877	801.716	-3358.245	3870.768	656.972	-3493.245	3875.317	684.773	-3626.796	3909.800
27958	156.18436	801.123	-3340.986	3835.180	663.085	-3479.547	3840.581	685.137	-3612.842	3875.318
27959	156.18994	799.755	-3324.059	3799.872	668.668	-3464.940	3804.605	685.511	-3598.607	3840.888
27960	156.19553	798.901	-3307.317	3764.691	674.260	-3449.901	3769.152	685.865	-3584.216	3806.450
27961	156.20112	797.348	-3290.359	3729.558	680.176	-3434.466	3733.627	686.174	-3569.608	3771.791
27962	156.20670	796.291	-3273.309	3694.724	685.911	-3418.752	3698.270	686.265	-3555.053	3737.032
27963	156.21229	795.398	-3256.657	3659.584	691.016	-3403.433	3662.161	686.596	-3540.255	3701.899
27964	156.21788	793.976	-3239.684	3624.719	696.401	-3387.188	3627.124	686.756	-3525.406	3666.714
27965	156.22346	792.569	-3222.555	3590.118	701.793	-3370.746	3591.792	688.012	-3510.584	3629.579
27966	156.22905	792.194	-3205.838	3554.669	708.025	-3357.164	3559.418	687.448	-3495.215	3595.207
27967	156.23464	790.737	-3189.036	3520.350	712.679	-3340.345	3524.070	687.782	-3479.931	3559.093
27968	156.24022	789.841	-3172.196	3485.540	718.013	-3323.001	3488.999	688.319	-3464.309	3522.697
27969	156.24581	789.026	-3155.346	3450.645	723.416	-3305.622	3453.605	688.774	-3448.621	3486.358
27970	156.25140	787.632	-3138.136	3416.533	728.236	-3287.690	3418.287	689.277	-3432.618	3449.644
27971	156.25698	786.943	-3121.157	3381.966	733.121	-3269.881	3383.639	689.910	-3416.360	3412.728
27972	156.26257	786.151	-3104.192	3348.815	738.059	-3251.646	3348.990	690.531	-3399.917	3375.547
27973	156.26816	785.198	-3086.991	3314.494	742.156	-3233.554	3314.801	691.254	-3383.314	3338.633
27974	156.27374	784.071	-3070.039	3280.548	747.263	-3215.005	3279.880	691.852	-3366.450	3301.208
27975	156.27933	783.048	-3053.075	3246.623	752.640	-3196.862	3246.218	692.718	-3349.228	3263.757
27976	156.28492	781.718	-3036.166	3212.822	757.646	-3178.068	3211.610	697.227	-3339.029	3226.156
27977	156.29050	780.688	-3019.333	3178.728	762.563	-3159.666	3177.184	698.372	-3321.488	3188.823
27978	156.29609	779.386	-3002.699	3144.712	767.850	-3140.925	3142.390	695.238	-3296.038	3151.816
27979	156.30168	778.045	-2986.016	3110.578	772.621	-3122.318	3108.367	699.984	-3285.125	3114.371
27980	156.30726	776.295	-2969.262	3075.871	777.980	-3103.428	3072.733	700.706	-3266.605	3077.188
27981	156.31285	774.762	-2952.815	3042.597	783.277	-3084.852	3037.696	701.453	-3247.805	3040.393
27982	156.31844	773.060	-2936.154	3009.961	788.943	-3065.971	3003.269	702.116	-3228.786	3003.932
27983	156.32402	770.724	-2919.862	2973.398	794.607	-3046.832	2967.949	702.966	-3209.545	2967.651
27984	156.32961	769.545	-2903.680	2938.378	799.820	-3028.088	2933.265	703.567	-3190.203	2931.706
27985	156.33520	767.784	-2886.805	2906.271	805.365	-3008.998	2898.382	704.316	-3170.526	2895.808
27986	156.34078	765.728	-2870.613	2869.926	810.616	-2989.938	2863.615	704.098	-3153.569	2859.518
27987	156.34637	763.966	-2853.809	2836.553	822.354	-2975.039	2829.995	701.005	-3124.306	2830.027
27988	156.35196	762.018	-2837.700	2800.172	827.628	-2955.914	2795.273	702.386	-3104.397	2794.206
27989	156.35754	760.028	-2820.696	2767.256	832.758	-2936.222	2760.641	700.448	-3088.393	2755.054
27990	156.36313	757.812	-2804.106	2732.430	837.598	-2916.793	2726.098	701.887	-3068.483	2719.058
27991	156.36872	755.744	-2787.059	2697.593	844.013	-2897.755	2690.499	703.627	-3048.212	2683.049
27992	156.37430	753.514	-2770.138	2663.007	848.693	-2878.143	2656.118	705.474	-3027.761	2646.757
27993	156.37989	751.551	-2753.182	2626.411	852.859	-2858.345	2621.931	707.404	-3007.256	2610.449
27994	156.38547	749.222	-2735.393	2593.193	846.582	-2832.442	2589.454	709.600	-2986.893	2573.916
27995	156.39106	747.011	-2718.235	2556.980	849.734	-2812.780	2557.325	711.788	-2966.555	2537.181
27996	156.39665	744.721	-2700.584	2522.087	854.150	-2789.736	2520.688	714.301	-2945.907	2500.568
27997	156.40223	742.523	-2683.143	2486.221	858.557	-2772.439	2487.372	716.904	-2925.367	2463.698
27998	156.40782	740.122	-2665.289	2450.719	862.282	-2752.234	2453.329	719.558	-2904.571	2426.567
27999	156.41341	737.828	-2647.488	2415.649	865.959	-2732.000	2419.375	725.225	-2884.795	2385.758
28000	156.41899	735.413	-2629.440	2381.249	869.572	-2711.527	2385.438	728.123	-2863.953	2348.596
28001	156.42458	733.459	-2611.434	2345.319	864.970	-2691.013	2354.502	731.222	-2842.755	2311.101
28002	156.43017	729.965	-2592.571	2311.171	868.558	-2671.055	2320.361	734.416	-2822.432	2273.498
28003	156.43575	727.531	-2573.630	2275.610	872.643	-2651.106	2286.182	737.639	-2801.427	2236.053
28004	156.44134	721.480	-2554.067	2249.855	875.363	-2630.617	2252.117	743.712	-2780.214	2197.461
28005	156.44693	721.941	-2534.758	2205.991	877.797	-2610.205	2218.193	744.811	-2759.905	2160.777
28006	156.45251	719.500	-2515.949	2170.446	879.985	-2589.860	2184.128	748.659	-2738.997	2123.321
28007	156.45810	716.990	-2497.143	2134.816	882.161	-2569.454	2149.978	749.293	-2719.682	2087.017
28008	156.46369	714.311	-2478.292	2099.216	884.286	-2549.281	2115.552	752.861	-2698.879	2049.775
28009	156.46927	711.772	-2458.864	2064.208	886.057	-2528.907	2081.183	756.757	-2678.363	2012.304
28010	156.47486	709.200	-2439.826	2028.814	887.747	-2508.593	2046.684	760.331	-2657.053	1975.316
28011	156.48045	706.484	-2420.037	1993.657	889.430	-2488.384	2011.966	764.258	-2636.557	1937.932
28012	156.48603	703.777	-2400.597	1958.935	890.527	-2468.038	1977.195	767.641	-2615.677	1901.210
28013	156.49162	700.857	-2380.894	1924.151	891.871	-2447.836	1942.188	771.157	-2595.184	1864.362
28014	156.49721	698.118	-2360.590	1889.647	898.293	-2430.561	1904.229	774.889	-2574.322	1827.754
28015	156.50279	695.113	-2340.497	1855.031	899.344	-2410.302	1868.649	777.423	-2553.705	1791.778
28016	156.50838	692.279	-2320.134	1820.592	901.113	-2391.295	1832.144	780.821	-2532.905	1755.676
28017	156.51397	690.471	-2301.686	1784.507	902.000	-2370.979	1796.204	783.506	-2511.934	1720.162
28018	156.51955	687.579	-2281.224	1749.999	906.590	-2349.344	1757.960	786.145	-2491.589	1684.763
28019	156.52514	685.423	-2261.166	1715.020	906.734	-2329.005	1721.687	788.511	-2470.845	1649.862
28020	156.53073	682.665	-2240.392	1680.446	906.627	-2308.627	1685.045	790.546	-2450.442	1615.331
28021	156.53631	679.637	-2219.273	1646.004	906.286	-2288.020	1649.040	792.953	-2429.912	1580.954
28022	156.54190	676.839	-2197.856	1611.524	905.725	-2267.663	1612.431	795.211	-2409.218	1546.985
28023	156.54749	674.036	-2177.083	1576.755	904.905	-2247.305	1575.724	796.779	-2388.783	1513.418
28024	156.55307	672.209	-2155.615	1541.064	902.821	-2225.669	1540.237	798.975	-2368.447	1479.901
28025	156.55866	669.471	-2134.423	1506.496	901.288	-2205.190	1503.318	800.920	-2347.883	1446.723
28026	156.56425	665.468	-2115.262	1471.872	899.709	-2184.360	1466.770	802.535	-2327.571	1413.782
28027	156.56983	662.713	-2094.883	1437.161	899.196	-2163.785	1429.254	803.899	-2307.395	1381.265
28028	156.57542	661.440	-2073.783	1401.961	895.612	-2142.827	1393.193	804.299	-2286.774	1349.282
28029	156.58101	659.261	-2051.871	1367.126	895.134	-2122.619	1355.469	806.034	-2266.902	1316.647
28030	156.58659	656.200	-2029.356	1332.951	892.878	-2100.782	1318.514	807.973	-2246.897	1284.203
28031	156.59218	654.242	-2006.854	1298.596	890.605	-2079.957	1281.712	808.208	-2225.683	1252.662
28032	156.59777	652.386	-1984.206	1264.071	888.473	-2059.075	1244.328	814.546	-2209.214	1216.410
28033	156.60335	650.929	-1961.427	1229.853	886.968	-2038.129	1209.594	815.628	-2189.343	1184.186
28034	156.60894	649.254	-1937.961	1195.617	883.468	-2018.274	1170.355	817.647	-2169.758	1151.471
28035	156.61453	648.244	-1914.688	1161.284	879.649	-1997.627	1133.743	819.027	-2149.909	1118.893
28036	156.62011	647.072	-1891.110	1126.877	876.670	-1977.389	1096.886	820.629	-2130.091	1086.133
28037	156.62570	646.182	-1867.828	1092.099	874.911	-1957.330	1059.699	821.619	-2109.890	1053.463
28038	156.63128	642.430	-1845.531	1057.927	870.541	-1936.714	1023.401	823.349	-2090.037	1020.181
28039	156.63687	641.012	-1822.222	1023.199	867.610	-1916.444	986.875	823.441	-2068.226	988.073
28040	156.64246	640.140	-1798.505	988.348	864.483	-1895.959	950.247	825.521	-2049.296	954.001
28041	156.64804	639.895	-1774.794	953.079	860.814	-1875.370	914.225	826.602	-2028.766	920.631
28042	156.65363	639.522	-1750.784	918.356	857.409	-1854.940	878.118	831.427	-2011.007	882.865
28043	156.65922	639.941	-1726.761	883.366	854.756	-1833.805	842.089	831.552	-1990.173	850.162
28044	156.66480	639.383	-1701.919	849.139	851.309	-1812.718	806.446	832.651	-1970.123	816.289
28045	156.67039	640.321	-1677.671	814.511	848.100	-1789.154	771.394	834.287	-1949.769	782.101
28046	156.67598	641.799	-1653.414	779.918	844.335	-1768.248	737.957	835.767	-1929.962	747.663
28047	156.68156	643.330	-1629.207	745.514	841.062	-1747.644	702.885	836.589	-1909.973	713.017
28048	156.68715	644.928	-1604.803	711.564	837.662	-1726.817	667.905	837.890	-1890.085	678.000
28049	156.69274	647.262	-1580.861	677.347	834.503	-1706.061	633.301	839.050	-1870.154	642.556
28050	156.69832	649.578	-1556.401	643.564	832.384	-1685.690	598.189	840.477	-1850.367	607.505
28051	156.70391	653.369	-1533.555	608.744	829.237	-1664.976	564.002	842.081	-1830.779	570.882
28052	156.70950	656.365	-1509.465	574.588	825.422	-1644.989	529.488	840.720	-1809.745	536.527
28053	156.71508	662.391	-1484.027	541.072	822.233	-1624.669	495.326	839.670	-1788.929	501.549
28054	156.72067	663.283	-1461.557	507.617	818.657	-1605.015	461.025	841.320	-1769.552	463.971
28055	156.72626	666.612	-1437.968	473.876	814.105	-1584.986	427.383	842.043	-1749.838	426.472
28056	156.73184	670.387	-1414.343	439.822	810.817	-1565.219	393.337	843.633	-1730.795	386.253
28057	156.73743	674.001	-1390.679	405.939	807.741	-1545.966	359.831	845.968	-1712.763	346.515
28058	156.74302	677.650	-1367.107	372.182	804.675	-1526.384	325.818	846.311	-1693.017	307.989
