NO_OF_FRAMES	272
NO_OF_CAMERAS	23
NO_OF_MARKERS	15
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-20, 17:07:40	8206.88158258
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05	06	07	08	09	10	11	12	13	14	15
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	06 X	06 Y	06 Z	07 X	07 Y	07 Z	08 X	08 Y	08 Z	09 X	09 Y	09 Z	10 X	10 Y	10 Z	11 X	11 Y	11 Z	12 X	12 Y	12 Z	13 X	13 Y	13 Z	14 X	14 Y	14 Z	15 X	15 Y	15 Z	
7991	44.63687	31.682	-4697.492	8536.709	63.125	-4733.749	8543.255	108.699	-4763.721	8503.913	139.879	-4801.643	8411.548	172.121	-4842.638	8358.103	212.875	-4881.127	8305.559	241.996	-4903.437	8272.217	280.943	-4930.247	8239.225	331.117	-4960.464	8211.827	376.274	-4985.105	8191.894	428.570	-5000.547	8167.963	478.078	-5033.612	8187.841	NA	NA	NA	NA	NA	NA	463.288	-5317.398	8308.637
7992	44.64246	26.946	-4691.406	8536.860	60.357	-4726.490	8546.518	103.291	-4759.796	8505.337	132.255	-4794.462	8411.076	162.029	-4834.797	8355.789	201.901	-4874.714	8303.411	230.554	-4897.936	8270.293	269.119	-4924.562	8237.180	319.401	-4954.150	8208.933	365.848	-4970.048	8194.474	418.813	-4994.572	8169.095	471.395	-5032.012	8187.334	NA	NA	NA	NA	NA	NA	467.375	-5318.468	8307.079
7993	44.64804	22.671	-4685.039	8536.430	55.729	-4721.229	8546.103	97.734	-4756.183	8506.144	124.813	-4787.270	8410.169	151.950	-4826.701	8352.943	190.890	-4868.176	8300.946	219.178	-4892.437	8268.220	257.379	-4918.986	8235.142	308.461	-4940.253	8211.021	354.950	-4963.449	8193.244	408.919	-4988.951	8169.844	464.429	-5018.133	8184.529	NA	NA	NA	NA	NA	NA	462.483	-5317.639	8310.262
7994	44.65363	18.766	-4678.485	8535.477	51.045	-4715.701	8545.072	92.046	-4753.404	8506.446	117.573	-4780.114	8408.847	142.187	-4818.784	8349.791	179.939	-4861.631	8298.122	207.833	-4886.985	8265.929	245.792	-4913.648	8232.811	297.067	-4933.298	8208.223	344.236	-4956.494	8191.408	398.830	-4983.466	8171.406	456.929	-5011.667	8180.068	491.584	-5060.160	8252.439	NA	NA	NA	442.131	-5311.081	8324.578
7995	44.65922	15.319	-4671.828	8533.886	45.906	-4710.533	8542.778	86.212	-4750.465	8506.047	110.067	-4773.148	8406.817	132.620	-4810.903	8346.472	169.120	-4855.129	8295.038	196.586	-4881.470	8263.355	234.295	-4908.507	8230.363	286.018	-4926.715	8205.481	334.967	-4957.820	8186.636	388.485	-4977.896	8174.979	447.250	-5005.366	8180.229	489.924	-5055.458	8245.165	NA	NA	NA	437.937	-5302.784	8329.580
7996	44.66480	12.071	-4665.299	8531.551	40.709	-4705.312	8539.775	80.389	-4747.421	8505.149	102.409	-4766.407	8404.606	123.301	-4803.086	8342.941	158.595	-4848.470	8291.776	185.378	-4875.820	8260.436	223.601	-4894.871	8231.294	275.202	-4919.757	8202.787	323.971	-4949.565	8186.843	377.947	-4972.266	8174.579	437.472	-4999.506	8179.222	488.497	-5050.874	8238.002	NA	NA	NA	435.894	-5291.261	8332.522
7997	44.67039	8.828	-4659.239	8528.357	35.350	-4700.241	8536.211	74.554	-4744.146	8503.760	94.460	-4760.159	8402.135	114.170	-4794.993	8339.087	148.380	-4841.580	8288.197	174.420	-4869.883	8257.249	212.497	-4888.981	8228.657	264.532	-4914.103	8199.519	313.791	-4942.011	8184.417	367.097	-4965.793	8173.350	427.259	-4994.034	8178.161	486.214	-5045.336	8230.523	NA	NA	NA	435.057	-5277.701	8333.438
7998	44.67598	5.599	-4653.199	8524.301	30.262	-4695.076	8532.157	68.611	-4740.761	8501.902	86.244	-4754.087	8399.492	105.015	-4786.964	8335.065	138.484	-4834.429	8284.504	163.814	-4863.663	8253.908	201.641	-4883.006	8225.707	254.005	-4909.390	8195.837	303.791	-4935.327	8178.942	356.345	-4959.520	8171.694	416.734	-4989.103	8177.060	483.122	-5039.340	8222.854	NA	NA	NA	437.234	-5264.286	8332.006
7999	44.68156	2.519	-4647.023	8519.468	25.543	-4689.341	8527.620	62.534	-4737.491	8499.657	78.088	-4748.357	8396.707	95.888	-4778.922	8330.884	129.148	-4827.079	8280.748	153.585	-4857.197	8250.315	191.071	-4876.795	8222.702	243.618	-4905.256	8191.901	293.362	-4928.880	8175.626	345.867	-4953.374	8170.018	406.138	-4984.296	8175.690	478.586	-5033.098	8215.164	NA	NA	NA	437.066	-5248.850	8335.271
8000	44.68715	-0.685	-4640.777	8514.069	20.818	-4683.456	8522.629	56.016	-4734.470	8496.988	70.153	-4742.744	8393.877	86.696	-4771.122	8326.587	119.969	-4819.550	8276.810	143.661	-4850.521	8246.559	179.811	-4879.575	8214.684	233.366	-4901.339	8187.871	283.062	-4922.454	8172.214	335.513	-4947.322	8168.000	395.529	-4979.295	8173.945	472.289	-5026.790	8208.036	505.034	-5114.889	8283.712	438.339	-5232.033	8340.054
8001	44.69274	-3.893	-4634.362	8508.196	16.237	-4677.230	8517.062	48.977	-4731.547	8494.021	62.257	-4736.947	8390.608	77.402	-4763.436	8322.193	110.478	-4812.021	8272.337	133.702	-4843.640	8242.520	170.330	-4864.316	8215.511	223.248	-4897.277	8183.906	273.311	-4916.202	8169.545	325.259	-4941.240	8165.481	385.139	-4973.969	8171.407	464.681	-5020.972	8201.956	509.795	-5102.312	8279.927	441.657	-5216.707	8343.531
8002	44.69832	-7.118	-4627.850	8501.931	11.508	-4670.963	8510.698	41.527	-4728.278	8490.551	54.536	-4731.254	8387.232	68.183	-4755.904	8317.790	100.828	-4804.366	8267.590	123.767	-4836.457	8238.114	160.119	-4858.032	8211.459	213.259	-4892.707	8180.166	261.983	-4909.985	8167.635	315.067	-4935.318	8162.312	374.859	-4968.304	8168.170	456.428	-5015.790	8196.376	513.218	-5089.086	8274.531	444.555	-5196.910	8342.852
8003	44.70391	-10.431	-4621.397	8495.226	6.444	-4664.803	8503.845	33.614	-4724.914	8486.841	47.047	-4725.794	8383.744	59.200	-4748.449	8313.175	91.511	-4796.725	8262.704	114.241	-4829.225	8233.584	149.255	-4860.604	8203.087	203.397	-4887.266	8176.812	252.648	-4904.601	8161.995	304.950	-4929.441	8158.417	364.736	-4962.390	8164.598	447.729	-5010.979	8190.548	514.496	-5075.242	8266.066	450.631	-5175.638	8341.363
8004	44.70950	-13.738	-4615.019	8488.192	8.681	-4658.042	8492.907	25.469	-4721.024	8482.732	39.949	-4720.282	8380.127	50.495	-4740.981	8308.438	82.607	-4789.213	8257.763	104.982	-4822.095	8228.788	139.529	-4854.095	8198.717	193.682	-4881.924	8172.645	242.211	-4899.499	8157.731	294.953	-4923.631	8153.785	354.686	-4956.247	8160.765	438.519	-5005.311	8187.131	515.158	-5061.856	8256.716	457.642	-5152.802	8334.449
8005	44.71508	-17.178	-4608.486	8480.570	3.098	-4651.614	8485.958	13.456	-4717.756	8482.914	32.826	-4714.653	8376.176	41.827	-4733.605	8303.658	73.662	-4781.736	8252.570	95.694	-4815.081	8223.669	129.754	-4847.686	8193.958	183.803	-4876.511	8168.214	231.868	-4894.377	8153.114	284.850	-4917.815	8148.892	344.753	-4950.101	8156.453	429.571	-4992.114	8183.602	515.270	-5049.034	8246.418	467.703	-5128.918	8328.557
8006	44.72067	-20.570	-4601.724	8472.813	-1.887	-4644.924	8478.311	4.213	-4713.377	8477.546	25.279	-4709.152	8371.864	33.375	-4726.801	8298.865	64.582	-4774.451	8247.217	86.304	-4808.086	8218.381	119.996	-4841.115	8188.715	173.453	-4870.859	8164.066	221.627	-4889.083	8148.209	274.831	-4912.014	8143.653	334.896	-4943.793	8151.498	420.122	-4985.578	8178.163	514.513	-5039.352	8236.699	480.227	-5108.030	8319.836
8007	44.72626	-24.031	-4594.873	8464.919	-7.070	-4638.485	8470.029	-5.362	-4708.266	8471.427	17.742	-4703.664	8367.453	25.181	-4719.934	8293.946	57.334	-4769.639	8242.129	77.020	-4800.999	8212.730	110.324	-4834.685	8183.241	162.324	-4864.799	8160.749	211.430	-4883.589	8143.021	264.798	-4906.144	8138.259	325.201	-4937.263	8146.000	410.537	-4978.477	8172.691	511.517	-5027.630	8225.683	494.449	-5089.051	8311.208
8008	44.73184	-27.559	-4588.066	8456.703	-12.480	-4631.948	8461.505	-4.272	-4703.697	8461.278	10.018	-4698.354	8362.827	17.102	-4713.291	8288.924	48.755	-4762.365	8236.602	67.838	-4794.025	8207.068	101.730	-4818.836	8182.436	152.352	-4859.078	8155.119	201.235	-4878.248	8137.369	254.714	-4900.461	8132.650	315.655	-4930.642	8139.835	401.048	-4971.794	8166.966	506.971	-5016.849	8214.742	510.299	-5071.642	8301.681
8009	44.73743	-31.217	-4581.451	8448.043	-18.703	-4625.571	8453.290	-17.661	-4697.052	8454.029	2.077	-4693.224	8357.979	8.971	-4706.603	8283.797	40.380	-4755.112	8230.923	59.021	-4787.035	8201.116	91.227	-4821.928	8171.572	142.365	-4853.592	8149.214	190.078	-4872.925	8133.025	244.656	-4895.010	8126.482	306.081	-4924.211	8133.087	391.762	-4964.393	8160.984	500.934	-5004.993	8202.895	526.798	-5056.435	8292.489
8010	44.74302	-35.074	-4575.011	8438.771	-25.849	-4619.272	8445.589	-30.737	-4690.039	8446.274	-5.550	-4688.029	8353.120	0.866	-4699.803	8278.345	32.234	-4747.962	8224.936	50.653	-4780.025	8195.190	82.031	-4815.273	8165.596	132.427	-4848.390	8142.905	180.762	-4868.184	8124.894	234.516	-4889.726	8119.785	296.501	-4917.917	8126.055	382.708	-4956.839	8154.570	494.293	-4986.924	8196.580	543.283	-5042.501	8285.593
8011	44.74860	-39.173	-4568.451	8429.052	-36.059	-4612.764	8439.726	-43.231	-4682.701	8438.193	-13.186	-4683.068	8347.819	-7.143	-4693.150	8272.861	24.034	-4740.811	8218.866	42.648	-4773.191	8189.229	72.961	-4808.938	8159.270	122.433	-4843.121	8136.238	170.654	-4863.308	8118.109	224.366	-4884.420	8112.699	286.907	-4911.566	8118.581	373.831	-4948.895	8147.588	486.968	-4976.001	8186.663	559.981	-5030.462	8278.011
8012	44.75419	-43.429	-4561.730	8418.932	-41.254	-4605.841	8430.328	-53.947	-4674.688	8429.475	-20.775	-4678.509	8342.427	-14.954	-4686.580	8267.093	16.084	-4733.694	8212.475	34.495	-4766.375	8182.925	64.001	-4802.602	8152.813	112.549	-4837.547	8129.414	160.620	-4858.185	8111.113	214.323	-4879.065	8105.259	277.292	-4905.276	8110.771	365.052	-4940.706	8139.919	479.250	-4965.074	8177.052	583.047	-5017.733	8260.609
8013	44.75978	-47.942	-4554.896	8408.568	-46.365	-4598.809	8420.479	-64.677	-4666.419	8420.401	-28.613	-4674.130	8336.793	-22.595	-4680.391	8261.164	8.019	-4726.629	8205.889	26.070	-4759.535	8176.253	55.065	-4796.156	8146.104	103.013	-4832.001	8122.557	149.691	-4852.639	8105.731	204.397	-4873.574	8097.471	267.734	-4898.984	8102.449	356.302	-4932.478	8131.545	471.425	-4953.553	8167.188	601.632	-4991.495	8235.431
8014	44.76536	-52.678	-4547.936	8397.895	-51.438	-4591.950	8409.843	-75.660	-4657.809	8410.876	-36.474	-4670.008	8330.982	-30.130	-4674.207	8255.080	-0.041	-4719.616	8199.142	17.706	-4752.749	8169.314	46.213	-4790.048	8139.244	93.652	-4826.343	8115.489	140.969	-4847.386	8096.318	194.512	-4868.139	8089.300	258.140	-4892.856	8093.587	347.579	-4924.011	8122.780	463.534	-4942.821	8156.493	609.027	-4962.271	8206.404
8015	44.77095	-57.599	-4541.073	8386.816	-56.625	-4584.902	8399.034	-87.993	-4650.039	8401.910	-44.594	-4666.234	8324.784	-37.713	-4668.364	8248.813	-7.938	-4712.590	8191.982	9.435	-4745.874	8162.139	37.416	-4783.658	8132.255	84.137	-4820.624	8108.299	130.218	-4841.833	8090.278	184.553	-4862.851	8080.804	248.541	-4886.939	8084.221	338.948	-4915.510	8113.646	455.573	-4931.946	8146.600	604.703	-4929.988	8177.241
8016	44.77654	-62.728	-4534.300	8375.171	-61.880	-4577.619	8388.123	-101.873	-4641.074	8391.608	-52.613	-4662.608	8318.428	-45.465	-4662.631	8242.368	-15.856	-4705.522	8184.617	1.480	-4739.123	8154.891	28.788	-4777.442	8125.103	74.806	-4815.106	8100.983	120.497	-4836.567	8082.333	174.613	-4857.651	8071.805	238.819	-4881.017	8074.517	330.382	-4906.111	8103.946	447.418	-4921.751	8136.765	596.081	-4902.956	8152.049
8017	44.78212	-68.085	-4527.589	8362.900	-67.301	-4570.409	8377.166	-112.298	-4631.930	8380.018	-60.674	-4658.875	8311.980	-53.386	-4657.203	8235.836	-23.812	-4698.510	8177.052	-6.179	-4732.233	8147.370	20.227	-4771.184	8117.646	65.558	-4809.585	8093.381	110.844	-4831.346	8074.038	164.708	-4852.352	8062.462	229.178	-4874.977	8064.471	321.882	-4897.153	8093.695	439.002	-4911.246	8127.059	584.558	-4879.680	8128.566
8018	44.78771	-73.599	-4520.858	8350.131	-72.632	-4562.916	8365.732	-121.625	-4622.467	8367.695	-68.983	-4655.515	8305.258	-61.524	-4652.333	8229.073	-31.592	-4691.400	8169.275	-14.132	-4725.246	8139.552	11.875	-4764.605	8109.994	57.525	-4803.440	8083.568	101.310	-4826.042	8065.578	154.865	-4846.912	8052.971	219.568	-4868.706	8054.193	313.111	-4888.483	8082.809	430.264	-4901.060	8116.618	571.884	-4858.496	8107.145
8019	44.79330	-76.155	-4513.796	8335.901	-78.076	-4555.587	8353.472	-128.777	-4613.195	8355.076	-77.344	-4652.137	8298.365	-69.690	-4647.741	8222.232	-39.431	-4684.313	8161.433	-22.156	-4718.090	8131.489	3.723	-4757.872	8102.051	47.168	-4797.306	8077.164	90.640	-4819.734	8060.164	145.110	-4841.370	8043.292	210.079	-4862.181	8043.346	304.081	-4880.247	8071.506	421.399	-4890.081	8105.559	559.759	-4839.875	8088.096
8020	44.79888	-85.163	-4507.117	8323.707	-83.397	-4548.381	8340.348	-136.528	-4603.784	8341.368	-85.787	-4648.708	8291.285	-78.007	-4643.441	8215.239	-47.610	-4677.422	8153.336	-29.972	-4710.939	8123.195	-4.361	-4751.300	8093.967	38.830	-4791.223	8066.585	82.420	-4815.353	8048.251	135.318	-4835.810	8033.305	200.532	-4855.565	8032.181	295.030	-4871.456	8060.268	412.643	-4879.888	8093.409	547.931	-4823.280	8070.251
8021	44.80447	-91.352	-4500.122	8310.070	-89.095	-4541.276	8326.193	-143.188	-4593.756	8327.228	-94.341	-4645.193	8283.999	-86.288	-4639.241	8208.061	-55.901	-4670.650	8144.897	-37.718	-4703.698	8114.556	-12.238	-4744.213	8085.560	30.060	-4785.276	8058.138	72.893	-4810.293	8039.097	125.444	-4830.432	8022.989	190.891	-4849.175	8020.709	285.972	-4863.274	8048.471	403.915	-4869.743	8080.433	536.457	-4808.120	8053.698
8022	44.81006	-97.794	-4493.108	8295.927	-94.222	-4534.123	8311.732	-149.546	-4585.047	8312.834	-103.034	-4641.558	8276.490	-94.497	-4635.012	8200.740	-64.339	-4664.028	8136.344	-45.443	-4696.559	8105.911	-19.992	-4737.214	8077.053	20.611	-4779.886	8051.500	63.292	-4805.118	8029.533	115.488	-4825.150	8012.390	181.193	-4842.916	8009.119	275.956	-4857.110	8034.917	395.229	-4858.462	8067.000	526.097	-4796.395	8037.188
8023	44.81564	-104.536	-4486.190	8281.153	-99.748	-4526.724	8297.452	-155.117	-4576.452	8298.043	-111.895	-4637.769	8268.740	-102.638	-4630.814	8193.183	-72.806	-4657.660	8127.589	-51.442	-4690.167	8097.542	-25.853	-4730.586	8069.168	13.240	-4773.213	8040.537	53.830	-4799.760	8019.915	105.654	-4819.658	8001.655	171.406	-4836.583	7997.325	266.737	-4848.997	8022.032	386.493	-4847.980	8052.902	516.347	-4783.751	8021.683
8024	44.82123	-111.426	-4479.325	8265.726	-105.032	-4519.159	8282.792	-159.886	-4568.149	8283.134	-120.952	-4633.791	8260.731	-110.824	-4627.178	8185.432	-81.183	-4651.375	8118.906	-59.559	-4683.068	8088.267	-33.978	-4723.633	8059.789	4.458	-4766.693	8031.077	44.515	-4794.115	8010.022	95.988	-4813.942	7990.657	161.794	-4830.190	7985.235	257.704	-4840.975	8008.623	377.785	-4838.025	8038.137	507.257	-4772.024	8006.248
8025	44.82682	-118.377	-4472.618	8249.691	-109.289	-4511.539	8267.828	-164.048	-4559.734	8268.572	-130.235	-4629.591	8252.445	-118.858	-4623.416	8177.638	-89.484	-4645.150	8110.056	-69.530	-4675.293	8078.066	-43.745	-4716.250	8049.249	-4.374	-4759.732	8021.273	35.130	-4788.385	7999.641	86.320	-4808.064	7979.548	152.094	-4823.827	7972.957	248.670	-4833.023	7994.634	369.152	-4828.139	8022.936	498.555	-4761.030	7991.156
8026	44.83240	-125.295	-4466.088	8233.313	-113.954	-4503.918	8252.104	-167.975	-4553.423	8253.352	-139.773	-4625.133	8243.865	-126.832	-4620.306	8169.643	-99.304	-4637.606	8100.833	-77.582	-4668.098	8068.390	-51.808	-4709.095	8039.300	-13.072	-4752.998	8011.218	25.802	-4782.019	7989.167	76.653	-4802.277	7968.374	142.348	-4817.506	7960.460	239.517	-4825.074	7980.272	360.469	-4818.561	8006.961	490.019	-4750.608	7976.303
8027	44.83799	-125.788	-4458.761	8212.637	-119.131	-4496.538	8236.091	-172.278	-4547.212	8237.634	-149.494	-4620.369	8235.032	-137.272	-4617.518	8164.592	-108.150	-4631.954	8091.678	-85.810	-4661.200	8058.501	-59.547	-4701.751	8029.185	-21.229	-4746.303	8000.965	16.668	-4776.188	7978.562	67.008	-4796.549	7956.847	132.602	-4811.321	7947.641	230.290	-4817.143	7965.704	351.645	-4808.906	7990.418	481.752	-4740.922	7961.533
8028	44.84358	-138.779	-4453.554	8199.585	-124.482	-4489.766	8219.494	-176.954	-4540.853	8221.521	-159.583	-4615.426	8225.749	-138.636	-4614.243	8152.995	-117.206	-4626.803	8082.440	-94.169	-4654.201	8048.420	-65.332	-4694.497	8019.806	-29.354	-4739.591	7990.556	7.647	-4770.085	7967.735	57.343	-4790.717	7945.205	122.787	-4805.063	7934.629	220.849	-4809.113	7950.625	342.866	-4799.367	7973.535	472.264	-4732.977	7947.904
8029	44.84916	-145.525	-4447.372	8182.405	-129.779	-4482.729	8202.426	-181.820	-4534.307	8205.249	-170.111	-4610.483	8215.859	-155.487	-4610.777	8145.336	-126.176	-4621.912	8073.089	-102.588	-4647.324	8038.185	-72.904	-4687.001	8009.247	-37.539	-4732.564	7979.727	-1.368	-4763.813	7956.715	47.738	-4784.752	7933.351	112.978	-4798.708	7921.259	211.418	-4801.460	7935.222	333.854	-4789.955	7956.196	465.025	-4725.029	7932.848
8030	44.85475	-152.313	-4441.078	8164.963	-137.959	-4476.256	8185.938	-186.693	-4527.610	8189.031	-178.665	-4600.804	8208.313	-159.475	-4608.346	8139.215	-135.117	-4617.310	8063.721	-111.209	-4640.724	8027.771	-80.994	-4679.494	7998.224	-45.752	-4725.213	7968.753	-10.254	-4757.287	7945.380	38.267	-4778.616	7921.220	103.255	-4792.265	7907.709	202.085	-4793.924	7919.316	324.796	-4780.747	7938.507	458.003	-4717.899	7917.692
8031	44.86034	-159.218	-4434.626	8147.357	-142.460	-4469.516	8166.825	-191.511	-4520.734	8172.993	-190.911	-4595.620	8196.084	-166.763	-4605.341	8130.256	-144.009	-4612.844	8054.136	-120.068	-4634.236	8017.095	-89.193	-4672.021	7986.854	-53.976	-4718.053	7957.426	-19.106	-4750.417	7933.832	28.811	-4772.430	7908.875	93.515	-4785.832	7893.870	192.647	-4786.345	7903.092	315.618	-4771.821	7920.568	450.767	-4710.146	7902.820
8032	44.86592	-166.321	-4427.980	8129.556	-145.615	-4462.750	8146.914	-196.012	-4513.826	8156.895	-200.898	-4575.052	8188.782	-167.504	-4602.564	8119.051	-152.743	-4608.612	8044.328	-129.083	-4628.020	8006.300	-96.932	-4664.707	7975.575	-62.464	-4710.553	7945.633	-27.743	-4743.559	7922.030	19.393	-4766.184	7896.156	83.713	-4779.405	7879.770	183.110	-4778.670	7886.519	306.438	-4763.318	7902.082	443.354	-4703.896	7886.995
8033	44.87151	-173.571	-4421.162	8111.608	-150.922	-4455.845	8127.240	-200.193	-4507.085	8140.669	-212.528	-4569.928	8174.989	-179.350	-4598.868	8108.661	-161.366	-4604.373	8034.477	-138.027	-4622.188	7995.467	-105.712	-4657.355	7963.709	-70.791	-4703.017	7933.654	-36.538	-4736.445	7909.713	10.051	-4759.869	7883.311	73.958	-4772.972	7865.632	173.531	-4771.089	7869.857	297.198	-4754.343	7883.414	435.618	-4697.737	7870.418
8034	44.87709	-180.929	-4414.292	8093.423	-156.408	-4448.768	8107.407	-204.008	-4500.578	8124.041	-224.147	-4564.736	8160.328	-187.304	-4595.875	8098.852	-169.932	-4600.009	8024.388	-146.971	-4616.508	7984.531	-114.344	-4650.253	7951.670	-79.159	-4695.465	7921.440	-45.266	-4729.154	7897.266	0.798	-4753.382	7870.345	64.234	-4766.479	7851.290	163.980	-4763.613	7852.927	287.714	-4744.979	7864.521	427.669	-4691.542	7852.959
8035	44.88268	-188.327	-4407.443	8075.065	-162.154	-4441.437	8087.894	-207.480	-4494.297	8107.033	-235.589	-4558.464	8145.073	-195.662	-4592.864	8088.818	-178.582	-4596.194	8014.023	-156.056	-4610.897	7973.436	-122.982	-4643.273	7939.496	-87.468	-4687.765	7908.802	-53.861	-4721.767	7884.493	-8.331	-4746.723	7857.104	54.556	-4759.901	7836.633	154.380	-4756.103	7835.752	278.224	-4737.299	7845.008	419.534	-4685.387	7834.932
8036	44.88827	-195.814	-4400.717	8056.318	-167.816	-4433.083	8068.279	-210.663	-4488.160	8089.771	-246.676	-4552.087	8128.908	-204.295	-4589.606	8078.382	-190.087	-4592.931	8006.896	-165.355	-4605.554	7962.034	-131.693	-4636.174	7927.155	-95.804	-4680.027	7895.958	-62.393	-4714.178	7871.449	-17.417	-4739.894	7843.653	44.919	-4753.396	7821.687	144.787	-4748.490	7818.272	268.704	-4728.935	7825.428	411.055	-4679.065	7816.646
8037	44.89385	-203.365	-4394.313	8037.239	-173.388	-4426.356	8047.634	-213.723	-4482.060	8072.331	-257.332	-4545.089	8111.869	-213.062	-4586.146	8067.642	-198.820	-4589.688	7996.188	-174.684	-4600.515	7950.445	-140.580	-4629.259	7914.610	-104.098	-4672.114	7882.883	-70.922	-4706.477	7858.191	-26.534	-4732.977	7829.952	35.181	-4746.847	7806.757	134.993	-4740.766	7800.799	258.987	-4720.741	7805.542	402.086	-4672.659	7798.092
8038	44.89944	-210.926	-4388.161	8017.820	-180.507	-4418.619	8029.980	-216.705	-4476.023	8054.775	-271.056	-4554.376	8089.375	-222.310	-4582.275	8058.323	-207.145	-4586.732	7985.438	-184.310	-4595.937	7938.704	-149.600	-4622.474	7901.895	-112.360	-4664.167	7869.717	-79.421	-4698.624	7844.699	-35.922	-4726.128	7816.590	25.446	-4740.255	7791.620	125.122	-4733.010	7783.141	249.227	-4713.045	7785.412	392.583	-4665.989	7779.265
8039	44.90503	-218.566	-4382.317	7998.156	-186.980	-4410.536	8011.979	-219.112	-4470.100	8037.444	-280.589	-4542.901	8070.946	-227.985	-4563.878	8051.672	-215.853	-4584.097	7974.215	-193.995	-4591.502	7926.743	-160.047	-4614.829	7888.589	-120.605	-4656.067	7856.333	-87.842	-4690.574	7830.937	-45.049	-4718.814	7802.313	15.669	-4733.524	7776.366	115.215	-4725.234	7765.253	239.256	-4705.006	7765.159	382.960	-4659.050	7759.650
8040	44.91061	-226.125	-4376.667	7978.227	-193.311	-4403.375	7992.451	-222.130	-4463.737	8019.415	-288.496	-4532.240	8048.526	-237.386	-4559.837	8039.550	-224.132	-4581.729	7963.046	-203.697	-4587.415	7914.746	-169.254	-4607.963	7875.567	-128.735	-4647.833	7842.798	-96.120	-4682.298	7816.937	-54.180	-4711.168	7787.801	5.898	-4726.720	7760.703	105.071	-4717.469	7747.180	229.135	-4697.458	7744.568	373.240	-4652.000	7739.084
8041	44.91620	-233.622	-4371.109	7958.088	-198.735	-4397.450	7972.970	-225.246	-4457.265	8001.110	-296.669	-4524.009	8027.893	-247.052	-4555.496	8027.098	-231.980	-4579.609	7951.825	-215.751	-4584.749	7906.294	-178.515	-4601.267	7862.352	-136.883	-4639.443	7828.991	-104.422	-4673.900	7802.906	-63.290	-4703.414	7772.988	-3.866	-4719.615	7744.955	94.903	-4709.807	7728.679	218.778	-4689.131	7723.979	363.492	-4645.110	7717.750
8042	44.92179	-241.029	-4365.625	7937.932	-207.004	-4390.382	7953.938	-226.565	-4450.926	7982.235	-304.467	-4518.735	8007.633	-260.969	-4566.191	8009.882	-239.750	-4577.225	7940.336	-225.001	-4581.457	7894.109	-188.304	-4594.953	7850.303	-145.690	-4631.107	7816.135	-112.648	-4665.332	7788.616	-72.317	-4695.439	7757.943	-13.692	-4712.386	7728.880	84.647	-4702.166	7710.017	208.405	-4680.829	7703.402	353.589	-4638.481	7696.147
8043	44.92737	-248.382	-4360.099	7917.684	-217.686	-4384.957	7939.971	-231.843	-4444.857	7965.534	-311.068	-4510.939	7986.140	-271.541	-4561.492	7996.231	-247.184	-4574.827	7928.644	-234.090	-4578.336	7881.833	-198.057	-4588.978	7836.764	-154.048	-4622.563	7801.832	-120.785	-4656.601	7774.107	-81.406	-4687.268	7742.859	-23.777	-4705.633	7712.929	74.247	-4694.597	7691.299	195.819	-4680.489	7680.823	343.604	-4632.106	7674.309
8044	44.93296	-255.665	-4354.499	7897.475	-219.856	-4376.308	7914.479	-230.608	-4437.711	7939.474	-316.851	-4503.252	7964.486	-280.146	-4555.017	7982.984	-251.803	-4571.809	7913.420	-242.832	-4575.272	7869.468	-207.905	-4583.671	7822.878	-162.578	-4614.058	7787.334	-128.956	-4647.731	7759.371	-90.347	-4678.842	7727.460	-33.673	-4698.198	7696.519	63.753	-4687.016	7672.397	185.095	-4672.528	7659.683	333.365	-4625.805	7652.222
8045	44.93855	-262.925	-4348.829	7877.242	-226.485	-4369.648	7894.054	-234.665	-4431.264	7919.732	-321.932	-4495.244	7942.839	-291.599	-4549.065	7966.739	-258.961	-4569.030	7901.390	-250.921	-4572.245	7857.021	-217.815	-4578.746	7808.947	-171.309	-4605.674	7772.503	-137.147	-4638.695	7744.354	-99.254	-4670.308	7711.944	-43.605	-4690.508	7679.809	53.184	-4679.362	7653.332	174.347	-4664.621	7638.408	322.994	-4619.511	7629.720
8046	44.94413	-270.226	-4343.095	7857.062	-232.696	-4362.751	7871.823	-238.726	-4424.917	7899.326	-326.954	-4488.918	7923.323	-303.178	-4542.616	7949.258	-266.195	-4565.998	7889.176	-258.952	-4568.998	7844.345	-227.453	-4573.883	7794.991	-180.190	-4597.399	7757.339	-145.438	-4629.594	7728.954	-108.082	-4661.599	7696.166	-53.400	-4682.603	7662.878	42.621	-4671.760	7634.040	163.423	-4656.922	7616.919	312.521	-4613.188	7606.826
