NO_OF_FRAMES	251
NO_OF_CAMERAS	23
NO_OF_MARKERS	5
FREQUENCY	179
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2015-05-19, 17:34:26	94410.57039366
DATA_INCLUDED	3D
MARKER_NAMES	01	02	03	04	05
Frame	Time	01 X	01 Y	01 Z	02 X	02 Y	02 Z	03 X	03 Y	03 Z	04 X	04 Y	04 Z	05 X	05 Y	05 Z	
913	5.09497	-780.724	-4072.787	4655.533	-710.744	-4096.654	4656.228	-739.093	-4209.007	4604.055	-628.480	-4155.443	4614.604	-580.536	-4037.635	4627.128
914	5.10056	-790.910	-4069.123	4621.636	-719.021	-4087.064	4621.690	-749.577	-4199.289	4568.216	-638.485	-4151.142	4576.892	-592.339	-4032.654	4588.748
915	5.10615	-801.187	-4065.376	4587.677	-727.784	-4077.005	4587.355	-759.242	-4189.167	4532.513	-656.185	-4154.318	4553.873	-604.121	-4027.541	4550.109
916	5.11173	-811.585	-4061.524	4553.603	-736.289	-4067.481	4553.476	-768.837	-4178.700	4496.137	-666.979	-4149.401	4516.186	-615.836	-4022.677	4511.473
917	5.11732	-822.094	-4057.483	4519.276	-745.782	-4057.099	4518.462	-777.969	-4168.445	4460.060	-673.024	-4138.750	4471.776	-627.763	-4017.822	4472.714
918	5.12291	-832.437	-4053.556	4485.094	-755.317	-4046.592	4482.726	-786.835	-4158.021	4423.844	-688.124	-4140.510	4439.920	-639.737	-4012.936	4433.870
919	5.12849	-843.053	-4049.443	4450.865	-765.729	-4036.295	4446.998	-795.912	-4147.576	4387.619	-698.606	-4136.068	4401.927	-657.462	-4008.581	4405.644
920	5.13408	-857.118	-4050.039	4416.340	-777.708	-4022.481	4410.175	-798.288	-4137.740	4355.023	-704.332	-4125.400	4357.739	-668.052	-4001.464	4365.618
921	5.13966	-867.634	-4045.901	4381.637	-787.585	-4011.385	4373.750	-806.868	-4127.292	4318.543	-713.602	-4120.463	4319.275	-681.904	-3995.041	4329.201
922	5.14525	-878.326	-4041.988	4346.760	-798.087	-4000.094	4336.616	-803.094	-4118.339	4309.377	-724.785	-4115.962	4281.423	-692.313	-3991.485	4288.353
923	5.15084	-883.784	-4028.701	4315.938	-809.105	-3988.804	4298.988	NA	NA	NA	-735.649	-4110.678	4243.480	-704.907	-3987.583	4249.262
924	5.15642	-895.418	-4026.071	4279.606	-820.240	-3977.551	4260.692	NA	NA	NA	-745.997	-4106.099	4205.544	-717.100	-3982.573	4210.441
925	5.16201	-905.770	-4022.516	4244.490	-832.491	-3965.779	4223.349	NA	NA	NA	-756.332	-4101.448	4167.189	-729.403	-3976.503	4171.915
926	5.16760	-915.806	-4019.033	4209.084	-844.632	-3954.385	4184.410	-837.302	-4077.337	4164.999	-767.342	-4096.983	4128.357	-742.138	-3971.210	4133.219
927	5.17318	-926.085	-4015.799	4173.372	-857.638	-3943.283	4144.797	-845.478	-4067.163	4129.213	-778.193	-4091.906	4089.820	-754.570	-3966.749	4094.008
928	5.17877	-936.000	-4012.202	4137.796	-870.906	-3932.568	4104.929	-854.253	-4056.662	4092.222	-788.675	-4087.365	4051.258	-766.999	-3961.747	4055.278
929	5.18436	-946.135	-4008.960	4101.680	-884.831	-3922.022	4064.625	-862.257	-4045.798	4056.677	-800.109	-4083.030	4012.066	-779.796	-3956.975	4016.420
930	5.18994	-956.174	-4005.536	4065.647	-899.346	-3911.803	4024.248	-871.015	-4035.242	4019.739	-811.029	-4078.362	3973.102	-791.997	-3952.651	3977.367
931	5.19553	-966.480	-4002.111	4029.195	-914.075	-3902.113	3983.479	-879.419	-4024.184	3983.753	-814.991	-4072.206	3942.878	-804.602	-3947.944	3938.702
932	5.20112	-976.568	-3999.077	3992.577	-929.630	-3893.098	3942.312	-888.521	-4013.582	3946.807	-828.773	-4068.951	3902.009	-817.053	-3943.331	3899.598
933	5.20670	-986.701	-3995.458	3955.856	-945.279	-3884.545	3901.212	-897.612	-4002.521	3910.047	-840.330	-4064.244	3863.086	-829.170	-3938.992	3860.609
934	5.21229	-996.651	-3991.844	3919.216	-960.898	-3877.438	3859.563	-906.637	-3991.507	3873.208	-851.930	-4059.731	3823.369	-841.622	-3934.214	3821.801
935	5.21788	-1006.953	-3988.156	3882.483	-974.682	-3874.147	3813.907	-916.232	-3980.333	3836.097	-867.275	-4056.202	3781.057	-854.111	-3930.133	3782.524
936	5.22346	-1016.851	-3984.635	3845.614	-990.486	-3868.134	3772.173	-925.546	-3969.125	3799.142	NA	NA	NA	-866.372	-3925.783	3743.332
937	5.22905	-1027.016	-3980.730	3808.655	-1006.401	-3862.732	3730.539	-935.429	-3958.030	3761.573	NA	NA	NA	-878.222	-3921.591	3703.720
938	5.23464	-1037.462	-3976.993	3771.428	-1022.102	-3857.698	3689.399	-945.164	-3946.562	3724.002	NA	NA	NA	-889.990	-3916.766	3664.644
939	5.24022	-1047.591	-3973.252	3734.699	-1037.301	-3852.907	3648.238	-954.992	-3934.840	3686.688	NA	NA	NA	-901.698	-3912.285	3625.051
940	5.24581	-1058.364	-3969.529	3697.443	-1052.580	-3848.733	3607.611	-965.419	-3923.500	3648.611	NA	NA	NA	-913.340	-3908.238	3584.929
941	5.25140	-1068.611	-3965.878	3660.441	-1068.230	-3843.964	3570.667	-976.091	-3912.019	3610.235	-945.596	-4021.003	3531.920	-924.268	-3903.371	3545.368
942	5.25698	-1079.438	-3961.937	3623.033	-1082.446	-3840.638	3530.851	-987.049	-3900.540	3571.707	-960.296	-4014.491	3491.328	-936.219	-3899.274	3505.328
943	5.26257	-1090.010	-3958.329	3585.484	-1096.588	-3837.529	3490.873	-998.512	-3888.731	3532.560	-973.335	-4008.104	3452.703	-946.854	-3894.557	3465.608
944	5.26816	-1100.920	-3954.403	3547.950	-1110.323	-3834.564	3450.951	NA	NA	NA	-986.339	-3998.084	3412.943	-958.081	-3890.236	3425.563
945	5.27374	-1111.669	-3950.657	3509.900	-1123.805	-3831.480	3411.184	-1033.218	-3850.959	3438.063	-1000.563	-3990.650	3373.199	-969.032	-3886.073	3385.724
946	5.27933	-1122.605	-3946.927	3471.832	-1136.900	-3828.425	3371.645	-1056.520	-3843.247	3387.217	-1014.619	-3982.706	3333.351	-980.522	-3882.064	3344.964
947	5.28492	-1133.843	-3943.223	3433.204	-1149.844	-3825.294	3332.067	-1068.897	-3830.659	3346.605	-1029.154	-3974.694	3293.010	-990.666	-3877.272	3305.417
948	5.29050	-1144.964	-3939.635	3394.376	-1162.647	-3821.865	3292.609	-1081.887	-3818.110	3305.816	-1043.389	-3966.038	3252.796	-1000.435	-3873.568	3265.058
949	5.29609	-1156.326	-3936.167	3355.073	-1175.010	-3818.493	3253.159	-1095.181	-3805.280	3264.557	-1058.992	-3954.394	3220.704	-1010.601	-3869.073	3225.703
950	5.30168	-1167.613	-3932.506	3315.893	-1187.211	-3814.951	3213.769	-1109.310	-3792.592	3223.282	-1073.146	-3945.302	3180.459	-1020.669	-3865.348	3185.167
951	5.30726	-1178.960	-3929.010	3276.235	-1199.882	-3811.639	3174.235	-1123.325	-3780.313	3181.686	-1087.653	-3936.066	3140.197	-1030.855	-3861.573	3144.842
952	5.31285	-1190.956	-3925.672	3236.096	-1211.881	-3808.179	3134.579	-1138.069	-3768.096	3139.328	-1102.208	-3926.495	3099.588	-1040.832	-3857.691	3105.129
953	5.31844	-1202.611	-3921.744	3196.318	-1224.359	-3804.430	3094.763	-1153.610	-3756.099	3096.438	-1117.078	-3916.860	3058.857	-1050.947	-3854.283	3064.845
954	5.32402	-1214.483	-3918.628	3155.906	-1236.545	-3801.118	3054.541	-1169.225	-3744.966	3053.443	-1131.550	-3907.052	3017.891	-1060.828	-3850.993	3024.449
955	5.32961	-1227.107	-3914.571	3115.530	-1248.493	-3797.700	3014.376	-1185.694	-3733.947	3009.950	-1146.087	-3896.419	2976.835	-1071.315	-3848.063	2983.895
956	5.33520	-1239.261	-3910.562	3075.402	-1262.703	-3794.349	2973.774	-1202.398	-3723.283	2965.561	-1160.659	-3886.094	2935.429	-1081.528	-3845.132	2943.552
957	5.34078	-1251.791	-3906.708	3035.000	-1274.452	-3790.764	2933.208	-1218.429	-3717.244	2911.940	-1174.658	-3875.622	2894.272	-1092.323	-3846.426	2891.231
958	5.34637	-1264.723	-3902.897	2994.382	-1286.259	-3787.184	2892.866	-1236.006	-3707.574	2867.573	-1188.569	-3864.446	2852.700	-1103.404	-3844.159	2850.534
959	5.35196	-1277.880	-3899.199	2953.300	-1298.970	-3783.494	2851.855	-1253.669	-3699.135	2822.901	-1201.944	-3852.651	2811.753	-1115.051	-3842.081	2809.761
960	5.35754	-1291.306	-3894.798	2912.362	-1309.329	-3778.753	2811.913	-1271.790	-3691.064	2778.520	-1215.611	-3841.271	2769.904	-1126.893	-3840.549	2768.338
961	5.36313	-1304.672	-3891.246	2870.929	-1321.083	-3774.860	2771.085	-1291.215	-3684.329	2732.301	-1228.787	-3829.800	2728.247	-1139.077	-3838.096	2727.459
962	5.36872	-1318.515	-3886.586	2829.631	-1333.024	-3770.727	2730.606	-1307.310	-3676.587	2688.983	-1243.078	-3817.770	2687.053	-1152.056	-3835.486	2687.122
963	5.37430	-1332.388	-3882.721	2787.623	-1345.855	-3766.245	2689.893	-1323.381	-3673.857	2637.852	-1256.293	-3805.321	2645.641	-1164.497	-3832.855	2642.862
964	5.37989	-1346.667	-3878.318	2745.955	-1358.116	-3762.108	2648.853	-1340.879	-3668.070	2593.521	-1268.698	-3798.351	2589.267	-1178.229	-3830.445	2600.833
965	5.38547	-1360.975	-3873.678	2703.825	-1370.195	-3758.135	2607.600	-1358.212	-3662.808	2548.993	-1281.642	-3786.350	2547.219	-1192.896	-3828.069	2558.826
966	5.39106	-1375.532	-3869.580	2660.802	-1382.711	-3753.071	2566.812	-1376.388	-3656.665	2510.415	-1294.276	-3774.093	2505.493	-1207.736	-3824.874	2517.262
967	5.39665	-1390.528	-3864.357	2617.980	-1394.897	-3748.495	2525.820	-1393.122	-3652.457	2465.826	-1306.554	-3761.995	2464.161	-1223.272	-3821.395	2475.439
968	5.40223	-1404.750	-3861.301	2570.295	-1407.454	-3744.172	2484.527	-1410.127	-3647.930	2422.134	-1319.682	-3749.850	2422.106	-1238.896	-3817.002	2433.135
969	5.40782	-1420.472	-3856.555	2526.548	-1420.383	-3739.477	2443.148	-1426.375	-3643.735	2378.106	-1331.471	-3736.089	2381.143	-1255.659	-3812.470	2390.938
970	5.41341	-1436.263	-3851.675	2482.803	-1432.935	-3734.966	2401.483	-1442.762	-3639.498	2335.641	-1344.289	-3724.045	2338.771	-1271.924	-3806.165	2349.249
971	5.41899	-1452.866	-3846.491	2438.929	-1446.375	-3730.345	2359.953	-1458.908	-3635.539	2291.610	-1356.638	-3711.223	2296.719	-1294.456	-3798.100	2311.519
972	5.42458	-1469.144	-3841.011	2394.438	-1459.053	-3725.909	2318.254	-1474.298	-3631.474	2248.253	-1369.482	-3698.776	2254.235	-1310.608	-3791.442	2269.447
973	5.43017	-1485.733	-3835.201	2349.534	-1471.424	-3721.055	2276.743	-1489.522	-3627.516	2204.457	-1381.708	-3686.189	2212.196	-1326.009	-3783.619	2227.410
974	5.43575	-1502.943	-3828.915	2304.881	-1484.184	-3716.876	2234.833	-1504.320	-3623.072	2161.528	-1394.425	-3673.231	2169.708	-1343.326	-3775.218	2184.415
975	5.44134	-1520.718	-3822.512	2260.438	-1496.947	-3711.888	2192.905	-1521.213	-3619.664	2108.165	-1410.257	-3661.341	2118.222	-1359.873	-3766.767	2141.879
976	5.44693	-1538.610	-3815.745	2216.323	-1510.395	-3706.914	2151.136	-1535.510	-3615.552	2064.803	-1423.392	-3649.012	2074.481	-1377.339	-3757.715	2099.302
977	5.45251	-1558.205	-3805.899	2177.366	-1522.989	-3702.893	2108.924	-1549.327	-3611.315	2021.388	-1436.992	-3636.378	2031.069	-1394.647	-3748.455	2055.739
978	5.45810	-1576.156	-3797.888	2132.208	-1536.355	-3697.657	2067.208	-1563.263	-3606.884	1978.364	-1450.477	-3624.167	1986.894	-1412.372	-3734.182	2025.566
979	5.46369	-1594.503	-3790.538	2086.930	-1549.203	-3693.848	2024.671	-1576.996	-3602.546	1934.895	-1463.734	-3612.000	1942.850	-1428.782	-3723.862	1982.298
980	5.46927	-1612.411	-3782.104	2040.635	-1562.912	-3689.081	1982.670	-1590.535	-3597.581	1892.534	-1477.560	-3599.811	1898.383	-1444.771	-3719.117	1923.220
981	5.47486	-1630.373	-3773.672	1994.465	-1576.819	-3684.420	1940.228	-1599.204	-3596.982	1839.047	-1491.274	-3587.525	1853.910	-1463.837	-3710.341	1871.187
982	5.48045	-1648.666	-3765.357	1947.882	-1592.359	-3678.356	1895.938	-1617.191	-3588.318	1806.360	-1504.867	-3574.786	1809.116	-1480.022	-3699.177	1826.915
983	5.48603	-1666.811	-3755.947	1901.616	-1606.081	-3673.476	1853.559	-1630.778	-3583.533	1763.640	-1518.813	-3563.529	1763.909	-1496.171	-3687.986	1782.480
984	5.49162	-1684.638	-3746.583	1851.166	-1619.065	-3669.667	1812.725	-1641.344	-3578.435	1728.900	-1532.273	-3552.046	1721.175	-1509.009	-3675.049	1746.018
985	5.49721	-1702.465	-3736.588	1809.742	-1632.958	-3664.916	1770.637	-1654.290	-3572.854	1686.485	-1544.425	-3538.509	1681.442	-1524.352	-3663.611	1701.817
986	5.50279	-1720.671	-3726.885	1763.465	-1647.601	-3660.071	1728.544	-1667.533	-3567.571	1643.380	-1558.452	-3527.440	1635.377	-1539.563	-3652.045	1656.866
987	5.50838	-1738.244	-3716.404	1717.342	-1662.671	-3655.424	1686.296	-1680.816	-3562.765	1600.095	-1572.891	-3515.462	1589.638	-1554.526	-3640.795	1611.568
988	5.51397	-1755.898	-3706.043	1671.274	-1676.919	-3651.733	1643.981	-1693.748	-3556.053	1558.532	-1587.295	-3503.621	1543.683	-1569.314	-3629.455	1566.170
989	5.51955	-1775.127	-3697.176	1619.466	-1694.554	-3647.614	1597.686	-1707.284	-3550.484	1515.769	-1601.597	-3492.669	1497.404	-1583.922	-3617.292	1521.014
990	5.52514	-1792.626	-3685.918	1573.192	-1708.469	-3642.342	1558.650	-1721.436	-3543.819	1475.437	-1616.005	-3480.696	1451.463	-1597.713	-3605.729	1475.953
991	5.53073	-1807.952	-3675.447	1521.133	-1724.460	-3638.281	1514.681	-1734.965	-3537.766	1433.458	-1630.904	-3469.382	1404.981	-1611.510	-3593.144	1430.841
992	5.53631	-1824.978	-3663.621	1474.903	-1741.633	-3632.987	1469.471	-1748.973	-3532.323	1390.606	-1645.458	-3457.930	1358.560	NA	NA	NA
993	5.54190	-1841.807	-3651.802	1428.778	-1758.586	-3627.675	1426.631	-1763.521	-3527.053	1346.991	-1660.507	-3446.539	1312.300	NA	NA	NA
994	5.54749	-1858.324	-3639.504	1383.091	-1774.940	-3621.835	1384.065	-1775.489	-3520.460	1304.232	-1675.966	-3435.846	1265.551	NA	NA	NA
995	5.55307	-1874.792	-3626.809	1337.314	-1791.647	-3616.747	1340.659	-1790.087	-3513.856	1263.725	-1691.400	-3424.622	1219.661	NA	NA	NA
996	5.55866	-1891.159	-3614.439	1291.500	NA	NA	NA	-1804.016	-3507.564	1221.475	-1706.902	-3414.713	1173.283	NA	NA	NA
997	5.56425	-1907.498	-3601.363	1245.836	NA	NA	NA	-1818.058	-3501.125	1178.964	-1722.945	-3403.848	1127.348	NA	NA	NA
998	5.56983	-1923.751	-3588.282	1200.409	NA	NA	NA	-1832.031	-3495.147	1135.971	NA	NA	NA	NA	NA	NA
999	5.57542	-1939.915	-3574.872	1154.609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1000	5.58101	-1955.804	-3559.613	1106.111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1001	5.58659	-1971.753	-3546.162	1060.301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1002	5.59218	-1988.116	-3531.888	1015.125	NA	NA	NA	NA	NA	NA	-1806.073	-3354.652	897.455	NA	NA	NA
1003	5.59777	-2003.720	-3518.226	968.872	NA	NA	NA	-1905.263	-3468.898	924.173	-1822.674	-3345.098	852.525	NA	NA	NA
1004	5.60335	-2019.859	-3503.947	924.109	NA	NA	NA	-1920.642	-3462.657	881.453	-1839.544	-3336.028	807.873	NA	NA	NA
1005	5.60894	-2035.232	-3489.305	877.909	NA	NA	NA	-1934.510	-3456.030	838.628	-1856.625	-3327.371	762.844	NA	NA	NA
1006	5.61453	NA	NA	NA	-1997.741	-3546.008	854.155	-1949.695	-3448.824	796.019	-1873.599	-3318.384	717.812	NA	NA	NA
1007	5.62011	NA	NA	NA	-2018.379	-3536.993	806.989	-1964.193	-3442.524	753.635	-1890.482	-3309.897	673.093	NA	NA	NA
1008	5.62570	NA	NA	NA	-2035.828	-3526.477	747.726	-1980.646	-3436.046	710.420	-1907.545	-3302.367	628.569	NA	NA	NA
1009	5.63128	NA	NA	NA	-2056.885	-3517.571	700.794	-1996.311	-3429.833	667.909	-1924.914	-3293.735	583.406	NA	NA	NA
1010	5.63687	NA	NA	NA	-2078.135	-3507.994	653.438	-2011.713	-3422.873	624.888	-1937.590	-3284.714	524.706	NA	NA	NA
1011	5.64246	NA	NA	NA	-2099.568	-3497.939	606.081	-2028.625	-3416.176	581.238	-1954.589	-3276.281	479.765	-1864.233	-3347.359	510.208
1012	5.64804	NA	NA	NA	-2121.217	-3487.733	558.400	-2044.357	-3409.059	538.843	-1975.630	-3270.799	449.309	-1877.114	-3334.234	464.737
1013	5.65363	NA	NA	NA	-2142.838	-3476.285	509.198	-2061.454	-3401.831	495.063	-1988.005	-3261.883	389.924	-1890.961	-3321.205	419.070
1014	5.65922	NA	NA	NA	NA	NA	NA	-2077.975	-3394.926	452.090	-2004.764	-3254.442	345.403	NA	NA	NA
1015	5.66480	NA	NA	NA	NA	NA	NA	-2095.920	-3387.790	408.515	-2021.484	-3247.448	300.519	NA	NA	NA
1016	5.67039	NA	NA	NA	NA	NA	NA	-2112.315	-3379.475	365.477	-2038.189	-3240.625	255.577	NA	NA	NA
1017	5.67598	NA	NA	NA	NA	NA	NA	-2131.112	-3372.219	321.540	-2054.795	-3233.491	210.820	NA	NA	NA
1018	5.68156	NA	NA	NA	NA	NA	NA	-2149.465	-3363.973	277.251	-2071.490	-3227.043	165.957	NA	NA	NA
