,,,head,,,quarter,,,mid,,,three quarters,,,vent,
28,0.45,1.2047897751,-0.0388629357,-0.9125121713,1.1275403459,0.0099546099,-0.8921314829,1.1290012306,0.0890832115,-0.9132246565,1.0538893397,-0.0548863845,-0.9068920668,0.7956613557,-0.0494399381,-0.8403758619
29,0.4666666667,1.3080807597,-0.0423652177,-1.0003144493,1.2282807631,1.93810545505105E-005,-0.9766892262,1.2464719736,0.0953871855,-1.0053063961,1.1660336224,-0.0484121263,-0.9992977141,0.9104324319,-0.0516236629,-0.9197504258
30,0.4833333333,1.4142220785,-0.0445024947,-1.0890494533,1.3317053593,-0.0096963823,-1.0625615085,1.3662247717,0.0997883243,-1.0980483683,1.2792413298,-0.0401997573,-1.0919182484,1.0262772935,-0.0552818747,-1.0000312063
31,0.5,1.5230917341,-0.0453072027,-1.1785447357,1.4379885999,-0.0191876873,-1.1497438297,1.4871951054,0.1022448491,-1.1909556401,1.3929973795,-0.0303704267,-1.1842595212,1.1428997925,-0.0600662677,-1.0818089459
32,0.5166666667,1.6343151467,-0.0449168689,-1.2685582555,1.5469164507,-0.0285375187,-1.2380183926,1.6082097139,0.1027452813,-1.2834475702,1.5067453163,-0.0191018921,-1.2758145707,1.2598629689,-0.065294872,-1.1654317864
33,0.5333333333,1.7473610146,-0.043561682,-1.3588145114,1.6580056031,-0.0378838246,-1.3270171744,1.7281802574,0.1013124279,-1.374954989,1.6200104042,-0.0066177286,-1.3661230014,1.3766251435,-0.0700600673,-1.2509979067
34,0.55,1.8616553773,-0.0415459711,-1.4490426708,1.7706646671,-0.0473769712,-1.4163109023,1.8462733678,0.0980116214,-1.4650141548,1.7325214791,0.0068276011,-1.4548297137,1.4926133598,-0.0733785316,-1.338373145
35,0.5666666667,1.9766868929,-0.0392173825,-1.5390088405,1.8843482361,-0.0571291313,-1.5055009638,1.9620014821,0.092957389,-1.5533291696,1.8442930174,0.0209598848,-1.541730683,1.6073304944,-0.0743589026,-1.4272313946
36,0.5833333333,2.09208433,-0.0369221793,-1.6285409321,1.9986675789,-0.0671661211,-1.5942951823,2.0752280698,0.0863159201,-1.6397955927,1.9556315885,0.0354850875,-1.6267996234,1.7204656353,-0.0723475938,-1.5171140547
37,0.6,2.2076727441,-0.0349525408,-1.7175521349,2.1134571026,-0.0773948935,-1.6825592962,2.1861377663,0.0783020621,-1.7245016238,2.0670757287,0.0500775644,-1.7101988953,1.8319910666,-0.0670169253,-1.6075090565
38,0.6166666667,2.3234968365,-0.0334967847,-1.8060504905,2.228787904,-0.0875950535,-1.7703250868,2.2951972912,0.0691699022,-1.8077095443,2.1792877656,0.0643661705,-1.7922641073,1.9422213122,-0.0583852537,-1.6979326968
39,0.6333333333,2.4397748695,-0.032606611,-1.8941118643,2.3449048657,-0.097434493,-1.8577381972,2.4030835064,0.0591954951,-1.8898050886,2.292903435,0.0779322514,-1.8734480841,2.0517780976,-0.046779896,-1.7879761821
40,0.65,2.5567886698,-0.0321929022,-1.9818279594,2.4621050838,-0.1065039674,-1.9449720576,2.5105685155,0.0486528531,-1.9712246026,2.4083737911,0.0903278331,-1.9542410547,2.1614382991,-0.0327605353,-1.8772982424
41,0.6666666667,2.6747733414,-0.0320500757,-2.0692710773,2.580620598,-0.114364694,-2.0321615287,2.6183945184,0.0377909335,-2.0523916565,2.525860917,0.1011105511,-2.0351020859,2.2719345149,-0.0170235055,-1.9655904476
42,0.6833333333,2.7938615933,-0.0318981403,-2.1564952247,2.7005513519,-0.1206024346,-2.1193803272,2.7271794199,0.026820054,-2.1336808629,2.6452200751,0.1098849773,-2.1164151059,2.3838126704,-0.0003070531,-2.0525559554
43,0.7,2.9140866694,-0.0314314761,-2.2435554289,2.8218489126,-0.1248795555,-2.206647028,2.8373711082,0.0159078971,-2.2154024353,2.7660584325,0.11634282,-2.1984618571,2.4973867203,0.0166891529,-2.13791413
44,0.7166666667,3.0354134443,-0.0303679741,-2.3305189123,2.944331341,-0.1269756188,-2.2939378583,2.9492425281,0.0051796911,-2.2977942969,2.8878430647,0.1202978663,-2.2814073013,2.6127558245,0.033364097,-2.221416266
45,0.7333333333,3.1577597036,-0.0284921043,-2.4174538777,3.06771194,-0.1268081413,-2.3811956657,3.0629053401,-0.0052798952,-2.3810128346,3.0100186484,0.1217091926,-2.3652983661,2.7298381697,0.0492497919,-2.3028614116
46,0.75,3.2809854653,-0.0256851224,-2.5043964819,3.1916305444,-0.1244296424,-2.4683343518,3.1783237961,-0.0154214447,-2.4651190689,3.1320894993,0.12068485,-2.4500732595,2.8484051751,0.0640175966,-2.3821196312
47,0.7666666667,3.4048665269,-0.021940779,-2.5913153286,3.3156889544,-0.120005275,-2.5552482417,3.2953322061,-0.0252208266,-2.5500674854,3.2536530645,0.1174640206,-2.5355808649,2.9681274595,0.077464941,-2.4591773749
48,0.7833333333,3.5290903313,-0.01736833,-2.6780996554,3.4394992502,-0.1137806172,-2.6418352826,3.4136691791,-0.0346663883,-2.635709375,3.3744096478,0.1123839561,-2.6216138085,3.0886453224,0.0894944287,-2.5342059692
49,0.8,3.6532857193,-0.0121816048,-2.7645781153,3.5627338093,-0.1060469769,-2.7280236704,3.5330203797,-0.0437466862,-2.7218102686,3.4941613055,0.1058407888,-2.7079478343,3.2096462733,0.1000873534,-2.6076277279
50,0.8166666667,3.7770678961,-0.0066718583,-2.8505560244,3.6851525621,-0.0971075128,-2.8137830365,3.6530521583,-0.0524406837,-2.8080747727,3.6127940363,0.0982497581,-2.7943731597,3.3309164185,0.1092687352,-2.6801438234
51,0.8333333333,3.9000831388,-0.0011673796,-2.9358561889,3.8066060827,-0.0872463541,-2.8991178144,3.7734385673,-0.0607103935,-2.8941787382,3.7302550096,0.0900071021,-2.8807146743,3.4523601141,0.1170666706,-2.7527058928
52,0.85,4.0220450704,0.0040120581,-3.0203463654,3.9270319443,-0.0767033509,-2.984051742,3.8938882594,-0.0684959624,-2.9798027098,3.8465449576,0.0814563771,-2.9668420162,3.5740063545,0.1234738145,-2.8264352311
53,0.8666666667,4.1427535975,0.0085958777,-3.1039396959,4.0464472931,-0.0656589784,-3.0686058341,4.0141628804,-0.0757135745,-3.0646506254,3.9617248053,0.0728633425,-3.0526637442,3.696008556,0.1284225431,-2.9025022932
54,0.8833333333,4.2620987838,0.0123895852,-3.1865748095,4.1649284743,-0.0542345719,-3.1527699827,4.1340814727,-0.0822558741,-3.1484504359,4.0759231916,0.064402995,-3.1381050166,3.8186274608,0.131785317,-2.9819841963
55,0.9,4.380066389,0.0152854366,-3.2681986035,4.282586158,-0.042507373,-3.2364795948,4.2535218982,-0.0879941507,-3.2309546856,4.1893395929,0.0561593702,-3.2230819394,3.9421943042,0.1333988705,-3.0657258704
56,0.9166666667,4.4967532087,0.0172615949,-3.3487643558,4.3995551254,-0.0305328146,-3.319610602,4.3724297647,-0.0927815255,-3.3119588898,4.3022422039,0.0481351512,-3.3074854248,4.0670613618,0.133096783,-3.15422697
57,0.9333333333,4.6123765479,0.0183738763,-3.4282372786,4.5159961969,-0.0183665065,-3.4019919706,4.4908252822,-0.0964566849,-3.3913354931,4.4149509047,0.0402675941,-3.3911737798,4.1935353064,0.1307373182,-3.2475583457
58,0.95,4.7272569889,0.0187404648,-3.50659772,4.6320961248,-0.0060812362,-3.4834313875,4.6087891465,-0.098848815,-3.4690676056,4.5277937948,0.0324487301,-3.4739673398,4.3217868415,0.1262221775,-3.3453096573
59,0.9666666667,4.8417714653,0.0185207055,-3.5838427563,4.748065552,0.0062247436,-3.5637564669,4.7264239469,-0.0997851659,-3.5452686398,4.6410424361,0.0245474586,-3.5556445605,4.4517589171,0.1195052218,-3.446589697
60,0.9833333333,4.9562909861,0.0178906938,-3.6599883835,4.8641370539,0.0184269709,-3.6428629411,4.8438089342,-0.0991020888,-3.6201791841,4.7548519692,0.0164317421,-3.6359463659,4.5831175966,0.1105960579,-3.5501043486
61,1,5.0711231049,0.0170186372,-3.7350695472,4.9805538672,0.0303735806,-3.7207442256,4.9609727971,-0.0966598539,-3.6941366172,4.8692392572,0.0079922689,-3.7145987988,4.7152769879,0.0995693714,-3.6543097251
62,1.0166666667,5.1864757594,0.0160444142,-3.8091360198,5.0975423951,0.041878209,-3.7974846399,5.0778942123,-0.0923613363,-3.7675212218,4.9841152134,-0.0008315887,-3.7913578865,4.8474979054,0.0865850179,-3.7576064011
63,1.0333333333,5.3024498019,0.0150671239,-3.8822477335,5.2152742827,0.0527112779,-3.8732248328,5.1945161305,-0.0861728724,-3.8406931794,5.0993566438,-0.0100279044,-3.8660655755,4.9790301189,0.0719118739,-3.8585261998
64,1.05,5.4190537251,0.014138406,-3.9544755888,5.3338314467,0.0625987402,-3.9481232735,5.3107530012,-0.0781424583,-3.9139401772,5.2148831334,-0.0194970444,-3.9386983261,5.1092488688,0.0559431189,-3.9558695943
65,1.0666666667,5.5362241629,0.0132558037,-4.0259111033,5.4531877445,0.0712343661,-4.0223317886,5.4264900691,-0.068408855,-3.9874517076,5.3307074392,-0.0290493287,-4.0094004493,5.2377328431,0.0391918313,-4.0487755822
66,1.0833333333,5.6538434048,0.0123571212,-4.0966840721,5.5732145427,0.0783060645,-4.0959884145,5.5415968461,-0.0571970307,-4.0613240526,5.4469474495,-0.038417569,-4.0785047567,5.3642554705,0.022259949,-4.1367327468
67,1.1,5.7717587723,0.0113240936,-4.1669803395,5.6937067243,0.0835319871,-4.1692205011,5.6559708929,-0.0448001441,-4.1355846718,5.5638083126,-0.0472854157,-4.1465352715,5.488715569,0.0057830517,-4.2195528833
68,1.1166666667,5.889806506,0.0100009067,-4.2370447317,5.8144180251,0.0866989291,-4.2421481873,5.7695985893,-0.0315527489,-4.2102191129,5.6815480149,-0.0553285598,-4.214174013,5.6110756213,-0.0096361475,-4.2973286346
69,1.1333333333,6.0078345089,0.008225642,-4.3071591792,5.9350937513,0.087694715,-4.3148821007,5.8825997284,-0.0178016192,-4.285192479,5.8004318673,-0.0622601004,-4.2821791442,5.7313610173,-0.0234916328,-4.370395015
70,1.15,6.1257198941,0.0058677327,-4.3776016471,6.0554941559,0.0865279877,-4.3875156402,5.9952292761,-0.003880075,-4.3604658754,5.9206781116,-0.0678677142,-4.3512638004,5.8497205529,-0.0354281299,-4.4393065271
71,1.1666666667,6.243382118,0.0028625555,-4.4486022053,6.1754103012,0.083331559,-4.4601159745,6.1078362888,0.0099103572,-4.4360050041,6.0424028274,-0.0720318067,-4.4219677445,5.9665084037,-0.0452827745,-4.504823005
72,1.1833333333,6.3607927558,-0.0007642951,-4.5203112252,6.2946798426,0.0783486836,-4.5327189688,6.2208033439,0.0233099042,-4.5117743142,6.165579815,-0.0747216977,-4.4945645369,6.0823343143,-0.0531094851,-4.5678828303
73,1.2,6.4779799476,-0.0048884083,-4.59278491,6.4132080786,0.0719045628,-4.6053313882,6.3344901664,0.0361032881,-4.5877176527,6.2900269907,-0.0759763792,-4.5690348596,6.1980364221,-0.059174535,-4.6295437235
74,1.2166666667,6.5950230221,-0.009297465,-4.6659853843,6.5309907588,0.0643668488,-4.6779383704,6.4491949431,0.0481182628,-4.6637382482,6.4154153119,-0.075880741,-4.6451061946,6.3145659378,-0.0639112761,-4.6908878628
75,1.2333333333,6.7120363713,-0.0137194299,-4.7397948574,6.6481252106,0.0561007149,-4.7505120764,6.5651398835,0.0592231218,-4.7396942398,6.541291074,-0.0745457727,-4.7223338358,6.4328142465,-0.0678366981,-4.752908147
76,1.25,6.8291492134,-0.0178584057,-4.8140461585,6.7647943193,0.0474261376,-4.8230193533,6.6824745897,0.069322752,-4.8154172649,6.6671114807,-0.0720945811,-4.800194047,6.5534258267,-0.0714502113,-4.8164007642
77,1.2666666667,6.9464898799,-0.0214298237,-4.8885637951,6.8812214915,0.0385846325,-4.8954264205,6.8012795566,0.0783499587,-4.8907468647,6.7922983824,-0.0686505697,-4.8781709199,6.6766435417,-0.0751382195,-4.8818885663
78,1.2833333333,7.0641784596,-0.0241928039,-4.963201192,6.997617793,0.0297215465,-4.9677002322,6.9215600998,0.0862511308,-4.9655648829,6.9163095977,-0.0643248765,-4.9558290462,6.8022438652,-0.0791027976,-4.949596541
79,1.3,7.1823263288,-0.0259776557,-5.0378618118,7.1141507573,0.0208889133,-5.0398107341,7.0432337305,0.0929689899,-5.0398183775,7.0387150515,-0.059204662,-5.0328648596,6.9295959775,-0.0833288268,-5.0194840775
80,1.3166666667,7.3010380807,-0.0267031946,-5.1124989839,7.230946112,0.0120691407,-5.111738034,7.166118069,0.0984271631,-5.1135272462,7.1592549341,-0.0533463719,-5.1091263544,7.0578203503,-0.0875966694,-5.0913161947
81,1.3333333333,7.4204095613,-0.0263800968,-5.1870963602,7.3481112185,0.0032132212,-5.1834815484,7.2899308555,0.1025229067,-5.1867744586,7.2778619603,-0.0467775147,-5.1845956888,7.1859875322,-0.0915371296,-5.1647494829
82,1.35,7.5405164136,-0.0251006454,-5.2616386699,7.465762947,-0.0057157472,-5.2550630228,7.4143133839,0.1051336165,-5.2596799629,7.3946466857,-0.0395084196,-5.2593413912,7.3132960667,-0.094718254,-5.2394116233
83,1.3666666667,7.6613940509,-0.0230167917,-5.3360880902,7.5840454631,-0.0147033001,-5.326520047,7.5388738502,0.1061376835,-5.3323675385,7.5098580073,-0.0315524985,-5.3334582631,7.4391821596,-0.0967469781,-5.3149567907
84,1.3833333333,7.7830181711,-0.0203097264,-5.4103765348,7.7031265704,-0.0236589158,-5.3978953198,7.6632332384,0.1054436299,-5.4049342441,7.6238348228,-0.0229496217,-5.4070175107,7.5633444894,-0.0973604585,-5.3910908534
85,1.4,7.9052950565,-0.0171574812,-5.4844092306,7.8231697936,-0.0324139535,-5.469226518,7.787059589,0.1030170045,-5.4774242275,7.7369646487,-0.0137841047,-5.4800431352,7.6857025821,-0.0964804114,-5.467573726
86,1.4166666667,8.0280643811,-0.0137091473,-5.5580684664,7.9442916226,-0.0407418971,-5.5405349195,7.910088172,0.0988944907,-5.549809039,7.849659747,-0.0041901095,-5.5525151292,7.8063274452,-0.0942158208,-5.5442085229
87,1.4333333333,8.1511134958,-0.0100719431,-5.6312150755,8.0665189044,-0.0483911223,-5.6118110349,8.0321302239,0.0931801292,-5.6219824034,7.9623458389,0.0056562336,-5.6243855534,7.9253843475,-0.0908185378,-5.6208229141
88,1.45,8.2741996944,-0.0063121929,-5.7036922657,8.1897588591,-0.0551171087,-5.6830018565,8.1530702979,0.0860268262,-5.6937720658,8.0754446915,0.0155515118,-5.6955911959,8.0431084397,-0.0866102658,-5.6972462725
89,1.4666666667,8.3970729321,-0.0024664514,-5.7753335567,8.3137893268,-0.0607045643,-5.7540062232,8.2728522143,0.0776120135,-5.7649621375,8.1893383954,0.0252783294,-5.7660578764,8.15980302,-0.0819051058,-5.7732874462
90,1.4833333333,8.5194935355,0.0014438752,-5.8459722323,8.4382707274,-0.0649764094,-5.8246807142,8.391460963,0.0681164793,-5.8353204319,8.3043237843,0.0346137814,-5.8357034061,8.2758305108,-0.0769515777,-5.8487206108
91,1.5,8.6412465097,0.0054005482,-5.9154502655,8.5627759144,-0.067792642,-5.8948538854,8.5089117314,0.0577114085,-5.9046285031,8.4205752218,0.0433348177,-5.9044455792,8.3915754491,-0.0719077167,-5.9232872147
92,1.5166666667,8.7621561416,0.0093817678,-5.9836278295,8.6868345746,-0.0690457046,-5.9643437768,8.6252505889,0.0465542363,-5.9727103495,8.5381231697,0.0512227449,-5.9722132181,8.5073872378,-0.0668443211,-5.9967161184
93,1.5333333333,8.8821033398,0.0133598098,-6.0503945175,8.8099908,-0.0686594423,-6.0329751084,8.7405665647,0.034791756,-6.0394559981,8.6568437714,0.0580682216,-6.0389548787,8.6235267469,-0.0617608804,-6.0687545926
94,1.55,9.0010478415,0.0173003562,-6.1156829121,8.9318692195,-0.0665965316,-6.1005993267,8.8550173847,0.0225687258,-6.1048393466,8.7764608304,0.0636798168,-6.1046429219,8.7401337684,-0.0566043782,-6.1391988122
95,1.5666666667,9.1190542041,0.0211610051,-6.1794888433,9.0522411894,-0.0628743811,-6.1671225473,8.9688661764,0.0100400213,-6.1689302017,8.8965724955,0.06789993,-6.169273482,8.8572186803,-0.0512921454,-6.2079167667
96,1.5833333333,9.2363163282,0.0248880801,-6.2419007603,9.1710825037,-0.0575833198,-6.232535408,9.0825127396,-0.0026164443,-6.2318977512,9.0167079285,0.0706270157,-6.2328623462,8.9746753853,-0.0457425833,-6.2748614627
97,1.6,9.353177261,0.0284123181,-6.303127224,9.2886138187,-0.0508973356,-6.2969275105,9.1965029604,-0.0151898684,-6.2939999885,9.1364026162,0.0718361792,-6.2954356547,9.0923152026,-0.0399102685,-6.3400716326
98,1.6166666667,9.470144772,0.031644908,-6.3635037971,9.405313884,-0.043069597,-6.3604760609,9.3115165609,-0.0274341833,-6.3555566633,9.255275423,0.071588505,-6.3570173058,9.2099254035,-0.0338143573,-6.4036574474
99,1.6333333333,9.5878988232,0.0344768014,-6.4234704153,9.5218978256,-0.034410864,-6.4234176886,9.4283406181,-0.0390763474,-6.4169125785,9.3730976626,0.0700236528,-6.4176240684,9.3273515783,-0.027549684,-6.4657769047
100,1.65,9.7072784434,0.0367861808,-6.483523511,9.6392571113,-0.025254242,-6.4860182198,9.5478258584,-0.0498351644,-6.4784028197,9.4898527658,0.0673350476,-6.4772856505,9.4445966925,-0.021277463,-6.5266198
101,1.6666666667,9.8292337811,0.0384579398,-6.5441499397,9.7583592359,-0.0159134075,-6.5485382706,9.6708154802,-0.0594462052,-6.5403261349,9.6057853246,0.0637308723,-6.5360949254,9.5619318412,-0.015200459,-6.5864206284
102,1.6833333333,9.9547341644,0.0394109185,-6.6057468432,9.8801045746,-0.0066458521,-6.6111773038,9.7980428479,-0.0676849606,-6.6029231955,9.7214348459,0.0593908858,-6.5942664727,9.6799926796,-0.0095310647,-6.645498385
103,1.7,10.0846309961,0.0396198595,-6.6685333846,10.0051445588,0.0023664165,-6.6739887135,9.9300054868,-0.0743806506,-6.6663491707,9.8376478928,0.0544351552,-6.6521674538,9.7997723593,-0.0044617017,-6.7042664434
104,1.7166666667,10.2194892135,0.0391221536,-6.7324696675,10.1336821288,0.0110160631,-6.736782364,10.0668360035,-0.079417922,-6.7306327666,9.955553663,0.0489140001,-6.7103010538,9.9224194915,-0.0001464361,-6.7631434969
105,1.7333333333,10.3594226983,0.0380106728,-6.7972087233,10.265295724,0.0192595268,-6.7990472473,10.2082054271,-0.0827297949,-6.7956303844,10.0764764341,0.0428126869,-6.7692493703,10.0488978566,0.0033044895,-6.8223907146
106,1.75,10.5039891124,0.0364188595,-6.8621123589,10.3988491494,0.0271070736,-6.8599347236,10.3532945028,-0.0842899124,-6.8610010353,10.2017650462,0.0360605164,-6.8295920149,10.1797083086,0.0058257855,-6.882000391
107,1.7666666667,10.6521994334,0.0345020679,-6.9263522392,10.5325586909,0.0346147723,-6.9183422528,10.5008502188,-0.0841134072,-6.9262300467,10.3325421971,0.0285464644,-6.8918093345,10.3147992591,0.0074022731,-6.9417191646
108,1.7833333333,10.8026446657,0.0324171669,-6.9890792744,10.664248261,0.0418702666,-6.9731101266,10.6493177238,-0.08227185,-6.9907089471,10.4693915105,0.0201549046,-6.9561678536,10.4535898239,0.0080761909,-7.0011526287
109,1.8,10.9536453649,0.0303027357,-7.0495865229,10.7917279906,0.0489648466,-7.0232865354,10.7969866726,-0.0789199511,-7.0538311066,10.612009513,0.0108290737,-7.0225814263,10.5949547977,0.0079493259,-7.0598393453
110,1.8166666667,11.1032770467,0.0282653629,-7.1073633429,10.9131465828,0.0559542989,-7.0683645352,10.9420383611,-0.0743223928,-7.1150237181,10.7588738985,0.0006472579,-7.0904573832,10.7371174079,0.0071763091,-7.1172405429
111,1.8333333333,11.2492067513,0.026378827,-7.1619911779,11.0271528998,0.0628220711,-7.1083818911,11.0824215901,-0.0688628111,-7.1736694671,10.9070177825,-0.0101232911,-7.1585686611,10.8775152557,0.0059492352,-7.1726694748
112,1.85,11.3884813801,0.024584892,-7.2129513982,11.1328050251,0.0694696912,-7.1438132765,11.2156115647,-0.0630496549,-7.2289694472,11.052029379,-0.0209815977,-7.2250255621,11.0127551945,0.0045382307,-7.2252167177
