,,,head,,,quarter,,,mid,,,three quarters,,,vent,
51,0.8333333333,2.6749581135,0.0301105978,-1.7885977228,2.5681099952,0.0794596915,-1.7802389576,2.5367880338,-0.1135049245,-1.7648916385,2.3110104773,-0.0678325361,-1.708412966,2.4133187852,0.1736449405,-1.7818635292
52,0.85,2.8007441042,0.029703493,-1.8716196494,2.6938826515,0.0886980824,-1.8640859532,2.6644386161,-0.1004274051,-1.8534522403,2.4561048435,-0.0811173587,-1.8018746224,2.5377330221,0.15598987,-1.8624369636
53,0.8666666667,2.9240488645,0.0293590015,-1.9531695269,2.8175305477,0.0963888226,-1.9460278208,2.7873910552,-0.0855370148,-1.9393069995,2.603138301,-0.0933634842,-1.8931395744,2.6580087937,0.1356643513,-1.9418771627
54,0.8833333333,3.0453075328,0.0290439998,-2.0330420013,2.9395551607,0.1022747212,-2.0259804469,2.9062713187,-0.0691683217,-2.0222792821,2.7509871566,-0.10410823,-1.9816591922,2.7746236873,0.1129596611,-2.019932483
55,0.9,3.1651580547,0.0286479163,-2.1111166543,3.0606497783,0.1061343385,-2.1039760256,3.0220317577,-0.0516926443,-2.1023858729,2.8983552882,-0.1128912071,-2.0671173621,2.8884248811,0.0882511095,-2.0965327504
56,0.9166666667,3.2843077732,0.0280080929,-2.1873498762,3.1815006456,0.1077925588,-2.1801037655,3.1357872428,-0.0334905203,-2.1798096325,3.0439657419,-0.1193279417,-2.149426032,3.0005039208,0.0620437134,-2.1717432707
57,0.9333333333,3.4034195863,0.0269502321,-2.2617683927,3.3026322931,0.1071284195,-2.2544647768,3.2486617902,-0.0149326423,-2.2548595341,3.1867587102,-0.123152015,-2.2286896493,3.112064861,0.0349622435,-2.2456915101
58,0.95,3.523063062,0.0253335442,-2.3344758827,3.4243521449,0.104088053,-2.3271606033,3.3616823145,0.0036260872,-2.3279282982,3.3260385717,-0.1242246137,-2.3051534334,3.2243157858,0.0076874028,-2.3184932005
59,0.9666666667,3.6437188845,0.0230882854,-2.4056638873,3.546785973,0.0987033139,-2.3983101124,3.4757262052,0.021844719,-2.3994549266,3.4615364073,-0.1225322021,-2.3791529165,3.3384005115,-0.019119947,-2.3902002055
60,0.9833333333,3.7657852049,0.0202380193,-2.4756054695,3.6699532153,0.0911092664,-2.468069928,3.5915058747,0.0393959692,-2.4698918288,3.593381917,-0.1181910576,-2.4510741685,3.455363228,-0.0448663754,-2.460787781
61,1,3.8895435774,0.0169075667,-2.5446183367,3.7938292206,0.081551867,-2.5366356684,3.7095620271,0.055972827,-2.53966777,3.7220026884,-0.1114562883,-2.5213234821,3.5761179875,-0.0690443781,-2.5301875325
62,1.0166666667,4.0150951494,0.0133194598,-2.6130090323,3.9183733058,0.0703778789,-2.6042256481,3.8302473204,0.0713000718,-2.6091428932,3.847987473,-0.1027161121,-2.5903022697,3.7013946837,-0.091243137,-2.5983498922
63,1.0333333333,4.1423204444,0.0097757441,-2.6810260553,4.0435350034,0.0580035639,-2.6710676891,3.9537090307,0.0851430201,-2.6785676449,3.9719573228,-0.0924573461,-2.6583872898,3.831646023,-0.1111542199,-2.665296485
64,1.05,4.2708996281,0.0066193404,-2.7488409282,4.1692573348,0.0448681602,-2.7374001699,4.0798908382,0.0973061117,-2.7480622027,4.0944777095,-0.0812074134,-2.7259187318,3.9669159328,-0.1285530574,-2.7311228088
65,1.0666666667,4.4003844336,0.0041770282,-2.8165566269,4.2954855132,0.0313858885,-2.8034772976,4.2085598159,0.1076213069,-2.8176238108,4.2160229247,-0.0694701161,-2.7931947882,4.106704904,-0.1432511866,-2.7959491383
66,1.0833333333,4.5302910097,0.0026993289,-2.884231771,4.4221828229,0.017910602,-2.8695628396,4.3393493853,0.1159338253,-2.8871588851,4.3369849576,-0.0576697351,-2.8604668547,4.2499128923,-0.1550487132,-2.8598642237
67,1.1,4.660185574,0.0023184272,-2.9519069707,4.5493503132,0.0047213182,-2.9359062731,4.471804788,0.1220939154,-2.9565285741,4.4577056343,-0.0461108856,-2.9279293862,4.3949396578,-0.1637271231,-2.9229146031
68,1.1166666667,4.7897427463,0.0030354548,-3.0196219156,4.6770409,-0.0079712534,-3.0027071068,4.6054210892,0.1259597332,-3.0255913301,4.5785057854,-0.0349574685,-2.9957030427,4.5399526206,-0.1690974774,-2.9851545572
69,1.1333333333,4.9187679344,0.0047312292,-3.0874183133,4.8053584901,-0.0200038333,-3.0700801828,4.7396732863,0.1274113377,-3.0942283885,4.6996958993,-0.0242314923,-3.0638169723,4.6832354245,-0.1710832533,-3.046720882
70,1.15,5.0471902007,0.0071882403,-3.1553317143,4.9344376568,-0.0312354273,-3.1380355217,4.8740444235,0.1263696331,-3.1623482583,4.8215694645,-0.0138307233,-3.1321992758,4.8234789093,-0.1697952053,-3.1078732569
71,1.1666666667,5.1750406601,0.0101195562,-3.2233787081,5.0644051317,-0.0415284059,-3.2064812068,5.008053272,0.1228107286,-3.2298788534,4.9443860916,-0.0035643826,-3.2006821182,4.9599198227,-0.1655554364,-3.1689701733
72,1.1833333333,5.3024254082,0.0132066679,-3.2915450019,5.1953321679,-0.0507437296,-3.275248649,5.1412791805,0.1167709513,-3.2967619858,5.0683510974,0.0067950678,-3.2690255449,5.0923280494,-0.158851247,-3.2304045228
73,1.2,5.429492096,0.0161442365,-3.3597794686,5.3271935842,-0.0587507557,-3.3441297847,5.2733856855,0.1083456557,-3.3629589141,5.1936021042,0.017450933,-3.3369615632,5.2209005147,-0.1502359026,-3.2925423485
74,1.2166666667,5.5563920627,0.0186830848,-3.4279981391,5.4598474667,-0.0654418773,-3.4129117907,5.4041456498,0.0976863775,-3.4284630222,5.3202135202,0.0285219152,-3.4042529625,5.3461218113,-0.1402159156,-3.3556849572
75,1.2333333333,5.6832488837,0.0206619276,-3.4960963178,5.593039539,-0.0707385797,-3.4814005597,5.533463358,0.0849968894,-3.4933082965,5.4482180636,0.0399906602,-3.4707516112,5.4686337769,-0.1291598673,-3.4200501482
76,1.25,5.810144782,0.0220222198,-3.5639622233,5.7264272714,-0.0745835113,-3.5494335357,5.6613841311,0.0705267601,-3.5575645341,5.5776303163,0.0516687996,-3.5364352006,5.589134551,-0.1172463166,-3.4857627399
77,1.2666666667,5.9371275717,0.0228052484,-3.6314865852,5.8596155855,-0.0769258593,-3.6168863039,5.788086365,0.0545628961,-3.621318118,5.7084539189,0.0631873487,-3.6014058649,5.7083081342,-0.1044540194,-3.5528485956
78,1.2833333333,6.0642277468,0.0231356394,-3.6985647251,5.9921955566,-0.0777131743,-3.6836753178,5.9138575753,0.0374217954,-3.6846456065,5.840663229,0.0740196697,-3.6658484355,5.8267801842,-0.090592221,-3.6212328233
79,1.3,6.1914706209,0.0231982992,-3.7650909736,6.1237799295,-0.0768976074,-3.749756575,6.0390597606,0.0194447292,-3.7475907866,5.9741653554,0.0835380392,-3.729961849,5.9451036153,-0.0753686212,-3.6907475496
80,1.3166666667,6.3188788315,0.0232122621,-3.8309516275,6.2540355747,-0.0744543297,-3.8151183623,6.1640891684,0.0009954299,-3.8101508723,6.1087602898,0.0910964921,-3.7938872174,6.0637788416,-0.0584874467,-3.7611502674
81,1.3333333333,6.4464695003,0.0233991176,-3.8960247194,6.3827164461,-0.0704028586,-3.8797666173,6.2893323366,-0.0175421303,-3.8722713824,6.2441183316,0.0961242756,-3.8576580421,6.1832946461,-0.0397576911,-3.8321425323
82,1.35,6.5742488714,0.0239446514,-3.960189253,6.5096966539,-0.064820946,-3.9437052344,6.4151222947,-0.0357686844,-3.9338504992,6.3797850917,0.0982096819,-3.9211891656,6.3041549828,-0.0191847543,-3.9033754258
83,1.3666666667,6.702206796,0.0249602596,-4.0233398991,6.6349978209,-0.0578446714,-4.0069170998,6.5417059606,-0.0532790275,-3.9947558374,6.5152130562,0.0971564654,-3.9843026963,6.4268627822,0.0029742073,-3.9744395822
84,1.3833333333,6.8303160452,0.0264564853,-4.0854008881,6.7588023388,-0.0496547974,-4.0693527242,6.6692315542,-0.0696750473,-4.0548514083,6.6498133251,0.093002604,-4.0467745913,6.5518590267,0.0261979962,-4.0448537528
85,1.4,6.9585382342,0.0283377915,-4.1463347622,6.881442913,-0.040455075,-4.1309339834,6.7977519212,-0.0845797045,-4.1140277286,6.7830201311,0.0860004681,-4.1083864361,6.6794359302,0.0497308314,-4.1140725217
86,1.4166666667,7.086831023,0.0304189259,-4.2061446253,7.0033618555,-0.0304510818,-4.191577429,6.9272309277,-0.0976492373,-4.1722295986,6.9143566282,0.0765664035,-4.1689755154,6.809647489,0.0726489053,-4.1815242616
87,1.4333333333,7.2151508237,0.0324572968,-4.26487006,7.1250443627,-0.0198366937,-4.2512310884,7.0575437792,-0.1085828619,-4.2294775428,7.0434853762,0.0652134478,-4.2284765362,6.9422456666,0.0939549189,-4.2466756687
88,1.45,7.3434504173,0.0341942124,-4.3225771394,7.2469420175,-0.0087898845,-4.3099081031,7.1884736891,-0.1171316943,-4.285877734,7.170232838,0.052481525,-4.2869411591,7.0766860276,0.1126858954,-4.3091170962
89,1.4666666667,7.4716722086,0.0353970168,-4.379343543,7.3694076875,0.0025252438,-4.3676990106,7.3197156928,-0.123108958,-4.3416156199,7.2945927621,0.038876543,-4.3445222695,7.212237863,0.1280173256,-4.3686597345
90,1.4833333333,7.5997388687,0.0358940069,-4.4352409995,7.492659345,0.0139541148,-4.4247511303,7.4508954298,-0.1264012724,-4.3969301194,7.4167193127,0.0248263958,-4.4014238958,7.3481634337,0.1393475166,-4.4254060085
91,1.5,7.727548275,0.03559639,-4.4903175414,7.6167794355,0.0253466208,-4.4812165197,7.5816010874,-0.1269782898,-4.4520680547,7.53691215,0.0106583561,-4.4578334299,7.4838625869,0.1463502358,-4.4797352117
92,1.5166666667,7.8549785458,0.0345058822,-4.5445819778,7.7417403426,0.0365504167,-4.5371869551,7.7114228142,-0.1248973711,-4.5072271195,7.6555897703,-0.0034021699,-4.5138583839,7.6189125418,0.1489923664,-4.53219087
93,1.5333333333,7.9818995448,0.0327105859,-4.5979960184,7.8674338006,0.0474019771,-4.5926433988,7.839996741,-0.1203013332,-4.5625071186,7.7732529985,-0.0172154535,-4.569485384,7.7530271326,0.1475190332,-4.5833243893
94,1.55,8.1081842859,0.030373232,-4.6504829292,7.993686197,0.057717707,-4.647440633,7.9670493314,-0.113408379,-4.6178904437,7.8904486775,-0.0306995482,-4.6245718113,7.8859979006,0.1424072085,-4.6335650221
95,1.5666666667,8.2337216235,0.0277142059,-4.701956053,8.1202623827,0.0672885585,-4.7013338992,8.0924319623,-0.1044936205,-4.6732586618,8.0077441441,-0.0437965026,-4.6788728276,8.0176510966,0.1342889233,-4.6831529296
96,1.5833333333,8.3584365079,0.0249893417,-4.7523571408,8.2468763489,0.075879784,-4.7540423749,8.2161350101,-0.0938635812,-4.7284338141,8.125713494,-0.0564373904,-4.7320973778,8.1478220319,0.1238530337,-4.7321396644
97,1.6,8.4823158906,0.022462484,-4.8016892698,8.3732231985,0.0832358432,-4.8053337134,8.3382756561,-0.0818283971,-4.7832246262,8.2449241923,-0.0685101887,-4.7839789545,8.2763354823,0.1117430011,-4.7804463982
98,1.6166666667,8.6054275429,0.0203754955,-4.8500374727,8.4990351139,0.0890903407,-4.8551059595,8.4590602759,-0.0686776644,-4.837462127,8.3659085294,-0.0798356104,-4.8343424642,8.4029838572,0.0984703726,-4.8279619294
99,1.6333333333,8.7279227795,0.0189208266,-4.8975769595,8.6241565432,0.0931812367,-4.9034433249,8.5787310809,-0.054664574,-4.8910188846,8.4891129294,-0.0901575677,-4.8831470477,8.5275079064,0.0843609835,-4.8746512507
100,1.65,8.8500285271,0.0182224795,-4.9445668066,8.7486261373,0.0952719066,-4.9506323332,8.6975130764,-0.0400004991,-4.9438135285,8.6148335783,-0.0991548684,-4.9304901695,8.6495947837,0.0695444425,-4.9206384471
101,1.6666666667,8.9720392201,0.0183296427,-4.9913276836,8.8727459632,0.0951770751,-4.997139327,8.8155745453,-0.0248590496,-4.9958050162,8.7431575904,-0.106476569,-4.9765736859,8.768908603,0.0539874442,-4.9662304159
102,1.6833333333,9.0943116363,0.0192222969,-5.0382086025,8.997120328,0.0927885782,-5.0435611053,8.933007003,-0.0093862714,-5.046980979,8.8739268003,-0.111794517,-5.0216495792,8.8851648736,0.0375621235,-5.0118593582
103,1.7,9.2172607169,0.0208229635,-5.0855483767,9.1226526429,0.0880934842,-5.0905629853,9.0498281812,0.006285883,-5.097343278,9.006732176,-0.1148582727,-5.06596976,8.9982468006,0.0201348473,-5.0579543618
104,1.7166666667,9.3413544281,0.0230092703,-5.1336315418,9.2504893964,0.0811800196,-5.1388118925,9.1660129754,0.0220227448,-5.1468920696,9.1409424708,-0.1155360719,-5.1097586551,9.1083323183,0.0016573447,-5.1048038977
105,1.7333333333,9.4671020899,0.0256265612,-5.1826385009,9.3818995003,0.0722329269,-5.1889009949,9.2815544193,0.0376648758,-5.195608081,9.2757681374,-0.113831257,-5.1532140335,9.2159832112,-0.0177596527,-5.1524882849
106,1.75,9.5950242646,0.0285028819,-5.2325996932,9.5180885096,0.0615231137,-5.2412600164,9.3965449551,0.053002116,-5.2434338939,9.4103515102,-0.1098729262,-5.1965262027,9.3221659676,-0.0378074888,-5.2009101019
107,1.7666666667,9.7255921753,0.0314703283,-5.2833718909,9.6599755446,0.0493927085,-5.2960603266,9.5112515908,0.0677513544,-5.2902609613,9.5438661894,-0.1038875133,-5.2398964965,9.4282027441,-0.0579834274,-5.2498847781
108,1.7833333333,9.8591358318,0.0343966618,-5.3346500624,9.8079937621,0.0362315693,-5.35314821,9.6261462221,0.0815483472,-5.3359359475,9.6756166036,-0.0961604848,-5.2835392447,9.5356628259,-0.0776355253,-5.2992363448
109,1.8,9.9957424624,0.0372246717,-5.3860149719,9.9619926996,0.0224446496,-5.4120521348,9.7418545622,0.0939607549,-5.3802967629,9.8051387812,-0.0869959792,-5.327662587,9.6462093247,-0.0960435223,-5.3488671466
110,1.8166666667,10.1351908244,0.0400041965,-5.4370064812,10.1213036545,0.0084181674,-5.4720895875,9.8590158349,0.1045243179,-5.423228474,9.9322837369,-0.0766818579,-5.3724327898,9.7614157895,-0.1125254513,-5.398792118
111,1.8333333333,10.2769659214,0.0428933181,-5.4872069743,10.2849613607,-0.0055078665,-5.5325487962,9.9780926904,0.1128008476,-5.4647059656,10.057229889,-0.065467732,-5.4179330393,9.8825538396,-0.1265438162,-5.4491281959
112,1.85,10.4203485084,0.0461148728,-5.5363118634,10.4519724078,-0.0190624784,-5.5928719765,10.0991956541,0.1184542286,-5.5047914987,10.1803806293,-0.0535612722,-5.4641307958,10.0103450596,-0.1377758288,-5.5000256953
113,1.8666666667,10.5644977165,0.0498806398,-5.5841553276,10.6214483322,-0.0320641993,-5.6527479069,10.2219666492,0.1213326655,-5.5435850017,10.302154829,-0.0411433171,-5.5108581749,10.1446978013,-0.1461309379,-5.5515477729
114,1.8833333333,10.7084165879,0.0543156541,-5.6306619812,10.7924472138,-0.0444264708,-5.7120416971,10.3455288367,0.1215321119,-5.5811533543,10.422712051,-0.0283959837,-5.5577940252,10.2844973145,-0.151734969,-5.6035385484
115,1.9,10.8507602561,0.0594115949,-5.6757237735,10.9635143235,-0.0561260548,-5.7705575708,10.4684790504,0.1194120099,-5.6174647515,10.5416661838,-0.0155344946,-5.6044377262,10.4275292396,-0.1549145158,-5.655531945
116,1.9166666667,10.9895748068,0.0650182371,-5.7190504735,11.1321256077,-0.0671342276,-5.8277357808,10.5888822369,0.1155522975,-5.6523320754,10.6578540347,-0.002833681,-5.6500800044,10.5705638206,-0.1561870149,-5.706726865
117,1.9333333333,11.1221724643,0.0707473353,-5.7600683629,11.294330536,-0.0775697204,-5.8824589951,10.7043207949,0.1107933278,-5.68536351,10.7692360426,0.0094507946,-5.6937864093,10.7094628901,-0.1560961393,-5.7560153496
