,,,head,,,quarter,,,mid,,,three quarters,,,vent,
40,0.65,2.8585214402,0.023005614,-2.3028341012,2.733141502,-0.0260129471,-2.2696466098,2.6650107829,-0.1050903577,-2.2733277109,2.6423844642,0.0804950333,-2.2760229694,2.2748453193,0.078210929,-2.106046709
41,0.6666666667,2.9690515367,0.0243517838,-2.3864838922,2.8401912021,-0.0139580756,-2.3520911369,2.7855187155,-0.1138524516,-2.362513223,2.7549271046,0.0680573595,-2.3609976987,2.3930687478,0.0951545517,-2.1888724989
42,0.6833333333,3.0811685126,0.0246295788,-2.4698068966,2.9489985606,-0.0018533668,-2.4345641095,2.9075318392,-0.1199872485,-2.4515483201,2.8673767929,0.0548906544,-2.4450845509,2.5139350198,0.109270343,-2.2695209807
43,0.7,3.1950690861,0.023825367,-2.5529191548,3.0600232928,0.0101581334,-2.5171843668,3.0306324802,-0.1234167427,-2.540179605,2.9801404292,0.0413505744,-2.528681814,2.6369807051,0.1199907027,-2.3481665615
44,0.7166666667,3.3106280744,0.0220335789,-2.635846258,3.173397083,0.0219483735,-2.5999494771,3.1542203,-0.1241528119,-2.6281288756,3.093390261,0.0277099845,-2.6121149811,2.7614807402,0.1269553288,-2.4251047013
45,0.7333333333,3.4275023698,0.019459542,-2.718558133,3.2889921028,0.0333758512,-2.6827788806,3.27765455,-0.1222803055,-2.7151702603,3.2071564305,0.0141583327,-2.6956199163,2.8866512669,0.1300327014,-2.5008340682
46,0.75,3.5452923682,0.0164033084,-2.8010163828,3.4065263603,0.044263635,-2.7655609238,3.400387303,-0.1179357058,-2.8011682966,3.3214504546,0.000816197,-2.7793223989,3.0118885149,0.1293084393,-2.5760961608
47,0.7666666667,3.6636738577,0.0132225508,-2.883199137,3.525653324,0.0543915227,-2.8481858716,3.5220270592,-0.1112887279,-2.8860619011,3.4363522701,-0.0122387012,-2.8632105345,3.1369534834,0.1250492622,-2.6518442053
48,0.7833333333,3.7824360844,0.0102760054,-2.9650827886,3.6460065995,0.0635033002,-2.9305540589,3.6423226779,-0.1025323164,-2.9698102854,3.5520256502,-0.0249390701,-2.9471126811,3.2620357049,0.1176601672,-2.7291361597
49,0.8,3.9014445971,0.0078563519,-3.0466017016,3.7672268493,0.0713245593,-3.0125703491,3.7611214506,-0.0918814355,-3.0523407499,3.6686850313,-0.037194891,-3.0307059524,3.3876964254,0.1076471823,-2.8089833435
50,0.8166666667,4.0205822994,0.006131216,-3.1276164569,3.8889942356,0.0775862663,-3.0941325029,3.878346258,-0.0795738466,-3.133519397,3.7865434981,-0.0488661025,-3.113558077,3.5147250649,0.0955761496,-2.8921961716
51,0.8333333333,4.1397069305,0.0051111318,-3.2079057024,4.0110535007,0.0820522508,-3.1751108916,3.9939944917,-0.065864422,-3.2131425268,3.9057533332,-0.0597488397,-3.1951840238,3.643945783,0.0820108899,-2.9792563215
52,0.85,4.2586517549,0.0046524056,-3.2871883721,4.1332235023,0.0845492635,-3.2553297266,4.1081541279,-0.0510115241,-3.2909511918,4.0263572947,-0.0695813794,-3.27510795,3.7760098926,0.0674348745,-3.0702284933
53,0.8666666667,4.3772672883,0.0044925944,-3.3651655644,4.2553937176,0.0849948609,-3.3345636964,4.2210294097,-0.0352609919,-3.3666697369,4.1482653255,-0.0780701362,-3.3529238718,3.9111953295,0.05217994,-3.164706432
54,0.8833333333,4.4954616134,0.0043092059,-3.4415526382,4.3774970113,0.0834146847,-3.4125446565,4.3329510167,-0.018834895,-3.44005201,4.2712462862,-0.0849285608,-3.4283365319,4.0492389696,0.0363883364,-3.2617912605
55,0.9,4.6132031427,0.0037858266,-3.5160882161,4.4994505218,0.0799402122,-3.4889668189,4.4443517821,-0.0019312024,-3.5109194216,4.3949224352,-0.0899170833,-3.50117264,4.1892645542,0.0200303205,-3.3601273756
56,0.9166666667,4.7304955799,0.002672438,-3.5885399528,4.6210883367,0.0747848007,-3.5634974361,4.5557195549,0.0152613479,-3.5791939908,4.5187782161,-0.0928739676,-3.5713760999,4.3298716872,0.0029832001,-3.4580255781
57,0.9333333333,4.8473561829,0.0008354764,-3.6587297049,4.7421296336,0.0682078669,-3.6358108604,4.667544622,0.0325312308,-3.6449318385,4.6421989403,-0.0937320686,-3.6390007975,4.4693941919,-0.0148495346,-3.5536691633
58,0.95,4.9638064051,-0.0017078993,-3.7265736893,4.8622052098,0.060481108,-3.7056481694,4.780254586,0.0495998048,-3.7083430514,4.7645314922,-0.0925176879,-3.7041963502,4.606266313,-0.0334185506,-3.6453594688
59,0.9666666667,5.0798648559,-0.0047839473,-3.7921169189,4.9809311539,0.0518607732,-3.7728848297,4.8941301546,0.0660848241,-3.7697810737,4.8851503046,-0.0893278196,-3.7671848156,4.739383957,-0.0524516082,-3.7317393465
60,0.9833333333,5.195538696,-0.0080930472,-3.8555482729,5.0980009115,0.04256094,-3.8375839976,5.0092314263,0.0815021198,-3.8297067499,5.0035228735,-0.0842916552,-3.8282448702,4.8683292392,-0.0714497619,-3.8119424898
61,1,5.3108153132,-0.0112694624,-3.9171897967,5.2132621563,0.0327290603,-3.9000150086,5.1253823169,0.0953192978,-3.8886421585,5.1192689451,-0.0775368722,-3.8877145337,4.993373529,-0.0897535093,-3.8856493382
62,1.0166666667,5.4256561076,-0.0139496812,-3.9774559745,5.3267544053,0.0224385368,-3.9606242161,5.2422330293,0.1070375307,-3.947120148,5.2322016108,-0.0691806809,-3.9459961388,5.115280999,-0.1066410918,-3.9530639041
63,1.0333333333,5.5399980961,-0.0158298829,-4.0367908615,5.4387064271,0.0117117323,-4.0199663751,5.3593707078,0.1162563925,-4.0056322358,5.3423443616,-0.0593442741,-4.0035393788,5.2350149398,-0.1214178183,-4.0148364025
64,1.05,5.6537659606,-0.0167067625,-4.0956062023,5.549503534,0.0005661122,-4.0786248831,5.4764198999,0.12269706,-4.0645837002,5.4499249082,-0.0481699906,-4.0608014662,5.3534479405,-0.1334796009,-4.0719527313
65,1.0666666667,5.7668870214,-0.016504612,-4.1542420863,5.6596274454,-0.0109396825,-4.1371453285,5.593090107,0.126195028,-4.1242650321,5.5553478814,-0.0358242598,-4.118204731,5.4711436928,-0.1423575593,-4.1256123311
66,1.0833333333,5.8793034154,-0.0152859282,-4.2129558946,5.7695742017,-0.0226773251,-4.1959877147,5.7091685847,0.1266861707,-4.1848419981,5.6591544642,-0.0224880749,-4.1761076851,5.5882585688,-0.1477556133,-4.1771145309
67,1.1,5.9909869943,-0.0132385989,-4.2719309609,5.8797752655,-0.0344413102,-4.2554943865,5.8244890631,0.1241988348,-4.246360965,5.761983447,-0.0083483914,-4.2347882596,5.7045782936,-0.1495796674,-4.2277598152
68,1.1166666667,6.1019604452,-0.0106408943,-4.3312904592,5.9905494406,-0.0459587413,-4.3158730499,5.9389106817,0.1188507641,-4.3087640308,5.8645398632,0.0063993884,-4.2944288769,5.8196480033,-0.147941928,-4.2787568403
69,1.1333333333,6.2123124921,-0.0078134813,-4.3911051845,6.1020871439,-0.0569108827,-4.3771932408,6.0523181008,0.1108440015,-4.37190929,5.9675612492,0.0215367137,-4.3550997023,5.9329317376,-0.1431261836,-4.3311302341
70,1.15,6.3221907412,-0.0050667937,-4.4513930178,6.214449533,-0.0669603626,-4.4393933408,6.1646308364,0.1004528671,-4.4355951177,6.0717696856,0.0367994304,-4.4167510913,6.0439744732,-0.1355170763,-4.3856486533
71,1.1666666667,6.4317737939,-0.0026506768,-4.5121165038,6.3275731392,-0.0757786613,-4.5022991847,6.2758115103,0.08800505,-4.4995881306,6.1778110099,0.0518549743,-4.4792304408,6.1525648489,-0.1255120492,-4.442801766
72,1.1833333333,6.5412418485,-0.0007150388,-4.5731876478,6.4412839317,-0.0830702176,-4.5656557851,6.3858765204,0.0738592866,-4.5636491325,6.2861930778,0.066289368,-4.542323678,6.2588614405,-0.1134418352,-4.5028233456
73,1.2,6.6507583354,0.0007104283,-4.6344833953,6.5553245066,-0.0885906188,-4.6291677253,6.494912074,0.058383393,-4.6275495667,6.3972339071,0.0796136539,-4.6058038677,6.3634106187,-0.0995232846,-4.565718833
74,1.2166666667,6.7604581066,0.0017129436,-4.6958661371,6.669390821,-0.0921580724,-4.6925403191,6.6030861603,0.0419351197,-4.6910791099,6.5110230383,0.0912940792,-4.6694678405,6.4670224291,-0.0838551968,-4.6312622211
75,1.2333333333,6.8704352409,0.0024687039,-4.7572004129,6.7831714254,-0.0936606001,-4.755515497,6.7106450187,0.0248480813,-4.7540523049,6.6273961188,0.1008034306,-4.7331521043,6.5705540166,-0.0664505274,-4.6989720756
76,1.25,6.9807312863,0.0031947247,-4.8183623598,6.8963827436,-0.0930624021,-4.8178976663,6.8178931055,0.0074255224,-4.8163200184,6.7459287624,0.1076844892,-4.7967277776,6.6747052928,-0.0472899437,-4.7681123442
77,1.2666666667,7.0913293348,0.0040927629,-4.8792454125,7.0087948537,-0.0904089379,-4.8795642486,6.9251610431,-0.0100568536,-4.8777843508,6.8659620059,0.1116119173,-4.8600803222,6.7799314474,-0.0263850146,-4.8377655209
78,1.2833333333,7.2021590104,0.0053016147,-4.9397650592,7.1202460623,-0.0858258217,-4.9404585,7.0327650515,-0.027341064,-4.9384091944,6.9866694463,0.1124386193,-4.9230862203,6.8865082062,-0.0038450818,-4.9069839732
79,1.3,7.3131130874,0.0068697171,-4.9998589887,7.2306509058,-0.0795068012,-5.000569151,7.1409660552,-0.0441743447,-4.998218159,7.1071647461,0.1102166602,-4.9855986209,6.9946723876,0.0200592545,-4.9749593226
80,1.3166666667,7.4240713294,0.0087503971,-5.0594807894,7.3400056215,-0.0716906283,-5.0599065632,7.2499402332,-0.0602984608,-5.0572785052,7.2266286331,0.1051884983,-5.0474466026,7.1047088777,0.0448507846,-5.0411291506
81,1.3333333333,7.5349259881,0.0108137762,-5.1185948203,7.4483886502,-0.0626321616,-5.1184854011,7.3597666164,-0.0754441441,-5.1156772104,7.3444190552,0.0977507787,-5.1084481431,7.2169242527,0.0698372778,-5.1051935142
82,1.35,7.6456046528,0.0128675893,-5.1771785186,7.555953567,-0.0525757516,-5.1763192949,7.4704338748,-0.0893319505,-5.1734988749,7.4601324177,0.088399084,-5.1684356662,7.3315530523,0.094149647,-5.1670762564
83,1.3666666667,7.7560850368,0.0146836076,-5.2352273043,7.6629164815,-0.0417372256,-5.2334262676,7.581869033,-0.1016784362,-5.2308159643,7.5736050096,0.0776646438,-5.2272888512,7.448676409,0.1168184283,-5.2268779224
84,1.3833333333,7.8663940768,0.0160292907,-5.2927555841,7.7695397279,-0.0302977891,-5.2898410274,7.6939804002,-0.1122051013,-5.2876975424,7.6848675007,0.06605319,-5.2849666756,7.568188776,0.1368701101,-5.2848429594
85,1.4,7.9765873341,0.0167013742,-5.3497951,7.8761122822,-0.0184109684,-5.3456311216,7.8066901884,-0.1206484067,-5.3442315934,7.7940786527,0.0539946008,-5.3415327966,7.6897967424,0.1534281745,-5.3413377738
86,1.4166666667,8.0867158437,0.01655541,-5.4063945297,7.9829292409,-0.0062198085,-5.4009112776,7.9199320305,-0.1267716231,-5.4005457964,7.9014628283,0.041809685,-5.3971684713,7.8130193837,0.1658080834,-5.3968173764
87,1.4333333333,8.1967980517,0.0155275747,-5.4626193885,8.0902722014,0.0061231326,-5.4558462352,8.0336135554,-0.1303807701,-5.4568105544,8.0072679044,0.0296967866,-5.4521658527,7.9371839845,0.1735941272,-5.4517603068
88,1.45,8.3068134417,0.0136478878,-5.5185468096,8.1983894728,0.0184406848,-5.5106358291,8.1475734208,-0.1313454619,-5.5132159526,8.1117517206,0.017737658,-5.5068988688,8.0614531529,0.1766863506,-5.5065814821
89,1.4666666667,8.4167198853,0.0110429296,-5.574251085,8.3074752739,0.0305241836,-5.5654852706,8.2615655774,-0.1296208565,-5.5699274839,8.215194117,0.0059203424,-5.5617765096,8.1849257397,0.1753097314,-5.5615556652
90,1.4833333333,8.5264805226,0.007923898,-5.62978155,8.4176488021,0.0421342836,-5.6205689967,8.3752805827,-0.1252620146,-5.6270383996,8.31792188,-0.0058250883,-5.6171870692,8.3067980997,0.1699817405,-5.6167711661
91,1.5,8.6360808676,0.0045578795,-5.6851401246,8.5289344577,0.0530081592,-5.6759961251,8.4883907252,-0.1184225704,-5.6845393673,8.4203313547,-0.017584512,-5.6734409051,8.4265153767,0.1614399668,-5.6721101504
92,1.5166666667,8.7455258269,0.0012264965,-5.7402697517,8.6412465865,0.0628720667,-5.7317850868,8.6005976282,-0.109337061,-5.7423149807,8.5228958556,-0.0294179869,-5.730718471,8.5438480259,0.1505394659,-5.727251351
93,1.5333333333,8.854823947,-0.00181939,-5.7950650467,8.7543864165,0.0714575424,-5.7878551908,8.7116670041,-0.098294209,-5.800162329,8.6261501564,-0.0413218557,-5.7890326824,8.6588765094,0.1381364348,-5.7817044121
94,1.55,8.9639759308,-0.004399902,-5.8494080707,8.8680583693,0.0785182719,-5.8440392317,8.8214491094,-0.0856102617,-5.8578200637,8.7306514774,-0.0531972521,-5.8482163951,8.7719056267,0.1249783858,-5.8348893107
95,1.5666666667,9.072974088,-0.0064329464,-5.9032168153,8.9819027196,0.0838441233,-5.9001142179,8.9298907426,-0.071606971,-5.9149974469,8.8369211777,-0.0648303197,-5.9079419067,8.8833417258,0.1116192813,-5.8862630082
96,1.5833333333,9.1818045335,-0.0079406776,-5.9564840327,9.0955310225,0.0872700811,-5.9558424962,9.0370382196,-0.056594093,-5.9713998149,8.9453724228,-0.0758912292,-5.9677702688,8.9935610539,0.0983711597,-5.9354773367
97,1.6,9.290445309,-0.0090338922,-6.0092890268,9.2085535356,0.0886807777,-6.0110135818,9.1430254594,-0.0408563998,-6.0267550909,9.0562315094,-0.0859558375,-6.0272186519,9.102790908,0.0852968113,-5.9825398208
98,1.6166666667,9.3988643748,-0.0098801637,-6.0617788908,9.3205999205,0.0880131135,-6.0654745154,9.2480499184,-0.0246473927,-6.0808448305,9.1694687441,-0.0945475736,-6.0858288654,9.2110243714,0.0722438691,-6.02794533
99,1.6333333333,9.5070236217,-0.0106657094,-6.1141259993,9.4313399352,0.0852581642,-6.1191391463,9.3523495596,-0.0081916742,-6.1335330897,9.284762147,-0.1011918394,-6.1432215941,9.3179912028,0.0589164082,-6.0727400706
100,1.65,9.6148869454,-0.0115592944,-6.166472342,9.5405060862,0.0804620698,-6.1719795645,9.4561888094,0.008304083,-6.1847816911,9.4015098161,-0.1054734048,-6.199128558,9.423212296,0.0449737984,-6.1184628587
101,1.6666666667,9.7224256227,-0.0126819258,-6.2188737806,9.6479160943,0.0737263639,-6.2240127777,9.5598476331,0.0246336059,-6.2346468137,9.5188882246,-0.1070882309,-6.2534045406,9.5261686313,0.0301384481,-6.1669025093
102,1.6833333333,9.8296203692,-0.0140828129,-6.2712601189,9.7534972748,0.0652087635,-6.2752907469,9.6636052369,0.0405708889,-6.2832597128,9.6359445607,-0.1058815211,-6.3060263121,9.6265803097,0.0142865502,-6.2196666582
103,1.7,9.9364644904,-0.0157222896,-6.3234250943,9.8573186931,0.0551236802,-6.3258917532,9.7677181047,0.0558531776,-6.3307971061,9.7517138453,-0.1018639417,-6.3570834393,9.7246990052,-0.0025035425,-6.2776842573
104,1.7166666667,10.0429665112,-0.01746645,-6.3750524575,9.9596266014,0.0437401209,-6.3759086186,9.8723966481,0.0701737131,-6.3774480225,9.8653475431,-0.0952031863,-6.4067620144,9.8214461422,-0.0199548454,-6.3408576895
105,1.7333333333,10.1491469111,-0.0191020869,-6.4257745674,10.0608629774,0.0313756077,-6.4254347903,9.9777845708,0.0831896001,-6.4233865587,9.9762262421,-0.0861982425,-6.4553208576,9.9182733886,-0.0376318439,-6.4080345209
106,1.75,10.2550323474,-0.0203764048,-6.4752509147,10.1616476904,0.0183864108,-6.4745552531,10.0839468918,0.0945451831,-6.4687602136,10.0840263925,-0.0752488516,-6.5030590258,10.016768794,-0.0549890798,-6.4773044235
107,1.7666666667,10.360657898,-0.0210522782,-6.52324782,10.262720779,0.0051549232,-6.5233480201,10.1908716129,0.1039050734,-6.5136978805,10.1887328137,-0.0628266893,-6.5502742439,10.1181760165,-0.0714143363,-6.5464619752
108,1.7833333333,10.4660820751,-0.0209575763,-6.5697010353,10.3648553303,-0.0079247416,-6.5718932558,10.2984802996,0.1109886662,-6.5583310712,10.290613828,-0.0494460647,-6.5972166807,10.2230288598,-0.0862781434,-6.6134318807
109,1.8,10.5714095775,-0.0200104721,-6.6147486668,10.4687578754,-0.0204619812,-6.6202788937,10.4066367661,0.1156004212,-6.6028125026,10.3901776986,-0.035631023,-6.6440471362,10.3310186878,-0.099004362,-6.6765450791
110,1.8166666667,10.6768130563,-0.0182203944,-6.6587285319,10.5749722879,-0.0320856737,-6.6685917855,10.5151536184,0.1176524939,-6.6473166389,10.4881131586,-0.0218810261,-6.6908098191,10.4411015602,-0.1091511938,-6.7346703667
111,1.8333333333,10.7825456225,-0.0156765231,-6.7021396913,10.683795655,-0.0424607658,-6.7168918681,10.6238080593,0.1171750383,-6.6920186881,10.5852098134,-0.0086403193,-6.7374284902,10.5517918897,-0.1164713832,-6.7872562433
112,1.85,10.8889360011,-0.0125302176,-6.7455705494,10.7952110117,-0.0513040117,-6.7651773,10.7323708134,0.1143074583,-6.7370631957,10.6822650156,0.0037256562,-6.7837294655,10.6615726447,-0.1209279878,-6.8343318903
113,1.8666666667,10.9963601109,-0.0089688732,-6.7895984642,10.9088495263,-0.0583964544,-6.813356796,10.8406390069,0.1092665422,-6.7825402042,10.7799988422,0.0149458872,-6.8294873926,10.7693347479,-0.122663077,-6.8764894338
114,1.8833333333,11.10518692,-0.0051831997,-6.8346745377,11.0240063115,-0.0635914785,-6.8612489078,10.9484674482,0.102296238,-6.828482559,10.8790075489,0.0248526054,-6.8744863083,10.874729658,-0.1219315301,-6.914840572
115,1.9,11.2157009184,-0.0013412158,-6.8810184889,11.1397443857,-0.0668208275,-6.9086255332,11.0558073669,0.0936143337,-6.8748895733,10.9797887011,0.0333876571,-6.918591874,10.9783162232,-0.119021111,-6.9509199878
116,1.9166666667,11.3280156446,0.0024141728,-6.928552577,11.2551234909,-0.0681024253,-6.9553101224,11.1627698765,0.0833761369,-6.9217771875,11.0828692477,0.0406116015,-6.9618402616,11.0814487107,-0.1141847991,-6.9865121166
117,1.9333333333,11.4420154938,0.0059367022,-6.9768992575,11.3695408409,-0.067548028,-7.0013175462,11.2697183921,0.0716696877,-6.9692488926,11.1890401039,0.0467125652,-7.0045520812,11.1859896318,-0.107605152,-7.0234300948
118,1.95,11.5573725678,0.0090347691,-7.0254557005,11.4830507122,-0.0653595659,-7.0469729102,11.3773482458,0.0585437435,-7.0175628139,11.2996010761,0.0519962843,-7.0474410036,11.2940292471,-0.099395693,-7.0633319632
119,1.9666666667,11.6736457929,0.0114602198,-7.0735327266,11.5964618982,-0.0618025631,-7.0929217188,11.4866583481,0.044055128,-7.0671413484,11.4164018281,0.0568344017,-7.0916214323,11.4076942723,-0.0896341529,-7.1076163764
120,1.9833333333,11.7903918334,0.0129616066,-7.1205092702,11.7111139358,-0.0571609703,-7.1399960824,11.5987313724,0.0283126119,-7.1184700474,11.5415157492,0.0615759247,-7.1384320772,11.5289191683,-0.0784167393,-7.1573318244
121,2,11.9071800521,0.0133768822,-7.1659350041,11.8283935403,-0.0516983694,-7.18897466,11.7143409492,0.0114996804,-7.1718910892,11.6766067245,0.0664662521,-7.1891011297,11.6590371096,-0.0659120084,-7.2130246284
122,2.0166666667,12.0234597902,0.0126998649,-7.2095368252,11.9491210849,-0.0456495089,-7.2402952792,11.8335178282,-0.0061208491,-7.2273720839,11.822183104,0.0716155254,-7.2443486275,11.7982389928,-0.0523901998,-7.2745451776
123,2.0333333333,12.1383300575,0.0110844144,-7.2511347865,12.0729549101,-0.0392401113,-7.293781504,11.9552348205,-0.024203007,-7.2843502208,11.9769027392,0.0770129896,-7.3040065283,11.9450621991,-0.0382241571,-7.3408769508
124,2.05,12.2503219257,0.0088023098,-7.2905133962,12.1979972155,-0.032710847,-7.3484692085,12.0772911979,-0.0423085495,-7.3416946644,12.137098376,0.0825563701,-7.3667445901,12.0960617028,-0.0238762568,-7.4100432691
125,2.0666666667,12.3572909367,0.0061758586,-7.3273051993,12.3207697451,-0.0263290118,-7.4026206454,12.1963820858,-0.059897192,-7.3977659073,12.2967962946,0.088075431,-7.4300483998,12.2458508053,-0.0098743129,-7.4791759834
