Image Name,Point,X,Y,Marker,Calibration Length pixels,Actual Length mm,Pixels/mm
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,1,4215.333,3951.667,,4083.322,751.2,5.435732162
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,2,4207.333,3939.667,,752.554,140,5.375385714
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,3,4196.667,3925,,,,
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,4,4191.333,3914.333,,,,
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,5,4183.333,3897,,,,
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,6,4172.667,3882.333,,,,
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,7,4162,3867.667,1,,,
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,8,4154,3855.667,,,,
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,9,4146,3842.333,,,,
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,10,4136.667,3831.667,,,,
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,11,4122,3817,,,,
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,12,4108.667,3805,,,,
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,13,4094,3794.333,,,,
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,14,4078,3783.667,,,,
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,15,4064.667,3777,,,,
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,16,4048.667,3767.667,,,,
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,17,4026,3757,,,,
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,18,4003.333,3747.667,,,,
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,19,3984.667,3738.333,,,,
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,20,3967.333,3726.333,,,,
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,21,3947.333,3713,,,,
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,22,3930,3697,,,,
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,23,3916.667,3683.667,,,,
05-26-15 17.23 The Cube May2015 1468_DxO.jpg,24,3903.333,3667.667,,,,
