Image Name,Point,X,Y,Marker,Calibration Length pixels,Actual Length mm,Pixels/mm
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,1,3078,5227,,3912.278,751.2,5.208037806
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,2,3063,5219,,1034.916,200,5.17458
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,3,3049,5209,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,4,3040,5199,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,5,3026,5190,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,6,3016,5181,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,7,3001,5169,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,8,2989,5160,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,9,2976,5152,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,10,2964,5143,1,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,11,2950,5132,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,12,2934,5119,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,13,2921,5107,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,14,2904,5094,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,15,2886,5079,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,16,2872,5065,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,17,2858,5049,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,18,2848,5035,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,19,2837,5021,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,20,2825,5004,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,21,2814,4992,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,22,2803,4974,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,23,2794,4960,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,24,2783,4942,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,25,2775,4925,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,26,2767,4907,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,27,2759,4889,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,28,2752,4871,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,29,2746,4852,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,30,2740,4834,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,31,2733,4819,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,32,2727,4799,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,33,2721,4780,2,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,34,2716,4762,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,35,2710,4743,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,36,2705,4728,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,37,2698,4710,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,38,2691,4692,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,39,2685,4674,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,40,2676,4657,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,41,2668,4633,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,42,2662,4615,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,43,2657,4597,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,44,2654,4578,,,,
05-27-15 18.04 The Cube May2015 1601_DxO.jpg,45,2651,4560,,,,
