Image Name,Point,X,Y,Marker,Calibration Length pixels,Actual Length mm,Pixels/mm
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,1,5493,2770,,4012.832,751.2,5.341895634
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,2,5486,2745,,798.376,150,5.322506667
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,3,5481,2724.667,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,4,5478,2707,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,5,5474,2691,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,6,5469,2674,1,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,7,5464,2662,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,8,5457,2646,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,9,5454,2630,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,10,5447,2614,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,11,5444,2594,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,12,5442,2577,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,13,5441,2556,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,14,5440,2537,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,15,5441,2517,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,16,5442,2497,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,17,5446,2479,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,18,5451,2461,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,19,5455,2444,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,20,5461,2426,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,21,5467,2409,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,22,5473,2392,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,23,5480,2376,2,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,24,5487,2364,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,25,5497,2349,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,26,5504,2339,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,27,5511,2326,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,28,5518,2313,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,29,5523,2302,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,30,5530,2289,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,31,5537,2276,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,32,5544,2261,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,33,5551,2247,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,34,5560,2230,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,35,5567,2212,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,36,5575,2194,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,37,5582,2174,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,38,5590,2156,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,39,5596,2137,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,40,5602,2116,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,41,5606,2098,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,42,5610,2076,3,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,43,5611,2057,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,44,5613,2040,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,45,5612,2019,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,46,5609,2000,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,47,5607,1981,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,48,5606,1964,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,49,5600,1947,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,50,5594,1930,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,51,5588,1914,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,52,5581,1900,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,53,5573,1887,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,54,5561,1870,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,55,5551,1857,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,56,5535,1841,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,57,5520,1832,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,58,5503,1823,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,59,5480,1816,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,60,5456,1813,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,61,5437,1810,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,62,5419,1810,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,63,5403,1811,4,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,64,5386,1812,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,65,5368,1813,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,66,5352,1817,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,67,5333,1822,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,68,5313,1827,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,69,5295,1831,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,70,5277,1835,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,71,5263,1840,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,72,5249,1846,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,73,5232,1851,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,74,5214,1856,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,75,5193,1865,5,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,76,5173,1871,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,77,5147,1879,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,78,5126,1885,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,79,5103,1893,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,80,5081,1899,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,81,5059,1905,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,82,5035,1912,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,83,5003,1919,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,84,4978,1925,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,85,4956,1931,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,86,4935,1936,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,87,4913,1939,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,88,4890,1940,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,89,4865,1941,6,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,90,4840,1940,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,91,4813,1938,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,92,4789,1934,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,93,4769,1930,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,94,4751,1925,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,95,4733,1920,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,96,4716,1915,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,97,4700,1907,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,98,4676,1897,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,99,4662,1888,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,100,4644,1878,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,101,4626,1865,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,102,4609,1851,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,103,4593,1840,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,104,4576,1824,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,105,4563,1811,,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,106,4550,1793,7,,,
05-26-15 17.25 The Cube May2015 1474_DxO.jpg,107,4536,1779,,,,
