Image Name,Point,X,Y,Marker,Calibration Length pixels,Actual Length mm,Pixels/mm
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,1,4616.667,2632,,4067.587,751.2,5.414785676
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,2,4608.667,2653.333,,821.376,150,5.47584
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,3,4599.333,2673.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,4,4591.333,2694.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,5,4579.333,2716,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,6,4567.333,2740,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,7,4558,2766.667,1,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,8,4551.333,2788,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,9,4543.333,2808,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,10,4538,2829.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,11,4540.667,2850.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,12,4546,2876,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,13,4551.333,2897.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,14,4564.667,2921.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,15,4576.667,2949.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,16,4588.667,2972,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,17,4603.333,3001.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,18,4614,3028,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,19,4622,3052,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,20,4630,3080,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,21,4636.667,3105.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,22,4638,3128,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,23,4642,3153.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,24,4646,3176,2,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,25,4647.333,3204,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,26,4651.333,3230.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,27,4655.333,3254.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,28,4658,3281.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,29,4662,3305.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,30,4666,3330.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,31,4670,3357.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,32,4676.667,3384,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,33,4678,3412,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,34,4678,3436,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,35,4680.667,3464,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,36,4678,3489.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,37,4672.667,3509.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,38,4664.667,3537.333,3,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,39,4654,3557.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,40,4646,3580,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,41,4631.333,3598.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,42,4616.667,3616,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,43,4600.667,3638.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,44,4583.333,3658.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,45,4564.667,3670.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,46,4546,3685.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,47,4517.333,3696,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,48,4493.666,3701.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,49,4465,3704,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,50,4442,3706.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,51,4418,3706.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,52,4395.333,3706.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,53,4374,3705.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,54,4350,3701.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,55,4327.333,3697.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,56,4303.333,3690.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,57,4276.667,3684,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,58,4256.333,3680,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,59,4236.333,3672,4,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,60,4212.333,3661.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,61,4188.667,3654.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,62,4165.667,3645.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,63,4144.333,3634.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,64,4123,3625.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,65,4097.667,3614.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,66,4076.333,3601.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,67,4052.333,3588,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,68,4027.333,3576,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,69,4004.667,3562.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,70,3983.333,3549.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,71,3955.667,3537.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,72,3934,3522.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,73,3912,3510.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,74,3893.667,3496.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,75,3876.333,3484.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,76,3856.333,3469.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,77,3835,3457.667,5,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,78,3812.333,3444.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,79,3792.333,3429.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,80,3773.667,3420.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,81,3751,3408.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,82,3725.667,3396.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,83,3704.333,3384.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,84,3680.333,3377.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,85,3653.667,3375,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,86,3631,3371,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,87,3609.667,3369.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,88,3588.333,3373.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,89,3567,3380.333,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,90,3547,3387,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,91,3523,3397.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,92,3504.333,3409.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,93,3491,3421.667,6,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,94,3477.667,3439,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,95,3459,3457.667,,,,
05-26-15 17.34 The Cube May2015 1516_DxO.jpg,96,3449.667,3479,,,,
