Image Name,Point,X,Y,Marker,Calibration Length pixels,Actual Length mm,Pixels/mm
05-21-15 16.58 The Cube May2015 685_DxO.jpg,1,1696,3105.667,,3755.536,751.2,4.999382322
05-21-15 16.58 The Cube May2015 685_DxO.jpg,2,1708,3113.667,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,3,1726.667,3121.667,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,4,1744,3135.667,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,5,1762.667,3143.667,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,6,1781.333,3147.667,1,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,7,1805.333,3155.667,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,8,1825.333,3165,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,9,1845.333,3180.333,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,10,1860,3192.333,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,11,1881.333,3209.667,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,12,1898.667,3223,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,13,1926.667,3233.667,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,14,1950.667,3242.333,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,15,1978.667,3245.667,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,16,2002.667,3247,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,17,2022.667,3247,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,18,2045.333,3248.333,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,19,2069.333,3248.333,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,20,2088,3247,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,21,2105.333,3247,2,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,22,2120,3245.667,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,23,2144,3247.667,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,24,2166.667,3247.667,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,25,2188,3247.667,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,26,2209.333,3249,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,27,2228,3250.333,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,28,2249.333,3253.667,,,,
05-21-15 16.58 The Cube May2015 685_DxO.jpg,29,2270.667,3257.667,,,,
