Image Name,Point,X,Y,Marker,Calibration Length pixels,Actual Length mm,Pixels/mm
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,1,1595,2552,,4035.341,751.2,5.371859691
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,2,1623,2554,,1050.152,200,5.25076
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,3,1655,2554,,,,
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,4,1687,2554,,,,
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,5,1719,2556,,,,
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,6,1745,2556,1,,,
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,7,1773,2556,,,,
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,8,1805,2558,,,,
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,9,1849,2554,,,,
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,10,1893,2548,,,,
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,11,1939,2540,,,,
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,12,1979,2528,,,,
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,13,2019,2514,,,,
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,14,2055,2496,,,,
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,15,2095,2476,,,,
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,16,2135,2456,,,,
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,17,2171,2426,,,,
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,18,2205,2400,,,,
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,19,2235,2376,,,,
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,20,2273,2338,2,,,
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,21,2303,2312,,,,
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,22,2319,2286,,,,
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,23,2345,2256,,,,
05-29-15 18.09 The Cube May2015 2262_DxO.jpg,24,2369,2228,,,,
