Image Name,Point,X,Y,Marker,Calibration Length pixels,Actual Length mm,Pixels/mm
05-20-15 18.02 The Cube May2015 339_DxO.jpg,1,2102.333,1848,,3793.595,751.2,5.050046592
05-20-15 18.02 The Cube May2015 339_DxO.jpg,2,2101,1873.333,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,3,2098.333,1896,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,4,2090.333,1920,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,5,2086.333,1949.333,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,6,2077,1980,1,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,7,2070.333,2010.667,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,8,2061,2041.333,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,9,2055.667,2070.667,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,10,2046.333,2108,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,11,2037,2141.333,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,12,2029,2173.333,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,13,2025,2205.333,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,14,2022.333,2244,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,15,2019.667,2280,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,16,2014.333,2316,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,17,2013.333,2349.333,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,18,2014.333,2388,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,19,2016,2417.333,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,20,2020,2446.667,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,21,2022.667,2476,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,22,2028,2504,2,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,23,2037.333,2540,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,24,2043.667,2572,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,25,2050.333,2601.333,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,26,2058.333,2628,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,27,2065,2657.333,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,28,2077,2689.333,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,29,2089,2720,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,30,2102.333,2753.333,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,31,2111.667,2780,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,32,2122.333,2809.333,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,33,2128,2837.333,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,34,2137.333,2870.667,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,35,2143.667,2902.667,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,36,2152,2941.333,3,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,37,2157,2982.667,,,,
05-20-15 18.02 The Cube May2015 339_DxO.jpg,38,2155.667,3017.333,,,,
