Image Name,Point,X,Y,Marker,Calibration Length pixels,Actual Length mm,Pixels/mm
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,1,4107,3836.667,,4041.205,751.2,5.379665868
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,2,4087,3835.333,,806.372,150,5.375813333
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,3,4065.667,3832.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,4,4049.667,3832.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,5,4029.667,3835.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,6,4013.667,3836.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,7,3996.333,3840.667,1,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,8,3974.667,3846.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,9,3956,3854.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,10,3933.667,3864.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,11,3911,3872.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,12,3889.667,3879.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,13,3867,3884.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,14,3845.667,3887.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,15,3823,3884.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,16,3803,3879.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,17,3784.333,3870,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,18,3763.333,3862.333,2,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,19,3744.333,3850,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,20,3728.333,3838,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,21,3715,3826,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,22,3699,3815.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,23,3681.667,3802,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,24,3665.667,3792.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,25,3649.667,3782,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,26,3635,3770,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,27,3619,3759.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,28,3599,3746,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,29,3580.333,3736.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,30,3560.333,3724.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,31,3540.333,3714,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,32,3517.667,3706,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,33,3494.333,3699.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,34,3472.333,3694,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,35,3447.333,3690.666,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,36,3427,3688.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,37,3403,3687.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,38,3380.333,3687.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,39,3361.667,3689.333,3,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,40,3343,3692,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,41,3319,3695.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,42,3301.667,3702,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,43,3277.667,3711.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,44,3255,3719.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,45,3233.667,3730,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,46,3217.667,3740.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,47,3200.333,3752.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,48,3184.333,3763.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,49,3168.333,3776.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,50,3152.333,3788.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,51,3140.333,3802,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,52,3128.333,3818,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,53,3111,3832.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,54,3099,3844.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,55,3088.333,3854,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,56,3075,3871.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,57,3065.667,3882,4,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,58,3052.333,3895.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,59,3037.667,3910,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,60,3027,3923.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,61,3012.333,3935.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,62,2993.667,3951.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,63,2979.333,3965,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,64,2959.333,3981,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,65,2944.333,3992.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,66,2925.667,4006,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,67,2905.333,4022,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,68,2885.333,4035.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,69,2860,4048.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,70,2841.333,4058,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,71,2818,4071.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,72,2799,4077.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,73,2784.333,4081,5,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,74,2769.667,4085,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,75,2753.667,4089,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,76,2733.667,4091.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,77,2713,4097,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,78,2685,4101,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,79,2657,4099.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,80,2629,4099.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,81,2601.667,4096.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,82,2576.333,4091.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,83,2547,4086,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,84,2520.333,4082,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,85,2496.333,4072.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,86,2477.667,4064.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,87,2457.667,4052.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,88,2437.667,4038,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,89,2420.333,4026,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,90,2408.333,4014,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,91,2397.667,4004.667,6,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,92,2387,3994,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,93,2366.333,3975.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,94,2353.667,3959.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,95,2341.667,3942,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,96,2332.333,3918,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,97,2325.667,3898,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,98,2319,3879.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,99,2315,3860.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,100,2310.333,3839.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,101,2303.667,3821,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,102,2300.333,3800.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,103,2295,3779.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,104,2293.667,3762,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,105,2292.333,3739.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,106,2291,3715.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,107,2289.667,3694,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,108,2287,3672.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,109,2283,3648.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,110,2281.667,3628.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,111,2277.667,3610,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,112,2272.333,3587.333,7,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,113,2263,3566,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,114,2252.333,3543.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,115,2239,3524.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,116,2227.667,3505.333,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,117,2209.667,3484.667,,,,
05-27-15 18.01 The Cube May2015 1589_DxO.jpg,118,2197.667,3470,,,,
