Image Name,Point,X,Y,Marker,Calibration Length pixels,Actual Length mm,Pixels/mm
05-25-15 18.07 The Cube May2015 936_DxO.jpg,1,2451.333,3997.333,,4070.678,751.2,5.418900426
05-25-15 18.07 The Cube May2015 936_DxO.jpg,2,2464.667,3984,,809.356,150,5.395706667
05-25-15 18.07 The Cube May2015 936_DxO.jpg,3,2475.333,3970.667,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,4,2491.333,3952,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,5,2504.667,3938.667,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,6,2519.333,3922.667,1,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,7,2531.333,3905.333,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,8,2540.667,3893.333,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,9,2555.333,3880,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,10,2569,3865.333,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,11,2585,3850.667,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,12,2609,3839,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,13,2628.667,3828,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,14,2651.667,3819,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,15,2673,3809.667,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,16,2698.333,3800.334,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,17,2721,3791.667,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,18,2744.667,3781.333,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,19,2778.333,3765.667,2,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,20,2800.667,3754.667,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,21,2823.333,3741.333,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,22,2844.667,3725.333,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,23,2866,3708,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,24,2886,3690.667,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,25,2905,3672,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,26,2920.667,3654.667,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,27,2936.667,3636,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,28,2948.667,3617.333,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,29,2963.333,3597.333,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,30,2977,3572,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,31,2987.667,3550.667,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,32,2995.667,3530,3,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,33,3006.333,3502,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,34,3013,3476.667,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,35,3019.667,3451.333,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,36,3023.667,3427.333,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,37,3030.333,3398.667,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,38,3031.667,3373.667,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,39,3035.667,3349.667,,,,
05-25-15 18.07 The Cube May2015 936_DxO.jpg,40,3035.667,3323.333,,,,
