Image Name,Point,X,Y,Marker,Calibration Length pixels,Actual Length mm,Pixels/mm
05-25-15 18.04 The Cube May2015 921_DxO.jpg,1,5539,2622.333,,3956.271,751.2,5.266601438
05-25-15 18.04 The Cube May2015 921_DxO.jpg,2,5524.333,2614.333,,783.488,150,5.223253333
05-25-15 18.04 The Cube May2015 921_DxO.jpg,3,5507,2605,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,4,5491,2598.333,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,5,5475,2590.333,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,6,5458.333,2582.667,1,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,7,5440.667,2576,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,8,5423.333,2568.333,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,9,5405.667,2562.333,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,10,5388.333,2558.333,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,11,5368.333,2557,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,12,5351,2555.667,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,13,5329.667,2553,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,14,5311,2553,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,15,5289.667,2553,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,16,5267,2551.667,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,17,5244.333,2550.333,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,18,5223,2549,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,19,5204.333,2547.667,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,20,5188.333,2546.333,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,21,5173.667,2542.333,2,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,22,5157.667,2541,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,23,5139,2537,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,24,5116.333,2534.333,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,25,5095,2534.333,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,26,5072.333,2533,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,27,5055,2534.333,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,28,5035,2534.333,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,29,5015,2535.667,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,30,4999,2537,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,31,4977.667,2539.667,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,32,4956.333,2539.667,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,33,4936.333,2541,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,34,4912.333,2541,,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,35,4887,2542.333,3,,,
05-25-15 18.04 The Cube May2015 921_DxO.jpg,36,4863,2541,,,,
