Image Name,Point,X,Y,Marker,Calibration Length pixels,Actual Length mm,Pixels/mm
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,1,3679.333,4367,,4062.893,751.2,5.408537007
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,2,3655.333,4356.333,,1072.448,200,5.36224
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,3,3634,4347,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,4,3614,4341.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,5,3593.333,4331.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,6,3566.667,4322,1,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,7,3538.667,4317,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,8,3508.333,4310.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,9,3480,4304.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,10,3456,4300.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,11,3433.333,4299.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,12,3406.667,4298,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,13,3380.667,4296.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,14,3350,4296.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,15,3325.333,4296.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,16,3299.333,4295,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,17,3272.667,4295,2,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,18,3246,4295,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,19,3216.667,4295,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,20,3188.667,4297.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,21,3164.667,4300.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,22,3132.667,4303,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,23,3102,4305.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,24,3071.333,4307,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,25,3044.667,4312.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,26,3015.333,4316.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,27,2986,4319,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,28,2953.333,4325.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,29,2920,4328.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,30,2887.667,4329.667,3,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,31,2850,4331,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,32,2823.333,4329.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,33,2792.667,4328.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,34,2768.667,4327,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,35,2746,4325.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,36,2719.333,4323,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,37,2694.333,4321,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,38,2671.667,4318.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,39,2646.333,4313,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,40,2621,4307.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,41,2595.667,4298.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,42,2566.333,4286.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,43,2535.333,4269.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,44,2508.667,4253.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,45,2488.667,4239,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,46,2472.667,4223,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,47,2461.333,4211.667,4,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,48,2443.333,4193.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,49,2426,4173.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,50,2412.667,4155,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,51,2400.667,4132.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,52,2387.333,4112.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,53,2370.333,4086.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,54,2360.667,4057.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,55,2355.333,4031,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,56,2346,4004.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,57,2343.333,3973.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,58,2342.333,3943.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,59,2343.667,3914.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,60,2347.667,3880.333,5,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,61,2350,3851,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,62,2354,3816.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,63,2359.333,3784.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,64,2366,3755,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,65,2374,3728.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,66,2383.333,3700.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,67,2391.333,3671,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,68,2399.667,3637.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,69,2410.333,3605.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,70,2423.667,3579,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,71,2430.333,3551,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,72,2438,3520.333,6,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,73,2441,3489.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,74,2439.667,3457.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,75,2435.333,3427,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,76,2428.667,3401.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,77,2423.333,3375,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,78,2412.667,3345.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,79,2400.667,3319,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,80,2387.333,3292.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,81,2368.667,3271,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,82,2346,3247,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,83,2326,3225.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,84,2306,3205.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,85,2282,3191,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,86,2256.667,3180.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,87,2234,3165.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,88,2214,3158.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,89,2190,3149.667,7,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,90,2168,3142.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,91,2144,3133,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,92,2120,3127.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,93,2090.667,3119.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,94,2059.333,3113.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,95,2030.667,3106.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,96,2001.333,3095.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,97,1970.667,3090.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,98,1940,3079.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,99,1909.667,3072.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,100,1877.333,3062.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,101,1850.667,3050.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,102,1821.333,3038.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,103,1797.333,3025,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,104,1772,3010.333,8,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,105,1750.333,2998.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,106,1721.667,2983,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,107,1697.667,2963,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,108,1675,2944.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,109,1657.667,2925.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,110,1635.667,2905.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,111,1617,2886.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,112,1601.333,2864.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,113,1581.333,2841.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,114,1565.333,2817.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,115,1548,2792.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,116,1533.333,2767,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,117,1517.333,2745.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,118,1502.333,2724,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,119,1492.333,2702.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,120,1477.667,2681.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,121,1461.333,2659,9,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,122,1449.333,2635.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,123,1435.667,2615.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,124,1421,2592.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,125,1403.667,2567.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,126,1394.333,2544.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,127,1379.667,2520.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,128,1365,2498,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,129,1350.333,2472.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,130,1337,2452.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,131,1322.333,2431.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,132,1307.667,2412.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,133,1294.333,2392.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,134,1274.667,2367.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,135,1258.333,2346,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,136,1245,2328.667,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,137,1234.667,2315.667,10,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,138,1222.333,2301,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,139,1209,2281,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,140,1193,2259.333,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,141,1182.667,2242,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,142,1162.333,2218,,,,
05-29-15 18.08 The Cube May2015 2259_DxO.jpg,143,1149,2196.667,,,,
